countyFIPS,Estimate!!OCCUPATION!!Civilian employed population 16 years and over,Percent Estimate!!OCCUPATION!!Civilian employed population 16 years and over,"Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations","Percent Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations",Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Service occupations,Percent Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Service occupations,Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Sales and office occupations,Percent Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Sales and office occupations,"Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations","Percent Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations","Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations","Percent Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations"
49013,8117,8117,2633,32.4,1126,13.9,1400,17.2,1499,18.5,1459,18.0
49015,4035,4035,1199,29.7,760,18.8,760,18.8,721,17.9,595,14.7
49017,2211,2211,612,27.7,597,27.0,551,24.9,279,12.6,172,7.8
49019,5078,5078,1360,26.8,1859,36.6,916,18.0,477,9.4,466,9.2
49021,21504,21504,6871,32.0,4404,20.5,5120,23.8,2536,11.8,2573,12.0
49023,4843,4843,1325,27.4,852,17.6,977,20.2,786,16.2,903,18.6
49025,3265,3265,1110,34.0,743,22.8,777,23.8,332,10.2,303,9.3
49027,5539,5539,1749,31.6,863,15.6,1054,19.0,968,17.5,905,16.3
49029,4809,4809,2175,45.2,716,14.9,922,19.2,472,9.8,524,10.9
49031,612,612,204,33.3,111,18.1,115,18.8,121,19.8,61,10.0
49033,766,766,172,22.5,130,17.0,223,29.1,122,15.9,119,15.5
49035,576623,576623,225471,39.1,85095,14.8,145055,25.2,46280,8.0,74722,13.0
49037,5488,5488,1832,33.4,1167,21.3,983,17.9,754,13.7,752,13.7
49039,11243,11243,3648,32.4,1943,17.3,2382,21.2,1630,14.5,1640,14.6
49041,8838,8838,2475,28.0,1740,19.7,1701,19.2,1508,17.1,1414,16.0
49043,22237,22237,10481,47.1,3841,17.3,4272,19.2,1805,8.1,1838,8.3
49045,29272,29272,9136,31.2,4548,15.5,6702,22.9,3521,12.0,5365,18.3
49047,15090,15090,4485,29.7,1907,12.6,3621,24.0,2530,16.8,2547,16.9
49049,269203,269203,111312,41.3,40020,14.9,68331,25.4,20430,7.6,29110,10.8
49051,15195,15195,5936,39.1,3019,19.9,3438,22.6,1407,9.3,1395,9.2
49053,65077,65077,21143,32.5,12523,19.2,16983,26.1,6197,9.5,8231,12.6
49055,1248,1248,376,30.1,252,20.2,231,18.5,198,15.9,191,15.3
49057,118705,118705,38761,32.7,16550,13.9,29268,24.7,12056,10.2,22070,18.6
50001,20040,20040,8319,41.5,3162,15.8,3660,18.3,2396,12.0,2503,12.5
50003,17534,17534,6684,38.1,3077,17.5,3628,20.7,1670,9.5,2475,14.1
50005,14620,14620,5277,36.1,2843,19.4,2705,18.5,1823,12.5,1972,13.5
50007,90996,90996,44524,48.9,14330,15.7,17980,19.8,5835,6.4,8327,9.2
50009,2767,2767,764,27.6,655,23.7,493,17.8,369,13.3,486,17.6
50011,25988,25988,9501,36.6,4086,15.7,5319,20.5,3122,12.0,3960,15.2
50013,3691,3691,1478,40.0,585,15.8,819,22.2,403,10.9,406,11.0
50015,13602,13602,5176,38.1,2601,19.1,2823,20.8,1603,11.8,1399,10.3
50017,15404,15404,6072,39.4,2439,15.8,2747,17.8,2161,14.0,1985,12.9
50019,12213,12213,4142,33.9,2095,17.2,2603,21.3,1633,13.4,1740,14.2
50021,30183,30183,10285,34.1,5770,19.1,6662,22.1,3459,11.5,4007,13.3
50023,31374,31374,14503,46.2,5069,16.2,6198,19.8,2741,8.7,2863,9.1
50025,21908,21908,9039,41.3,4171,19.0,4079,18.6,2474,11.3,2145,9.8
50027,28422,28422,11246,39.6,5402,19.0,5690,20.0,2697,9.5,3387,11.9
51001,13817,13817,4235,30.7,2410,17.4,2294,16.6,2049,14.8,2829,20.5
51003,52003,52003,27869,53.6,8418,16.2,9341,18.0,3284,6.3,3091,5.9
51005,6054,6054,1661,27.4,986,16.3,1268,20.9,749,12.4,1390,23.0
51007,6241,6241,1703,27.3,1085,17.4,1346,21.6,1261,20.2,846,13.6
51009,14513,14513,3981,27.4,3086,21.3,3240,22.3,1401,9.7,2805,19.3
51011,6963,6963,2204,31.7,1244,17.9,1677,24.1,853,12.3,985,14.1
51013,145621,145621,100672,69.1,14211,9.8,19854,13.6,6592,4.5,4292,2.9
51015,35166,35166,11591,33.0,5451,15.5,8015,22.8,3620,10.3,6489,18.5
51017,2092,2092,412,19.7,639,30.5,537,25.7,236,11.3,268,12.8
51019,37064,37064,13191,35.6,5854,15.8,8669,23.4,3525,9.5,5825,15.7
51021,2555,2555,711,27.8,459,18.0,703,27.5,118,4.6,564,22.1
51023,15847,15847,6159,38.9,2397,15.1,3277,20.7,1603,10.1,2411,15.2
51025,6422,6422,1533,23.9,1367,21.3,1373,21.4,716,11.1,1433,22.3
51027,6383,6383,1592,24.9,1090,17.1,1410,22.1,1210,19.0,1081,16.9
51029,6671,6671,1789,26.8,1546,23.2,1279,19.2,929,13.9,1128,16.9
51031,26938,26938,8905,33.1,4437,16.5,6017,22.3,2861,10.6,4718,17.5
51033,13695,13695,4313,31.5,2211,16.1,3287,24.0,1751,12.8,2133,15.6
51035,12952,12952,3561,27.5,2225,17.2,2496,19.3,1937,15.0,2733,21.1
51036,3318,3318,816,24.6,610,18.4,743,22.4,462,13.9,687,20.7
51037,5031,5031,1236,24.6,1293,25.7,972,19.3,618,12.3,912,18.1
51041,173467,173467,74558,43.0,25510,14.7,40601,23.4,13778,7.9,19020,11.0
51043,7182,7182,3018,42.0,1249,17.4,1164,16.2,1144,15.9,607,8.5
51045,2207,2207,541,24.5,413,18.7,564,25.6,276,12.5,413,18.7
51047,24163,24163,8478,35.1,4162,17.2,5204,21.5,3056,12.6,3263,13.5
51049,4656,4656,1325,28.5,779,16.7,1092,23.5,657,14.1,803,17.2
51051,4433,4433,1281,28.9,1043,23.5,836,18.9,581,13.1,692,15.6
51053,13594,13594,3636,26.7,2601,19.1,3002,22.1,1509,11.1,2846,20.9
51057,5231,5231,1565,29.9,752,14.4,1501,28.7,587,11.2,826,15.8
51059,611628,611628,348131,56.9,91382,14.9,106395,17.4,33637,5.5,32083,5.2
51061,35568,35568,15157,42.6,5969,16.8,7427,20.9,4133,11.6,2882,8.1
51063,7163,7163,2557,35.7,1015,14.2,1204,16.8,1024,14.3,1363,19.0
51065,12252,12252,5473,44.7,1513,12.3,2663,21.7,1374,11.2,1229,10.0
51067,25156,25156,8028,31.9,4107,16.3,5541,22.0,3007,12.0,4473,17.8
51069,42883,42883,16161,37.7,6202,14.5,9240,21.5,5039,11.8,6241,14.6
51071,7392,7392,2032,27.5,1340,18.1,1541,20.8,933,12.6,1546,20.9
51073,17623,17623,5324,30.2,3215,18.2,3701,21.0,2698,15.3,2685,15.2
51075,10715,10715,4601,42.9,1506,14.1,2522,23.5,1134,10.6,952,8.9
51077,6457,6457,1531,23.7,1229,19.0,1296,20.1,726,11.2,1675,25.9
51079,9820,9820,3953,40.3,1650,16.8,2182,22.2,1219,12.4,816,8.3
51081,3943,3943,894,22.7,1093,27.7,790,20.0,351,8.9,815,20.7
51083,14700,14700,4240,28.8,2625,17.9,2793,19.0,1525,10.4,3517,23.9
51085,54987,54987,25271,46.0,7457,13.6,13116,23.9,4701,8.5,4442,8.1
51087,171012,171012,76953,45.0,25766,15.1,41703,24.4,9502,5.6,17088,10.0
51089,20064,20064,5337,26.6,3290,16.4,4826,24.1,2012,10.0,4599,22.9
51091,893,893,283,31.7,151,16.9,194,21.7,157,17.6,108,12.1
51093,17425,17425,7007,40.2,2671,15.3,3284,18.8,2299,13.2,2164,12.4
51095,33444,33444,15872,47.5,5835,17.4,7149,21.4,1912,5.7,2676,8.0
51097,3081,3081,767,24.9,697,22.6,507,16.5,620,20.1,490,15.9
51099,12863,12863,5433,42.2,2374,18.5,2614,20.3,984,7.6,1458,11.3
51101,8292,8292,2857,34.5,997,12.0,1880,22.7,1434,17.3,1124,13.6
51103,4338,4338,1359,31.3,1079,24.9,1024,23.6,383,8.8,493,11.4
51105,7474,7474,2285,30.6,1474,19.7,1411,18.9,961,12.9,1343,18.0
51107,207877,207877,121089,58.3,27070,13.0,38675,18.6,9706,4.7,11337,5.5
51109,16475,16475,5506,33.4,2812,17.1,3766,22.9,1962,11.9,2429,14.7
51111,4470,4470,992,22.2,877,19.6,755,16.9,726,16.2,1120,25.1
51113,6080,6080,1946,32.0,1066,17.5,1524,25.1,730,12.0,814,13.4
51115,3768,3768,1197,31.8,459,12.2,861,22.9,652,17.3,599,15.9
51117,12329,12329,4065,33.0,2388,19.4,2470,20.0,1079,8.8,2327,18.9
51119,4302,4302,1275,29.6,854,19.9,1082,25.2,607,14.1,484,11.3
51121,46179,46179,22112,47.9,8668,18.8,8488,18.4,2518,5.5,4393,9.5
51125,6997,6997,2523,36.1,1253,17.9,1381,19.7,991,14.2,849,12.1
51127,10544,10544,4066,38.6,1510,14.3,2486,23.6,1442,13.7,1040,9.9
51131,4897,4897,1527,31.2,971,19.8,1207,24.6,575,11.7,617,12.6
51133,4780,4780,1682,35.2,1089,22.8,1032,21.6,488,10.2,489,10.2
51135,5596,5596,1374,24.6,1204,21.5,1232,22.0,899,16.1,887,15.9
51137,16575,16575,5343,32.2,3106,18.7,3445,20.8,2262,13.6,2419,14.6
51139,10794,10794,2552,23.6,2420,22.4,2548,23.6,1407,13.0,1867,17.3
51141,7283,7283,1795,24.6,1136,15.6,1470,20.2,1076,14.8,1806,24.8
51143,27404,27404,6765,24.7,5173,18.9,5929,21.6,3421,12.5,6116,22.3
51145,13269,13269,5649,42.6,1806,13.6,2774,20.9,1896,14.3,1144,8.6
51147,8531,8531,2947,34.5,2027,23.8,1920,22.5,818,9.6,819,9.6
51149,15090,15090,5360,35.5,2528,16.8,3591,23.8,1408,9.3,2203,14.6
51153,234698,234698,102692,43.8,40929,17.4,49598,21.1,21559,9.2,19920,8.5
51155,15441,15441,4956,32.1,2551,16.5,3384,21.9,1353,8.8,3197,20.7
51157,3499,3499,1397,39.9,645,18.4,638,18.2,491,14.0,328,9.4
51159,3489,3489,1179,33.8,536,15.4,663,19.0,439,12.6,672,19.3
51161,45700,45700,19461,42.6,6840,15.0,10874,23.8,2884,6.3,5641,12.3
51163,10153,10153,3431,33.8,1760,17.3,2019,19.9,1336,13.2,1607,15.8
51165,39144,39144,13022,33.3,6115,15.6,8654,22.1,4577,11.7,6776,17.3
51167,9508,9508,3102,32.6,1344,14.1,2253,23.7,1240,13.0,1569,16.5
51169,8340,8340,2136,25.6,1711,20.5,1689,20.3,1196,14.3,1608,19.3
51171,20419,20419,5859,28.7,3831,18.8,4420,21.6,2750,13.5,3559,17.4
51173,12593,12593,3521,28.0,2530,20.1,2358,18.7,1255,10.0,2929,23.3
51175,7799,7799,2219,28.5,1498,19.2,1654,21.2,1143,14.7,1285,16.5
51177,65438,65438,26115,39.9,11422,17.5,14765,22.6,6079,9.3,7057,10.8
51179,70371,70371,33638,47.8,11141,15.8,14748,21.0,5871,8.3,4973,7.1
51181,2983,2983,799,26.8,500,16.8,561,18.8,538,18.0,585,19.6
51183,3339,3339,990,29.6,672,20.1,633,19.0,345,10.3,699,20.9
51185,15604,15604,4905,31.4,2530,16.2,3386,21.7,2381,15.3,2402,15.4
51187,19074,19074,6428,33.7,3273,17.2,4078,21.4,2879,15.1,2416,12.7
51191,23898,23898,8169,34.2,4452,18.6,5177,21.7,1894,7.9,4206,17.6
51193,7610,7610,2579,33.9,1413,18.6,1816,23.9,886,11.6,916,12.0
51195,13075,13075,4726,36.1,2296,17.6,2895,22.1,1439,11.0,1719,13.1
51197,13070,13070,3695,28.3,2812,21.5,2568,19.6,1229,9.4,2766,21.2
51199,30286,30286,15392,50.8,4319,14.3,6195,20.5,2280,7.5,2100,6.9
51510,96180,96180,56954,59.2,14201,14.8,13995,14.6,5076,5.3,5954,6.2
51520,7174,7174,2453,34.2,1377,19.2,1669,23.3,539,7.5,1136,15.8
51530,2991,2991,593,19.8,934,31.2,350,11.7,282,9.4,832,27.8
51540,24605,24605,12821,52.1,5272,21.4,3970,16.1,1065,4.3,1477,6.0
51550,110464,110464,45450,41.1,17453,15.8,25019,22.6,10872,9.8,11670,10.6
51570,7624,7624,2807,36.8,1225,16.1,1860,24.4,661,8.7,1071,14.0
51580,2454,2454,485,19.8,487,19.8,656,26.7,263,10.7,563,22.9
51590,16636,16636,4997,30.0,3998,24.0,3294,19.8,1081,6.5,3266,19.6
51595,1939,1939,524,27.0,345,17.8,340,17.5,163,8.4,567,29.2
51600,12717,12717,6963,54.8,2121,16.7,2362,18.6,753,5.9,518,4.1
51610,7717,7717,5251,68.0,825,10.7,1318,17.1,167,2.2,156,2.0
51620,3402,3402,785,23.1,884,26.0,823,24.2,379,11.1,531,15.6
51630,15332,15332,7048,46.0,3715,24.2,2630,17.2,853,5.6,1086,7.1
51640,2788,2788,758,27.2,624,22.4,422,15.1,230,8.2,754,27.0
51650,61974,61974,21162,34.1,11951,19.3,13400,21.6,6103,9.8,9358,15.1
51660,25898,25898,8714,33.6,6362,24.6,4789,18.5,2093,8.1,3940,15.2
51670,9384,9384,2329,24.8,1823,19.4,2374,25.3,942,10.0,1916,20.4
51678,2251,2251,1001,44.5,438,19.5,545,24.2,105,4.7,162,7.2
51680,36191,36191,14481,40.0,7875,21.8,7059,19.5,2328,6.4,4448,12.3
51683,22051,22051,7356,33.4,4493,20.4,4696,21.3,3222,14.6,2284,10.4
51685,8645,8645,3308,38.3,1323,15.3,1581,18.3,1299,15.0,1134,13.1
51690,5345,5345,1286,24.1,1119,20.9,1181,22.1,264,4.9,1495,28.0
51700,81765,81765,27658,33.8,15434,18.9,17977,22.0,7959,9.7,12737,15.6
51710,104931,104931,35295,33.6,22440,21.4,22882,21.8,11680,11.1,12634,12.0
51720,1539,1539,457,29.7,279,18.1,466,30.3,153,9.9,184,12.0
51730,13387,13387,3305,24.7,3181,23.8,2970,22.2,717,5.4,3214,24.0
51735,5690,5690,2863,50.3,796,14.0,971,17.1,476,8.4,584,10.3
51740,41388,41388,12275,29.7,8276,20.0,9420,22.8,5153,12.5,6264,15.1
51750,7822,7822,2710,34.6,1937,24.8,1871,23.9,267,3.4,1037,13.3
51760,112654,112654,47166,41.9,23185,20.6,23146,20.5,7380,6.6,11777,10.5
51770,47450,47450,15437,32.5,9352,19.7,10769,22.7,3715,7.8,8177,17.2
51775,12228,12228,4809,39.3,2318,19.0,2660,21.8,817,6.7,1624,13.3
51790,11775,11775,4367,37.1,2407,20.4,2612,22.2,739,6.3,1650,14.0
51800,41944,41944,16571,39.5,7300,17.4,8404,20.0,3721,8.9,5948,14.2
51810,220127,220127,88925,40.4,36911,16.8,53628,24.4,20725,9.4,19938,9.1
51820,10293,10293,3012,29.3,1850,18.0,2543,24.7,977,9.5,1911,18.6
51830,6027,6027,2920,48.4,1169,19.4,1461,24.2,149,2.5,328,5.4
51840,13718,13718,5123,37.3,2907,21.2,2891,21.1,1171,8.5,1626,11.9
53001,7890,7890,1861,23.6,1022,13.0,1033,13.1,2283,28.9,1691,21.4
53003,9643,9643,2987,31.0,1832,19.0,2512,26.0,1141,11.8,1171,12.1
53005,86708,86708,34258,39.5,14211,16.4,16877,19.5,10275,11.9,11087,12.8
53007,34693,34693,11087,32.0,6997,20.2,6235,18.0,5326,15.4,5048,14.6
53009,28644,28644,8972,31.3,6705,23.4,6050,21.1,3472,12.1,3445,12.0
53011,221205,221205,81875,37.0,37163,16.8,49964,22.6,21338,9.6,30865,14.0
53013,1762,1762,550,31.2,282,16.0,399,22.6,343,19.5,188,10.7
53015,43701,43701,12060,27.6,8348,19.1,9127,20.9,5511,12.6,8655,19.8
53017,18962,18962,5632,29.7,3361,17.7,3920,20.7,3762,19.8,2287,12.1
53019,2648,2648,901,34.0,488,18.4,380,14.4,376,14.2,503,19.0
53021,39752,39752,10627,26.7,7276,18.3,7106,17.9,8324,20.9,6419,16.1
53023,923,923,315,34.1,157,17.0,189,20.5,102,11.1,160,17.3
53025,40985,40985,11559,28.2,6446,15.7,5514,13.5,10701,26.1,6765,16.5
53027,27388,27388,8086,29.5,6256,22.8,5690,20.8,3095,11.3,4261,15.6
53029,32257,32257,11550,35.8,5996,18.6,6680,20.7,3801,11.8,4230,13.1
53031,11569,11569,4340,37.5,2437,21.1,2365,20.4,1460,12.6,967,8.4
53033,1176560,1176560,612263,52.0,174042,14.8,219539,18.7,64009,5.4,106707,9.1
53035,113310,113310,44581,39.3,21250,18.8,22796,20.1,11627,10.3,13056,11.5
53037,21497,21497,7282,33.9,4446,20.7,4710,21.9,2613,12.2,2446,11.4
53039,8329,8329,2865,34.4,1616,19.4,1457,17.5,1280,15.4,1111,13.3
53041,30414,30414,8347,27.4,5831,19.2,6537,21.5,4031,13.3,5668,18.6
53043,4160,4160,1734,41.7,765,18.4,648,15.6,641,15.4,372,8.9
53045,24072,24072,6841,28.4,4846,20.1,5119,21.3,4062,16.9,3204,13.3
53047,16954,16954,5200,30.7,3255,19.2,3317,19.6,3059,18.0,2123,12.5
53049,7012,7012,1926,27.5,1406,20.1,1530,21.8,1148,16.4,1002,14.3
53051,4654,4654,1605,34.5,892,19.2,700,15.0,745,16.0,712,15.3
53053,397125,397125,134929,34.0,72483,18.3,88828,22.4,41401,10.4,59484,15.0
53055,7657,7657,2973,38.8,1600,20.9,1358,17.7,1106,14.4,620,8.1
53057,55506,55506,17703,31.9,10364,18.7,11081,20.0,7834,14.1,8524,15.4
53059,5162,5162,1838,35.6,813,15.7,955,18.5,701,13.6,855,16.6
53061,401702,401702,158925,39.6,64972,16.2,84927,21.1,42309,10.5,50569,12.6
53063,227651,227651,82908,36.4,43438,19.1,54686,24.0,18395,8.1,28224,12.4
53065,16351,16351,4735,29.0,3056,18.7,3396,20.8,2540,15.5,2624,16.0
53067,126581,126581,54102,42.7,20607,16.3,27919,22.1,10366,8.2,13587,10.7
53069,1383,1383,387,28.0,251,18.1,258,18.7,277,20.0,210,15.2
53071,26674,26674,9608,36.0,5333,20.0,5672,21.3,3362,12.6,2699,10.1
53073,105049,105049,37416,35.6,20509,19.5,22861,21.8,10207,9.7,14056,13.4
53075,22539,22539,10777,47.8,4356,19.3,3504,15.5,1841,8.2,2061,9.1
53077,104784,104784,26177,25.0,17839,17.0,18769,17.9,22869,21.8,19130,18.3
54001,6500,6500,1878,28.9,1383,21.3,1341,20.6,1008,15.5,890,13.7
54003,53940,53940,18675,34.6,9366,17.4,11895,22.1,4847,9.0,9157,17.0
54005,6691,6691,1697,25.4,1346,20.1,1440,21.5,1213,18.1,995,14.9
54007,5398,5398,1427,26.4,912,16.9,1456,27.0,771,14.3,832,15.4
54009,10189,10189,3038,29.8,2382,23.4,2035,20.0,1214,11.9,1520,14.9
54011,38865,38865,14140,36.4,7986,20.5,9964,25.6,2362,6.1,4413,11.4
54013,2203,2203,703,31.9,310,14.1,401,18.2,407,18.5,382,17.3
54015,2600,2600,721,27.7,473,18.2,384,14.8,504,19.4,518,19.9
54017,2941,2941,682,23.2,720,24.5,608,20.7,536,18.2,395,13.4
54019,15861,15861,4831,30.5,3209,20.2,3685,23.2,1985,12.5,2151,13.6
54021,2659,2659,731,27.5,550,20.7,596,22.4,355,13.4,427,16.1
54023,4897,4897,1267,25.9,919,18.8,873,17.8,714,14.6,1124,23.0
54025,13667,13667,4626,33.8,3020,22.1,2690,19.7,1401,10.3,1930,14.1
54027,9021,9021,2384,26.4,1474,16.3,1551,17.2,1570,17.4,2042,22.6
54029,13388,13388,3729,27.9,2790,20.8,2948,22.0,1244,9.3,2677,20.0
54031,6428,6428,1394,21.7,1499,23.3,1117,17.4,736,11.4,1682,26.2
54033,29985,29985,10388,34.6,5645,18.8,6694,22.3,3299,11.0,3959,13.2
54035,11288,11288,3604,31.9,1697,15.0,2569,22.8,1561,13.8,1857,16.5
54037,27210,27210,11834,43.5,5093,18.7,5032,18.5,2447,9.0,2804,10.3
54039,79515,79515,30442,38.3,14997,18.9,20263,25.5,5927,7.5,7886,9.9
54041,6363,6363,1506,23.7,1307,20.5,1547,24.3,1030,16.2,973,15.3
54043,6861,6861,1633,23.8,1474,21.5,1773,25.8,817,11.9,1164,17.0
54045,10356,10356,2839,27.4,1978,19.1,2527,24.4,1670,16.1,1342,13.0
54047,4019,4019,1030,25.6,989,24.6,833,20.7,610,15.2,557,13.9
54049,24881,24881,8548,34.4,4699,18.9,5245,21.1,3283,13.2,3106,12.5
54051,12509,12509,3896,31.1,2562,20.5,2354,18.8,1777,14.2,1920,15.3
54053,9341,9341,2306,24.7,2195,23.5,1559,16.7,1103,11.8,2178,23.3
54055,22660,22660,6811,30.1,4892,21.6,5859,25.9,1904,8.4,3194,14.1
54057,11555,11555,3180,27.5,2186,18.9,2377,20.6,1511,13.1,2301,19.9
54059,6894,6894,1922,27.9,1428,20.7,1135,16.5,1365,19.8,1044,15.1
54061,50112,50112,23225,46.3,9202,18.4,9816,19.6,3655,7.3,4214,8.4
54063,5139,5139,1384,26.9,750,14.6,1044,20.3,980,19.1,981,19.1
54065,7516,7516,2075,27.6,1553,20.7,1559,20.7,1134,15.1,1195,15.9
54067,9758,9758,2220,22.8,1999,20.5,2645,27.1,1468,15.0,1426,14.6
54069,20013,20013,6863,34.3,4557,22.8,4482,22.4,1694,8.5,2417,12.1
54071,2805,2805,655,23.4,600,21.4,398,14.2,553,19.7,599,21.4
54073,3026,3026,870,28.8,569,18.8,524,17.3,438,14.5,625,20.7
54075,3468,3468,989,28.5,787,22.7,682,19.7,575,16.6,435,12.5
54077,13494,13494,3625,26.9,2699,20.0,2713,20.1,2260,16.7,2197,16.3
54079,25912,25912,10939,42.2,3420,13.2,6172,23.8,2268,8.8,3113,12.0
54081,28669,28669,8787,30.6,6027,21.0,7744,27.0,3446,12.0,2665,9.3
54083,11339,11339,3230,28.5,2643,23.3,2191,19.3,1569,13.8,1706,15.0
54085,3723,3723,819,22.0,700,18.8,706,19.0,552,14.8,946,25.4
54087,4534,4534,1521,33.5,752,16.6,873,19.3,627,13.8,761,16.8
54089,4473,4473,1329,29.7,994,22.2,812,18.2,585,13.1,753,16.8
54091,6842,6842,2019,29.5,1278,18.7,1615,23.6,807,11.8,1123,16.4
54093,3002,3002,919,30.6,678,22.6,427,14.2,461,15.4,517,17.2
54095,3194,3194,894,28.0,477,14.9,668,20.9,519,16.2,636,19.9
54097,9860,9860,3070,31.1,1912,19.4,1877,19.0,1294,13.1,1707,17.3
54099,13808,13808,4395,31.8,2908,21.1,2878,20.8,1143,8.3,2484,18.0
54101,2989,2989,727,24.3,737,24.7,531,17.8,587,19.6,407,13.6
54103,5519,5519,1151,20.9,1120,20.3,1126,20.4,913,16.5,1209,21.9
54105,2106,2106,624,29.6,350,16.6,431,20.5,326,15.5,375,17.8
54107,36541,36541,12613,34.5,6919,18.9,8975,24.6,3288,9.0,4746,13.0
54109,6088,6088,1899,31.2,1162,19.1,1128,18.5,1088,17.9,811,13.3
55001,7517,7517,1698,22.6,1700,22.6,1589,21.1,905,12.0,1625,21.6
55003,7291,7291,2271,31.1,1667,22.9,1420,19.5,697,9.6,1236,17.0
55005,22141,22141,6408,28.9,3615,16.3,4176,18.9,2667,12.0,5275,23.8
55007,7024,7024,2487,35.4,1522,21.7,1241,17.7,951,13.5,823,11.7
55009,136550,136550,48171,35.3,21754,15.9,30944,22.7,11188,8.2,24493,17.9
55011,6847,6847,2058,30.1,1061,15.5,1316,19.2,939,13.7,1473,21.5
55013,6596,6596,2035,30.9,1284,19.5,1310,19.9,817,12.4,1150,17.4
55015,27476,27476,9764,35.5,3411,12.4,6063,22.1,2350,8.6,5888,21.4
55017,31621,31621,9518,30.1,5142,16.3,6164,19.5,3618,11.4,7179,22.7
55019,15832,15832,4530,28.6,2256,14.2,2518,15.9,2415,15.3,4113,26.0
55021,30458,30458,10152,33.3,4863,16.0,6292,20.7,3551,11.7,5600,18.4
55023,7566,7566,2147,28.4,1374,18.2,1327,17.5,973,12.9,1745,23.1
55025,302391,302391,152917,50.6,46395,15.3,59390,19.6,16967,5.6,26722,8.8
55027,44570,44570,11959,26.8,7184,16.1,8693,19.5,4808,10.8,11926,26.8
55029,13445,13445,4363,32.5,2347,17.5,2769,20.6,1559,11.6,2407,17.9
55031,21862,21862,6911,31.6,4610,21.1,4609,21.1,2088,9.6,3644,16.7
55033,23300,23300,7485,32.1,4145,17.8,4575,19.6,2197,9.4,4898,21.0
55035,55948,55948,20043,35.8,9856,17.6,12992,23.2,3741,6.7,9316,16.7
55037,1924,1924,577,30.0,385,20.0,390,20.3,223,11.6,349,18.1
55039,53443,53443,16025,30.0,9305,17.4,10807,20.2,5665,10.6,11641,21.8
55041,3704,3704,1029,27.8,748,20.2,776,21.0,453,12.2,698,18.8
55043,26382,26382,8056,30.5,4434,16.8,5538,21.0,3225,12.2,5129,19.4
55045,20344,20344,7086,34.8,2763,13.6,4481,22.0,2217,10.9,3797,18.7
55047,9154,9154,2553,27.9,1347,14.7,1786,19.5,1176,12.8,2292,25.0
55049,12469,12469,4269,34.2,1862,14.9,2595,20.8,1732,13.9,2011,16.1
55051,2509,2509,713,28.4,475,18.9,559,22.3,297,11.8,465,18.5
55053,9464,9464,2554,27.0,1664,17.6,1845,19.5,1415,15.0,1986,21.0
55055,45835,45835,15282,33.3,8231,18.0,8995,19.6,4669,10.2,8658,18.9
55057,12143,12143,3035,25.0,2490,20.5,2454,20.2,1380,11.4,2784,22.9
55059,83794,83794,27199,32.5,14915,17.8,18905,22.6,7284,8.7,15491,18.5
55061,10585,10585,3263,30.8,1415,13.4,1956,18.5,1618,15.3,2333,22.0
55063,62604,62604,23223,37.1,12156,19.4,13863,22.1,3967,6.3,9395,15.0
55065,8630,8630,2764,32.0,1148,13.3,1767,20.5,1410,16.3,1541,17.9
55067,8588,8588,2319,27.0,1351,15.7,1854,21.6,1306,15.2,1758,20.5
55069,14200,14200,4121,29.0,2189,15.4,3127,22.0,1496,10.5,3267,23.0
55071,40603,40603,11866,29.2,6737,16.6,7752,19.1,3999,9.8,10249,25.2
55073,71176,71176,25008,35.1,9825,13.8,16018,22.5,6327,8.9,13998,19.7
55075,18712,18712,4813,25.7,2788,14.9,3803,20.3,2375,12.7,4933,26.4
55077,6925,6925,1648,23.8,1220,17.6,1278,18.5,967,14.0,1812,26.2
55078,1624,1624,358,22.0,607,37.4,276,17.0,178,11.0,205,12.6
55079,458805,458805,168067,36.6,90792,19.8,96706,21.1,27296,5.9,75944,16.6
55081,21524,21524,6075,28.2,3766,17.5,4184,19.4,2369,11.0,5130,23.8
55083,18968,18968,5660,29.8,2765,14.6,3462,18.3,2780,14.7,4301,22.7
55085,16687,16687,5193,31.1,3147,18.9,3876,23.2,1797,10.8,2674,16.0
55087,99454,99454,34806,35.0,14300,14.4,22106,22.2,9121,9.2,19121,19.2
55089,47039,47039,22815,48.5,6243,13.3,9672,20.6,2750,5.8,5559,11.8
55091,3730,3730,1156,31.0,561,15.0,728,19.5,569,15.3,716,19.2
55093,23534,23534,7776,33.0,4089,17.4,4747,20.2,2635,11.2,4287,18.2
55095,21468,21468,6470,30.1,3405,15.9,3962,18.5,2678,12.5,4953,23.1
55097,37825,37825,13039,34.5,6210,16.4,8563,22.6,3340,8.8,6673,17.6
55099,6505,6505,1765,27.1,1174,18.0,1039,16.0,829,12.7,1698,26.1
