countyFIPS,Estimate!!VETERAN STATUS!!Civilian population 18 years and over,Percent Estimate!!VETERAN STATUS!!Civilian population 18 years and over,Estimate!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans,Percent Estimate!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans
17031,4062016.0,4062016.0,164687.0,4.1
17033,15290.0,15290.0,1369.0,9.0
17035,8384.0,8384.0,714.0,8.5
17037,81602.0,81602.0,5171.0,6.3
17039,12521.0,12521.0,1134.0,9.1
17041,14755.0,14755.0,1120.0,7.6
17043,716588.0,716588.0,33751.0,4.7
17045,13895.0,13895.0,1324.0,9.5
17047,4992.0,4992.0,477.0,9.6
17049,26092.0,26092.0,1893.0,7.3
17051,17202.0,17202.0,1481.0,8.6
17053,10335.0,10335.0,925.0,9.0
17055,30436.0,30436.0,3106.0,10.2
17057,28326.0,28326.0,2683.0,9.5
17059,4088.0,4088.0,415.0,10.2
17061,10437.0,10437.0,1114.0,10.7
17063,37560.0,37560.0,3041.0,8.1
17065,6389.0,6389.0,525.0,8.2
17067,14309.0,14309.0,1373.0,9.6
17069,3302.0,3302.0,332.0,10.1
17071,5609.0,5609.0,583.0,10.4
17073,38322.0,38322.0,3459.0,9.0
17075,22002.0,22002.0,1887.0,8.6
17077,47881.0,47881.0,3404.0,7.1
17079,7384.0,7384.0,460.0,6.2
17081,29718.0,29718.0,2848.0,9.6
17083,17437.0,17437.0,1834.0,10.5
17085,17625.0,17625.0,1713.0,9.7
17087,10258.0,10258.0,997.0,9.7
17089,390967.0,390967.0,21299.0,5.4
17091,85040.0,85040.0,6722.0,7.9
17093,88251.0,88251.0,5467.0,6.2
17095,40907.0,40907.0,3585.0,8.8
17097,519702.0,519702.0,31211.0,6.0
17099,86303.0,86303.0,7150.0,8.3
17101,13046.0,13046.0,987.0,7.6
17103,27654.0,27654.0,2157.0,7.8
17105,28461.0,28461.0,2618.0,9.2
17107,23566.0,23566.0,2032.0,8.6
17109,25722.0,25722.0,1907.0,7.4
17111,233343.0,233343.0,15224.0,6.5
17113,135422.0,135422.0,8442.0,6.2
17115,82715.0,82715.0,7229.0,8.7
17117,35898.0,35898.0,3516.0,9.8
17119,206877.0,206877.0,21245.0,10.3
17121,29336.0,29336.0,2718.0,9.3
17123,9420.0,9420.0,1014.0,10.8
17125,10912.0,10912.0,1256.0,11.5
17127,11230.0,11230.0,1111.0,9.9
17129,9613.0,9613.0,1135.0,11.8
17131,12289.0,12289.0,1250.0,10.2
17133,26256.0,26256.0,2288.0,8.7
17135,23250.0,23250.0,2339.0,10.1
17137,27839.0,27839.0,2579.0,9.3
17139,10949.0,10949.0,1052.0,9.6
17141,39613.0,39613.0,3543.0,8.9
17143,140453.0,140453.0,10485.0,7.5
17145,17293.0,17293.0,1464.0,8.5
17147,12715.0,12715.0,1168.0,9.2
17149,12210.0,12210.0,1084.0,8.9
17151,3641.0,3641.0,520.0,14.3
17153,4404.0,4404.0,492.0,11.2
17155,4605.0,4605.0,399.0,8.7
17157,26198.0,26198.0,2305.0,8.8
17159,12269.0,12269.0,1114.0,9.1
17161,112685.0,112685.0,9843.0,8.7
17163,197696.0,197696.0,24799.0,12.5
17165,18962.0,18962.0,1709.0,9.0
17167,152862.0,152862.0,12912.0,8.4
17169,5719.0,5719.0,519.0,9.1
17171,3917.0,3917.0,368.0,9.4
17173,17163.0,17163.0,1721.0,10.0
17175,4301.0,4301.0,392.0,9.1
17177,35583.0,35583.0,3268.0,9.2
17179,103028.0,103028.0,8932.0,8.7
17181,13555.0,13555.0,1325.0,9.8
17183,59712.0,59712.0,5324.0,8.9
17185,9009.0,9009.0,1014.0,11.3
17187,13456.0,13456.0,976.0,7.3
17189,11096.0,11096.0,1057.0,9.5
17191,12721.0,12721.0,1108.0,8.7
17193,10933.0,10933.0,1035.0,9.5
17195,43770.0,43770.0,4291.0,9.8
17197,511269.0,511269.0,30191.0,5.9
17199,52517.0,52517.0,5265.0,10.0
17201,218449.0,218449.0,17686.0,8.1
17203,29232.0,29232.0,2626.0,9.0
18001,24181.0,24181.0,1541.0,6.4
18003,273788.0,273788.0,19880.0,7.3
18005,62200.0,62200.0,4001.0,6.4
18007,6498.0,6498.0,471.0,7.2
18009,9549.0,9549.0,900.0,9.4
18011,46970.0,46970.0,3017.0,6.4
18013,12283.0,12283.0,1517.0,12.4
18015,15459.0,15459.0,1540.0,10.0
18017,29165.0,29165.0,2556.0,8.8
18019,89216.0,89216.0,8437.0,9.5
18021,20165.0,20165.0,1669.0,8.3
18023,23825.0,23825.0,1753.0,7.4
18025,8224.0,8224.0,823.0,10.0
18027,23297.0,23297.0,2002.0,8.6
18029,38173.0,38173.0,3329.0,8.7
18031,20043.0,20043.0,1363.0,6.8
18033,32218.0,32218.0,2472.0,7.7
18035,93918.0,93918.0,6632.0,7.1
18037,31943.0,31943.0,2261.0,7.1
18039,146904.0,146904.0,8911.0,6.1
18041,18097.0,18097.0,1724.0,9.5
18043,59133.0,59133.0,4922.0,8.3
18045,12832.0,12832.0,1035.0,8.1
18047,17401.0,17401.0,1382.0,7.9
18049,15453.0,15453.0,1526.0,9.9
18051,25719.0,25719.0,2127.0,8.3
18053,53030.0,53030.0,4544.0,8.6
18055,25126.0,25126.0,2126.0,8.5
18057,227993.0,227993.0,13949.0,6.1
18059,56373.0,56373.0,6110.0,10.8
18061,30758.0,30758.0,2800.0,9.1
18063,119681.0,119681.0,9645.0,8.1
18065,38457.0,38457.0,3433.0,8.9
18067,63635.0,63635.0,6123.0,9.6
18069,28455.0,28455.0,2252.0,7.9
18071,33124.0,33124.0,2205.0,6.7
18073,25462.0,25462.0,2208.0,8.7
18075,15554.0,15554.0,1091.0,7.0
18077,25519.0,25519.0,2492.0,9.8
18079,21173.0,21173.0,1952.0,9.2
18081,113115.0,113115.0,9336.0,8.3
18083,29327.0,29327.0,2543.0,8.7
18085,59638.0,59638.0,4774.0,8.0
18087,26109.0,26109.0,1470.0,5.6
18089,370406.0,370406.0,27437.0,7.4
18091,86510.0,86510.0,7926.0,9.2
18093,35490.0,35490.0,3657.0,10.3
18095,101064.0,101064.0,9420.0,9.3
18097,710126.0,710126.0,48893.0,6.9
18099,34834.0,34834.0,2674.0,7.7
18101,7746.0,7746.0,961.0,12.4
18103,28149.0,28149.0,3013.0,10.7
18105,122291.0,122291.0,6208.0,5.1
18107,29508.0,29508.0,2365.0,8.0
18109,53512.0,53512.0,5399.0,10.1
18111,10974.0,10974.0,1037.0,9.4
18113,35387.0,35387.0,2873.0,8.1
18115,4755.0,4755.0,480.0,10.1
18117,15014.0,15014.0,1275.0,8.5
18119,16414.0,16414.0,1547.0,9.4
18121,13310.0,13310.0,1333.0,10.0
18123,15021.0,15021.0,1473.0,9.8
18125,9603.0,9603.0,850.0,8.9
18127,130212.0,130212.0,9975.0,7.7
18129,19897.0,19897.0,1756.0,8.8
18131,9764.0,9764.0,903.0,9.2
18133,30310.0,30310.0,2630.0,8.7
18135,19237.0,19237.0,1598.0,8.3
18137,21653.0,21653.0,2060.0,9.5
18139,12915.0,12915.0,1051.0,8.1
18141,204867.0,204867.0,13649.0,6.7
18143,18245.0,18245.0,1532.0,8.4
18145,34219.0,34219.0,3001.0,8.8
18147,15932.0,15932.0,1635.0,10.3
18149,17551.0,17551.0,1488.0,8.5
18151,27286.0,27286.0,2224.0,8.2
18153,16609.0,16609.0,1323.0,8.0
18155,7945.0,7945.0,967.0,12.2
18157,150124.0,150124.0,7690.0,5.1
18159,12075.0,12075.0,1171.0,9.7
18161,5591.0,5591.0,577.0,10.3
18163,141952.0,141952.0,11509.0,8.1
18165,12143.0,12143.0,1294.0,10.7
18167,85418.0,85418.0,7177.0,8.4
18169,24945.0,24945.0,1890.0,7.6
18171,6434.0,6434.0,657.0,10.2
18173,46929.0,46929.0,3941.0,8.4
18175,21406.0,21406.0,2128.0,9.9
18177,51863.0,51863.0,4894.0,9.4
18179,20936.0,20936.0,1653.0,7.9
18181,18487.0,18487.0,1907.0,10.3
18183,25816.0,25816.0,2275.0,8.8
19001,5581.0,5581.0,458.0,8.2
19003,2948.0,2948.0,245.0,8.3
19005,10705.0,10705.0,906.0,8.5
19007,9758.0,9758.0,817.0,8.4
19009,4524.0,4524.0,389.0,8.6
19011,19560.0,19560.0,1755.0,9.0
19013,104048.0,104048.0,7915.0,7.6
19015,20570.0,20570.0,1782.0,8.7
19017,19286.0,19286.0,1628.0,8.4
19019,15429.0,15429.0,1381.0,9.0
19021,15113.0,15113.0,916.0,6.1
19023,11348.0,11348.0,972.0,8.6
19025,7746.0,7746.0,791.0,10.2
19027,15357.0,15357.0,1279.0,8.3
19029,10290.0,10290.0,945.0,9.2
19031,14233.0,14233.0,1511.0,10.6
19033,34092.0,34092.0,2983.0,8.7
19035,9013.0,9013.0,923.0,10.2
19037,9301.0,9301.0,892.0,9.6
19039,6948.0,6948.0,636.0,9.2
19041,12620.0,12620.0,1107.0,8.8
19043,13859.0,13859.0,1387.0,10.0
19045,36434.0,36434.0,3817.0,10.5
19047,12871.0,12871.0,903.0,7.0
19049,60244.0,60244.0,4000.0,6.6
19051,6284.0,6284.0,425.0,6.8
19053,6288.0,6288.0,428.0,6.8
19055,13142.0,13142.0,1016.0,7.7
19057,30570.0,30570.0,2955.0,9.7
19059,13839.0,13839.0,1198.0,8.7
19061,74426.0,74426.0,5620.0,7.6
19063,7554.0,7554.0,556.0,7.4
19065,15754.0,15754.0,1420.0,9.0
19067,12262.0,12262.0,1275.0,10.4
19069,7861.0,7861.0,601.0,7.6
19071,5435.0,5435.0,555.0,10.2
19073,6929.0,6929.0,608.0,8.8
19075,9455.0,9455.0,684.0,7.2
19077,8243.0,8243.0,746.0,9.1
19079,11633.0,11633.0,889.0,7.6
19081,8465.0,8465.0,707.0,8.4
19083,13476.0,13476.0,1252.0,9.3
19085,10893.0,10893.0,1036.0,9.5
19087,15530.0,15530.0,1442.0,9.3
19089,6943.0,6943.0,602.0,8.7
19091,7340.0,7340.0,697.0,9.5
19093,5302.0,5302.0,505.0,9.5
19095,12426.0,12426.0,1102.0,8.9
19097,15071.0,15071.0,1447.0,9.6
19099,28571.0,28571.0,2456.0,8.6
19101,14766.0,14766.0,1044.0,7.1
19103,117373.0,117373.0,5210.0,4.4
19105,16125.0,16125.0,1691.0,10.5
19107,7888.0,7888.0,688.0,8.7
19109,11808.0,11808.0,1244.0,10.5
19111,27035.0,27035.0,2620.0,9.7
19113,169524.0,169524.0,13778.0,8.1
19115,8645.0,8645.0,602.0,7.0
19117,6565.0,6565.0,557.0,8.5
19119,8422.0,8422.0,651.0,7.7
19121,11814.0,11814.0,806.0,6.8
19123,16880.0,16880.0,1241.0,7.4
19125,25275.0,25275.0,1853.0,7.3
19127,30160.0,30160.0,2872.0,9.5
19129,11371.0,11371.0,1110.0,9.8
19131,8114.0,8114.0,781.0,9.6
19133,7003.0,7003.0,714.0,10.2
19135,5893.0,5893.0,491.0,8.3
19137,7782.0,7782.0,693.0,8.9
19139,32162.0,32162.0,2050.0,6.4
19141,10634.0,10634.0,1002.0,9.4
19143,4675.0,4675.0,443.0,9.5
19145,12253.0,12253.0,990.0,8.1
19147,7020.0,7020.0,626.0,8.9
19149,18727.0,18727.0,1599.0,8.5
19151,5396.0,5396.0,564.0,10.5
19153,354711.0,354711.0,23452.0,6.6
19155,71317.0,71317.0,6953.0,9.7
19157,14979.0,14979.0,1243.0,8.3
19159,3791.0,3791.0,335.0,8.8
19161,7685.0,7685.0,700.0,9.1
19163,130860.0,130860.0,11915.0,9.1
19165,9050.0,9050.0,836.0,9.2
19167,25362.0,25362.0,1404.0,5.5
19169,80639.0,80639.0,3712.0,4.6
19171,12986.0,12986.0,1110.0,8.5
19173,4753.0,4753.0,459.0,9.7
19175,9652.0,9652.0,970.0,10.0
19177,5490.0,5490.0,565.0,10.3
19179,27373.0,27373.0,2343.0,8.6
19181,36982.0,36982.0,3165.0,8.6
19183,16617.0,16617.0,1391.0,8.4
19185,4811.0,4811.0,445.0,9.2
19187,28901.0,28901.0,2463.0,8.5
19189,8274.0,8274.0,635.0,7.7
19191,16642.0,16642.0,1143.0,6.9
19193,75461.0,75461.0,5614.0,7.4
19195,5881.0,5881.0,612.0,10.4
19197,9737.0,9737.0,922.0,9.5
20001,9753.0,9753.0,982.0,10.1
20003,5781.0,5781.0,622.0,10.8
20005,12500.0,12500.0,981.0,7.8
20007,3612.0,3612.0,335.0,9.3
20009,20334.0,20334.0,1667.0,8.2
20011,10882.0,10882.0,921.0,8.5
20013,7198.0,7198.0,753.0,10.5
20015,49168.0,49168.0,4850.0,9.9
20017,2028.0,2028.0,170.0,8.4
20019,2661.0,2661.0,267.0,10.0
20021,15471.0,15471.0,1323.0,8.6
20023,2104.0,2104.0,217.0,10.3
20025,1547.0,1547.0,151.0,9.8
20027,6061.0,6061.0,958.0,15.8
20029,6969.0,6969.0,667.0,9.6
20031,6488.0,6488.0,680.0,10.5
20033,1373.0,1373.0,108.0,7.9
20035,27063.0,27063.0,2415.0,8.9
20037,30573.0,30573.0,2331.0,7.6
20039,2326.0,2326.0,237.0,10.2
20041,14312.0,14312.0,2022.0,14.1
20043,6230.0,6230.0,691.0,11.1
20045,96934.0,96934.0,5071.0,5.2
20047,2239.0,2239.0,145.0,6.5
20049,2020.0,2020.0,227.0,11.2
20051,22631.0,22631.0,1608.0,7.1
20053,5095.0,5095.0,450.0,8.8
20055,25535.0,25535.0,961.0,3.8
20057,23925.0,23925.0,1004.0,4.2
20059,19318.0,19318.0,1663.0,8.6
20061,18654.0,18654.0,4672.0,25.0
20063,2060.0,2060.0,129.0,6.3
20065,2029.0,2029.0,225.0,11.1
20067,5167.0,5167.0,187.0,3.6
20069,4296.0,4296.0,233.0,5.4
20071,889.0,889.0,78.0,8.8
20073,4818.0,4818.0,576.0,12.0
20075,1814.0,1814.0,82.0,4.5
20077,4284.0,4284.0,363.0,8.5
20079,26000.0,26000.0,1925.0,7.4
20081,2849.0,2849.0,87.0,3.1
20083,1451.0,1451.0,121.0,8.3
20085,10003.0,10003.0,1136.0,11.4
20087,14489.0,14489.0,1481.0,10.2
20089,2370.0,2370.0,240.0,10.1
20091,439532.0,439532.0,28653.0,6.5
20093,2793.0,2793.0,160.0,5.7
20095,5800.0,5800.0,599.0,10.3
20097,1955.0,1955.0,145.0,7.4
20099,15494.0,15494.0,1260.0,8.1
20101,1242.0,1242.0,128.0,10.3
20103,58891.0,58891.0,9731.0,16.5
20105,2392.0,2392.0,223.0,9.3
20107,7422.0,7422.0,793.0,10.7
20109,2121.0,2121.0,192.0,9.1
20111,25847.0,25847.0,1835.0,7.1
20113,21987.0,21987.0,1516.0,6.9
20115,9426.0,9426.0,825.0,8.8
20117,7483.0,7483.0,758.0,10.1
20119,3162.0,3162.0,200.0,6.3
20121,24744.0,24744.0,2404.0,9.7
20123,4805.0,4805.0,487.0,10.1
20125,25142.0,25142.0,2488.0,9.9
20127,4348.0,4348.0,536.0,12.3
20129,2100.0,2100.0,131.0,6.2
20131,7442.0,7442.0,627.0,8.4
20133,12118.0,12118.0,952.0,7.9
20135,2299.0,2299.0,222.0,9.7
20137,4434.0,4434.0,435.0,9.8
20139,12123.0,12123.0,1415.0,11.7
20141,2841.0,2841.0,223.0,7.8
20143,4514.0,4514.0,370.0,8.2
20145,5517.0,5517.0,622.0,11.3
20147,4171.0,4171.0,373.0,8.9
20149,16362.0,16362.0,1518.0,9.3
20151,7085.0,7085.0,518.0,7.3
20153,1996.0,1996.0,186.0,9.3
20155,48644.0,48644.0,4046.0,8.3
20157,3764.0,3764.0,386.0,10.3
20159,7525.0,7525.0,506.0,6.7
20161,56377.0,56377.0,5218.0,9.3
20163,3950.0,3950.0,344.0,8.7
20165,2441.0,2441.0,235.0,9.6
20167,5482.0,5482.0,559.0,10.2
20169,41849.0,41849.0,3744.0,8.9
20171,3607.0,3607.0,204.0,5.7
20173,376586.0,376586.0,32351.0,8.6
20175,15464.0,15464.0,513.0,3.3
20177,135132.0,135132.0,13182.0,9.8
20179,1894.0,1894.0,180.0,9.5
20181,4530.0,4530.0,211.0,4.7
20183,2936.0,2936.0,274.0,9.3
20185,3225.0,3225.0,253.0,7.8
20187,1502.0,1502.0,48.0,3.2
20189,3984.0,3984.0,183.0,4.6
20191,17477.0,17477.0,1517.0,8.7
20193,6054.0,6054.0,321.0,5.3
20195,2314.0,2314.0,229.0,9.9
20197,5220.0,5220.0,583.0,11.2
20199,1180.0,1180.0,121.0,10.3
20201,4266.0,4266.0,373.0,8.7
20203,1596.0,1596.0,125.0,7.8
20205,6674.0,6674.0,592.0,8.9
20207,2499.0,2499.0,270.0,10.8
20209,118164.0,118164.0,8348.0,7.1
21001,15384.0,15384.0,971.0,6.3
21003,15777.0,15777.0,1075.0,6.8
21005,16840.0,16840.0,1406.0,8.3
21007,6307.0,6307.0,621.0,9.8
21009,33240.0,33240.0,2488.0,7.5
21011,9154.0,9154.0,589.0,6.4
21013,21340.0,21340.0,1260.0,5.9
21015,94770.0,94770.0,8582.0,9.1
21017,15563.0,15563.0,1193.0,7.7
21019,37831.0,37831.0,3820.0,10.1
21021,23882.0,23882.0,1588.0,6.6
21023,6248.0,6248.0,377.0,6.0
21025,10415.0,10415.0,481.0,4.6
21027,15450.0,15450.0,1512.0,9.8
21029,61530.0,61530.0,5290.0,8.6
21031,9902.0,9902.0,869.0,8.8
21033,9871.0,9871.0,610.0,6.2
21035,31673.0,31673.0,1954.0,6.2
21037,72635.0,72635.0,5342.0,7.4
21039,3787.0,3787.0,274.0,7.2
21041,7919.0,7919.0,695.0,8.8
21043,21129.0,21129.0,1150.0,5.4
21045,12224.0,12224.0,754.0,6.2
21047,44845.0,44845.0,5793.0,12.9
21049,27741.0,27741.0,2526.0,9.1
21051,16224.0,16224.0,807.0,5.0
21053,7836.0,7836.0,622.0,7.9
21055,7101.0,7101.0,699.0,9.8
21057,5262.0,5262.0,440.0,8.4
21059,75488.0,75488.0,6234.0,8.3
21061,9831.0,9831.0,743.0,7.6
21063,6117.0,6117.0,380.0,6.2
21065,11263.0,11263.0,696.0,6.2
21067,251498.0,251498.0,15705.0,6.2
21069,10923.0,10923.0,899.0,8.2
21071,28972.0,28972.0,1647.0,5.7
21073,39703.0,39703.0,3092.0,7.8
21075,4833.0,4833.0,525.0,10.9
21077,6542.0,6542.0,649.0,9.9
21079,13479.0,13479.0,1092.0,8.1
21081,18107.0,18107.0,1601.0,8.8
21083,28250.0,28250.0,1930.0,6.8
21085,19924.0,19924.0,1650.0,8.3
21087,8690.0,8690.0,710.0,8.2
21089,28079.0,28079.0,2360.0,8.4
21091,6478.0,6478.0,551.0,8.5
21093,78067.0,78067.0,14313.0,18.3
21095,20927.0,20927.0,1423.0,6.8
21097,14391.0,14391.0,1137.0,7.9
21099,14014.0,14014.0,1142.0,8.1
21101,35493.0,35493.0,2790.0,7.9
21103,12078.0,12078.0,1024.0,8.5
21105,3672.0,3672.0,417.0,11.4
21107,35088.0,35088.0,2907.0,8.3
21109,10318.0,10318.0,514.0,5.0
21111,594541.0,594541.0,46965.0,7.9
21113,39534.0,39534.0,3144.0,8.0
21115,17758.0,17758.0,1288.0,7.3
21117,124947.0,124947.0,10340.0,8.3
21119,12335.0,12335.0,517.0,4.2
21121,23991.0,23991.0,1375.0,5.7
21123,10974.0,10974.0,1184.0,10.8
21125,46127.0,46127.0,3493.0,7.6
21127,12049.0,12049.0,674.0,5.6
21129,5345.0,5345.0,294.0,5.5
21131,8189.0,8189.0,449.0,5.5
21133,17762.0,17762.0,778.0,4.4
21135,10505.0,10505.0,858.0,8.2
21137,18655.0,18655.0,1278.0,6.9
21139,7273.0,7273.0,514.0,7.1
21141,20432.0,20432.0,1484.0,7.3
21143,6982.0,6982.0,896.0,12.8
21145,50741.0,50741.0,4686.0,9.2
21147,13784.0,13784.0,1077.0,7.8
21149,7034.0,7034.0,601.0,8.5
21151,70794.0,70794.0,5823.0,8.2
21153,9789.0,9789.0,313.0,3.2
21155,14534.0,14534.0,1060.0,7.3
21157,24782.0,24782.0,2529.0,10.2
21159,9510.0,9510.0,425.0,4.5
21161,13250.0,13250.0,919.0,6.9
21163,20937.0,20937.0,3749.0,17.9
21165,5043.0,5043.0,303.0,6.0
21167,16718.0,16718.0,1409.0,8.4
21169,7669.0,7669.0,651.0,8.5
21171,8280.0,8280.0,642.0,7.8
21173,21050.0,21050.0,1711.0,8.1
21175,10805.0,10805.0,614.0,5.7
21177,24712.0,24712.0,1991.0,8.1
21179,34410.0,34410.0,3126.0,9.1
21181,5432.0,5432.0,357.0,6.6
21183,18127.0,18127.0,1452.0,8.0
21185,48489.0,48489.0,4152.0,8.6
21187,8119.0,8119.0,786.0,9.7
21189,3557.0,3557.0,195.0,5.5
21191,11166.0,11166.0,789.0,7.1
21193,20892.0,20892.0,1240.0,5.9
21195,47922.0,47922.0,2700.0,5.6
21197,9391.0,9391.0,736.0,7.8
21199,49854.0,49854.0,4867.0,9.8
21201,1746.0,1746.0,86.0,4.9
21203,13123.0,13123.0,758.0,5.8
21205,19793.0,19793.0,1150.0,5.8
21207,13735.0,13735.0,843.0,6.1
21209,39782.0,39782.0,3603.0,9.1
21211,35584.0,35584.0,2518.0,7.1
21213,13619.0,13619.0,853.0,6.3
21215,14100.0,14100.0,1138.0,8.1
21217,19675.0,19675.0,1296.0,6.6
21219,8996.0,8996.0,716.0,8.0
21221,11129.0,11129.0,1675.0,15.1
21223,6691.0,6691.0,666.0,10.0
21225,11868.0,11868.0,895.0,7.5
21227,97547.0,97547.0,6660.0,6.8
21229,9194.0,9194.0,565.0,6.1
21231,16294.0,16294.0,1148.0,7.0
21233,10099.0,10099.0,745.0,7.4
21235,27113.0,27113.0,1918.0,7.1
21237,5531.0,5531.0,383.0,6.9
21239,20183.0,20183.0,1706.0,8.5
22001,46022.0,46022.0,2815.0,6.1
22003,19873.0,19873.0,1406.0,7.1
22005,88209.0,88209.0,5411.0,6.1
22007,17649.0,17649.0,1110.0,6.3
22009,31161.0,31161.0,2462.0,7.9
22011,27349.0,27349.0,3187.0,11.7
22013,10543.0,10543.0,826.0,7.8
22015,89853.0,89853.0,11774.0,13.1
22017,188018.0,188018.0,16675.0,8.9
22019,150164.0,150164.0,12730.0,8.5
22021,7678.0,7678.0,493.0,6.4
22023,5347.0,5347.0,566.0,10.6
22025,7712.0,7712.0,426.0,5.5
22027,13216.0,13216.0,972.0,7.4
22029,15201.0,15201.0,759.0,5.0
22031,20597.0,20597.0,1725.0,8.4
22033,342351.0,342351.0,20842.0,6.1
22035,5854.0,5854.0,213.0,3.6
22037,15880.0,15880.0,1022.0,6.4
22039,25020.0,25020.0,1376.0,5.5
22041,15135.0,15135.0,843.0,5.6
22043,17652.0,17652.0,1562.0,8.8
22045,53545.0,53545.0,3178.0,5.9
22047,25819.0,25819.0,1228.0,4.8
22049,12412.0,12412.0,1073.0,8.6
22051,338817.0,338817.0,20367.0,6.0
22053,23398.0,23398.0,1735.0,7.4
22055,182930.0,182930.0,11403.0,6.2
22057,75118.0,75118.0,3831.0,5.1
22059,11472.0,11472.0,738.0,6.4
22061,37788.0,37788.0,2227.0,5.9
22063,101910.0,101910.0,7985.0,7.8
22065,8715.0,8715.0,562.0,6.4
22067,19689.0,19689.0,1298.0,6.6
22069,29669.0,29669.0,1596.0,5.4
22071,310175.0,310175.0,16364.0,5.3
22073,116496.0,116496.0,8755.0,7.5
22075,16388.0,16388.0,1454.0,8.9
22077,17221.0,17221.0,897.0,5.2
22079,98000.0,98000.0,9384.0,9.6
22081,6536.0,6536.0,404.0,6.2
22083,15560.0,15560.0,928.0,6.0
22085,18300.0,18300.0,1653.0,9.0
22087,33372.0,33372.0,1621.0,4.9
22089,39502.0,39502.0,2626.0,6.6
22091,8138.0,8138.0,348.0,4.3
22093,16462.0,16462.0,977.0,5.9
22095,32587.0,32587.0,2198.0,6.7
22097,60749.0,60749.0,2918.0,4.8
22099,40555.0,40555.0,1945.0,4.8
22101,39075.0,39075.0,2285.0,5.8
22103,190306.0,190306.0,17120.0,9.0
22105,98261.0,98261.0,7197.0,7.3
22107,3544.0,3544.0,209.0,5.9
22109,83586.0,83586.0,4937.0,5.9
22111,17447.0,17447.0,1433.0,8.2
22113,44380.0,44380.0,3416.0,7.7
22115,32607.0,32607.0,6078.0,18.6
22117,35226.0,35226.0,3256.0,9.2
22119,30507.0,30507.0,2339.0,7.7
22121,19519.0,19519.0,1200.0,6.1
22123,8563.0,8563.0,559.0,6.5
22125,12838.0,12838.0,913.0,7.1
22127,11422.0,11422.0,667.0,5.8
23001,83872.0,83872.0,8678.0,10.3
23003,55601.0,55601.0,5977.0,10.7
23005,234846.0,234846.0,17859.0,7.6
23007,24526.0,24526.0,2838.0,11.6
23009,44964.0,44964.0,4747.0,10.6
23011,97638.0,97638.0,10304.0,10.6
23013,32563.0,32563.0,3072.0,9.4
23015,28351.0,28351.0,3347.0,11.8
23017,46417.0,46417.0,4894.0,10.5
23019,123482.0,123482.0,11520.0,9.3
23021,13972.0,13972.0,1793.0,12.8
23023,28497.0,28497.0,3732.0,13.1
23025,40802.0,40802.0,4329.0,10.6
23027,31831.0,31831.0,3381.0,10.6
23029,25598.0,25598.0,3178.0,12.4
23031,163407.0,163407.0,17442.0,10.7
24001,59329.0,59329.0,5410.0,9.1
24003,427626.0,427626.0,50635.0,11.8
24005,648090.0,648090.0,44105.0,6.8
24009,68789.0,68789.0,8792.0,12.8
24011,25051.0,25051.0,2243.0,9.0
24013,130414.0,130414.0,11054.0,8.5
24015,78876.0,78876.0,7169.0,9.1
24017,117624.0,117624.0,16278.0,13.8
24019,25395.0,25395.0,2214.0,8.7
24021,189429.0,189429.0,16173.0,8.5
24023,23723.0,23723.0,2008.0,8.5
24025,192714.0,192714.0,19563.0,10.2
24027,236104.0,236104.0,17597.0,7.5
24029,16437.0,16437.0,1491.0,9.1
24031,793341.0,793341.0,42375.0,5.3
24033,700219.0,700219.0,55843.0,8.0
24035,38483.0,38483.0,3639.0,9.5
24037,82191.0,82191.0,10286.0,12.5
24039,21373.0,21373.0,1599.0,7.5
24041,30333.0,30333.0,3135.0,10.3
24043,116456.0,116456.0,10747.0,9.2
24045,79585.0,79585.0,6628.0,8.3
24047,42537.0,42537.0,4210.0,9.9
24510,485942.0,485942.0,29268.0,6.0
25001,180069.0,180069.0,18006.0,10.0
25003,105165.0,105165.0,8851.0,8.4
25005,442123.0,442123.0,29340.0,6.6
25007,14024.0,14024.0,709.0,5.1
25009,611551.0,611551.0,34152.0,5.6
25011,58372.0,58372.0,5270.0,9.0
25013,365812.0,365812.0,26372.0,7.2
25015,136649.0,136649.0,8323.0,6.1
25017,1272483.0,1272483.0,59816.0,4.7
25019,8742.0,8742.0,560.0,6.4
25021,549124.0,549124.0,30450.0,5.5
25023,399428.0,399428.0,29831.0,7.5
25025,656745.0,656745.0,19788.0,3.0
25027,645088.0,645088.0,44391.0,6.9
26001,9015.0,9015.0,1384.0,15.4
26003,7796.0,7796.0,834.0,10.7
26005,86873.0,86873.0,5425.0,6.2
26007,23102.0,23102.0,2534.0,11.0
26009,18872.0,18872.0,1980.0,10.5
26011,12408.0,12408.0,1233.0,9.9
26013,6956.0,6956.0,668.0,9.6
26015,46540.0,46540.0,4145.0,8.9
26017,83117.0,83117.0,7554.0,9.1
26019,14258.0,14258.0,1785.0,12.5
26021,120538.0,120538.0,10156.0,8.4
26023,33398.0,33398.0,2890.0,8.7
26025,103195.0,103195.0,9976.0,9.7
26027,40642.0,40642.0,3867.0,9.5
26029,21040.0,21040.0,1956.0,9.3
26031,21016.0,21016.0,2358.0,11.2
26033,30612.0,30612.0,3189.0,10.4
26035,24551.0,24551.0,2451.0,10.0
26037,60113.0,60113.0,4446.0,7.4
