countyFIPS,Estimate!!VETERAN STATUS!!Civilian population 18 years and over,Percent Estimate!!VETERAN STATUS!!Civilian population 18 years and over,Estimate!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans,Percent Estimate!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans
26039,11321.0,11321.0,1472.0,13.0
26041,28856.0,28856.0,3051.0,10.6
26043,20443.0,20443.0,2519.0,12.3
26045,85844.0,85844.0,6951.0,8.1
26047,26454.0,26454.0,2298.0,8.7
26049,315164.0,315164.0,23234.0,7.4
26051,20400.0,20400.0,2184.0,10.7
26053,13023.0,13023.0,1531.0,11.8
26055,72691.0,72691.0,6431.0,8.8
26057,32778.0,32778.0,2469.0,7.5
26059,35668.0,35668.0,3173.0,8.9
26061,29004.0,29004.0,2407.0,8.3
26063,25415.0,25415.0,2276.0,9.0
26065,231166.0,231166.0,13673.0,5.9
26067,49117.0,49117.0,3610.0,7.3
26069,21016.0,21016.0,3070.0,14.6
26071,9387.0,9387.0,1229.0,13.1
26073,58459.0,58459.0,2971.0,5.1
26075,124108.0,124108.0,10573.0,8.5
26077,204270.0,204270.0,13654.0,6.7
26079,13767.0,13767.0,1395.0,10.1
26081,484386.0,484386.0,29512.0,6.1
26083,1791.0,1791.0,248.0,13.8
26085,9829.0,9829.0,1182.0,12.0
26087,69406.0,69406.0,5307.0,7.6
26089,18047.0,18047.0,1636.0,9.1
26091,77275.0,77275.0,6330.0,8.2
26093,146672.0,146672.0,11075.0,7.6
26095,5306.0,5306.0,515.0,9.7
26097,9036.0,9036.0,1017.0,11.3
26099,681675.0,681675.0,49596.0,7.3
26101,20130.0,20130.0,2350.0,11.7
26103,54674.0,54674.0,5894.0,10.8
26105,22931.0,22931.0,2201.0,9.6
26107,35179.0,35179.0,2932.0,8.3
26109,18860.0,18860.0,2106.0,11.2
26111,65363.0,65363.0,5068.0,7.8
26113,11531.0,11531.0,1025.0,8.9
26115,116810.0,116810.0,10353.0,8.9
26117,48875.0,48875.0,4295.0,8.8
26119,7870.0,7870.0,993.0,12.6
26121,132448.0,132448.0,12048.0,9.1
26123,37169.0,37169.0,3769.0,10.1
26125,981391.0,981391.0,56228.0,5.7
26127,20273.0,20273.0,1747.0,8.6
26129,17039.0,17039.0,1852.0,10.9
26131,5215.0,5215.0,760.0,14.6
26133,17939.0,17939.0,1996.0,11.1
26135,6708.0,6708.0,793.0,11.8
26137,19213.0,19213.0,2017.0,10.5
26139,214570.0,214570.0,13229.0,6.2
26141,10732.0,10732.0,1347.0,12.6
26143,20224.0,20224.0,2617.0,12.9
26145,151042.0,151042.0,12377.0,8.2
26147,125411.0,125411.0,11369.0,9.1
26149,45764.0,45764.0,3870.0,8.5
26151,32334.0,32334.0,2757.0,8.5
26153,6628.0,6628.0,742.0,11.2
26155,53636.0,53636.0,4659.0,8.7
26157,42079.0,42079.0,3945.0,9.4
26159,57378.0,57378.0,4832.0,8.4
26161,296280.0,296280.0,13497.0,4.6
26163,1340705.0,1340705.0,83037.0,6.2
26165,25361.0,25361.0,2658.0,10.5
27001,13177.0,13177.0,1840.0,14.0
27003,263482.0,263482.0,20062.0,7.6
27005,25493.0,25493.0,2695.0,10.6
27007,34460.0,34460.0,2970.0,8.6
27009,29760.0,29760.0,2322.0,7.8
27011,3977.0,3977.0,387.0,9.7
27013,53214.0,53214.0,3713.0,7.0
27015,19667.0,19667.0,1678.0,8.5
27017,27445.0,27445.0,2709.0,9.9
27019,73032.0,73032.0,4528.0,6.2
27021,22852.0,22852.0,2845.0,12.4
27023,9221.0,9221.0,856.0,9.3
27025,42067.0,42067.0,3956.0,9.4
27027,47584.0,47584.0,3195.0,6.7
27029,6622.0,6622.0,782.0,11.8
27031,4495.0,4495.0,393.0,8.7
27033,8616.0,8616.0,762.0,8.8
27035,49741.0,49741.0,5361.0,10.8
27037,314625.0,314625.0,23229.0,7.4
27039,15090.0,15090.0,1272.0,8.4
27041,29223.0,29223.0,2720.0,9.3
27043,10830.0,10830.0,1108.0,10.2
27045,15786.0,15786.0,1389.0,8.8
27047,23843.0,23843.0,2266.0,9.5
27049,35778.0,35778.0,3519.0,9.8
27051,4614.0,4614.0,406.0,8.8
27053,961865.0,961865.0,54750.0,5.7
27055,14614.0,14614.0,1309.0,9.0
27057,16451.0,16451.0,2063.0,12.5
27059,29577.0,29577.0,2510.0,8.5
27061,35652.0,35652.0,3967.0,11.1
27063,7841.0,7841.0,670.0,8.5
27065,12533.0,12533.0,1378.0,11.0
27067,32318.0,32318.0,2376.0,7.4
27069,3394.0,3394.0,298.0,8.8
27071,10258.0,10258.0,1078.0,10.5
27073,5459.0,5459.0,473.0,8.7
27075,8710.0,8710.0,924.0,10.6
27077,3106.0,3106.0,309.0,9.9
27079,21252.0,21252.0,1730.0,8.1
27081,4395.0,4395.0,439.0,10.0
27083,19326.0,19326.0,1322.0,6.8
27085,27471.0,27471.0,2464.0,9.0
27087,3778.0,3778.0,345.0,9.1
27089,7249.0,7249.0,606.0,8.4
27091,15654.0,15654.0,1566.0,10.0
27093,17453.0,17453.0,1641.0,9.4
27095,19488.0,19488.0,1968.0,10.1
27097,25173.0,25173.0,2477.0,9.8
27099,29663.0,29663.0,2660.0,9.0
27101,6580.0,6580.0,629.0,9.6
27103,26343.0,26343.0,1734.0,6.6
27105,15963.0,15963.0,1058.0,6.6
27107,5018.0,5018.0,440.0,8.8
27109,115237.0,115237.0,8153.0,7.1
27111,45388.0,45388.0,4265.0,9.4
27113,10867.0,10867.0,1056.0,9.7
27115,23243.0,23243.0,2117.0,9.1
27117,6895.0,6895.0,499.0,7.2
27119,24014.0,24014.0,2032.0,8.5
27121,8682.0,8682.0,817.0,9.4
27123,414789.0,414789.0,22891.0,5.5
27125,3023.0,3023.0,292.0,9.7
27127,11591.0,11591.0,961.0,8.3
27129,11340.0,11340.0,901.0,7.9
27131,51258.0,51258.0,3576.0,7.0
27133,7049.0,7049.0,504.0,7.1
27135,11688.0,11688.0,1013.0,8.7
27137,161424.0,161424.0,14969.0,9.3
27139,102867.0,102867.0,5844.0,5.7
27141,68128.0,68128.0,5410.0,7.9
27143,11352.0,11352.0,851.0,7.5
27145,120632.0,120632.0,9290.0,7.7
27147,27404.0,27404.0,2213.0,8.1
27149,7730.0,7730.0,427.0,5.5
27151,7292.0,7292.0,645.0,8.8
27153,18625.0,18625.0,1970.0,10.6
27155,2643.0,2643.0,291.0,11.0
27157,16853.0,16853.0,1640.0,9.7
27159,10236.0,10236.0,897.0,8.8
27161,14380.0,14380.0,1127.0,7.8
27163,190106.0,190106.0,13654.0,7.2
27165,8307.0,8307.0,685.0,8.2
27167,4953.0,4953.0,350.0,7.1
27169,41510.0,41510.0,3184.0,7.7
27171,95052.0,95052.0,6743.0,7.1
27173,7587.0,7587.0,683.0,9.0
28001,24929.0,24929.0,1552.0,6.2
28003,28414.0,28414.0,1696.0,6.0
28005,9876.0,9876.0,597.0,6.0
28007,13835.0,13835.0,885.0,6.4
28009,6453.0,6453.0,477.0,7.4
28011,24426.0,24426.0,1136.0,4.7
28013,11085.0,11085.0,482.0,4.3
28015,8160.0,8160.0,615.0,7.5
28017,12972.0,12972.0,539.0,4.2
28019,6473.0,6473.0,423.0,6.5
28021,7128.0,7128.0,313.0,4.4
28023,12327.0,12327.0,1026.0,8.3
28025,15161.0,15161.0,1102.0,7.3
28027,17250.0,17250.0,1126.0,6.5
28029,22009.0,22009.0,1185.0,5.4
28031,14306.0,14306.0,906.0,6.3
28033,129808.0,129808.0,10930.0,8.4
28035,57897.0,57897.0,4642.0,8.0
28037,5894.0,5894.0,344.0,5.8
28039,17374.0,17374.0,1375.0,7.9
28041,10998.0,10998.0,841.0,7.6
28043,16207.0,16207.0,1104.0,6.8
28045,36565.0,36565.0,4065.0,11.1
28047,147529.0,147529.0,20988.0,14.2
28049,181964.0,181964.0,11573.0,6.4
28051,13346.0,13346.0,421.0,3.2
28053,6265.0,6265.0,241.0,3.8
28055,1128.0,1128.0,38.0,3.4
28057,18346.0,18346.0,1289.0,7.0
28059,107504.0,107504.0,12777.0,11.9
28061,12746.0,12746.0,1076.0,8.4
28063,5658.0,5658.0,266.0,4.7
28065,9157.0,9157.0,729.0,8.0
28067,50977.0,50977.0,3534.0,6.9
28069,8158.0,8158.0,454.0,5.6
28071,43749.0,43749.0,1874.0,4.3
28073,45394.0,45394.0,3810.0,8.4
28075,58143.0,58143.0,5222.0,9.0
28077,9529.0,9529.0,500.0,5.2
28079,16777.0,16777.0,885.0,5.3
28081,63098.0,63098.0,4063.0,6.4
28083,21498.0,21498.0,578.0,2.7
28085,26040.0,26040.0,1387.0,5.3
28087,44207.0,44207.0,4811.0,10.9
28089,77092.0,77092.0,4628.0,6.0
28091,19278.0,19278.0,1192.0,6.2
28093,28046.0,28046.0,1820.0,6.5
28095,27646.0,27646.0,1996.0,7.2
28097,7868.0,7868.0,510.0,6.5
28099,21116.0,21116.0,1331.0,6.3
28101,16035.0,16035.0,1341.0,8.4
28103,8096.0,8096.0,372.0,4.6
28105,40821.0,40821.0,1655.0,4.1
28107,25556.0,25556.0,1341.0,5.2
28109,42624.0,42624.0,3980.0,9.3
28111,9196.0,9196.0,620.0,6.7
28113,29298.0,29298.0,1875.0,6.4
28115,22870.0,22870.0,1597.0,7.0
28117,19627.0,19627.0,1374.0,7.0
28119,5583.0,5583.0,269.0,4.8
28121,115054.0,115054.0,8244.0,7.2
28123,20846.0,20846.0,1268.0,6.1
28125,3411.0,3411.0,130.0,3.8
28127,20451.0,20451.0,1261.0,6.2
28129,12179.0,12179.0,959.0,7.9
28131,14277.0,14277.0,1446.0,10.1
28133,20445.0,20445.0,964.0,4.7
28135,11485.0,11485.0,497.0,4.3
28137,21835.0,21835.0,1446.0,6.6
28139,16563.0,16563.0,885.0,5.3
28141,15195.0,15195.0,1173.0,7.7
28143,7150.0,7150.0,399.0,5.6
28145,21192.0,21192.0,988.0,4.7
28147,11141.0,11141.0,541.0,4.9
28149,35500.0,35500.0,2680.0,7.5
28151,34711.0,34711.0,1824.0,5.3
28153,15349.0,15349.0,874.0,5.7
28155,7479.0,7479.0,494.0,6.6
28157,7059.0,7059.0,289.0,4.1
28159,14103.0,14103.0,915.0,6.5
28161,9581.0,9581.0,488.0,5.1
28163,21183.0,21183.0,1453.0,6.9
29001,20761.0,20761.0,1413.0,6.8
29003,13363.0,13363.0,1105.0,8.3
29005,4256.0,4256.0,430.0,10.1
29007,19750.0,19750.0,1769.0,9.0
29009,27442.0,27442.0,2920.0,10.6
29011,8986.0,8986.0,655.0,7.3
29013,12458.0,12458.0,1129.0,9.1
29015,15657.0,15657.0,2071.0,13.2
29017,9579.0,9579.0,825.0,8.6
29019,140407.0,140407.0,9397.0,6.7
29021,68634.0,68634.0,6077.0,8.9
29023,32633.0,32633.0,3339.0,10.2
29025,6861.0,6861.0,820.0,12.0
29027,35328.0,35328.0,3460.0,9.8
29029,37029.0,37029.0,4419.0,11.9
29031,61430.0,61430.0,4811.0,7.8
29033,6837.0,6837.0,593.0,8.7
29035,4631.0,4631.0,462.0,10.0
29037,77367.0,77367.0,8466.0,10.9
29039,10571.0,10571.0,1205.0,11.4
29041,5815.0,5815.0,520.0,8.9
29043,62555.0,62555.0,6335.0,10.1
29045,5208.0,5208.0,503.0,9.7
29047,180354.0,180354.0,15784.0,8.8
29049,15582.0,15582.0,1890.0,12.1
29051,59314.0,59314.0,5011.0,8.4
29053,13746.0,13746.0,1092.0,7.9
29055,18662.0,18662.0,2043.0,10.9
29057,6002.0,6002.0,732.0,12.2
29059,12487.0,12487.0,1412.0,11.3
29061,6169.0,6169.0,626.0,10.1
29063,10481.0,10481.0,1093.0,10.4
29065,11965.0,11965.0,1283.0,10.7
29067,10518.0,10518.0,1105.0,10.5
29069,22559.0,22559.0,1719.0,7.6
29071,78876.0,78876.0,7716.0,9.8
29073,11618.0,11618.0,1129.0,9.7
29075,5026.0,5026.0,476.0,9.5
29077,227825.0,227825.0,18607.0,8.2
29079,7709.0,7709.0,687.0,8.9
29081,6456.0,6456.0,614.0,9.5
29083,16877.0,16877.0,2342.0,13.9
29085,7796.0,7796.0,964.0,12.4
29087,3540.0,3540.0,403.0,11.4
29089,7859.0,7859.0,778.0,9.9
29091,30589.0,30589.0,3252.0,10.6
29093,8087.0,8087.0,875.0,10.8
29095,526708.0,526708.0,41562.0,7.9
29097,89117.0,89117.0,7299.0,8.2
29099,170456.0,170456.0,15977.0,9.4
29101,39031.0,39031.0,5725.0,14.7
29103,3015.0,3015.0,321.0,10.6
29105,26741.0,26741.0,3091.0,11.6
29107,25030.0,25030.0,2237.0,8.9
29109,28450.0,28450.0,2770.0,9.7
29111,7725.0,7725.0,784.0,10.1
29113,41255.0,41255.0,3714.0,9.0
29115,9270.0,9270.0,775.0,8.4
29117,11801.0,11801.0,917.0,7.8
29119,16914.0,16914.0,1451.0,8.6
29121,11633.0,11633.0,1371.0,11.8
29123,9408.0,9408.0,1023.0,10.9
29125,6997.0,6997.0,887.0,12.7
29127,21788.0,21788.0,2251.0,10.3
29129,2727.0,2727.0,235.0,8.6
29131,19088.0,19088.0,1828.0,9.6
29133,10737.0,10737.0,839.0,7.8
29135,11912.0,11912.0,1049.0,8.8
29137,6714.0,6714.0,743.0,11.1
29139,8922.0,8922.0,922.0,10.3
29141,15570.0,15570.0,1725.0,11.1
29143,13649.0,13649.0,1240.0,9.1
29145,44082.0,44082.0,4357.0,9.9
29147,18843.0,18843.0,1004.0,5.3
29149,8326.0,8326.0,1092.0,13.1
29151,10459.0,10459.0,872.0,8.3
29153,7421.0,7421.0,865.0,11.7
29155,12554.0,12554.0,856.0,6.8
29157,14511.0,14511.0,1261.0,8.7
29159,31723.0,31723.0,2961.0,9.3
29161,35302.0,35302.0,3736.0,10.6
29163,14434.0,14434.0,1410.0,9.8
29165,74917.0,74917.0,7035.0,9.4
29167,24261.0,24261.0,2308.0,9.5
29169,29353.0,29353.0,7492.0,25.5
29171,3722.0,3722.0,419.0,11.3
29173,8038.0,8038.0,879.0,10.9
29175,19483.0,19483.0,1771.0,9.1
29177,17588.0,17588.0,1651.0,9.4
29179,5035.0,5035.0,589.0,11.7
29181,10555.0,10555.0,1090.0,10.3
29183,296877.0,296877.0,24637.0,8.3
29185,7549.0,7549.0,1073.0,14.2
29186,13985.0,13985.0,1402.0,10.0
29187,52285.0,52285.0,4684.0,9.0
29189,776813.0,776813.0,57779.0,7.4
29195,17804.0,17804.0,1492.0,8.4
29197,3306.0,3306.0,234.0,7.1
29199,3509.0,3509.0,258.0,7.4
29201,29476.0,29476.0,2782.0,9.4
29203,6447.0,6447.0,729.0,11.3
29205,4601.0,4601.0,430.0,9.3
29207,22899.0,22899.0,2194.0,9.6
29209,26206.0,26206.0,3534.0,13.5
29211,4915.0,4915.0,335.0,6.8
29213,43069.0,43069.0,4358.0,10.1
29215,20064.0,20064.0,2664.0,13.3
29217,15740.0,15740.0,1434.0,9.1
29219,25769.0,25769.0,2647.0,10.3
29221,19188.0,19188.0,1923.0,10.0
29223,10510.0,10510.0,1303.0,12.4
29225,27696.0,27696.0,2451.0,8.8
29227,1610.0,1610.0,139.0,8.6
29229,13751.0,13751.0,1423.0,10.3
29510,249717.0,249717.0,16543.0,6.6
30001,7660.0,7660.0,594.0,7.8
30003,8874.0,8874.0,732.0,8.2
30005,4718.0,4718.0,459.0,9.7
30007,4686.0,4686.0,673.0,14.4
30009,8604.0,8604.0,1095.0,12.7
30011,1061.0,1061.0,73.0,6.9
30013,60978.0,60978.0,9274.0,15.2
30015,4400.0,4400.0,391.0,8.9
30017,9240.0,9240.0,999.0,10.8
30019,1389.0,1389.0,129.0,9.3
30021,7227.0,7227.0,582.0,8.1
30023,7680.0,7680.0,776.0,10.1
30025,2164.0,2164.0,128.0,5.9
30027,8973.0,8973.0,842.0,9.4
30029,76253.0,76253.0,8671.0,11.4
30031,83435.0,83435.0,5828.0,7.0
30033,901.0,901.0,71.0,7.9
30035,9360.0,9360.0,678.0,7.2
30037,595.0,595.0,96.0,16.1
30039,2704.0,2704.0,470.0,17.4
30041,11909.0,11909.0,1056.0,8.9
30043,9277.0,9277.0,1186.0,12.8
30045,1600.0,1600.0,155.0,9.7
30047,22593.0,22593.0,2475.0,11.0
30049,52320.0,52320.0,6309.0,12.1
30051,1786.0,1786.0,183.0,10.2
30053,15816.0,15816.0,2340.0,14.8
30055,1301.0,1301.0,112.0,8.6
30057,6942.0,6942.0,869.0,12.5
30059,1575.0,1575.0,126.0,8.0
30061,3426.0,3426.0,565.0,16.5
30063,93688.0,93688.0,7836.0,8.4
30065,3796.0,3796.0,601.0,15.8
30067,13204.0,13204.0,1390.0,10.5
30069,346.0,346.0,43.0,12.4
30071,3154.0,3154.0,348.0,11.0
30073,4520.0,4520.0,522.0,11.5
30075,1368.0,1368.0,91.0,6.7
30077,5854.0,5854.0,748.0,12.8
30079,1026.0,1026.0,170.0,16.6
30081,33645.0,33645.0,4383.0,13.0
30083,8613.0,8613.0,694.0,8.1
30085,7520.0,7520.0,674.0,9.0
30087,6529.0,6529.0,696.0,10.7
30089,9454.0,9454.0,1468.0,15.5
30091,2820.0,2820.0,265.0,9.4
30093,27775.0,27775.0,2738.0,9.9
30095,7353.0,7353.0,675.0,9.2
30097,2887.0,2887.0,375.0,13.0
30099,4625.0,4625.0,527.0,11.4
30101,3999.0,3999.0,457.0,11.4
30103,624.0,624.0,55.0,8.8
30105,5885.0,5885.0,557.0,9.5
30107,1627.0,1627.0,139.0,8.5
30109,839.0,839.0,83.0,9.9
30111,120370.0,120370.0,12008.0,10.0
31001,24047.0,24047.0,1934.0,8.0
31003,4861.0,4861.0,500.0,10.3
31005,307.0,307.0,21.0,6.8
31007,542.0,542.0,41.0,7.6
31009,375.0,375.0,46.0,12.3
31011,4071.0,4071.0,404.0,9.9
31013,8265.0,8265.0,662.0,8.0
31015,1587.0,1587.0,204.0,12.9
31017,2389.0,2389.0,212.0,8.9
31019,37573.0,37573.0,2503.0,6.7
31021,5067.0,5067.0,532.0,10.5
31023,6165.0,6165.0,573.0,9.3
31025,19293.0,19293.0,2564.0,13.3
31027,6371.0,6371.0,574.0,9.0
31029,2926.0,2926.0,269.0,9.2
31031,4539.0,4539.0,401.0,8.8
31033,7491.0,7491.0,751.0,10.0
31035,4710.0,4710.0,400.0,8.5
31037,7491.0,7491.0,387.0,5.2
31039,6775.0,6775.0,588.0,8.7
31041,8287.0,8287.0,837.0,10.1
31043,14432.0,14432.0,952.0,6.6
31045,7282.0,7282.0,649.0,8.9
31047,17249.0,17249.0,1189.0,6.9
31049,1508.0,1508.0,167.0,11.1
31051,4297.0,4297.0,356.0,8.3
31053,27924.0,27924.0,2506.0,9.0
31055,411063.0,411063.0,29979.0,7.3
31057,1478.0,1478.0,146.0,9.9
31059,4450.0,4450.0,389.0,8.7
31061,2436.0,2436.0,246.0,10.1
31063,2091.0,2091.0,218.0,10.4
31065,3723.0,3723.0,338.0,9.1
31067,16799.0,16799.0,1362.0,8.1
31069,1469.0,1469.0,188.0,12.8
31071,1570.0,1570.0,168.0,10.7
31073,1627.0,1627.0,157.0,9.6
31075,555.0,555.0,38.0,6.8
31077,1838.0,1838.0,177.0,9.6
31079,44575.0,44575.0,3359.0,7.5
31081,6960.0,6960.0,697.0,10.0
31083,2663.0,2663.0,301.0,11.3
31085,738.0,738.0,84.0,11.4
31087,2201.0,2201.0,246.0,11.2
31089,7760.0,7760.0,691.0,8.9
31091,580.0,580.0,75.0,12.9
31093,4863.0,4863.0,420.0,8.6
31095,5593.0,5593.0,549.0,9.8
31097,4213.0,4213.0,331.0,7.9
31099,4929.0,4929.0,448.0,9.1
31101,6488.0,6488.0,685.0,10.6
31103,614.0,614.0,42.0,6.8
31105,2834.0,2834.0,288.0,10.2
31107,6424.0,6424.0,691.0,10.8
31109,238345.0,238345.0,15395.0,6.5
31111,26869.0,26869.0,2545.0,9.5
31113,627.0,627.0,66.0,10.5
31115,497.0,497.0,63.0,12.7
31117,350.0,350.0,37.0,10.6
31119,26338.0,26338.0,1912.0,7.3
31121,6075.0,6075.0,621.0,10.2
31123,3670.0,3670.0,297.0,8.1
31125,2742.0,2742.0,277.0,10.1
31127,5532.0,5532.0,526.0,9.5
31129,3406.0,3406.0,406.0,11.9
31131,12059.0,12059.0,1251.0,10.4
31133,2121.0,2121.0,233.0,11.0
31135,2191.0,2191.0,204.0,9.3
31137,6951.0,6951.0,540.0,7.8
31139,5376.0,5376.0,447.0,8.3
31141,24479.0,24479.0,1996.0,8.2
31143,4037.0,4037.0,339.0,8.4
31145,8333.0,8333.0,779.0,9.3
31147,6320.0,6320.0,750.0,11.9
31149,1120.0,1120.0,88.0,7.9
31151,10645.0,10645.0,707.0,6.6
31153,125366.0,125366.0,18243.0,14.6
31155,15767.0,15767.0,1412.0,9.0
31157,27220.0,27220.0,2205.0,8.1
31159,13104.0,13104.0,959.0,7.3
31161,4049.0,4049.0,469.0,11.6
31163,2415.0,2415.0,207.0,8.6
31165,1003.0,1003.0,81.0,8.1
31167,4467.0,4467.0,401.0,9.0
31169,3966.0,3966.0,358.0,9.0
31171,515.0,515.0,51.0,9.9
31173,4582.0,4582.0,325.0,7.1
31175,3271.0,3271.0,323.0,9.9
31177,15277.0,15277.0,1631.0,10.7
31179,7531.0,7531.0,451.0,6.0
31181,2754.0,2754.0,230.0,8.4
31183,672.0,672.0,47.0,7.0
31185,10613.0,10613.0,883.0,8.3
32001,17769.0,17769.0,2963.0,16.7
32003,1630678.0,1630678.0,143797.0,8.8
32005,39452.0,39452.0,5181.0,13.1
32007,37853.0,37853.0,3144.0,8.3
32009,785.0,785.0,101.0,12.9
32011,1394.0,1394.0,163.0,11.7
32013,12253.0,12253.0,900.0,7.3
32015,4068.0,4068.0,477.0,11.7
32017,4317.0,4317.0,452.0,10.5
32019,41469.0,41469.0,6320.0,15.2
32021,3679.0,3679.0,595.0,16.2
32023,36248.0,36248.0,5658.0,15.6
32027,5515.0,5515.0,648.0,11.7
32029,3316.0,3316.0,494.0,14.9
32031,350725.0,350725.0,32528.0,9.3
32033,7732.0,7732.0,676.0,8.7
32510,43191.0,43191.0,4634.0,10.7
33001,49114.0,49114.0,5778.0,11.8
33003,40029.0,40029.0,4146.0,10.4
33005,62432.0,62432.0,5633.0,9.0
33007,26666.0,26666.0,3157.0,11.8
33009,74826.0,74826.0,6247.0,8.3
33011,324394.0,324394.0,26925.0,8.3
33013,119981.0,119981.0,10961.0,9.1
33015,243357.0,243357.0,21764.0,8.9
33017,103600.0,103600.0,9246.0,8.9
33019,34830.0,34830.0,3787.0,10.9
34001,210097.0,210097.0,12963.0,6.2
34003,730380.0,730380.0,27903.0,3.8
34005,347069.0,347069.0,29527.0,8.5
34007,390352.0,390352.0,23682.0,6.1
34009,76175.0,76175.0,6783.0,8.9
34011,116856.0,116856.0,6521.0,5.6
34013,604494.0,604494.0,18906.0,3.1
34015,225641.0,225641.0,15013.0,6.7
34017,530748.0,530748.0,12172.0,2.3
34019,99765.0,99765.0,5486.0,5.5
34021,289551.0,289551.0,12597.0,4.4
34023,645394.0,645394.0,24692.0,3.8
34025,487688.0,487688.0,25948.0,5.3
34027,386976.0,386976.0,18808.0,4.9
34029,450875.0,450875.0,37637.0,8.3
34031,382904.0,382904.0,13369.0,3.5
34033,49518.0,49518.0,3813.0,7.7
34035,255546.0,255546.0,9761.0,3.8
34037,113038.0,113038.0,7710.0,6.8
34039,422419.0,422419.0,14948.0,3.5
34041,84540.0,84540.0,5596.0,6.6
35001,523423.0,523423.0,48191.0,9.2
35003,3071.0,3071.0,401.0,13.1
35005,47813.0,47813.0,3649.0,7.6
35006,20520.0,20520.0,1791.0,8.7
35007,10042.0,10042.0,1275.0,12.7
35009,34425.0,34425.0,4904.0,14.2
35011,1512.0,1512.0,262.0,17.3
35013,160651.0,160651.0,14427.0,9.0
35015,42106.0,42106.0,3606.0,8.6
35017,22170.0,22170.0,2622.0,11.8
35019,3608.0,3608.0,375.0,10.4
35021,386.0,386.0,58.0,15.0
35023,3326.0,3326.0,321.0,9.7
35025,48956.0,48956.0,2374.0,4.8
35027,15869.0,15869.0,2142.0,13.5
35028,14173.0,14173.0,1439.0,10.2
35029,17879.0,17879.0,1460.0,8.2
35031,51481.0,51481.0,2992.0,5.8
35033,3711.0,3711.0,339.0,9.1
35035,47847.0,47847.0,8070.0,16.9
35037,6515.0,6515.0,564.0,8.7
35039,29981.0,29981.0,2268.0,7.6
35041,14022.0,14022.0,1165.0,8.3
35043,106871.0,106871.0,11347.0,10.6
35045,92651.0,92651.0,7115.0,7.7
35047,22383.0,22383.0,2099.0,9.4
35049,120852.0,120852.0,9957.0,8.2
35051,9339.0,9339.0,1527.0,16.4
35053,13077.0,13077.0,1038.0,7.9
35055,26833.0,26833.0,2515.0,9.4
35057,12302.0,12302.0,1551.0,12.6
35059,3385.0,3385.0,345.0,10.2
35061,57629.0,57629.0,6075.0,10.5
36001,249761.0,249761.0,15251.0,6.1
36003,37430.0,37430.0,3654.0,9.8
36005,1076504.0,1076504.0,26186.0,2.4
36007,156394.0,156394.0,11857.0,7.6
36009,60204.0,60204.0,6208.0,10.3
36011,62224.0,62224.0,5334.0,8.6
36013,102870.0,102870.0,8462.0,8.2
36015,67062.0,67062.0,6050.0,9.0
36017,38173.0,38173.0,3612.0,9.5
36019,66225.0,66225.0,5887.0,8.9
36021,49940.0,49940.0,4123.0,8.3
36023,38677.0,38677.0,2772.0,7.2
36025,37645.0,37645.0,3304.0,8.8
36027,236745.0,236745.0,14878.0,6.3
36029,730809.0,730809.0,53609.0,7.3
36031,31414.0,31414.0,2696.0,8.6
36033,40763.0,40763.0,3398.0,8.3
36035,42754.0,42754.0,3553.0,8.3
36037,46175.0,46175.0,4028.0,8.7
36039,39530.0,39530.0,3363.0,8.5
36041,3938.0,3938.0,411.0,10.4
36043,49380.0,49380.0,4668.0,9.5
36045,76938.0,76938.0,10464.0,13.6
36047,2000289.0,2000289.0,38322.0,1.9
36049,20358.0,20358.0,1720.0,8.4
36051,52297.0,52297.0,4063.0,7.8
36053,57386.0,57386.0,4805.0,8.4
36055,586739.0,586739.0,35244.0,6.0
36057,38121.0,38121.0,2974.0,7.8
36059,1060878.0,1060878.0,45513.0,4.3
36061,1396281.0,1396281.0,32519.0,2.3
36063,168628.0,168628.0,14373.0,8.5
36065,181326.0,181326.0,15679.0,8.6
36067,363808.0,363808.0,25410.0,7.0
36069,86854.0,86854.0,7226.0,8.3
36071,277411.0,277411.0,19756.0,7.1
36073,33010.0,33010.0,3252.0,9.9
36075,93538.0,93538.0,8812.0,9.4
36077,50357.0,50357.0,4074.0,8.1
36079,78759.0,78759.0,4087.0,5.2
36081,1832443.0,1832443.0,43330.0,2.4
36083,127539.0,127539.0,9694.0,7.6
36085,369323.0,369323.0,16157.0,4.4
36087,233537.0,233537.0,8778.0,3.8
36089,86986.0,86986.0,7739.0,8.9
36091,178884.0,178884.0,15575.0,8.7
36093,121254.0,121254.0,8528.0,7.0
36095,25699.0,25699.0,2379.0,9.3
36097,14473.0,14473.0,1490.0,10.3
36099,27697.0,27697.0,2433.0,8.8
36101,75686.0,75686.0,8337.0,11.0
36103,1164252.0,1164252.0,63703.0,5.5
36105,59167.0,59167.0,4555.0,7.7
36107,38538.0,38538.0,3879.0,10.1
36109,87600.0,87600.0,4134.0,4.7
36111,146780.0,146780.0,9040.0,6.2
36113,52484.0,52484.0,4841.0,9.2
36115,49891.0,49891.0,4508.0,9.0
36117,71090.0,71090.0,6485.0,9.1
36119,751601.0,751601.0,29185.0,3.9
36121,32494.0,32494.0,2680.0,8.2
36123,19338.0,19338.0,1510.0,7.8
37001,124278.0,124278.0,9099.0,7.3
