countyFIPS,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years,Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years,Percent Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years,Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female,Percent Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female,Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married,Percent Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married
19127,646.0,646.0,262.0,40.6,52.0,8.0,24.0,3.7,2.0,0.3,184.0,28.5,262.0,262.0,155.0,59.2,205.0,78.2
19129,251.0,251.0,96.0,38.2,14.0,5.6,0.0,0.0,38.0,15.1,44.0,17.5,96.0,96.0,51.0,53.1,77.0,80.2
19131,124.0,124.0,63.0,50.8,0.0,0.0,7.0,5.6,0.0,0.0,56.0,45.2,63.0,63.0,30.0,47.6,60.0,95.2
19133,62.0,62.0,31.0,50.0,6.0,9.7,0.0,0.0,3.0,4.8,22.0,35.5,31.0,31.0,24.0,77.4,17.0,54.8
19135,18.0,18.0,3.0,16.7,2.0,11.1,0.0,0.0,1.0,5.6,0.0,0.0,3.0,3.0,2.0,66.7,2.0,66.7
19137,151.0,151.0,75.0,49.7,23.0,15.2,16.0,10.6,13.0,8.6,23.0,15.2,75.0,75.0,61.0,81.3,39.0,52.0
19139,672.0,672.0,167.0,24.9,47.0,7.0,15.0,2.2,41.0,6.1,64.0,9.5,167.0,167.0,123.0,73.7,139.0,83.2
19141,123.0,123.0,51.0,41.5,0.0,0.0,20.0,16.3,11.0,8.9,20.0,16.3,51.0,51.0,22.0,43.1,37.0,72.5
19143,49.0,49.0,11.0,22.4,5.0,10.2,0.0,0.0,0.0,0.0,6.0,12.2,11.0,11.0,6.0,54.5,11.0,100.0
19145,58.0,58.0,39.0,67.2,8.0,13.8,8.0,13.8,14.0,24.1,9.0,15.5,39.0,39.0,18.0,46.2,18.0,46.2
19147,66.0,66.0,34.0,51.5,0.0,0.0,10.0,15.2,0.0,0.0,24.0,36.4,34.0,34.0,19.0,55.9,34.0,100.0
19149,147.0,147.0,77.0,52.4,47.0,32.0,23.0,15.6,0.0,0.0,7.0,4.8,77.0,77.0,26.0,33.8,77.0,100.0
19151,27.0,27.0,9.0,33.3,6.0,22.2,0.0,0.0,3.0,11.1,0.0,0.0,9.0,9.0,9.0,100.0,0.0,0.0
19153,7023.0,7023.0,2360.0,33.6,764.0,10.9,385.0,5.5,248.0,3.5,963.0,13.7,2360.0,2360.0,1296.0,54.9,1638.0,69.4
19155,1713.0,1713.0,807.0,47.1,274.0,16.0,128.0,7.5,133.0,7.8,272.0,15.9,807.0,807.0,484.0,60.0,622.0,77.1
19157,240.0,240.0,122.0,50.8,6.0,2.5,27.0,11.3,1.0,0.4,88.0,36.7,122.0,122.0,63.0,51.6,120.0,98.4
19159,49.0,49.0,23.0,46.9,3.0,6.1,0.0,0.0,0.0,0.0,20.0,40.8,23.0,23.0,14.0,60.9,23.0,100.0
19161,49.0,49.0,13.0,26.5,2.0,4.1,6.0,12.2,3.0,6.1,2.0,4.1,13.0,13.0,6.0,46.2,8.0,61.5
19163,2441.0,2441.0,728.0,29.8,127.0,5.2,87.0,3.6,96.0,3.9,418.0,17.1,728.0,728.0,526.0,72.3,389.0,53.4
19165,70.0,70.0,50.0,71.4,28.0,40.0,17.0,24.3,3.0,4.3,2.0,2.9,50.0,50.0,35.0,70.0,50.0,100.0
19167,338.0,338.0,213.0,63.0,57.0,16.9,44.0,13.0,101.0,29.9,11.0,3.3,213.0,213.0,105.0,49.3,210.0,98.6
19169,490.0,490.0,160.0,32.7,0.0,0.0,50.0,10.2,62.0,12.7,48.0,9.8,160.0,160.0,107.0,66.9,130.0,81.3
19171,369.0,369.0,167.0,45.3,86.0,23.3,35.0,9.5,23.0,6.2,23.0,6.2,167.0,167.0,102.0,61.1,137.0,82.0
19173,52.0,52.0,35.0,67.3,3.0,5.8,0.0,0.0,4.0,7.7,28.0,53.8,35.0,35.0,15.0,42.9,27.0,77.1
19175,121.0,121.0,66.0,54.5,9.0,7.4,0.0,0.0,32.0,26.4,25.0,20.7,66.0,66.0,52.0,78.8,50.0,75.8
19177,103.0,103.0,50.0,48.5,20.0,19.4,18.0,17.5,0.0,0.0,12.0,11.7,50.0,50.0,39.0,78.0,41.0,82.0
19179,632.0,632.0,332.0,52.5,126.0,19.9,43.0,6.8,78.0,12.3,85.0,13.4,332.0,332.0,196.0,59.0,284.0,85.5
19181,518.0,518.0,166.0,32.0,25.0,4.8,41.0,7.9,3.0,0.6,97.0,18.7,166.0,166.0,81.0,48.8,133.0,80.1
19183,308.0,308.0,177.0,57.5,72.0,23.4,4.0,1.3,44.0,14.3,57.0,18.5,177.0,177.0,79.0,44.6,145.0,81.9
19185,73.0,73.0,52.0,71.2,0.0,0.0,2.0,2.7,30.0,41.1,20.0,27.4,52.0,52.0,32.0,61.5,42.0,80.8
19187,332.0,332.0,178.0,53.6,23.0,6.9,72.0,21.7,23.0,6.9,60.0,18.1,178.0,178.0,140.0,78.7,71.0,39.9
19189,38.0,38.0,23.0,60.5,6.0,15.8,0.0,0.0,11.0,28.9,6.0,15.8,23.0,23.0,12.0,52.2,17.0,73.9
19191,125.0,125.0,54.0,43.2,24.0,19.2,0.0,0.0,12.0,9.6,18.0,14.4,54.0,54.0,40.0,74.1,53.0,98.1
19193,1881.0,1881.0,351.0,18.7,76.0,4.0,138.0,7.3,5.0,0.3,132.0,7.0,351.0,351.0,239.0,68.1,222.0,63.2
19195,78.0,78.0,19.0,24.4,8.0,10.3,3.0,3.8,8.0,10.3,0.0,0.0,19.0,19.0,16.0,84.2,13.0,68.4
19197,245.0,245.0,59.0,24.1,0.0,0.0,7.0,2.9,0.0,0.0,52.0,21.2,59.0,59.0,13.0,22.0,46.0,78.0
20001,171.0,171.0,114.0,66.7,27.0,15.8,10.0,5.8,18.0,10.5,59.0,34.5,114.0,114.0,82.0,71.9,64.0,56.1
20003,168.0,168.0,70.0,41.7,0.0,0.0,36.0,21.4,0.0,0.0,34.0,20.2,70.0,70.0,18.0,25.7,68.0,97.1
20005,229.0,229.0,64.0,27.9,29.0,12.7,1.0,0.4,8.0,3.5,26.0,11.4,64.0,64.0,44.0,68.8,34.0,53.1
20007,101.0,101.0,27.0,26.7,10.0,9.9,16.0,15.8,1.0,1.0,0.0,0.0,27.0,27.0,27.0,100.0,11.0,40.7
20009,528.0,528.0,330.0,62.5,25.0,4.7,88.0,16.7,74.0,14.0,143.0,27.1,330.0,330.0,223.0,67.6,162.0,49.1
20011,209.0,209.0,64.0,30.6,6.0,2.9,0.0,0.0,20.0,9.6,38.0,18.2,64.0,64.0,46.0,71.9,37.0,57.8
20013,280.0,280.0,196.0,70.0,72.0,25.7,7.0,2.5,77.0,27.5,40.0,14.3,196.0,196.0,91.0,46.4,172.0,87.8
20015,1217.0,1217.0,532.0,43.7,146.0,12.0,148.0,12.2,54.0,4.4,184.0,15.1,532.0,532.0,283.0,53.2,469.0,88.2
20017,65.0,65.0,18.0,27.7,9.0,13.8,8.0,12.3,1.0,1.5,0.0,0.0,18.0,18.0,15.0,83.3,16.0,88.9
20019,72.0,72.0,53.0,73.6,3.0,4.2,20.0,27.8,9.0,12.5,21.0,29.2,53.0,53.0,31.0,58.5,30.0,56.6
20021,706.0,706.0,488.0,69.1,179.0,25.4,60.0,8.5,67.0,9.5,182.0,25.8,488.0,488.0,299.0,61.3,324.0,66.4
20023,9.0,9.0,6.0,66.7,3.0,33.3,0.0,0.0,0.0,0.0,3.0,33.3,6.0,6.0,2.0,33.3,6.0,100.0
20025,75.0,75.0,62.0,82.7,7.0,9.3,47.0,62.7,0.0,0.0,8.0,10.7,62.0,62.0,29.0,46.8,54.0,87.1
20027,207.0,207.0,127.0,61.4,0.0,0.0,10.0,4.8,0.0,0.0,117.0,56.5,127.0,127.0,61.0,48.0,122.0,96.1
20029,57.0,57.0,21.0,36.8,2.0,3.5,18.0,31.6,0.0,0.0,1.0,1.8,21.0,21.0,14.0,66.7,7.0,33.3
20031,95.0,95.0,62.0,65.3,16.0,16.8,30.0,31.6,2.0,2.1,14.0,14.7,62.0,62.0,32.0,51.6,62.0,100.0
20033,6.0,6.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,100.0,6.0,6.0,6.0,100.0,6.0,100.0
20035,700.0,700.0,377.0,53.9,150.0,21.4,122.0,17.4,0.0,0.0,105.0,15.0,377.0,377.0,236.0,62.6,309.0,82.0
20037,425.0,425.0,217.0,51.1,95.0,22.4,19.0,4.5,16.0,3.8,87.0,20.5,217.0,217.0,122.0,56.2,149.0,68.7
20039,42.0,42.0,24.0,57.1,0.0,0.0,0.0,0.0,0.0,0.0,24.0,57.1,24.0,24.0,7.0,29.2,24.0,100.0
20041,496.0,496.0,301.0,60.7,52.0,10.5,78.0,15.7,67.0,13.5,104.0,21.0,301.0,301.0,170.0,56.5,235.0,78.1
20043,175.0,175.0,19.0,10.9,12.0,6.9,2.0,1.1,0.0,0.0,5.0,2.9,19.0,19.0,9.0,47.4,19.0,100.0
20045,978.0,978.0,447.0,45.7,135.0,13.8,100.0,10.2,73.0,7.5,139.0,14.2,447.0,447.0,309.0,69.1,266.0,59.5
20047,14.0,14.0,5.0,35.7,3.0,21.4,0.0,0.0,0.0,0.0,2.0,14.3,5.0,5.0,2.0,40.0,5.0,100.0
20049,46.0,46.0,39.0,84.8,0.0,0.0,16.0,34.8,3.0,6.5,20.0,43.5,39.0,39.0,31.0,79.5,21.0,53.8
20051,323.0,323.0,184.0,57.0,10.0,3.1,0.0,0.0,93.0,28.8,81.0,25.1,184.0,184.0,153.0,83.2,91.0,49.5
20053,70.0,70.0,35.0,50.0,0.0,0.0,4.0,5.7,20.0,28.6,11.0,15.7,35.0,35.0,27.0,77.1,19.0,54.3
20055,974.0,974.0,362.0,37.2,53.0,5.4,155.0,15.9,90.0,9.2,64.0,6.6,362.0,362.0,224.0,61.9,302.0,83.4
20057,626.0,626.0,243.0,38.8,0.0,0.0,35.0,5.6,69.0,11.0,139.0,22.2,243.0,243.0,166.0,68.3,201.0,82.7
20059,510.0,510.0,304.0,59.6,6.0,1.2,25.0,4.9,16.0,3.1,257.0,50.4,304.0,304.0,175.0,57.6,281.0,92.4
20061,384.0,384.0,181.0,47.1,30.0,7.8,59.0,15.4,25.0,6.5,67.0,17.4,181.0,181.0,107.0,59.1,152.0,84.0
20063,18.0,18.0,12.0,66.7,1.0,5.6,0.0,0.0,0.0,0.0,11.0,61.1,12.0,12.0,6.0,50.0,12.0,100.0
20065,0.0,0.0,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,0.0,0.0,-,0.0,-
20067,168.0,168.0,67.0,39.9,47.0,28.0,0.0,0.0,20.0,11.9,0.0,0.0,67.0,67.0,38.0,56.7,47.0,70.1
20069,58.0,58.0,30.0,51.7,0.0,0.0,9.0,15.5,0.0,0.0,21.0,36.2,30.0,30.0,19.0,63.3,6.0,20.0
20071,6.0,6.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,100.0,6.0,6.0,3.0,50.0,6.0,100.0
20073,165.0,165.0,116.0,70.3,17.0,10.3,31.0,18.8,0.0,0.0,68.0,41.2,116.0,116.0,71.0,61.2,70.0,60.3
20075,34.0,34.0,32.0,94.1,0.0,0.0,23.0,67.6,0.0,0.0,9.0,26.5,32.0,32.0,17.0,53.1,30.0,93.8
20077,88.0,88.0,51.0,58.0,25.0,28.4,15.0,17.0,11.0,12.5,0.0,0.0,51.0,51.0,34.0,66.7,32.0,62.7
20079,400.0,400.0,164.0,41.0,39.0,9.8,17.0,4.3,39.0,9.8,69.0,17.3,164.0,164.0,94.0,57.3,131.0,79.9
20081,100.0,100.0,46.0,46.0,14.0,14.0,0.0,0.0,7.0,7.0,25.0,25.0,46.0,46.0,27.0,58.7,36.0,78.3
20083,46.0,46.0,17.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,37.0,17.0,17.0,6.0,35.3,17.0,100.0
20085,266.0,266.0,172.0,64.7,40.0,15.0,56.0,21.1,28.0,10.5,48.0,18.0,172.0,172.0,102.0,59.3,130.0,75.6
20087,340.0,340.0,185.0,54.4,84.0,24.7,14.0,4.1,3.0,0.9,84.0,24.7,185.0,185.0,93.0,50.3,161.0,87.0
20089,17.0,17.0,17.0,100.0,1.0,5.9,2.0,11.8,0.0,0.0,14.0,82.4,17.0,17.0,10.0,58.8,14.0,82.4
20091,6474.0,6474.0,2100.0,32.4,348.0,5.4,442.0,6.8,402.0,6.2,908.0,14.0,2100.0,2100.0,1282.0,61.0,1609.0,76.6
20093,78.0,78.0,54.0,69.2,7.0,9.0,18.0,23.1,20.0,25.6,9.0,11.5,54.0,54.0,52.0,96.3,23.0,42.6
20095,64.0,64.0,26.0,40.6,0.0,0.0,0.0,0.0,5.0,7.8,21.0,32.8,26.0,26.0,10.0,38.5,26.0,100.0
20097,7.0,7.0,2.0,28.6,0.0,0.0,0.0,0.0,1.0,14.3,1.0,14.3,2.0,2.0,2.0,100.0,0.0,0.0
20099,524.0,524.0,267.0,51.0,91.0,17.4,31.0,5.9,21.0,4.0,124.0,23.7,267.0,267.0,185.0,69.3,175.0,65.5
20101,23.0,23.0,11.0,47.8,11.0,47.8,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,4.0,36.4,11.0,100.0
20103,1756.0,1756.0,734.0,41.8,181.0,10.3,129.0,7.3,188.0,10.7,236.0,13.4,734.0,734.0,449.0,61.2,594.0,80.9
20105,36.0,36.0,34.0,94.4,2.0,5.6,22.0,61.1,0.0,0.0,10.0,27.8,34.0,34.0,19.0,55.9,24.0,70.6
20107,90.0,90.0,51.0,56.7,13.0,14.4,4.0,4.4,13.0,14.4,21.0,23.3,51.0,51.0,31.0,60.8,43.0,84.3
20109,65.0,65.0,31.0,47.7,25.0,38.5,0.0,0.0,0.0,0.0,6.0,9.2,31.0,31.0,16.0,51.6,31.0,100.0
20111,506.0,506.0,198.0,39.1,72.0,14.2,0.0,0.0,22.0,4.3,104.0,20.6,198.0,198.0,122.0,61.6,122.0,61.6
20113,274.0,274.0,107.0,39.1,29.0,10.6,41.0,15.0,0.0,0.0,37.0,13.5,107.0,107.0,43.0,40.2,98.0,91.6
20115,212.0,212.0,156.0,73.6,47.0,22.2,40.0,18.9,35.0,16.5,34.0,16.0,156.0,156.0,88.0,56.4,116.0,74.4
20117,114.0,114.0,52.0,45.6,4.0,3.5,7.0,6.1,24.0,21.1,17.0,14.9,52.0,52.0,29.0,55.8,48.0,92.3
20119,77.0,77.0,52.0,67.5,43.0,55.8,9.0,11.7,0.0,0.0,0.0,0.0,52.0,52.0,30.0,57.7,43.0,82.7
20121,634.0,634.0,335.0,52.8,45.0,7.1,113.0,17.8,31.0,4.9,146.0,23.0,335.0,335.0,192.0,57.3,308.0,91.9
20123,0.0,0.0,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,0.0,0.0,-,0.0,-
20125,529.0,529.0,255.0,48.2,30.0,5.7,48.0,9.1,41.0,7.8,136.0,25.7,255.0,255.0,149.0,58.4,197.0,77.3
20127,56.0,56.0,51.0,91.1,0.0,0.0,10.0,17.9,18.0,32.1,23.0,41.1,51.0,51.0,29.0,56.9,44.0,86.3
20129,76.0,76.0,37.0,48.7,5.0,6.6,18.0,23.7,0.0,0.0,14.0,18.4,37.0,37.0,21.0,56.8,33.0,89.2
20131,97.0,97.0,55.0,56.7,2.0,2.1,8.0,8.2,2.0,2.1,43.0,44.3,55.0,55.0,29.0,52.7,53.0,96.4
20133,298.0,298.0,237.0,79.5,41.0,13.8,4.0,1.3,130.0,43.6,62.0,20.8,237.0,237.0,135.0,57.0,173.0,73.0
20135,42.0,42.0,18.0,42.9,0.0,0.0,3.0,7.1,0.0,0.0,15.0,35.7,18.0,18.0,14.0,77.8,15.0,83.3
20137,57.0,57.0,9.0,15.8,7.0,12.3,0.0,0.0,0.0,0.0,2.0,3.5,9.0,9.0,3.0,33.3,9.0,100.0
20139,255.0,255.0,161.0,63.1,50.0,19.6,63.0,24.7,9.0,3.5,39.0,15.3,161.0,161.0,94.0,58.4,143.0,88.8
20141,45.0,45.0,4.0,8.9,2.0,4.4,0.0,0.0,0.0,0.0,2.0,4.4,4.0,4.0,4.0,100.0,0.0,0.0
20143,41.0,41.0,12.0,29.3,1.0,2.4,7.0,17.1,0.0,0.0,4.0,9.8,12.0,12.0,8.0,66.7,8.0,66.7
20145,121.0,121.0,37.0,30.6,2.0,1.7,12.0,9.9,0.0,0.0,23.0,19.0,37.0,37.0,19.0,51.4,35.0,94.6
20147,20.0,20.0,16.0,80.0,5.0,25.0,2.0,10.0,9.0,45.0,0.0,0.0,16.0,16.0,9.0,56.3,16.0,100.0
20149,323.0,323.0,106.0,32.8,23.0,7.1,36.0,11.1,2.0,0.6,45.0,13.9,106.0,106.0,67.0,63.2,96.0,90.6
20151,110.0,110.0,59.0,53.6,0.0,0.0,31.0,28.2,14.0,12.7,14.0,12.7,59.0,59.0,31.0,52.5,40.0,67.8
20153,26.0,26.0,26.0,100.0,5.0,19.2,0.0,0.0,0.0,0.0,21.0,80.8,26.0,26.0,12.0,46.2,26.0,100.0
20155,711.0,711.0,347.0,48.8,74.0,10.4,80.0,11.3,44.0,6.2,149.0,21.0,347.0,347.0,240.0,69.2,199.0,57.3
20157,49.0,49.0,39.0,79.6,0.0,0.0,0.0,0.0,4.0,8.2,35.0,71.4,39.0,39.0,19.0,48.7,36.0,92.3
20159,130.0,130.0,112.0,86.2,19.0,14.6,19.0,14.6,39.0,30.0,35.0,26.9,112.0,112.0,53.0,47.3,73.0,65.2
20161,589.0,589.0,161.0,27.3,0.0,0.0,21.0,3.6,12.0,2.0,128.0,21.7,161.0,161.0,93.0,57.8,152.0,94.4
20163,106.0,106.0,52.0,49.1,20.0,18.9,2.0,1.9,6.0,5.7,24.0,22.6,52.0,52.0,29.0,55.8,25.0,48.1
20165,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-
20167,12.0,12.0,7.0,58.3,0.0,0.0,2.0,16.7,2.0,16.7,3.0,25.0,7.0,7.0,4.0,57.1,5.0,71.4
20169,717.0,717.0,412.0,57.5,17.0,2.4,150.0,20.9,78.0,10.9,167.0,23.3,412.0,412.0,243.0,59.0,271.0,65.8
20171,44.0,44.0,33.0,75.0,0.0,0.0,0.0,0.0,33.0,75.0,0.0,0.0,33.0,33.0,11.0,33.3,33.0,100.0
20173,10171.0,10171.0,3850.0,37.9,930.0,9.1,709.0,7.0,598.0,5.9,1613.0,15.9,3850.0,3850.0,2244.0,58.3,3039.0,78.9
20175,558.0,558.0,225.0,40.3,105.0,18.8,30.0,5.4,13.0,2.3,77.0,13.8,225.0,225.0,137.0,60.9,182.0,80.9
20177,2463.0,2463.0,1029.0,41.8,130.0,5.3,336.0,13.6,83.0,3.4,480.0,19.5,1029.0,1029.0,549.0,53.4,760.0,73.9
20179,45.0,45.0,40.0,88.9,28.0,62.2,0.0,0.0,12.0,26.7,0.0,0.0,40.0,40.0,23.0,57.5,40.0,100.0
20181,44.0,44.0,21.0,47.7,7.0,15.9,2.0,4.5,0.0,0.0,12.0,27.3,21.0,21.0,13.0,61.9,15.0,71.4
20183,5.0,5.0,5.0,100.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,40.0,5.0,100.0
20185,74.0,74.0,40.0,54.1,0.0,0.0,2.0,2.7,20.0,27.0,18.0,24.3,40.0,40.0,18.0,45.0,34.0,85.0
20187,29.0,29.0,22.0,75.9,3.0,10.3,13.0,44.8,0.0,0.0,6.0,20.7,22.0,22.0,10.0,45.5,22.0,100.0
20189,138.0,138.0,39.0,28.3,20.0,14.5,18.0,13.0,0.0,0.0,1.0,0.7,39.0,39.0,17.0,43.6,31.0,79.5
20191,514.0,514.0,240.0,46.7,41.0,8.0,35.0,6.8,50.0,9.7,114.0,22.2,240.0,240.0,140.0,58.3,183.0,76.3
20193,121.0,121.0,64.0,52.9,43.0,35.5,13.0,10.7,8.0,6.6,0.0,0.0,64.0,64.0,40.0,62.5,52.0,81.3
20195,48.0,48.0,10.0,20.8,0.0,0.0,0.0,0.0,10.0,20.8,0.0,0.0,10.0,10.0,0.0,0.0,10.0,100.0
20197,119.0,119.0,54.0,45.4,2.0,1.7,42.0,35.3,0.0,0.0,10.0,8.4,54.0,54.0,37.0,68.5,44.0,81.5
20199,34.0,34.0,32.0,94.1,0.0,0.0,0.0,0.0,32.0,94.1,0.0,0.0,32.0,32.0,16.0,50.0,32.0,100.0
20201,31.0,31.0,24.0,77.4,15.0,48.4,2.0,6.5,4.0,12.9,3.0,9.7,24.0,24.0,13.0,54.2,22.0,91.7
20203,47.0,47.0,23.0,48.9,4.0,8.5,15.0,31.9,4.0,8.5,0.0,0.0,23.0,23.0,15.0,65.2,12.0,52.2
20205,277.0,277.0,189.0,68.2,39.0,14.1,64.0,23.1,28.0,10.1,58.0,20.9,189.0,189.0,97.0,51.3,147.0,77.8
20207,79.0,79.0,62.0,78.5,0.0,0.0,6.0,7.6,34.0,43.0,22.0,27.8,62.0,62.0,43.0,69.4,22.0,35.5
20209,4440.0,4440.0,1796.0,40.5,470.0,10.6,298.0,6.7,266.0,6.0,762.0,17.2,1796.0,1796.0,1132.0,63.0,1159.0,64.5
21001,480.0,480.0,261.0,54.4,96.0,20.0,4.0,0.8,25.0,5.2,136.0,28.3,261.0,261.0,139.0,53.3,205.0,78.5
21003,425.0,425.0,192.0,45.2,9.0,2.1,67.0,15.8,66.0,15.5,50.0,11.8,192.0,192.0,74.0,38.5,146.0,76.0
21005,561.0,561.0,299.0,53.3,19.0,3.4,25.0,4.5,100.0,17.8,155.0,27.6,299.0,299.0,159.0,53.2,283.0,94.6
21007,234.0,234.0,176.0,75.2,44.0,18.8,31.0,13.2,10.0,4.3,91.0,38.9,176.0,176.0,114.0,64.8,134.0,76.1
21009,943.0,943.0,489.0,51.9,156.0,16.5,41.0,4.3,26.0,2.8,266.0,28.2,489.0,489.0,307.0,62.8,353.0,72.2
21011,285.0,285.0,183.0,64.2,9.0,3.2,26.0,9.1,34.0,11.9,114.0,40.0,183.0,183.0,130.0,71.0,115.0,62.8
21013,1037.0,1037.0,610.0,58.8,109.0,10.5,98.0,9.5,107.0,10.3,296.0,28.5,610.0,610.0,344.0,56.4,448.0,73.4
21015,2768.0,2768.0,1135.0,41.0,224.0,8.1,126.0,4.6,264.0,9.5,521.0,18.8,1135.0,1135.0,586.0,51.6,870.0,76.7
21017,454.0,454.0,201.0,44.3,80.0,17.6,39.0,8.6,12.0,2.6,70.0,15.4,201.0,201.0,111.0,55.2,149.0,74.1
21019,1421.0,1421.0,884.0,62.2,85.0,6.0,72.0,5.1,127.0,8.9,600.0,42.2,884.0,884.0,550.0,62.2,590.0,66.7
21021,650.0,650.0,406.0,62.5,55.0,8.5,43.0,6.6,110.0,16.9,198.0,30.5,406.0,406.0,266.0,65.5,277.0,68.2
21023,229.0,229.0,118.0,51.5,19.0,8.3,27.0,11.8,46.0,20.1,26.0,11.4,118.0,118.0,58.0,49.2,90.0,76.3
21025,425.0,425.0,306.0,72.0,13.0,3.1,32.0,7.5,130.0,30.6,131.0,30.8,306.0,306.0,194.0,63.4,246.0,80.4
21027,545.0,545.0,233.0,42.8,45.0,8.3,44.0,8.1,7.0,1.3,137.0,25.1,233.0,233.0,155.0,66.5,197.0,84.5
21029,2118.0,2118.0,920.0,43.4,198.0,9.3,170.0,8.0,171.0,8.1,381.0,18.0,920.0,920.0,553.0,60.1,732.0,79.6
21031,312.0,312.0,181.0,58.0,29.0,9.3,76.0,24.4,44.0,14.1,32.0,10.3,181.0,181.0,92.0,50.8,139.0,76.8
21033,236.0,236.0,91.0,38.6,58.0,24.6,0.0,0.0,0.0,0.0,33.0,14.0,91.0,91.0,63.0,69.2,76.0,83.5
21035,677.0,677.0,458.0,67.7,107.0,15.8,194.0,28.7,57.0,8.4,100.0,14.8,458.0,458.0,257.0,56.1,358.0,78.2
21037,1976.0,1976.0,796.0,40.3,162.0,8.2,105.0,5.3,157.0,7.9,372.0,18.8,796.0,796.0,547.0,68.7,476.0,59.8
21039,167.0,167.0,128.0,76.6,0.0,0.0,87.0,52.1,8.0,4.8,33.0,19.8,128.0,128.0,58.0,45.3,115.0,89.8
21041,434.0,434.0,239.0,55.1,0.0,0.0,98.0,22.6,51.0,11.8,90.0,20.7,239.0,239.0,185.0,77.4,112.0,46.9
21043,944.0,944.0,502.0,53.2,18.0,1.9,43.0,4.6,185.0,19.6,256.0,27.1,502.0,502.0,310.0,61.8,352.0,70.1
21045,351.0,351.0,169.0,48.1,29.0,8.3,51.0,14.5,25.0,7.1,64.0,18.2,169.0,169.0,122.0,72.2,108.0,63.9
21047,1570.0,1570.0,894.0,56.9,212.0,13.5,210.0,13.4,242.0,15.4,230.0,14.6,894.0,894.0,524.0,58.6,679.0,76.0
21049,1103.0,1103.0,709.0,64.3,126.0,11.4,138.0,12.5,122.0,11.1,323.0,29.3,709.0,709.0,359.0,50.6,545.0,76.9
21051,938.0,938.0,573.0,61.1,96.0,10.2,49.0,5.2,116.0,12.4,312.0,33.3,573.0,573.0,319.0,55.7,476.0,83.1
21053,311.0,311.0,175.0,56.3,56.0,18.0,42.0,13.5,27.0,8.7,50.0,16.1,175.0,175.0,112.0,64.0,169.0,96.6
21055,285.0,285.0,165.0,57.9,0.0,0.0,52.0,18.2,13.0,4.6,100.0,35.1,165.0,165.0,112.0,67.9,105.0,63.6
21057,267.0,267.0,156.0,58.4,0.0,0.0,64.0,24.0,3.0,1.1,89.0,33.3,156.0,156.0,85.0,54.5,122.0,78.2
21059,2121.0,2121.0,1113.0,52.5,228.0,10.7,336.0,15.8,116.0,5.5,433.0,20.4,1113.0,1113.0,665.0,59.7,826.0,74.2
21061,489.0,489.0,252.0,51.5,98.0,20.0,48.0,9.8,49.0,10.0,57.0,11.7,252.0,252.0,101.0,40.1,167.0,66.3
21063,269.0,269.0,250.0,92.9,112.0,41.6,29.0,10.8,0.0,0.0,109.0,40.5,250.0,250.0,110.0,44.0,168.0,67.2
