countyFIPS,Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,Percent Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,"Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool","Percent Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool",Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten,Percent Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten,Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8),Percent Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8),Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12),Percent Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12),Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school,Percent Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school
46099,45080.0,45080.0,3499.0,7.8,2461.0,5.5,19857.0,44.0,9411.0,20.9,9852.0,21.9
46101,1544.0,1544.0,134.0,8.7,84.0,5.4,767.0,49.7,341.0,22.1,218.0,14.1
46102,5311.0,5311.0,448.0,8.4,298.0,5.6,2474.0,46.6,1089.0,20.5,1002.0,18.9
46103,26681.0,26681.0,1714.0,6.4,1783.0,6.7,10833.0,40.6,5169.0,19.4,7182.0,26.9
46105,555.0,555.0,69.0,12.4,11.0,2.0,248.0,44.7,155.0,27.9,72.0,13.0
46107,434.0,434.0,23.0,5.3,13.0,3.0,222.0,51.2,115.0,26.5,61.0,14.1
46109,2329.0,2329.0,209.0,9.0,110.0,4.7,1248.0,53.6,523.0,22.5,239.0,10.3
46111,426.0,426.0,69.0,16.2,29.0,6.8,181.0,42.5,112.0,26.3,35.0,8.2
46115,1499.0,1499.0,110.0,7.3,72.0,4.8,679.0,45.3,464.0,31.0,174.0,11.6
46117,611.0,611.0,59.0,9.7,51.0,8.3,282.0,46.2,168.0,27.5,51.0,8.3
46119,349.0,349.0,14.0,4.0,7.0,2.0,198.0,56.7,66.0,18.9,64.0,18.3
46121,3433.0,3433.0,275.0,8.0,209.0,6.1,1750.0,51.0,846.0,24.6,353.0,10.3
46123,1131.0,1131.0,146.0,12.9,41.0,3.6,505.0,44.7,304.0,26.9,135.0,11.9
46125,1813.0,1813.0,112.0,6.2,90.0,5.0,930.0,51.3,487.0,26.9,194.0,10.7
46127,3507.0,3507.0,283.0,8.1,215.0,6.1,1595.0,45.5,884.0,25.2,530.0,15.1
46129,1145.0,1145.0,42.0,3.7,146.0,12.8,560.0,48.9,275.0,24.0,122.0,10.7
46135,5098.0,5098.0,440.0,8.6,201.0,3.9,2079.0,40.8,1289.0,25.3,1089.0,21.4
46137,802.0,802.0,40.0,5.0,54.0,6.7,422.0,52.6,228.0,28.4,58.0,7.2
47001,15967.0,15967.0,846.0,5.3,779.0,4.9,7436.0,46.6,3845.0,24.1,3061.0,19.2
47003,10875.0,10875.0,745.0,6.9,622.0,5.7,5610.0,51.6,2581.0,23.7,1317.0,12.1
47005,3072.0,3072.0,123.0,4.0,156.0,5.1,1326.0,43.2,851.0,27.7,616.0,20.1
47007,2389.0,2389.0,107.0,4.5,93.0,3.9,988.0,41.4,610.0,25.5,591.0,24.7
47009,26627.0,26627.0,1358.0,5.1,1681.0,6.3,11647.0,43.7,6496.0,24.4,5445.0,20.4
47011,25820.0,25820.0,1112.0,4.3,1510.0,5.8,10292.0,39.9,5247.0,20.3,7659.0,29.7
47013,7922.0,7922.0,428.0,5.4,476.0,6.0,3639.0,45.9,1942.0,24.5,1437.0,18.1
47015,2786.0,2786.0,169.0,6.1,156.0,5.6,1350.0,48.5,673.0,24.2,438.0,15.7
47017,6188.0,6188.0,439.0,7.1,195.0,3.2,2601.0,42.0,1342.0,21.7,1611.0,26.0
47019,10952.0,10952.0,366.0,3.3,478.0,4.4,4931.0,45.0,2581.0,23.6,2596.0,23.7
47021,9137.0,9137.0,416.0,4.6,414.0,4.5,4360.0,47.7,2305.0,25.2,1642.0,18.0
47023,4678.0,4678.0,239.0,5.1,248.0,5.3,1561.0,33.4,1047.0,22.4,1583.0,33.8
47025,7091.0,7091.0,407.0,5.7,373.0,5.3,2640.0,37.2,1441.0,20.3,2230.0,31.4
47027,1440.0,1440.0,98.0,6.8,118.0,8.2,719.0,49.9,279.0,19.4,226.0,15.7
47029,6619.0,6619.0,275.0,4.2,207.0,3.1,3527.0,53.3,1762.0,26.6,848.0,12.8
47031,12356.0,12356.0,725.0,5.9,656.0,5.3,6189.0,50.1,2878.0,23.3,1908.0,15.4
47033,3378.0,3378.0,254.0,7.5,166.0,4.9,1715.0,50.8,692.0,20.5,551.0,16.3
47035,9806.0,9806.0,613.0,6.3,762.0,7.8,4641.0,47.3,2156.0,22.0,1634.0,16.7
47037,162683.0,162683.0,8955.0,5.5,9064.0,5.6,61240.0,37.6,28363.0,17.4,55061.0,33.8
47039,2141.0,2141.0,98.0,4.6,166.0,7.8,1109.0,51.8,541.0,25.3,227.0,10.6
47041,3900.0,3900.0,232.0,5.9,234.0,6.0,1809.0,46.4,982.0,25.2,643.0,16.5
47043,11515.0,11515.0,628.0,5.5,522.0,4.5,5454.0,47.4,3132.0,27.2,1779.0,15.4
47045,8500.0,8500.0,465.0,5.5,424.0,5.0,4157.0,48.9,2273.0,26.7,1181.0,13.9
47047,7636.0,7636.0,531.0,7.0,380.0,5.0,3512.0,46.0,1942.0,25.4,1271.0,16.6
47049,3660.0,3660.0,309.0,8.4,133.0,3.6,1747.0,47.7,999.0,27.3,472.0,12.9
47051,9866.0,9866.0,484.0,4.9,395.0,4.0,3903.0,39.6,2028.0,20.6,3056.0,31.0
47053,11287.0,11287.0,673.0,6.0,622.0,5.5,5177.0,45.9,2827.0,25.0,1988.0,17.6
47055,5871.0,5871.0,316.0,5.4,238.0,4.1,2698.0,46.0,1377.0,23.5,1242.0,21.2
47057,4241.0,4241.0,109.0,2.6,149.0,3.5,2215.0,52.2,1200.0,28.3,568.0,13.4
47059,14116.0,14116.0,731.0,5.2,471.0,3.3,5926.0,42.0,3597.0,25.5,3391.0,24.0
47061,2676.0,2676.0,181.0,6.8,163.0,6.1,1338.0,50.0,714.0,26.7,280.0,10.5
47063,14102.0,14102.0,766.0,5.4,984.0,7.0,6567.0,46.6,3672.0,26.0,2113.0,15.0
47065,82542.0,82542.0,4874.0,5.9,3709.0,4.5,33795.0,40.9,15011.0,18.2,25153.0,30.5
47067,1237.0,1237.0,69.0,5.6,13.0,1.1,688.0,55.6,296.0,23.9,171.0,13.8
47069,5166.0,5166.0,219.0,4.2,292.0,5.7,2312.0,44.8,1649.0,31.9,694.0,13.4
47071,5143.0,5143.0,188.0,3.7,280.0,5.4,2326.0,45.2,1578.0,30.7,771.0,15.0
47073,11063.0,11063.0,597.0,5.4,494.0,4.5,5458.0,49.3,2911.0,26.3,1603.0,14.5
47075,3954.0,3954.0,85.0,2.1,215.0,5.4,1881.0,47.6,1219.0,30.8,554.0,14.0
47077,6194.0,6194.0,259.0,4.2,213.0,3.4,3281.0,53.0,1479.0,23.9,962.0,15.5
47079,6461.0,6461.0,419.0,6.5,231.0,3.6,3148.0,48.7,1577.0,24.4,1086.0,16.8
47081,4861.0,4861.0,153.0,3.1,200.0,4.1,2541.0,52.3,1352.0,27.8,615.0,12.7
47083,1753.0,1753.0,80.0,4.6,104.0,5.9,833.0,47.5,497.0,28.4,239.0,13.6
47085,3739.0,3739.0,177.0,4.7,188.0,5.0,1827.0,48.9,835.0,22.3,712.0,19.0
47087,2152.0,2152.0,163.0,7.6,174.0,8.1,901.0,41.9,582.0,27.0,332.0,15.4
47089,11763.0,11763.0,486.0,4.1,590.0,5.0,4879.0,41.5,2654.0,22.6,3154.0,26.8
47091,3098.0,3098.0,168.0,5.4,29.0,0.9,1469.0,47.4,851.0,27.5,581.0,18.8
47093,117562.0,117562.0,6653.0,5.7,5603.0,4.8,42652.0,36.3,21451.0,18.2,41203.0,35.0
47095,1379.0,1379.0,91.0,6.6,65.0,4.7,466.0,33.8,496.0,36.0,261.0,18.9
47097,5907.0,5907.0,343.0,5.8,291.0,4.9,2824.0,47.8,1525.0,25.8,924.0,15.6
47099,10010.0,10010.0,854.0,8.5,528.0,5.3,4819.0,48.1,2160.0,21.6,1649.0,16.5
47101,2460.0,2460.0,116.0,4.7,97.0,3.9,1300.0,52.8,633.0,25.7,314.0,12.8
47103,7270.0,7270.0,256.0,3.5,341.0,4.7,3757.0,51.7,1918.0,26.4,998.0,13.7
47105,9607.0,9607.0,645.0,6.7,512.0,5.3,4421.0,46.0,2463.0,25.6,1566.0,16.3
47107,10966.0,10966.0,560.0,5.1,473.0,4.3,5006.0,45.7,2720.0,24.8,2207.0,20.1
47109,5282.0,5282.0,265.0,5.0,391.0,7.4,2516.0,47.6,1357.0,25.7,753.0,14.3
47111,5101.0,5101.0,323.0,6.3,348.0,6.8,2420.0,47.4,1143.0,22.4,867.0,17.0
47113,24347.0,24347.0,1430.0,5.9,952.0,3.9,9626.0,39.5,5052.0,20.7,7287.0,29.9
47115,5820.0,5820.0,458.0,7.9,461.0,7.9,2511.0,43.1,1411.0,24.2,979.0,16.8
47117,6998.0,6998.0,403.0,5.8,304.0,4.3,3503.0,50.1,1868.0,26.7,920.0,13.1
47119,19944.0,19944.0,1392.0,7.0,1124.0,5.6,9112.0,45.7,4390.0,22.0,3926.0,19.7
47121,2322.0,2322.0,84.0,3.6,49.0,2.1,1127.0,48.5,777.0,33.5,285.0,12.3
47123,8518.0,8518.0,251.0,2.9,478.0,5.6,4004.0,47.0,2361.0,27.7,1424.0,16.7
47125,56147.0,56147.0,2965.0,5.3,3092.0,5.5,22152.0,39.5,9908.0,17.6,18030.0,32.1
47127,1274.0,1274.0,54.0,4.2,86.0,6.8,555.0,43.6,288.0,22.6,291.0,22.8
47129,3821.0,3821.0,144.0,3.8,132.0,3.5,1923.0,50.3,1108.0,29.0,514.0,13.5
47131,6659.0,6659.0,428.0,6.4,326.0,4.9,3021.0,45.4,1685.0,25.3,1199.0,18.0
47133,4770.0,4770.0,195.0,4.1,130.0,2.7,2480.0,52.0,1092.0,22.9,873.0,18.3
47135,1506.0,1506.0,54.0,3.6,169.0,11.2,667.0,44.3,365.0,24.2,251.0,16.7
47137,801.0,801.0,43.0,5.4,55.0,6.9,441.0,55.1,182.0,22.7,80.0,10.0
47139,3143.0,3143.0,168.0,5.3,117.0,3.7,1498.0,47.7,818.0,26.0,542.0,17.2
47141,20381.0,20381.0,1035.0,5.1,584.0,2.9,6537.0,32.1,3523.0,17.3,8702.0,42.7
47143,7635.0,7635.0,321.0,4.2,273.0,3.6,3362.0,44.0,1856.0,24.3,1823.0,23.9
47145,10257.0,10257.0,409.0,4.0,505.0,4.9,4605.0,44.9,2483.0,24.2,2255.0,22.0
47147,15757.0,15757.0,745.0,4.7,768.0,4.9,7815.0,49.6,4006.0,25.4,2423.0,15.4
47149,86907.0,86907.0,4355.0,5.0,4454.0,5.1,34696.0,39.9,16737.0,19.3,26665.0,30.7
47151,5096.0,5096.0,396.0,7.8,201.0,3.9,2596.0,50.9,1108.0,21.7,795.0,15.6
47153,3001.0,3001.0,128.0,4.3,114.0,3.8,1537.0,51.2,734.0,24.5,488.0,16.3
47155,19415.0,19415.0,1028.0,5.3,1188.0,6.1,8641.0,44.5,5044.0,26.0,3514.0,18.1
47157,244106.0,244106.0,13841.0,5.7,12530.0,5.1,102792.0,42.1,52425.0,21.5,62518.0,25.6
47159,4345.0,4345.0,257.0,5.9,148.0,3.4,2107.0,48.5,1194.0,27.5,639.0,14.7
47161,2899.0,2899.0,231.0,8.0,76.0,2.6,1338.0,46.2,710.0,24.5,544.0,18.8
47163,31404.0,31404.0,1662.0,5.3,1617.0,5.1,13842.0,44.1,7380.0,23.5,6903.0,22.0
47165,42503.0,42503.0,2511.0,5.9,2150.0,5.1,19443.0,45.7,10108.0,23.8,8291.0,19.5
47167,15427.0,15427.0,879.0,5.7,711.0,4.6,7158.0,46.4,3694.0,23.9,2985.0,19.3
47169,2078.0,2078.0,79.0,3.8,89.0,4.3,827.0,39.8,538.0,25.9,545.0,26.2
47171,3350.0,3350.0,115.0,3.4,156.0,4.7,1565.0,46.7,792.0,23.6,722.0,21.6
47173,3889.0,3889.0,117.0,3.0,213.0,5.5,1932.0,49.7,1129.0,29.0,498.0,12.8
47175,1081.0,1081.0,72.0,6.7,46.0,4.3,486.0,45.0,252.0,23.3,225.0,20.8
47177,8861.0,8861.0,415.0,4.7,389.0,4.4,4460.0,50.3,2217.0,25.0,1380.0,15.6
47179,32093.0,32093.0,1445.0,4.5,1265.0,3.9,11356.0,35.4,5709.0,17.8,12318.0,38.4
47181,3054.0,3054.0,107.0,3.5,344.0,11.3,1208.0,39.6,874.0,28.6,521.0,17.1
47183,9671.0,9671.0,320.0,3.3,276.0,2.9,2939.0,30.4,1527.0,15.8,4609.0,47.7
47185,5595.0,5595.0,248.0,4.4,349.0,6.2,2631.0,47.0,1357.0,24.3,1010.0,18.1
47187,63189.0,63189.0,5239.0,8.3,3323.0,5.3,28258.0,44.7,16163.0,25.6,10206.0,16.2
47189,32443.0,32443.0,2303.0,7.1,1713.0,5.3,14555.0,44.9,7540.0,23.2,6332.0,19.5
48001,13021.0,13021.0,621.0,4.8,334.0,2.6,5628.0,43.2,3278.0,25.2,3160.0,24.3
48003,4631.0,4631.0,337.0,7.3,254.0,5.5,2475.0,53.4,1173.0,25.3,392.0,8.5
48005,21910.0,21910.0,1252.0,5.7,1294.0,5.9,10129.0,46.2,5289.0,24.1,3946.0,18.0
48007,4501.0,4501.0,199.0,4.4,306.0,6.8,2208.0,49.1,1271.0,28.2,517.0,11.5
48009,1964.0,1964.0,96.0,4.9,56.0,2.9,976.0,49.7,482.0,24.5,354.0,18.0
48011,371.0,371.0,38.0,10.2,19.0,5.1,175.0,47.2,76.0,20.5,63.0,17.0
48013,12244.0,12244.0,609.0,5.0,592.0,4.8,6369.0,52.0,3108.0,25.4,1566.0,12.8
48015,6833.0,6833.0,365.0,5.3,379.0,5.5,3281.0,48.0,1630.0,23.9,1178.0,17.2
48017,1488.0,1488.0,25.0,1.7,149.0,10.0,902.0,60.6,357.0,24.0,55.0,3.7
48019,3699.0,3699.0,99.0,2.7,203.0,5.5,1810.0,48.9,932.0,25.2,655.0,17.7
48021,20303.0,20303.0,893.0,4.4,1023.0,5.0,10059.0,49.5,5498.0,27.1,2830.0,13.9
48023,681.0,681.0,43.0,6.3,29.0,4.3,369.0,54.2,144.0,21.1,96.0,14.1
48025,7363.0,7363.0,357.0,4.8,511.0,6.9,3271.0,44.4,1645.0,22.3,1579.0,21.4
48027,99491.0,99491.0,6092.0,6.1,5343.0,5.4,40507.0,40.7,18664.0,18.8,28885.0,29.0
48029,537223.0,537223.0,29788.0,5.5,28949.0,5.4,223236.0,41.6,108461.0,20.2,146789.0,27.3
48031,2203.0,2203.0,64.0,2.9,147.0,6.7,960.0,43.6,517.0,23.5,515.0,23.4
48033,101.0,101.0,0.0,0.0,2.0,2.0,40.0,39.6,42.0,41.6,17.0,16.8
48035,3732.0,3732.0,238.0,6.4,156.0,4.2,1782.0,47.7,888.0,23.8,668.0,17.9
48037,22387.0,22387.0,1565.0,7.0,1407.0,6.3,10080.0,45.0,4726.0,21.1,4609.0,20.6
48039,95572.0,95572.0,5882.0,6.2,5961.0,6.2,42699.0,44.7,20234.0,21.2,20796.0,21.8
48041,92420.0,92420.0,2982.0,3.2,2430.0,2.6,19635.0,21.2,9167.0,9.9,58206.0,63.0
48043,2126.0,2126.0,287.0,13.5,60.0,2.8,799.0,37.6,353.0,16.6,627.0,29.5
48045,302.0,302.0,29.0,9.6,5.0,1.7,120.0,39.7,88.0,29.1,60.0,19.9
48047,1882.0,1882.0,133.0,7.1,114.0,6.1,823.0,43.7,446.0,23.7,366.0,19.4
48049,8909.0,8909.0,467.0,5.2,387.0,4.3,4070.0,45.7,2104.0,23.6,1881.0,21.1
48051,3608.0,3608.0,171.0,4.7,192.0,5.3,1813.0,50.2,943.0,26.1,489.0,13.6
48053,9355.0,9355.0,586.0,6.3,279.0,3.0,4672.0,49.9,2433.0,26.0,1385.0,14.8
48055,10185.0,10185.0,376.0,3.7,584.0,5.7,4424.0,43.4,3148.0,30.9,1653.0,16.2
48057,4848.0,4848.0,135.0,2.8,296.0,6.1,2566.0,52.9,1201.0,24.8,650.0,13.4
48059,2912.0,2912.0,106.0,3.6,251.0,8.6,1510.0,51.9,736.0,25.3,309.0,10.6
48061,124895.0,124895.0,9233.0,7.4,7070.0,5.7,57947.0,46.4,29800.0,23.9,20845.0,16.7
48063,3116.0,3116.0,165.0,5.3,176.0,5.6,1484.0,47.6,685.0,22.0,606.0,19.4
48065,1450.0,1450.0,78.0,5.4,99.0,6.8,694.0,47.9,368.0,25.4,211.0,14.6
48067,6395.0,6395.0,384.0,6.0,373.0,5.8,3052.0,47.7,1814.0,28.4,772.0,12.1
48069,2198.0,2198.0,78.0,3.5,206.0,9.4,1116.0,50.8,536.0,24.4,262.0,11.9
48071,11036.0,11036.0,544.0,4.9,640.0,5.8,5327.0,48.3,2453.0,22.2,2072.0,18.8
48073,13286.0,13286.0,726.0,5.5,1005.0,7.6,5875.0,44.2,3090.0,23.3,2590.0,19.5
48075,1145.0,1145.0,38.0,3.3,76.0,6.6,607.0,53.0,291.0,25.4,133.0,11.6
48077,2254.0,2254.0,83.0,3.7,142.0,6.3,1056.0,46.9,553.0,24.5,420.0,18.6
48079,679.0,679.0,48.0,7.1,43.0,6.3,370.0,54.5,152.0,22.4,66.0,9.7
48081,675.0,675.0,17.0,2.5,15.0,2.2,356.0,52.7,200.0,29.6,87.0,12.9
48083,1465.0,1465.0,155.0,10.6,161.0,11.0,803.0,54.8,285.0,19.5,61.0,4.2
48085,269343.0,269343.0,18868.0,7.0,13993.0,5.2,116394.0,43.2,60790.0,22.6,59298.0,22.0
48087,689.0,689.0,69.0,10.0,7.0,1.0,374.0,54.3,162.0,23.5,77.0,11.2
48089,4474.0,4474.0,247.0,5.5,201.0,4.5,2379.0,53.2,1008.0,22.5,639.0,14.3
48091,30186.0,30186.0,1379.0,4.6,1713.0,5.7,14312.0,47.4,6890.0,22.8,5892.0,19.5
48093,2761.0,2761.0,167.0,6.0,179.0,6.5,1359.0,49.2,772.0,28.0,284.0,10.3
48095,828.0,828.0,41.0,5.0,26.0,3.1,246.0,29.7,476.0,57.5,39.0,4.7
48097,9188.0,9188.0,669.0,7.3,629.0,6.8,4033.0,43.9,2059.0,22.4,1798.0,19.6
48099,20812.0,20812.0,1493.0,7.2,902.0,4.3,8037.0,38.6,4546.0,21.8,5834.0,28.0
48101,478.0,478.0,57.0,11.9,35.0,7.3,253.0,52.9,89.0,18.6,44.0,9.2
48103,1426.0,1426.0,66.0,4.6,52.0,3.6,727.0,51.0,382.0,26.8,199.0,14.0
48105,776.0,776.0,53.0,6.8,40.0,5.2,429.0,55.3,169.0,21.8,85.0,11.0
48107,1317.0,1317.0,44.0,3.3,93.0,7.1,720.0,54.7,337.0,25.6,123.0,9.3
48109,398.0,398.0,37.0,9.3,14.0,3.5,232.0,58.3,95.0,23.9,20.0,5.0
48111,1807.0,1807.0,74.0,4.1,91.0,5.0,1098.0,60.8,361.0,20.0,183.0,10.1
48113,688043.0,688043.0,42905.0,6.2,40218.0,5.8,308768.0,44.9,145916.0,21.2,150236.0,21.8
48115,3580.0,3580.0,235.0,6.6,209.0,5.8,1594.0,44.5,954.0,26.6,588.0,16.4
48117,5952.0,5952.0,562.0,9.4,314.0,5.3,2644.0,44.4,1449.0,24.3,983.0,16.5
48119,1224.0,1224.0,86.0,7.0,56.0,4.6,562.0,45.9,312.0,25.5,208.0,17.0
48121,232272.0,232272.0,14230.0,6.1,12380.0,5.3,93923.0,40.4,45575.0,19.6,66164.0,28.5
48123,4076.0,4076.0,422.0,10.4,162.0,4.0,2041.0,50.1,980.0,24.0,471.0,11.6
48125,436.0,436.0,23.0,5.3,34.0,7.8,242.0,55.5,109.0,25.0,28.0,6.4
48127,3037.0,3037.0,238.0,7.8,152.0,5.0,1403.0,46.2,821.0,27.0,423.0,13.9
48129,921.0,921.0,38.0,4.1,34.0,3.7,370.0,40.2,100.0,10.9,379.0,41.2
48131,2837.0,2837.0,309.0,10.9,144.0,5.1,1546.0,54.5,613.0,21.6,225.0,7.9
48133,4050.0,4050.0,202.0,5.0,187.0,4.6,1697.0,41.9,777.0,19.2,1187.0,29.3
48135,44372.0,44372.0,2833.0,6.4,3208.0,7.2,20756.0,46.8,9444.0,21.3,8131.0,18.3
48137,323.0,323.0,60.0,18.6,12.0,3.7,161.0,49.8,90.0,27.9,0.0,0.0
48139,46137.0,46137.0,2226.0,4.8,2309.0,5.0,21597.0,46.8,10456.0,22.7,9549.0,20.7
48141,257151.0,257151.0,12235.0,4.8,12509.0,4.9,103899.0,40.4,53931.0,21.0,74577.0,29.0
48143,14531.0,14531.0,270.0,1.9,750.0,5.2,3990.0,27.5,1913.0,13.2,7608.0,52.4
48145,3393.0,3393.0,155.0,4.6,162.0,4.8,1686.0,49.7,756.0,22.3,634.0,18.7
48147,7665.0,7665.0,466.0,6.1,411.0,5.4,3367.0,43.9,2096.0,27.3,1325.0,17.3
48149,5007.0,5007.0,262.0,5.2,313.0,6.3,2404.0,48.0,1273.0,25.4,755.0,15.1
48151,748.0,748.0,46.0,6.1,60.0,8.0,282.0,37.7,216.0,28.9,144.0,19.3
48153,1349.0,1349.0,48.0,3.6,94.0,7.0,765.0,56.7,362.0,26.8,80.0,5.9
48155,312.0,312.0,17.0,5.4,0.0,0.0,142.0,45.5,95.0,30.4,58.0,18.6
48157,222294.0,222294.0,14927.0,6.7,11741.0,5.3,96868.0,43.6,47475.0,21.4,51283.0,23.1
48159,2739.0,2739.0,174.0,6.4,81.0,3.0,1251.0,45.7,662.0,24.2,571.0,20.8
48161,4050.0,4050.0,207.0,5.1,216.0,5.3,2137.0,52.8,1060.0,26.2,430.0,10.6
48163,4705.0,4705.0,343.0,7.3,229.0,4.9,1664.0,35.4,1663.0,35.3,806.0,17.1
48165,5339.0,5339.0,363.0,6.8,377.0,7.1,3216.0,60.2,1038.0,19.4,345.0,6.5
48167,87657.0,87657.0,5722.0,6.5,3659.0,4.2,36771.0,41.9,19021.0,21.7,22484.0,25.6
48169,1077.0,1077.0,89.0,8.3,58.0,5.4,432.0,40.1,336.0,31.2,162.0,15.0
48171,4991.0,4991.0,376.0,7.5,201.0,4.0,2482.0,49.7,1290.0,25.8,642.0,12.9
48173,397.0,397.0,0.0,0.0,0.0,0.0,202.0,50.9,118.0,29.7,77.0,19.4
48175,1687.0,1687.0,96.0,5.7,39.0,2.3,810.0,48.0,434.0,25.7,308.0,18.3
48177,4792.0,4792.0,231.0,4.8,395.0,8.2,2578.0,53.8,1137.0,23.7,451.0,9.4
48179,5145.0,5145.0,408.0,7.9,392.0,7.6,2729.0,53.0,970.0,18.9,646.0,12.6
48181,31309.0,31309.0,1473.0,4.7,1682.0,5.4,14019.0,44.8,6833.0,21.8,7302.0,23.3
48183,30794.0,30794.0,1929.0,6.3,1641.0,5.3,14627.0,47.5,5990.0,19.5,6607.0,21.5
48185,6323.0,6323.0,405.0,6.4,307.0,4.9,2965.0,46.9,1745.0,27.6,901.0,14.2
48187,41771.0,41771.0,2271.0,5.4,2080.0,5.0,18331.0,43.9,10044.0,24.0,9045.0,21.7
48189,9668.0,9668.0,506.0,5.2,568.0,5.9,4461.0,46.1,2369.0,24.5,1764.0,18.2
48191,705.0,705.0,56.0,7.9,4.0,0.6,400.0,56.7,201.0,28.5,44.0,6.2
48193,1647.0,1647.0,103.0,6.3,127.0,7.7,702.0,42.6,438.0,26.6,277.0,16.8
48195,1446.0,1446.0,75.0,5.2,52.0,3.6,745.0,51.5,387.0,26.8,187.0,12.9
48197,894.0,894.0,74.0,8.3,35.0,3.9,511.0,57.2,174.0,19.5,100.0,11.2
48199,13007.0,13007.0,642.0,4.9,482.0,3.7,6726.0,51.7,3076.0,23.6,2081.0,16.0
48201,1283498.0,1283498.0,79179.0,6.2,70756.0,5.5,554932.0,43.2,267936.0,20.9,310695.0,24.2
48203,16351.0,16351.0,1051.0,6.4,761.0,4.7,7488.0,45.8,3919.0,24.0,3132.0,19.2
48205,1080.0,1080.0,100.0,9.3,56.0,5.2,590.0,54.6,263.0,24.4,71.0,6.6
48207,1115.0,1115.0,80.0,7.2,62.0,5.6,543.0,48.7,260.0,23.3,170.0,15.2
48209,65590.0,65590.0,2896.0,4.4,2527.0,3.9,21230.0,32.4,10135.0,15.5,28802.0,43.9
48211,1287.0,1287.0,11.0,0.9,47.0,3.7,687.0,53.4,391.0,30.4,151.0,11.7
48213,16834.0,16834.0,967.0,5.7,876.0,5.2,7711.0,45.8,4293.0,25.5,2987.0,17.7
48215,274982.0,274982.0,16196.0,5.9,15878.0,5.8,128298.0,46.7,63156.0,23.0,51454.0,18.7
48217,8384.0,8384.0,528.0,6.3,513.0,6.1,3704.0,44.2,2001.0,23.9,1638.0,19.5
48219,6719.0,6719.0,323.0,4.8,404.0,6.0,2786.0,41.5,1476.0,22.0,1730.0,25.7
48221,10241.0,10241.0,563.0,5.5,688.0,6.7,4849.0,47.3,2474.0,24.2,1667.0,16.3
48223,8580.0,8580.0,464.0,5.4,660.0,7.7,4079.0,47.5,2030.0,23.7,1347.0,15.7
48225,4247.0,4247.0,215.0,5.1,346.0,8.1,1973.0,46.5,933.0,22.0,780.0,18.4
48227,7949.0,7949.0,334.0,4.2,301.0,3.8,3757.0,47.3,2067.0,26.0,1490.0,18.7
48229,922.0,922.0,10.0,1.1,78.0,8.5,524.0,56.8,225.0,24.4,85.0,9.2
48231,24045.0,24045.0,1415.0,5.9,1066.0,4.4,10310.0,42.9,4842.0,20.1,6412.0,26.7
48233,5289.0,5289.0,291.0,5.5,347.0,6.6,2410.0,45.6,1278.0,24.2,963.0,18.2
48235,367.0,367.0,0.0,0.0,7.0,1.9,200.0,54.5,101.0,27.5,59.0,16.1
48237,1706.0,1706.0,128.0,7.5,121.0,7.1,803.0,47.1,542.0,31.8,112.0,6.6
48239,3544.0,3544.0,391.0,11.0,136.0,3.8,1727.0,48.7,851.0,24.0,439.0,12.4
48241,7443.0,7443.0,628.0,8.4,467.0,6.3,3767.0,50.6,1986.0,26.7,595.0,8.0
48243,507.0,507.0,77.0,15.2,22.0,4.3,141.0,27.8,184.0,36.3,83.0,16.4
48245,59863.0,59863.0,3653.0,6.1,3841.0,6.4,26530.0,44.3,12599.0,21.0,13240.0,22.1
48247,1400.0,1400.0,108.0,7.7,54.0,3.9,715.0,51.1,332.0,23.7,191.0,13.6
48249,10737.0,10737.0,662.0,6.2,530.0,4.9,5144.0,47.9,2905.0,27.1,1496.0,13.9
48251,35662.0,35662.0,1762.0,4.9,2064.0,5.8,17243.0,48.4,8254.0,23.1,6339.0,17.8
48253,3446.0,3446.0,119.0,3.5,259.0,7.5,1540.0,44.7,1207.0,35.0,321.0,9.3
48255,2986.0,2986.0,202.0,6.8,152.0,5.1,1570.0,52.6,661.0,22.1,401.0,13.4
48257,31632.0,31632.0,1616.0,5.1,1467.0,4.6,15213.0,48.1,7592.0,24.0,5744.0,18.2
48259,10282.0,10282.0,533.0,5.2,582.0,5.7,4607.0,44.8,3038.0,29.5,1522.0,14.8
48261,99.0,99.0,16.0,16.2,0.0,0.0,73.0,73.7,5.0,5.1,5.0,5.1
