countyFIPS,Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,Percent Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,"Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool","Percent Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool",Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten,Percent Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten,Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8),Percent Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8),Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12),Percent Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12),Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school,Percent Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school
17197,191472.0,191472.0,11874.0,6.2,8699.0,4.5,81901.0,42.8,45762.0,23.9,43236.0,22.6
17199,14797.0,14797.0,853.0,5.8,602.0,4.1,7034.0,47.5,2984.0,20.2,3324.0,22.5
17201,69132.0,69132.0,4709.0,6.8,4056.0,5.9,29925.0,43.3,15681.0,22.7,14761.0,21.4
17203,10196.0,10196.0,783.0,7.7,444.0,4.4,4350.0,42.7,2318.0,22.7,2301.0,22.6
18001,8609.0,8609.0,593.0,6.9,581.0,6.7,4692.0,54.5,1841.0,21.4,902.0,10.5
18003,96926.0,96926.0,6562.0,6.8,4558.0,4.7,42676.0,44.0,21291.0,22.0,21839.0,22.5
18005,19209.0,19209.0,1269.0,6.6,887.0,4.6,9062.0,47.2,4416.0,23.0,3575.0,18.6
18007,1987.0,1987.0,166.0,8.4,162.0,8.2,904.0,45.5,496.0,25.0,259.0,13.0
18009,2363.0,2363.0,179.0,7.6,213.0,9.0,1138.0,48.2,508.0,21.5,325.0,13.8
18011,16604.0,16604.0,1245.0,7.5,1032.0,6.2,7765.0,46.8,3907.0,23.5,2655.0,16.0
18013,3039.0,3039.0,278.0,9.1,225.0,7.4,1135.0,37.3,773.0,25.4,628.0,20.7
18015,4257.0,4257.0,288.0,6.8,261.0,6.1,2018.0,47.4,1135.0,26.7,555.0,13.0
18017,9038.0,9038.0,481.0,5.3,445.0,4.9,4089.0,45.2,2357.0,26.1,1666.0,18.4
18019,26671.0,26671.0,1616.0,6.1,1537.0,5.8,11575.0,43.4,6222.0,23.3,5721.0,21.5
18021,5911.0,5911.0,381.0,6.4,317.0,5.4,2847.0,48.2,1434.0,24.3,932.0,15.8
18023,7720.0,7720.0,427.0,5.5,538.0,7.0,3859.0,50.0,1836.0,23.8,1060.0,13.7
18025,2258.0,2258.0,114.0,5.0,129.0,5.7,1134.0,50.2,545.0,24.1,336.0,14.9
18027,7453.0,7453.0,321.0,4.3,411.0,5.5,4437.0,59.5,1471.0,19.7,813.0,10.9
18029,11576.0,11576.0,583.0,5.0,559.0,4.8,5180.0,44.7,3116.0,26.9,2138.0,18.5
18031,6054.0,6054.0,436.0,7.2,455.0,7.5,2896.0,47.8,1542.0,25.5,725.0,12.0
18033,10613.0,10613.0,924.0,8.7,492.0,4.6,4855.0,45.7,2569.0,24.2,1773.0,16.7
18035,35408.0,35408.0,1255.0,3.5,1288.0,3.6,9395.0,26.5,5048.0,14.3,18422.0,52.0
18037,10009.0,10009.0,691.0,6.9,594.0,5.9,4737.0,47.3,2493.0,24.9,1494.0,14.9
18039,50334.0,50334.0,2437.0,4.8,2878.0,5.7,26411.0,52.5,11537.0,22.9,7071.0,14.0
18041,4954.0,4954.0,294.0,5.9,229.0,4.6,2448.0,49.4,1226.0,24.7,757.0,15.3
18043,18769.0,18769.0,1092.0,5.8,973.0,5.2,8294.0,44.2,3994.0,21.3,4416.0,23.5
18045,3532.0,3532.0,387.0,11.0,281.0,8.0,1465.0,41.5,925.0,26.2,474.0,13.4
18047,4999.0,4999.0,272.0,5.4,286.0,5.7,2491.0,49.8,1378.0,27.6,572.0,11.4
18049,4528.0,4528.0,370.0,8.2,385.0,8.5,2046.0,45.2,951.0,21.0,776.0,17.1
18051,7816.0,7816.0,600.0,7.7,518.0,6.6,3449.0,44.1,1788.0,22.9,1461.0,18.7
18053,17583.0,17583.0,1087.0,6.2,658.0,3.7,6411.0,36.5,3169.0,18.0,6258.0,35.6
18055,6743.0,6743.0,298.0,4.4,352.0,5.2,3211.0,47.6,1663.0,24.7,1219.0,18.1
18057,88576.0,88576.0,6699.0,7.6,4363.0,4.9,40810.0,46.1,21388.0,24.1,15316.0,17.3
18059,17668.0,17668.0,1146.0,6.5,1268.0,7.2,7314.0,41.4,4639.0,26.3,3301.0,18.7
18061,8367.0,8367.0,415.0,5.0,556.0,6.6,4099.0,49.0,2076.0,24.8,1221.0,14.6
18063,42437.0,42437.0,2796.0,6.6,2064.0,4.9,19344.0,45.6,10109.0,23.8,8124.0,19.1
18065,10039.0,10039.0,543.0,5.4,598.0,6.0,4640.0,46.2,2676.0,26.7,1582.0,15.8
18067,18827.0,18827.0,1359.0,7.2,1027.0,5.5,8500.0,45.1,4527.0,24.0,3414.0,18.1
18069,8840.0,8840.0,568.0,6.4,522.0,5.9,3569.0,40.4,1835.0,20.8,2346.0,26.5
18071,10202.0,10202.0,603.0,5.9,507.0,5.0,4818.0,47.2,2550.0,25.0,1724.0,16.9
18073,8133.0,8133.0,523.0,6.4,482.0,5.9,3519.0,43.3,2069.0,25.4,1540.0,18.9
18075,4769.0,4769.0,287.0,6.0,298.0,6.2,2318.0,48.6,1328.0,27.8,538.0,11.3
18077,6970.0,6970.0,293.0,4.2,289.0,4.1,2799.0,40.2,1775.0,25.5,1814.0,26.0
18079,6483.0,6483.0,260.0,4.0,248.0,3.8,2953.0,45.5,1760.0,27.1,1262.0,19.5
18081,38447.0,38447.0,2245.0,5.8,2513.0,6.5,17101.0,44.5,8318.0,21.6,8270.0,21.5
18083,9651.0,9651.0,539.0,5.6,501.0,5.2,3569.0,37.0,1596.0,16.5,3446.0,35.7
18085,18001.0,18001.0,1133.0,6.3,907.0,5.0,8346.0,46.4,4166.0,23.1,3449.0,19.2
18087,8604.0,8604.0,272.0,3.2,401.0,4.7,5623.0,65.4,1592.0,18.5,716.0,8.3
18089,121474.0,121474.0,7603.0,6.3,6388.0,5.3,52646.0,43.3,27894.0,23.0,26943.0,22.2
18091,23386.0,23386.0,1363.0,5.8,1150.0,4.9,10622.0,45.4,6084.0,26.0,4167.0,17.8
18093,9784.0,9784.0,512.0,5.2,647.0,6.6,4600.0,47.0,2330.0,23.8,1695.0,17.3
18095,28403.0,28403.0,1387.0,4.9,1454.0,5.1,12935.0,45.5,6979.0,24.6,5648.0,19.9
18097,240621.0,240621.0,14435.0,6.0,13068.0,5.4,103039.0,42.8,49043.0,20.4,61036.0,25.4
18099,10773.0,10773.0,675.0,6.3,511.0,4.7,5410.0,50.2,2584.0,24.0,1593.0,14.8
18101,2285.0,2285.0,160.0,7.0,95.0,4.2,1045.0,45.7,536.0,23.5,449.0,19.6
18103,8009.0,8009.0,402.0,5.0,382.0,4.8,3472.0,43.4,2342.0,29.2,1411.0,17.6
18105,58641.0,58641.0,2270.0,3.9,1290.0,2.2,9967.0,17.0,5046.0,8.6,40068.0,68.3
18107,8735.0,8735.0,672.0,7.7,497.0,5.7,3853.0,44.1,1992.0,22.8,1721.0,19.7
18109,15979.0,15979.0,916.0,5.7,743.0,4.6,7335.0,45.9,4244.0,26.6,2741.0,17.2
18111,2916.0,2916.0,151.0,5.2,159.0,5.5,1448.0,49.7,681.0,23.4,477.0,16.4
18113,11032.0,11032.0,786.0,7.1,488.0,4.4,5383.0,48.8,2969.0,26.9,1406.0,12.7
18115,1120.0,1120.0,33.0,2.9,74.0,6.6,512.0,45.7,257.0,22.9,244.0,21.8
18117,4006.0,4006.0,224.0,5.6,215.0,5.4,2146.0,53.6,1030.0,25.7,391.0,9.8
18119,4349.0,4349.0,276.0,6.3,209.0,4.8,2107.0,48.4,1095.0,25.2,662.0,15.2
18121,3228.0,3228.0,191.0,5.9,207.0,6.4,1682.0,52.1,677.0,21.0,471.0,14.6
18123,3872.0,3872.0,311.0,8.0,95.0,2.5,2076.0,53.6,828.0,21.4,562.0,14.5
18125,2858.0,2858.0,228.0,8.0,136.0,4.8,1368.0,47.9,606.0,21.2,520.0,18.2
18127,41833.0,41833.0,2214.0,5.3,2364.0,5.7,17338.0,41.4,9324.0,22.3,10593.0,25.3
18129,5849.0,5849.0,364.0,6.2,342.0,5.8,2575.0,44.0,1481.0,25.3,1087.0,18.6
18131,2891.0,2891.0,183.0,6.3,124.0,4.3,1539.0,53.2,730.0,25.3,315.0,10.9
18133,9381.0,9381.0,403.0,4.3,302.0,3.2,3411.0,36.4,1707.0,18.2,3558.0,37.9
18135,5511.0,5511.0,271.0,4.9,208.0,3.8,2618.0,47.5,1533.0,27.8,881.0,16.0
18137,6480.0,6480.0,327.0,5.0,485.0,7.5,2978.0,46.0,1712.0,26.4,978.0,15.1
18139,3500.0,3500.0,137.0,3.9,170.0,4.9,1660.0,47.4,964.0,27.5,569.0,16.3
18141,73295.0,73295.0,4170.0,5.7,3299.0,4.5,28319.0,38.6,14820.0,20.2,22687.0,31.0
18143,5071.0,5071.0,302.0,6.0,279.0,5.5,2494.0,49.2,1234.0,24.3,762.0,15.0
18145,10511.0,10511.0,634.0,6.0,544.0,5.2,4844.0,46.1,2624.0,25.0,1865.0,17.7
18147,4573.0,4573.0,408.0,8.9,199.0,4.4,2045.0,44.7,1221.0,26.7,700.0,15.3
18149,4963.0,4963.0,389.0,7.8,289.0,5.8,2315.0,46.6,1427.0,28.8,543.0,10.9
18151,7821.0,7821.0,354.0,4.5,481.0,6.2,3183.0,40.7,1858.0,23.8,1945.0,24.9
18153,4140.0,4140.0,241.0,5.8,183.0,4.4,1919.0,46.4,1076.0,26.0,721.0,17.4
18155,2463.0,2463.0,160.0,6.5,164.0,6.7,1162.0,47.2,579.0,23.5,398.0,16.2
18157,72412.0,72412.0,2583.0,3.6,2125.0,2.9,17413.0,24.0,7844.0,10.8,42447.0,58.6
18159,3072.0,3072.0,121.0,3.9,145.0,4.7,1398.0,45.5,882.0,28.7,526.0,17.1
18161,1484.0,1484.0,104.0,7.0,25.0,1.7,610.0,41.1,482.0,32.5,263.0,17.7
18163,43980.0,43980.0,2955.0,6.7,2082.0,4.7,17500.0,39.8,8388.0,19.1,13055.0,29.7
18165,3457.0,3457.0,159.0,4.6,331.0,9.6,1470.0,42.5,845.0,24.4,652.0,18.9
18167,29548.0,29548.0,1349.0,4.6,1094.0,3.7,9822.0,33.2,4606.0,15.6,12677.0,42.9
18169,7368.0,7368.0,339.0,4.6,390.0,5.3,3150.0,42.8,1640.0,22.3,1849.0,25.1
18171,1837.0,1837.0,113.0,6.2,120.0,6.5,885.0,48.2,407.0,22.2,312.0,17.0
18173,15368.0,15368.0,843.0,5.5,911.0,5.9,7037.0,45.8,3737.0,24.3,2840.0,18.5
18175,5968.0,5968.0,375.0,6.3,281.0,4.7,2994.0,50.2,1495.0,25.1,823.0,13.8
18177,15237.0,15237.0,1001.0,6.6,706.0,4.6,6473.0,42.5,3449.0,22.6,3608.0,23.7
18179,6690.0,6690.0,391.0,5.8,304.0,4.5,3248.0,48.6,1565.0,23.4,1182.0,17.7
18181,5229.0,5229.0,261.0,5.0,315.0,6.0,2583.0,49.4,1404.0,26.9,666.0,12.7
18183,7826.0,7826.0,472.0,6.0,419.0,5.4,3607.0,46.1,1774.0,22.7,1554.0,19.9
19001,1518.0,1518.0,120.0,7.9,82.0,5.4,732.0,48.2,354.0,23.3,230.0,15.2
19003,712.0,712.0,111.0,15.6,47.0,6.6,310.0,43.5,166.0,23.3,78.0,11.0
19005,3019.0,3019.0,229.0,7.6,152.0,5.0,1456.0,48.2,620.0,20.5,562.0,18.6
19007,2500.0,2500.0,265.0,10.6,303.0,12.1,1000.0,40.0,537.0,21.5,395.0,15.8
19009,1012.0,1012.0,78.0,7.7,41.0,4.1,490.0,48.4,253.0,25.0,150.0,14.8
19011,5697.0,5697.0,420.0,7.4,338.0,5.9,2815.0,49.4,1446.0,25.4,678.0,11.9
19013,38085.0,38085.0,1849.0,4.9,1347.0,3.5,12922.0,33.9,5884.0,15.4,16083.0,42.2
19015,5860.0,5860.0,439.0,7.5,433.0,7.4,2335.0,39.8,1394.0,23.8,1259.0,21.5
19017,7237.0,7237.0,631.0,8.7,277.0,3.8,2415.0,33.4,1264.0,17.5,2650.0,36.6
19019,5283.0,5283.0,528.0,10.0,352.0,6.7,2568.0,48.6,1190.0,22.5,645.0,12.2
19021,5510.0,5510.0,430.0,7.8,398.0,7.2,2195.0,39.8,1040.0,18.9,1447.0,26.3
19023,3243.0,3243.0,285.0,8.8,195.0,6.0,1633.0,50.4,712.0,22.0,418.0,12.9
19025,1856.0,1856.0,209.0,11.3,145.0,7.8,821.0,44.2,439.0,23.7,242.0,13.0
19027,4665.0,4665.0,381.0,8.2,401.0,8.6,2091.0,44.8,1122.0,24.1,670.0,14.4
19029,2762.0,2762.0,201.0,7.3,154.0,5.6,1295.0,46.9,695.0,25.2,417.0,15.1
19031,4011.0,4011.0,147.0,3.7,230.0,5.7,1989.0,49.6,1012.0,25.2,633.0,15.8
19033,8730.0,8730.0,700.0,8.0,349.0,4.0,3878.0,44.4,2040.0,23.4,1763.0,20.2
19035,2136.0,2136.0,220.0,10.3,137.0,6.4,1012.0,47.4,545.0,25.5,222.0,10.4
19037,2638.0,2638.0,247.0,9.4,168.0,6.4,1252.0,47.5,683.0,25.9,288.0,10.9
19039,1950.0,1950.0,148.0,7.6,167.0,8.6,1010.0,51.8,449.0,23.0,176.0,9.0
19041,3521.0,3521.0,403.0,11.4,184.0,5.2,1657.0,47.1,888.0,25.2,389.0,11.0
19043,3569.0,3569.0,234.0,6.6,282.0,7.9,1676.0,47.0,829.0,23.2,548.0,15.4
19045,10845.0,10845.0,920.0,8.5,535.0,4.9,4834.0,44.6,2514.0,23.2,2042.0,18.8
19047,4393.0,4393.0,375.0,8.5,272.0,6.2,1921.0,43.7,1032.0,23.5,793.0,18.1
19049,22661.0,22661.0,1991.0,8.8,1627.0,7.2,10286.0,45.4,4950.0,21.8,3807.0,16.8
19051,1705.0,1705.0,97.0,5.7,121.0,7.1,998.0,58.5,313.0,18.4,176.0,10.3
19053,2333.0,2333.0,89.0,3.8,91.0,3.9,859.0,36.8,310.0,13.3,984.0,42.2
19055,3861.0,3861.0,295.0,7.6,182.0,4.7,1884.0,48.8,963.0,24.9,537.0,13.9
19057,8734.0,8734.0,632.0,7.2,470.0,5.4,4303.0,49.3,1961.0,22.5,1368.0,15.7
19059,3337.0,3337.0,243.0,7.3,180.0,5.4,1518.0,45.5,660.0,19.8,736.0,22.1
19061,25432.0,25432.0,1950.0,7.7,1273.0,5.0,9898.0,38.9,4923.0,19.4,7388.0,29.1
19063,2447.0,2447.0,101.0,4.1,101.0,4.1,933.0,38.1,442.0,18.1,870.0,35.6
19065,4585.0,4585.0,295.0,6.4,275.0,6.0,1870.0,40.8,1036.0,22.6,1109.0,24.2
19067,3471.0,3471.0,338.0,9.7,269.0,7.7,1504.0,43.3,839.0,24.2,521.0,15.0
19069,2193.0,2193.0,102.0,4.7,138.0,6.3,1190.0,54.3,476.0,21.7,287.0,13.1
19071,1556.0,1556.0,122.0,7.8,47.0,3.0,756.0,48.6,363.0,23.3,268.0,17.2
19073,2002.0,2002.0,192.0,9.6,128.0,6.4,924.0,46.2,498.0,24.9,260.0,13.0
19075,2782.0,2782.0,255.0,9.2,146.0,5.2,1385.0,49.8,605.0,21.7,391.0,14.1
19077,2464.0,2464.0,173.0,7.0,131.0,5.3,1161.0,47.1,623.0,25.3,376.0,15.3
19079,3408.0,3408.0,289.0,8.5,139.0,4.1,1526.0,44.8,852.0,25.0,602.0,17.7
19081,2286.0,2286.0,132.0,5.8,121.0,5.3,1162.0,50.8,585.0,25.6,286.0,12.5
19083,3907.0,3907.0,240.0,6.1,220.0,5.6,1614.0,41.3,942.0,24.1,891.0,22.8
19085,3094.0,3094.0,257.0,8.3,264.0,8.5,1402.0,45.3,758.0,24.5,413.0,13.3
19087,4548.0,4548.0,309.0,6.8,224.0,4.9,1977.0,43.5,1111.0,24.4,927.0,20.4
19089,2064.0,2064.0,164.0,7.9,146.0,7.1,1025.0,49.7,456.0,22.1,273.0,13.2
19091,2136.0,2136.0,150.0,7.0,159.0,7.4,1110.0,52.0,448.0,21.0,269.0,12.6
19093,1552.0,1552.0,131.0,8.4,93.0,6.0,741.0,47.7,389.0,25.1,198.0,12.8
19095,3665.0,3665.0,349.0,9.5,258.0,7.0,1737.0,47.4,862.0,23.5,459.0,12.5
19097,4123.0,4123.0,436.0,10.6,194.0,4.7,1835.0,44.5,1037.0,25.2,621.0,15.1
19099,7920.0,7920.0,605.0,7.6,459.0,5.8,3819.0,48.2,1886.0,23.8,1151.0,14.5
19101,4804.0,4804.0,260.0,5.4,111.0,2.3,1277.0,26.6,727.0,15.1,2429.0,50.6
19103,53831.0,53831.0,2608.0,4.8,1824.0,3.4,12720.0,23.6,5515.0,10.2,31164.0,57.9
19105,4425.0,4425.0,348.0,7.9,245.0,5.5,2116.0,47.8,1049.0,23.7,667.0,15.1
19107,2188.0,2188.0,190.0,8.7,158.0,7.2,975.0,44.6,513.0,23.4,352.0,16.1
19109,3239.0,3239.0,303.0,9.4,210.0,6.5,1522.0,47.0,684.0,21.1,520.0,16.1
19111,7040.0,7040.0,509.0,7.2,407.0,5.8,3307.0,47.0,1616.0,23.0,1201.0,17.1
19113,55765.0,55765.0,4176.0,7.5,3100.0,5.6,23231.0,41.7,11509.0,20.6,13749.0,24.7
19115,2579.0,2579.0,161.0,6.2,110.0,4.3,1192.0,46.2,672.0,26.1,444.0,17.2
19117,1939.0,1939.0,193.0,10.0,118.0,6.1,907.0,46.8,451.0,23.3,270.0,13.9
19119,2899.0,2899.0,241.0,8.3,198.0,6.8,1553.0,53.6,591.0,20.4,316.0,10.9
19121,4039.0,4039.0,287.0,7.1,175.0,4.3,2051.0,50.8,977.0,24.2,549.0,13.6
19123,5720.0,5720.0,370.0,6.5,303.0,5.3,2534.0,44.3,1106.0,19.3,1407.0,24.6
19125,8529.0,8529.0,438.0,5.1,623.0,7.3,3527.0,41.4,1788.0,21.0,2153.0,25.2
19127,9088.0,9088.0,442.0,4.9,541.0,6.0,4531.0,49.9,2100.0,23.1,1474.0,16.2
19129,3607.0,3607.0,256.0,7.1,146.0,4.0,1731.0,48.0,966.0,26.8,508.0,14.1
19131,2258.0,2258.0,140.0,6.2,121.0,5.4,1110.0,49.2,633.0,28.0,254.0,11.2
19133,1681.0,1681.0,139.0,8.3,50.0,3.0,872.0,51.9,469.0,27.9,151.0,9.0
19135,1661.0,1661.0,105.0,6.3,182.0,11.0,928.0,55.9,315.0,19.0,131.0,7.9
19137,2064.0,2064.0,114.0,5.5,153.0,7.4,1036.0,50.2,518.0,25.1,243.0,11.8
19139,10380.0,10380.0,869.0,8.4,659.0,6.3,4598.0,44.3,2637.0,25.4,1617.0,15.6
19141,3055.0,3055.0,280.0,9.2,190.0,6.2,1502.0,49.2,684.0,22.4,399.0,13.1
19143,1406.0,1406.0,144.0,10.2,90.0,6.4,669.0,47.6,346.0,24.6,157.0,11.2
19145,3219.0,3219.0,186.0,5.8,217.0,6.7,1279.0,39.7,938.0,29.1,599.0,18.6
19147,2192.0,2192.0,205.0,9.4,118.0,5.4,885.0,40.4,411.0,18.8,573.0,26.1
19149,6134.0,6134.0,539.0,8.8,363.0,5.9,2883.0,47.0,1352.0,22.0,997.0,16.3
19151,1321.0,1321.0,96.0,7.3,84.0,6.4,702.0,53.1,308.0,23.3,131.0,9.9
19153,122188.0,122188.0,8244.0,6.7,6811.0,5.6,52621.0,43.1,25360.0,20.8,29152.0,23.9
19155,23078.0,23078.0,1593.0,6.9,1369.0,5.9,9705.0,42.1,5080.0,22.0,5331.0,23.1
19157,4978.0,4978.0,248.0,5.0,282.0,5.7,1638.0,32.9,748.0,15.0,2062.0,41.4
19159,1142.0,1142.0,128.0,11.2,67.0,5.9,525.0,46.0,279.0,24.4,143.0,12.5
19161,2023.0,2023.0,118.0,5.8,96.0,4.7,1032.0,51.0,454.0,22.4,323.0,16.0
19163,42988.0,42988.0,2915.0,6.8,2348.0,5.5,18537.0,43.1,8993.0,20.9,10195.0,23.7
19165,2717.0,2717.0,183.0,6.7,149.0,5.5,1230.0,45.3,681.0,25.1,474.0,17.4
19167,10313.0,10313.0,742.0,7.2,600.0,5.8,4303.0,41.7,1815.0,17.6,2853.0,27.7
19169,43580.0,43580.0,1122.0,2.6,1093.0,2.5,7171.0,16.5,3286.0,7.5,30908.0,70.9
19171,3878.0,3878.0,250.0,6.4,171.0,4.4,1891.0,48.8,1082.0,27.9,484.0,12.5
19173,1395.0,1395.0,110.0,7.9,74.0,5.3,767.0,55.0,290.0,20.8,154.0,11.0
19175,2924.0,2924.0,200.0,6.8,163.0,5.6,1201.0,41.1,753.0,25.8,607.0,20.8
19177,1443.0,1443.0,129.0,8.9,98.0,6.8,787.0,54.5,308.0,21.3,121.0,8.4
19179,7807.0,7807.0,375.0,4.8,464.0,5.9,3461.0,44.3,1727.0,22.1,1780.0,22.8
19181,13378.0,13378.0,900.0,6.7,677.0,5.1,5714.0,42.7,2781.0,20.8,3306.0,24.7
19183,4952.0,4952.0,288.0,5.8,331.0,6.7,2529.0,51.1,1254.0,25.3,550.0,11.1
19185,1274.0,1274.0,77.0,6.0,56.0,4.4,715.0,56.1,266.0,20.9,160.0,12.6
19187,8830.0,8830.0,736.0,8.3,638.0,7.2,3171.0,35.9,1804.0,20.4,2481.0,28.1
19189,2550.0,2550.0,224.0,8.8,258.0,10.1,816.0,32.0,575.0,22.5,677.0,26.5
19191,5991.0,5991.0,449.0,7.5,130.0,2.2,1657.0,27.7,898.0,15.0,2857.0,47.7
19193,26387.0,26387.0,1829.0,6.9,1359.0,5.2,11843.0,44.9,5586.0,21.2,5770.0,21.9
19195,1647.0,1647.0,116.0,7.0,94.0,5.7,753.0,45.7,388.0,23.6,296.0,18.0
19197,2741.0,2741.0,190.0,6.9,126.0,4.6,1459.0,53.2,642.0,23.4,324.0,11.8
20001,3075.0,3075.0,172.0,5.6,106.0,3.4,1379.0,44.8,682.0,22.2,736.0,23.9
20003,1935.0,1935.0,75.0,3.9,114.0,5.9,975.0,50.4,523.0,27.0,248.0,12.8
20005,5067.0,5067.0,332.0,6.6,178.0,3.5,1799.0,35.5,725.0,14.3,2033.0,40.1
20007,959.0,959.0,80.0,8.3,68.0,7.1,504.0,52.6,177.0,18.5,130.0,13.6
20009,6420.0,6420.0,463.0,7.2,458.0,7.1,2813.0,43.8,1588.0,24.7,1098.0,17.1
20011,3652.0,3652.0,163.0,4.5,125.0,3.4,1803.0,49.4,779.0,21.3,782.0,21.4
20013,2222.0,2222.0,185.0,8.3,175.0,7.9,1218.0,54.8,422.0,19.0,222.0,10.0
20015,18559.0,18559.0,1016.0,5.5,940.0,5.1,8129.0,43.8,4241.0,22.9,4233.0,22.8
20017,618.0,618.0,41.0,6.6,49.0,7.9,289.0,46.8,131.0,21.2,108.0,17.5
20019,692.0,692.0,62.0,9.0,33.0,4.8,342.0,49.4,153.0,22.1,102.0,14.7
20021,4871.0,4871.0,379.0,7.8,331.0,6.8,2129.0,43.7,1184.0,24.3,848.0,17.4
20023,559.0,559.0,31.0,5.5,29.0,5.2,258.0,46.2,180.0,32.2,61.0,10.9
20025,454.0,454.0,30.0,6.6,20.0,4.4,233.0,51.3,118.0,26.0,53.0,11.7
20027,1957.0,1957.0,143.0,7.3,102.0,5.2,887.0,45.3,492.0,25.1,333.0,17.0
20029,2018.0,2018.0,190.0,9.4,176.0,8.7,854.0,42.3,370.0,18.3,428.0,21.2
20031,1781.0,1781.0,153.0,8.6,63.0,3.5,812.0,45.6,493.0,27.7,260.0,14.6
20033,365.0,365.0,28.0,7.7,25.0,6.8,159.0,43.6,117.0,32.1,36.0,9.9
20035,9339.0,9339.0,683.0,7.3,558.0,6.0,3770.0,40.4,1978.0,21.2,2350.0,25.2
20037,12701.0,12701.0,613.0,4.8,457.0,3.6,3755.0,29.6,1749.0,13.8,6127.0,48.2
20039,486.0,486.0,26.0,5.3,35.0,7.2,236.0,48.6,88.0,18.1,101.0,20.8
20041,4422.0,4422.0,275.0,6.2,179.0,4.0,2021.0,45.7,1036.0,23.4,911.0,20.6
20043,1994.0,1994.0,129.0,6.5,79.0,4.0,632.0,31.7,352.0,17.7,802.0,40.2
20045,43326.0,43326.0,2122.0,4.9,1020.0,2.4,9859.0,22.8,4754.0,11.0,25571.0,59.0
20047,609.0,609.0,40.0,6.6,32.0,5.3,327.0,53.7,152.0,25.0,58.0,9.5
20049,506.0,506.0,35.0,6.9,16.0,3.2,281.0,55.5,96.0,19.0,78.0,15.4
20051,9355.0,9355.0,489.0,5.2,458.0,4.9,2504.0,26.8,1281.0,13.7,4623.0,49.4
20053,1243.0,1243.0,95.0,7.6,70.0,5.6,485.0,39.0,350.0,28.2,243.0,19.5
20055,10950.0,10950.0,869.0,7.9,604.0,5.5,5183.0,47.3,2319.0,21.2,1975.0,18.0
20057,9041.0,9041.0,429.0,4.7,493.0,5.5,4669.0,51.6,2084.0,23.1,1366.0,15.1
20059,6692.0,6692.0,657.0,9.8,270.0,4.0,2947.0,44.0,1421.0,21.2,1397.0,20.9
20061,10341.0,10341.0,875.0,8.5,490.0,4.7,4130.0,39.9,1689.0,16.3,3157.0,30.5
20063,521.0,521.0,55.0,10.6,27.0,5.2,280.0,53.7,112.0,21.5,47.0,9.0
20065,448.0,448.0,27.0,6.0,60.0,13.4,223.0,49.8,105.0,23.4,33.0,7.4
20067,2196.0,2196.0,210.0,9.6,199.0,9.1,987.0,44.9,571.0,26.0,229.0,10.4
20069,1476.0,1476.0,97.0,6.6,90.0,6.1,817.0,55.4,323.0,21.9,149.0,10.1
20071,316.0,316.0,18.0,5.7,7.0,2.2,165.0,52.2,81.0,25.6,45.0,14.2
20073,1250.0,1250.0,102.0,8.2,36.0,2.9,691.0,55.3,246.0,19.7,175.0,14.0
20075,720.0,720.0,54.0,7.5,84.0,11.7,348.0,48.3,182.0,25.3,52.0,7.2
20077,1218.0,1218.0,75.0,6.2,61.0,5.0,634.0,52.1,308.0,25.3,140.0,11.5
20079,8679.0,8679.0,521.0,6.0,328.0,3.8,4089.0,47.1,1665.0,19.2,2076.0,23.9
20081,984.0,984.0,24.0,2.4,37.0,3.8,593.0,60.3,257.0,26.1,73.0,7.4
20083,317.0,317.0,8.0,2.5,9.0,2.8,156.0,49.2,100.0,31.5,44.0,13.9
20085,3255.0,3255.0,231.0,7.1,143.0,4.4,1505.0,46.2,904.0,27.8,472.0,14.5
20087,4168.0,4168.0,305.0,7.3,229.0,5.5,2011.0,48.2,1205.0,28.9,418.0,10.0
20089,499.0,499.0,39.0,7.8,11.0,2.2,252.0,50.5,131.0,26.3,66.0,13.2
20091,155672.0,155672.0,12454.0,8.0,8343.0,5.4,64960.0,41.7,34013.0,21.8,35902.0,23.1
20093,1041.0,1041.0,31.0,3.0,117.0,11.2,478.0,45.9,273.0,26.2,142.0,13.6
20095,1617.0,1617.0,117.0,7.2,71.0,4.4,756.0,46.8,441.0,27.3,232.0,14.3
20097,620.0,620.0,38.0,6.1,27.0,4.4,230.0,37.1,118.0,19.0,207.0,33.4
