countyFIPS,Estimate!!HOUSEHOLDS BY TYPE!!Total households,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families),Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families),Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!With own children of the householder under 18 years,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!With own children of the householder under 18 years,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Married-couple family,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Married-couple family,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Married-couple family!!With own children of the householder under 18 years,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Married-couple family!!With own children of the householder under 18 years,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Male householder, no wife present, family","Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Male householder, no wife present, family","Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Male householder, no wife present, family!!With own children of the householder under 18 years","Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Male householder, no wife present, family!!With own children of the householder under 18 years","Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family","Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family","Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family!!With own children of the householder under 18 years","Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family!!With own children of the householder under 18 years",Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone!!65 years and over,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone!!65 years and over,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average household size,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average household size,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average family size,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average family size
34005,165496.0,165496.0,115969.0,70.1,47393.0,28.6,89232.0,53.9,35029.0,21.2,7021.0,4.2,3125.0,1.9,19716.0,11.9,9239.0,5.6,49527.0,29.9,41530.0,25.1,18552.0,11.2,52667.0,31.8,51404.0,31.1,2.63,(X),3.16,(X)
34007,187158.0,187158.0,125116.0,66.9,54112.0,28.9,83807.0,44.8,33433.0,17.9,9988.0,5.3,4503.0,2.4,31321.0,16.7,16176.0,8.6,62042.0,33.1,52409.0,28.0,21726.0,11.6,61210.0,32.7,54659.0,29.2,2.67,(X),3.3,(X)
34009,39904.0,39904.0,26127.0,65.5,8462.0,21.2,20777.0,52.1,6182.0,15.5,1412.0,3.5,598.0,1.5,3938.0,9.9,1682.0,4.2,13777.0,34.5,11520.0,28.9,5970.0,15.0,9619.0,24.1,16389.0,41.1,2.28,(X),2.81,(X)
34011,50608.0,50608.0,34788.0,68.7,15255.0,30.1,21249.0,42.0,8024.0,15.9,3487.0,6.9,1561.0,3.1,10052.0,19.9,5670.0,11.2,15820.0,31.3,13015.0,25.7,5807.0,11.5,17979.0,35.5,15261.0,30.2,2.77,(X),3.32,(X)
34013,282502.0,282502.0,182151.0,64.5,89214.0,31.6,111377.0,39.4,53219.0,18.8,16224.0,5.7,7200.0,2.5,54550.0,19.3,28795.0,10.2,100351.0,35.5,86895.0,30.8,30642.0,10.8,99164.0,35.1,74866.0,26.5,2.73,(X),3.46,(X)
34015,104587.0,104587.0,74097.0,70.8,30911.0,29.6,56714.0,54.2,23567.0,22.5,5008.0,4.8,2064.0,2.0,12375.0,11.8,5280.0,5.0,30490.0,29.2,25028.0,23.9,10898.0,10.4,34801.0,33.3,30756.0,29.4,2.74,(X),3.28,(X)
34017,255429.0,255429.0,158774.0,62.2,71529.0,28.0,101611.0,39.8,45550.0,17.8,16896.0,6.6,5773.0,2.3,40267.0,15.8,20206.0,7.9,96655.0,37.8,71550.0,28.0,21685.0,8.5,80320.0,31.4,57053.0,22.3,2.59,(X),3.19,(X)
34019,47180.0,47180.0,34597.0,73.3,13409.0,28.4,29763.0,63.1,11176.0,23.7,1475.0,3.1,752.0,1.6,3359.0,7.1,1481.0,3.1,12583.0,26.7,10739.0,22.8,5040.0,10.7,14082.0,29.8,14954.0,31.7,2.56,(X),3.02,(X)
34021,129873.0,129873.0,87942.0,67.7,38514.0,29.7,64514.0,49.7,27362.0,21.1,6268.0,4.8,2400.0,1.8,17160.0,13.2,8752.0,6.7,41931.0,32.3,35537.0,27.4,14289.0,11.0,42851.0,33.0,37429.0,28.8,2.71,(X),3.32,(X)
34023,284174.0,284174.0,208083.0,73.2,94638.0,33.3,160766.0,56.6,73991.0,26.0,13774.0,4.8,5049.0,1.8,33543.0,11.8,15598.0,5.5,76091.0,26.8,63768.0,22.4,27378.0,9.6,103196.0,36.3,82383.0,29.0,2.8,(X),3.3,(X)
34025,233874.0,233874.0,161885.0,69.2,66751.0,28.5,129900.0,55.5,52536.0,22.5,8670.0,3.7,3538.0,1.5,23315.0,10.0,10677.0,4.6,71989.0,30.8,60771.0,26.0,27894.0,11.9,72160.0,30.9,73981.0,31.6,2.64,(X),3.21,(X)
34027,180896.0,180896.0,129534.0,71.6,56774.0,31.4,107805.0,59.6,47678.0,26.4,6445.0,3.6,2398.0,1.3,15284.0,8.4,6698.0,3.7,51362.0,28.4,42821.0,23.7,18659.0,10.3,59494.0,32.9,54630.0,30.2,2.68,(X),3.21,(X)
34029,225270.0,225270.0,150050.0,66.6,56638.0,25.1,120079.0,53.3,43550.0,19.3,8601.0,3.8,3664.0,1.6,21370.0,9.5,9424.0,4.2,75220.0,33.4,64797.0,28.8,39147.0,17.4,61783.0,27.4,92730.0,41.2,2.6,(X),3.24,(X)
34031,163670.0,163670.0,118949.0,72.7,53017.0,32.4,80179.0,49.0,34801.0,21.3,9488.0,5.8,3872.0,2.4,29282.0,17.9,14344.0,8.8,44721.0,27.3,37962.0,23.2,16376.0,10.0,59697.0,36.5,48937.0,29.9,3.03,(X),3.6,(X)
34033,23908.0,23908.0,15687.0,65.6,6176.0,25.8,11516.0,48.2,3949.0,16.5,1138.0,4.8,524.0,2.2,3033.0,12.7,1703.0,7.1,8221.0,34.4,6854.0,28.7,3191.0,13.3,7051.0,29.5,7894.0,33.0,2.59,(X),3.19,(X)
34035,117012.0,117012.0,85297.0,72.9,38446.0,32.9,71200.0,60.8,32109.0,27.4,3438.0,2.9,1250.0,1.1,10659.0,9.1,5087.0,4.3,31715.0,27.1,27267.0,23.3,11301.0,9.7,40858.0,34.9,32800.0,28.0,2.78,(X),3.32,(X)
34037,53361.0,53361.0,38043.0,71.3,14612.0,27.4,31238.0,58.5,12002.0,22.5,2294.0,4.3,729.0,1.4,4511.0,8.5,1881.0,3.5,15318.0,28.7,12581.0,23.6,5176.0,9.7,16187.0,30.3,15778.0,29.6,2.63,(X),3.14,(X)
34039,188987.0,188987.0,135895.0,71.9,63929.0,33.8,93726.0,49.6,43206.0,22.9,12115.0,6.4,5548.0,2.9,30054.0,15.9,15175.0,8.0,53092.0,28.1,45884.0,24.3,19634.0,10.4,70357.0,37.2,53999.0,28.6,2.89,(X),3.43,(X)
34041,41350.0,41350.0,27990.0,67.7,11190.0,27.1,22133.0,53.5,8417.0,20.4,2088.0,5.0,946.0,2.3,3769.0,9.1,1827.0,4.4,13360.0,32.3,11116.0,26.9,5188.0,12.5,12163.0,29.4,13022.0,31.5,2.52,(X),3.08,(X)
35001,265657.0,265657.0,159289.0,60.0,68065.0,25.6,107770.0,40.6,40693.0,15.3,16049.0,6.0,7617.0,2.9,35470.0,13.4,19755.0,7.4,106368.0,40.0,87415.0,32.9,30255.0,11.4,76506.0,28.8,73666.0,27.7,2.52,(X),3.24,(X)
35003,1381.0,1381.0,882.0,63.9,126.0,9.1,750.0,54.3,74.0,5.4,55.0,4.0,20.0,1.4,77.0,5.6,32.0,2.3,499.0,36.1,415.0,30.1,267.0,19.3,181.0,13.1,868.0,62.9,2.46,(X),2.96,(X)
35005,23169.0,23169.0,15945.0,68.8,7445.0,32.1,10944.0,47.2,4354.0,18.8,1412.0,6.1,857.0,3.7,3589.0,15.5,2234.0,9.6,7224.0,31.2,6444.0,27.8,2844.0,12.3,8537.0,36.8,7246.0,31.3,2.74,(X),3.33,(X)
35006,8939.0,8939.0,6222.0,69.6,2582.0,28.9,3585.0,40.1,1198.0,13.4,1016.0,11.4,621.0,6.9,1621.0,18.1,763.0,8.5,2717.0,30.4,2334.0,26.1,1135.0,12.7,3464.0,38.8,2932.0,32.8,2.84,(X),3.4,(X)
35007,5678.0,5678.0,3241.0,57.1,1065.0,18.8,2238.0,39.4,503.0,8.9,279.0,4.9,215.0,3.8,724.0,12.8,347.0,6.1,2437.0,42.9,1910.0,33.6,842.0,14.8,1276.0,22.5,2224.0,39.2,2.08,(X),2.64,(X)
35009,18515.0,18515.0,11973.0,64.7,6196.0,33.5,8407.0,45.4,3866.0,20.9,1031.0,5.6,687.0,3.7,2535.0,13.7,1643.0,8.9,6542.0,35.3,5575.0,30.1,1841.0,9.9,6841.0,36.9,4348.0,23.5,2.65,(X),3.31,(X)
35011,705.0,705.0,354.0,50.2,163.0,23.1,290.0,41.1,122.0,17.3,15.0,2.1,5.0,0.7,49.0,7.0,36.0,5.1,351.0,49.8,312.0,44.3,211.0,29.9,177.0,25.1,313.0,44.4,2.88,(X),4.37,(X)
35013,77453.0,77453.0,52524.0,67.8,23638.0,30.5,36537.0,47.2,14890.0,19.2,4162.0,5.4,1859.0,2.4,11825.0,15.3,6889.0,8.9,24929.0,32.2,19725.0,25.5,7455.0,9.6,26820.0,34.6,22471.0,29.0,2.71,(X),3.3,(X)
35015,21264.0,21264.0,15019.0,70.6,6739.0,31.7,10603.0,49.9,4330.0,20.4,1640.0,7.7,814.0,3.8,2776.0,13.1,1595.0,7.5,6245.0,29.4,5377.0,25.3,2139.0,10.1,7638.0,35.9,5883.0,27.7,2.67,(X),3.13,(X)
35017,12003.0,12003.0,7157.0,59.6,2592.0,21.6,5059.0,42.1,1396.0,11.6,508.0,4.2,303.0,2.5,1590.0,13.2,893.0,7.4,4846.0,40.4,4081.0,34.0,2052.0,17.1,2819.0,23.5,5081.0,42.3,2.28,(X),2.94,(X)
35019,1404.0,1404.0,689.0,49.1,236.0,16.8,481.0,34.3,85.0,6.1,54.0,3.8,44.0,3.1,154.0,11.0,107.0,7.6,715.0,50.9,691.0,49.2,423.0,30.1,250.0,17.8,725.0,51.6,2.59,(X),3.94,(X)
35021,211.0,211.0,107.0,50.7,17.0,8.1,93.0,44.1,11.0,5.2,7.0,3.3,5.0,2.4,7.0,3.3,1.0,0.5,104.0,49.3,101.0,47.9,67.0,31.8,18.0,8.5,130.0,61.6,2.18,(X),3.03,(X)
35023,1753.0,1753.0,1142.0,65.1,454.0,25.9,854.0,48.7,348.0,19.9,85.0,4.8,19.0,1.1,203.0,11.6,87.0,5.0,611.0,34.9,545.0,31.1,290.0,16.5,510.0,29.1,722.0,41.2,2.43,(X),3.11,(X)
35025,22114.0,22114.0,16423.0,74.3,8331.0,37.7,11942.0,54.0,5594.0,25.3,1602.0,7.2,927.0,4.2,2879.0,13.0,1810.0,8.2,5691.0,25.7,4939.0,22.3,1864.0,8.4,9306.0,42.1,5300.0,24.0,3.05,(X),3.59,(X)
35027,7815.0,7815.0,5015.0,64.2,1218.0,15.6,4256.0,54.5,869.0,11.1,234.0,3.0,125.0,1.6,525.0,6.7,224.0,2.9,2800.0,35.8,2445.0,31.3,1206.0,15.4,1544.0,19.8,3598.0,46.0,2.47,(X),3.08,(X)
35028,7567.0,7567.0,5015.0,66.3,2052.0,27.1,4375.0,57.8,1700.0,22.5,242.0,3.2,125.0,1.7,398.0,5.3,227.0,3.0,2552.0,33.7,2351.0,31.1,809.0,10.7,2116.0,28.0,2135.0,28.2,2.41,(X),3.01,(X)
35029,9025.0,9025.0,5226.0,57.9,1794.0,19.9,3615.0,40.1,1153.0,12.8,449.0,5.0,118.0,1.3,1162.0,12.9,523.0,5.8,3799.0,42.1,3450.0,38.2,1895.0,21.0,2401.0,26.6,3640.0,40.3,2.64,(X),3.67,(X)
35031,20295.0,20295.0,14182.0,69.9,5625.0,27.7,7425.0,36.6,2760.0,13.6,1510.0,7.4,646.0,3.2,5247.0,25.9,2219.0,10.9,6113.0,30.1,5464.0,26.9,2029.0,10.0,7811.0,38.5,6188.0,30.5,3.55,(X),4.45,(X)
35033,1535.0,1535.0,865.0,56.4,203.0,13.2,636.0,41.4,130.0,8.5,137.0,8.9,50.0,3.3,92.0,6.0,23.0,1.5,670.0,43.6,494.0,32.2,225.0,14.7,227.0,14.8,691.0,45.0,2.96,(X),4.16,(X)
35035,23391.0,23391.0,14488.0,61.9,5720.0,24.5,11080.0,47.4,3920.0,16.8,846.0,3.6,273.0,1.2,2562.0,11.0,1527.0,6.5,8903.0,38.1,7799.0,33.3,2887.0,12.3,6727.0,28.8,7578.0,32.4,2.66,(X),3.47,(X)
35037,3060.0,3060.0,1518.0,49.6,513.0,16.8,1070.0,35.0,217.0,7.1,124.0,4.1,67.0,2.2,324.0,10.6,229.0,7.5,1542.0,50.4,1493.0,48.8,857.0,28.0,589.0,19.2,1391.0,45.5,2.71,(X),4.03,(X)
35039,12398.0,12398.0,7306.0,58.9,2424.0,19.6,4867.0,39.3,1094.0,8.8,755.0,6.1,402.0,3.2,1684.0,13.6,928.0,7.5,5092.0,41.1,4530.0,36.5,1892.0,15.3,3010.0,24.3,4562.0,36.8,3.12,(X),4.36,(X)
35041,6993.0,6993.0,4265.0,61.0,1918.0,27.4,3113.0,44.5,1231.0,17.6,206.0,2.9,132.0,1.9,946.0,13.5,555.0,7.9,2728.0,39.0,2037.0,29.1,822.0,11.8,2237.0,32.0,1797.0,25.7,2.57,(X),3.24,(X)
35043,50340.0,50340.0,34939.0,69.4,13640.0,27.1,26692.0,53.0,9438.0,18.7,2543.0,5.1,1186.0,2.4,5704.0,11.3,3016.0,6.0,15401.0,30.6,12200.0,24.2,5128.0,10.2,15800.0,31.4,15922.0,31.6,2.78,(X),3.35,(X)
35045,43134.0,43134.0,30530.0,70.8,12461.0,28.9,20393.0,47.3,7406.0,17.2,3167.0,7.3,1732.0,4.0,6970.0,16.2,3323.0,7.7,12604.0,29.2,10640.0,24.7,4136.0,9.6,15567.0,36.1,12639.0,29.3,2.91,(X),3.49,(X)
35047,11292.0,11292.0,5987.0,53.0,2420.0,21.4,3613.0,32.0,1017.0,9.0,679.0,6.0,512.0,4.5,1695.0,15.0,891.0,7.9,5305.0,47.0,4687.0,41.5,2202.0,19.5,2871.0,25.4,3932.0,34.8,2.34,(X),3.18,(X)
35049,61972.0,61972.0,36678.0,59.2,12964.0,20.9,26818.0,43.3,7656.0,12.4,2690.0,4.3,1401.0,2.3,7170.0,11.6,3907.0,6.3,25294.0,40.8,21094.0,34.0,9034.0,14.6,14664.0,23.7,22915.0,37.0,2.36,(X),3.04,(X)
35051,5377.0,5377.0,2761.0,51.3,913.0,17.0,1906.0,35.4,359.0,6.7,276.0,5.1,208.0,3.9,579.0,10.8,346.0,6.4,2616.0,48.7,2412.0,44.9,1425.0,26.5,977.0,18.2,2825.0,52.5,2.02,(X),2.73,(X)
35053,4550.0,4550.0,2449.0,53.8,740.0,16.3,1645.0,36.2,453.0,10.0,224.0,4.9,48.0,1.1,580.0,12.7,239.0,5.3,2101.0,46.2,1777.0,39.1,750.0,16.5,995.0,21.9,1731.0,38.0,3.62,(X),5.21,(X)
35055,12127.0,12127.0,6974.0,57.5,2162.0,17.8,4684.0,38.6,1052.0,8.7,805.0,6.6,396.0,3.3,1485.0,12.2,714.0,5.9,5153.0,42.5,4504.0,37.1,1996.0,16.5,2555.0,21.1,4991.0,41.2,2.66,(X),3.56,(X)
35057,5664.0,5664.0,3777.0,66.7,1174.0,20.7,2845.0,50.2,854.0,15.1,226.0,4.0,87.0,1.5,706.0,12.5,233.0,4.1,1887.0,33.3,1745.0,30.8,918.0,16.2,1464.0,25.8,2113.0,37.3,2.67,(X),3.24,(X)
35059,1381.0,1381.0,805.0,58.3,270.0,19.6,584.0,42.3,152.0,11.0,64.0,4.6,31.0,2.2,157.0,11.4,87.0,6.3,576.0,41.7,521.0,37.7,339.0,24.5,299.0,21.7,574.0,41.6,2.56,(X),3.48,(X)
35061,27489.0,27489.0,19029.0,69.2,7278.0,26.5,13660.0,49.7,4643.0,16.9,1377.0,5.0,638.0,2.3,3992.0,14.5,1997.0,7.3,8460.0,30.8,6866.0,25.0,3236.0,11.8,8488.0,30.9,9049.0,32.9,2.71,(X),3.27,(X)
36001,126008.0,126008.0,69288.0,55.0,28265.0,22.4,49985.0,39.7,18115.0,14.4,4947.0,3.9,2347.0,1.9,14356.0,11.4,7803.0,6.2,56720.0,45.0,44920.0,35.6,15348.0,12.2,30847.0,24.5,34901.0,27.7,2.3,(X),3.07,(X)
36003,18009.0,18009.0,11505.0,63.9,4547.0,25.2,8696.0,48.3,2937.0,16.3,954.0,5.3,554.0,3.1,1855.0,10.3,1056.0,5.9,6504.0,36.1,5418.0,30.1,2460.0,13.7,5180.0,28.8,6055.0,33.6,2.34,(X),2.88,(X)
36005,499728.0,499728.0,327543.0,65.5,161000.0,32.2,138852.0,27.8,65672.0,13.1,39322.0,7.9,15605.0,3.1,149369.0,29.9,79723.0,16.0,172185.0,34.5,151720.0,30.4,57031.0,11.4,187931.0,37.6,131917.0,26.4,2.79,(X),3.51,(X)
36007,78594.0,78594.0,46416.0,59.1,17905.0,22.8,33665.0,42.8,11335.0,14.4,3523.0,4.5,1753.0,2.2,9228.0,11.7,4817.0,6.1,32178.0,40.9,25571.0,32.5,11471.0,14.6,19904.0,25.3,25520.0,32.5,2.34,(X),2.97,(X)
36009,31433.0,31433.0,19741.0,62.8,7696.0,24.5,14446.0,46.0,4777.0,15.2,1720.0,5.5,1005.0,3.2,3575.0,11.4,1914.0,6.1,11692.0,37.2,9632.0,30.6,4189.0,13.3,8776.0,27.9,9992.0,31.8,2.39,(X),2.96,(X)
36011,31251.0,31251.0,19713.0,63.1,7954.0,25.5,14101.0,45.1,4545.0,14.5,1797.0,5.8,1060.0,3.4,3815.0,12.2,2349.0,7.5,11538.0,36.9,9124.0,29.2,4055.0,13.0,9004.0,28.8,9923.0,31.8,2.35,(X),2.88,(X)
36013,52572.0,52572.0,32457.0,61.7,12508.0,23.8,23676.0,45.0,7580.0,14.4,2835.0,5.4,1503.0,2.9,5946.0,11.3,3425.0,6.5,20115.0,38.3,16670.0,31.7,7107.0,13.5,13698.0,26.1,17129.0,32.6,2.35,(X),2.96,(X)
36015,34373.0,34373.0,21610.0,62.9,8773.0,25.5,15763.0,45.9,5132.0,14.9,1811.0,5.3,1149.0,3.3,4036.0,11.7,2492.0,7.2,12763.0,37.1,10459.0,30.4,4563.0,13.3,9739.0,28.3,10671.0,31.0,2.36,(X),2.92,(X)
36017,20616.0,20616.0,12862.0,62.4,4709.0,22.8,9560.0,46.4,2859.0,13.9,1213.0,5.9,703.0,3.4,2089.0,10.1,1147.0,5.6,7754.0,37.6,6144.0,29.8,2850.0,13.8,5349.0,25.9,6945.0,33.7,2.31,(X),2.84,(X)
36019,31395.0,31395.0,19706.0,62.8,7507.0,23.9,14601.0,46.5,4628.0,14.7,1693.0,5.4,837.0,2.7,3412.0,10.9,2042.0,6.5,11689.0,37.2,8636.0,27.5,3559.0,11.3,8675.0,27.6,8983.0,28.6,2.33,(X),2.82,(X)
36021,25243.0,25243.0,15781.0,62.5,5329.0,21.1,11907.0,47.2,3385.0,13.4,1150.0,4.6,576.0,2.3,2724.0,10.8,1368.0,5.4,9462.0,37.5,7525.0,29.8,3570.0,14.1,6049.0,24.0,9179.0,36.4,2.31,(X),2.84,(X)
36023,17685.0,17685.0,11250.0,63.6,4417.0,25.0,8461.0,47.8,2841.0,16.1,1075.0,6.1,679.0,3.8,1714.0,9.7,897.0,5.1,6435.0,36.4,4752.0,26.9,2038.0,11.5,4902.0,27.7,5341.0,30.2,2.52,(X),2.99,(X)
36025,19030.0,19030.0,11674.0,61.3,3989.0,21.0,8974.0,47.2,2425.0,12.7,970.0,5.1,515.0,2.7,1730.0,9.1,1049.0,5.5,7356.0,38.7,6047.0,31.8,3012.0,15.8,4438.0,23.3,7379.0,38.8,2.27,(X),2.8,(X)
36027,107347.0,107347.0,71979.0,67.1,28519.0,26.6,56282.0,52.4,21198.0,19.7,4350.0,4.1,1911.0,1.8,11347.0,10.6,5410.0,5.0,35368.0,32.9,29068.0,27.1,12129.0,11.3,31505.0,29.3,33499.0,31.2,2.57,(X),3.15,(X)
36029,387847.0,387847.0,228936.0,59.0,93666.0,24.2,161448.0,41.6,58517.0,15.1,15992.0,4.1,7248.0,1.9,51496.0,13.3,27901.0,7.2,158911.0,41.0,131771.0,34.0,53312.0,13.7,102626.0,26.5,115423.0,29.8,2.3,(X),2.97,(X)
36031,15425.0,15425.0,9969.0,64.6,3586.0,23.2,7576.0,49.1,2307.0,15.0,743.0,4.8,376.0,2.4,1650.0,10.7,903.0,5.9,5456.0,35.4,4663.0,30.2,2400.0,15.6,4046.0,26.2,5960.0,38.6,2.26,(X),2.76,(X)
36033,19088.0,19088.0,12316.0,64.5,4994.0,26.2,8751.0,45.8,2855.0,15.0,1371.0,7.2,857.0,4.5,2194.0,11.5,1282.0,6.7,6772.0,35.5,5495.0,28.8,2256.0,11.8,5440.0,28.5,5836.0,30.6,2.35,(X),2.83,(X)
36035,22439.0,22439.0,14247.0,63.5,5593.0,24.9,9964.0,44.4,3072.0,13.7,1591.0,7.1,1022.0,4.6,2692.0,12.0,1499.0,6.7,8192.0,36.5,6527.0,29.1,3055.0,13.6,6492.0,28.9,7173.0,32.0,2.34,(X),2.81,(X)
36037,23681.0,23681.0,15165.0,64.0,5893.0,24.9,11914.0,50.3,4041.0,17.1,1141.0,4.8,621.0,2.6,2110.0,8.9,1231.0,5.2,8516.0,36.0,7125.0,30.1,3131.0,13.2,6553.0,27.7,7199.0,30.4,2.42,(X),3.0,(X)
36039,17117.0,17117.0,10179.0,59.5,3279.0,19.2,8146.0,47.6,2434.0,14.2,677.0,4.0,259.0,1.5,1356.0,7.9,586.0,3.4,6938.0,40.5,6056.0,35.4,3269.0,19.1,3854.0,22.5,6814.0,39.8,2.59,(X),3.35,(X)
36041,1124.0,1124.0,751.0,66.8,157.0,14.0,632.0,56.2,106.0,9.4,38.0,3.4,26.0,2.3,81.0,7.2,25.0,2.2,373.0,33.2,335.0,29.8,199.0,17.7,178.0,15.8,513.0,45.6,3.95,(X),5.14,(X)
36043,24583.0,24583.0,15656.0,63.7,5782.0,23.5,11925.0,48.5,3700.0,15.1,1418.0,5.8,848.0,3.4,2313.0,9.4,1234.0,5.0,8927.0,36.3,7343.0,29.9,3463.0,14.1,6445.0,26.2,8346.0,34.0,2.49,(X),3.1,(X)
36045,43267.0,43267.0,28699.0,66.3,13597.0,31.4,22151.0,51.2,9233.0,21.3,1883.0,4.4,1162.0,2.7,4665.0,10.8,3202.0,7.4,14568.0,33.7,11789.0,27.2,4052.0,9.4,14543.0,33.6,10111.0,23.4,2.5,(X),3.03,(X)
36047,950856.0,950856.0,585424.0,61.6,254098.0,26.7,359883.0,37.8,163157.0,17.2,52649.0,5.5,16273.0,1.7,172892.0,18.2,74668.0,7.9,365432.0,38.4,278952.0,29.3,98801.0,10.4,294605.0,31.0,258337.0,27.2,2.69,(X),3.42,(X)
36049,10242.0,10242.0,7067.0,69.0,2839.0,27.7,5657.0,55.2,2013.0,19.7,533.0,5.2,292.0,2.9,877.0,8.6,534.0,5.2,3175.0,31.0,2498.0,24.4,1086.0,10.6,3112.0,30.4,3098.0,30.2,2.57,(X),3.07,(X)
36051,24383.0,24383.0,15511.0,63.6,5962.0,24.5,12083.0,49.6,3941.0,16.2,796.0,3.3,415.0,1.7,2632.0,10.8,1606.0,6.6,8872.0,36.4,6847.0,28.1,3189.0,13.1,6554.0,26.9,7659.0,31.4,2.36,(X),2.87,(X)
36053,26026.0,26026.0,16706.0,64.2,6317.0,24.3,13146.0,50.5,4419.0,17.0,945.0,3.6,531.0,2.0,2615.0,10.0,1367.0,5.3,9320.0,35.8,7491.0,28.8,3179.0,12.2,6791.0,26.1,8283.0,31.8,2.54,(X),3.16,(X)
36055,300796.0,300796.0,181700.0,60.4,76666.0,25.5,127168.0,42.3,46357.0,15.4,12841.0,4.3,5842.0,1.9,41691.0,13.9,24467.0,8.1,119096.0,39.6,96329.0,32.0,37758.0,12.6,83967.0,27.9,86457.0,28.7,2.38,(X),3.04,(X)
36057,19665.0,19665.0,12326.0,62.7,5162.0,26.2,8499.0,43.2,2980.0,15.2,1158.0,5.9,640.0,3.3,2669.0,13.6,1542.0,7.8,7339.0,37.3,6007.0,30.5,2784.0,14.2,5707.0,29.0,6300.0,32.0,2.46,(X),3.04,(X)
36059,445517.0,445517.0,341992.0,76.8,142397.0,32.0,272934.0,61.3,117516.0,26.4,19003.0,4.3,6106.0,1.4,50055.0,11.2,18775.0,4.2,103525.0,23.2,88758.0,19.9,49546.0,11.1,158180.0,35.5,160740.0,36.1,3.0,(X),3.46,(X)
36061,758133.0,758133.0,322848.0,42.6,119978.0,15.8,214900.0,28.3,78229.0,10.3,23855.0,3.1,7156.0,0.9,84093.0,11.1,34593.0,4.6,435285.0,57.4,347406.0,45.8,106446.0,14.0,135941.0,17.9,199295.0,26.3,2.07,(X),3.01,(X)
36063,88211.0,88211.0,55018.0,62.4,21014.0,23.8,40182.0,45.6,13030.0,14.8,3982.0,4.5,2063.0,2.3,10854.0,12.3,5921.0,6.7,33193.0,37.6,28033.0,31.8,12126.0,13.7,23158.0,26.3,27575.0,31.3,2.35,(X),2.97,(X)
36065,90014.0,90014.0,56873.0,63.2,23777.0,26.4,40332.0,44.8,14411.0,16.0,4770.0,5.3,2258.0,2.5,11771.0,13.1,7108.0,7.9,33141.0,36.8,27826.0,30.9,12201.0,13.6,26327.0,29.2,28857.0,32.1,2.42,(X),3.02,(X)
36067,185624.0,185624.0,113449.0,61.1,48485.0,26.1,81059.0,43.7,29664.0,16.0,8322.0,4.5,4670.0,2.5,24068.0,13.0,14151.0,7.6,72175.0,38.9,57116.0,30.8,23517.0,12.7,53891.0,29.0,54084.0,29.1,2.4,(X),3.01,(X)
36069,44286.0,44286.0,28051.0,63.3,11243.0,25.4,21802.0,49.2,7704.0,17.4,1891.0,4.3,1049.0,2.4,4358.0,9.8,2490.0,5.6,16235.0,36.7,13481.0,30.4,6319.0,14.3,12136.0,27.4,14654.0,33.1,2.39,(X),2.97,(X)
