countyFIPS,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force,Estimate!!EMPLOYMENT STATUS!!Civilian labor force,Percent Estimate!!EMPLOYMENT STATUS!!Civilian labor force,Estimate!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,Percent Estimate!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,Estimate!!EMPLOYMENT STATUS!!Females 16 years and over,Percent Estimate!!EMPLOYMENT STATUS!!Females 16 years and over,Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force,Percent Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force,Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force,Percent Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force,Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Employed,Percent Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Employed,Estimate!!EMPLOYMENT STATUS!!Own children of the householder under 6 years,Percent Estimate!!EMPLOYMENT STATUS!!Own children of the householder under 6 years,Estimate!!EMPLOYMENT STATUS!!Own children of the householder under 6 years!!All parents in family in labor force,Percent Estimate!!EMPLOYMENT STATUS!!Own children of the householder under 6 years!!All parents in family in labor force,Estimate!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years,Percent Estimate!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years,Estimate!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years!!All parents in family in labor force,Percent Estimate!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years!!All parents in family in labor force
29121,12067,12067,6690,55.4,6683,55.4,6363,52.7,320,2.7,7,0.1,5377,44.6,6683,6683,(X),4.8,6108,6108,3271,53.6,3266,53.5,3096,50.7,1120,1120,670,59.8,2398,2398,1822,76.0
29123,9705,9705,5274,54.3,5252,54.1,5035,51.9,217,2.2,22,0.2,4431,45.7,5252,5252,(X),4.1,4937,4937,2342,47.4,2342,47.4,2227,45.1,872,872,349,40.0,1583,1583,991,62.6
29125,7263,7263,4013,55.3,3951,54.4,3677,50.6,274,3.8,62,0.9,3250,44.7,3951,3951,(X),6.9,3575,3575,1878,52.5,1878,52.5,1755,49.1,510,510,283,55.5,1221,1221,810,66.3
29127,22508,22508,13802,61.3,13802,61.3,13090,58.2,712,3.2,0,0.0,8706,38.7,13802,13802,(X),5.2,11727,11727,6871,58.6,6871,58.6,6400,54.6,2061,2061,1697,82.3,4451,4451,3390,76.2
29129,2828,2828,1705,60.3,1703,60.2,1660,58.7,43,1.5,2,0.1,1123,39.7,1703,1703,(X),2.5,1419,1419,777,54.8,777,54.8,759,53.5,280,280,199,71.1,583,583,389,66.7
29131,19795,19795,11514,58.2,11497,58.1,10823,54.7,674,3.4,17,0.1,8281,41.8,11497,11497,(X),5.9,10175,10175,5469,53.7,5469,53.7,5300,52.1,1723,1723,1385,80.4,3826,3826,3212,84.0
29133,11060,11060,5028,45.5,5028,45.5,4654,42.1,374,3.4,0,0.0,6032,54.5,5028,5028,(X),7.4,4992,4992,2324,46.6,2324,46.6,2168,43.4,679,679,462,68.0,2002,2002,1307,65.3
29135,12372,12372,7004,56.6,6992,56.5,6627,53.6,365,3.0,12,0.1,5368,43.4,6992,6992,(X),5.2,5725,5725,3420,59.7,3413,59.6,3283,57.3,1247,1247,758,60.8,2646,2646,2051,77.5
29137,6956,6956,4044,58.1,4036,58.0,3879,55.8,157,2.3,8,0.1,2912,41.9,4036,4036,(X),3.9,3494,3494,1872,53.6,1872,53.6,1830,52.4,522,522,378,72.4,1338,1338,974,72.8
29139,9205,9205,5240,56.9,5240,56.9,5031,54.7,209,2.3,0,0.0,3965,43.1,5240,5240,(X),4.0,4667,4667,2341,50.2,2341,50.2,2241,48.0,835,835,587,70.3,1635,1635,1272,77.8
29141,16053,16053,7680,47.8,7660,47.7,7368,45.9,292,1.8,20,0.1,8373,52.2,7660,7660,(X),3.8,8223,8223,3554,43.2,3554,43.2,3400,41.3,1293,1293,532,41.1,3028,3028,1649,54.5
29143,14109,14109,7251,51.4,7251,51.4,6622,46.9,629,4.5,0,0.0,6858,48.6,7251,7251,(X),8.7,7449,7449,3392,45.5,3392,45.5,3146,42.2,1244,1244,828,66.6,2485,2485,1759,70.8
29145,45849,45849,27985,61.0,27955,61.0,26841,58.5,1114,2.4,30,0.1,17864,39.0,27955,27955,(X),4.0,23392,23392,12838,54.9,12838,54.9,12293,52.6,4155,4155,2686,64.6,9333,9333,6298,67.5
29147,19303,19303,11515,59.7,11505,59.6,11062,57.3,443,2.3,10,0.1,7788,40.3,11505,11505,(X),3.9,9702,9702,5701,58.8,5701,58.8,5566,57.4,1225,1225,804,65.6,2209,2209,1622,73.4
29149,8598,8598,4220,49.1,4220,49.1,4095,47.6,125,1.5,0,0.0,4378,50.9,4220,4220,(X),3.0,4356,4356,1943,44.6,1943,44.6,1911,43.9,727,727,428,58.9,1307,1307,799,61.1
29151,10800,10800,7165,66.3,7165,66.3,6991,64.7,174,1.6,0,0.0,3635,33.7,7165,7165,(X),2.4,5173,5173,3370,65.1,3370,65.1,3303,63.9,792,792,646,81.6,2244,2244,1934,86.2
29153,7663,7663,3380,44.1,3380,44.1,3139,41.0,241,3.1,0,0.0,4283,55.9,3380,3380,(X),7.1,3892,3892,1539,39.5,1539,39.5,1450,37.3,398,398,195,49.0,1143,1143,628,54.9
29155,13063,13063,6763,51.8,6763,51.8,6101,46.7,662,5.1,0,0.0,6300,48.2,6763,6763,(X),9.8,7061,7061,3396,48.1,3396,48.1,3070,43.5,1254,1254,745,59.4,2673,2673,1667,62.4
29157,15100,15100,9586,63.5,9540,63.2,9181,60.8,359,2.4,46,0.3,5514,36.5,9540,9540,(X),3.8,7715,7715,4493,58.2,4487,58.2,4360,56.5,1340,1340,919,68.6,2985,2985,2065,69.2
29159,33088,33088,19882,60.1,19782,59.8,18609,56.2,1173,3.5,100,0.3,13206,39.9,19782,19782,(X),5.9,17048,17048,9253,54.3,9253,54.3,8592,50.4,3189,3189,2037,63.9,6601,6601,4408,66.8
29161,36548,36548,20328,55.6,20252,55.4,19026,52.1,1226,3.4,76,0.2,16220,44.4,20252,20252,(X),6.1,17286,17286,9156,53.0,9138,52.9,8681,50.2,3037,3037,1812,59.7,5695,5695,4243,74.5
29163,14966,14966,7897,52.8,7897,52.8,7540,50.4,357,2.4,0,0.0,7069,47.2,7897,7897,(X),4.5,6634,6634,3736,56.3,3736,56.3,3601,54.3,1344,1344,957,71.2,2379,2379,1694,71.2
29165,77929,77929,55074,70.7,54731,70.2,52703,67.6,2028,2.6,343,0.4,22855,29.3,54731,54731,(X),3.7,39739,39739,26166,65.8,26053,65.6,25298,63.7,7254,7254,4948,68.2,15555,15555,12446,80.0
29167,25106,25106,14881,59.3,14858,59.2,14135,56.3,723,2.9,23,0.1,10225,40.7,14858,14858,(X),4.9,13015,13015,7329,56.3,7329,56.3,6951,53.4,2115,2115,1301,61.5,4618,4618,3243,70.2
29169,42298,42298,29680,70.2,17940,42.4,16357,38.7,1583,3.7,11740,27.8,12618,29.8,17940,17940,(X),8.8,17811,17811,10570,59.3,8096,45.5,7485,42.0,3954,3954,1932,48.9,6687,6687,4115,61.5
29171,3846,3846,2083,54.2,2083,54.2,1981,51.5,102,2.7,0,0.0,1763,45.8,2083,2083,(X),4.9,1956,1956,943,48.2,943,48.2,908,46.4,353,353,171,48.4,717,717,385,53.7
29173,8274,8274,5245,63.4,5240,63.3,5006,60.5,234,2.8,5,0.1,3029,36.6,5240,5240,(X),4.5,4102,4102,2423,59.1,2423,59.1,2361,57.6,551,551,406,73.7,1460,1460,1221,83.6
29175,20086,20086,10895,54.2,10887,54.2,10263,51.1,624,3.1,8,0.0,9191,45.8,10887,10887,(X),5.7,9560,9560,5460,57.1,5452,57.0,5234,54.7,1848,1848,1484,80.3,3334,3334,2536,76.1
29177,18278,18278,11314,61.9,11308,61.9,10745,58.8,563,3.1,6,0.0,6964,38.1,11308,11308,(X),5.0,9265,9265,5135,55.4,5135,55.4,4943,53.4,1483,1483,1005,67.8,3513,3513,2610,74.3
29179,5237,5237,2660,50.8,2660,50.8,2483,47.4,177,3.4,0,0.0,2577,49.2,2660,2660,(X),6.7,2617,2617,1243,47.5,1243,47.5,1161,44.4,274,274,129,47.1,847,847,497,58.7
29181,10861,10861,5507,50.7,5503,50.7,5129,47.2,374,3.4,4,0.0,5354,49.3,5503,5503,(X),6.8,5522,5522,2624,47.5,2624,47.5,2469,44.7,975,975,608,62.4,1858,1858,1132,60.9
29183,307734,307734,215880,70.2,215715,70.1,208527,67.8,7188,2.3,165,0.1,91854,29.8,215715,215715,(X),3.3,157774,157774,102726,65.1,102712,65.1,99518,63.1,27997,27997,20421,72.9,62335,62335,50502,81.0
29185,7741,7741,3746,48.4,3746,48.4,3592,46.4,154,2.0,0,0.0,3995,51.6,3746,3746,(X),4.1,3884,3884,1692,43.6,1692,43.6,1599,41.2,547,547,447,81.7,1092,1092,843,77.2
29186,14471,14471,9156,63.3,9156,63.3,8758,60.5,398,2.8,0,0.0,5315,36.7,9156,9156,(X),4.3,7269,7269,4381,60.3,4381,60.3,4174,57.4,1056,1056,796,75.4,2688,2688,2278,84.7
29187,54059,54059,28621,52.9,28621,52.9,26991,49.9,1630,3.0,0,0.0,25438,47.1,28621,28621,(X),5.7,24378,24378,13501,55.4,13501,55.4,12752,52.3,3937,3937,2638,67.0,8915,8915,6406,71.9
29189,803924,803924,524849,65.3,524576,65.3,497435,61.9,27141,3.4,273,0.0,279075,34.7,524576,524576,(X),5.2,429376,429376,260730,60.7,260667,60.7,248019,57.8,67402,67402,50709,75.2,143779,143779,111972,77.9
29195,18420,18420,10955,59.5,10955,59.5,10523,57.1,432,2.3,0,0.0,7465,40.5,10955,10955,(X),3.9,9159,9159,5143,56.2,5143,56.2,4943,54.0,1723,1723,1247,72.4,3156,3156,2686,85.1
29197,3446,3446,1975,57.3,1975,57.3,1896,55.0,79,2.3,0,0.0,1471,42.7,1975,1975,(X),4.0,1771,1771,971,54.8,971,54.8,955,53.9,387,387,170,43.9,725,725,536,73.9
29199,3654,3654,2202,60.3,2202,60.3,2092,57.3,110,3.0,0,0.0,1452,39.7,2202,2202,(X),5.0,1912,1912,871,45.6,871,45.6,822,43.0,429,429,109,25.4,932,932,372,39.9
29201,30572,30572,17754,58.1,17710,57.9,16789,54.9,921,3.0,44,0.1,12818,41.9,17710,17710,(X),5.2,16067,16067,8656,53.9,8649,53.8,8224,51.2,2927,2927,2047,69.9,5547,5547,3932,70.9
29203,6627,6627,3099,46.8,3099,46.8,2903,43.8,196,3.0,0,0.0,3528,53.2,3099,3099,(X),6.3,3448,3448,1378,40.0,1378,40.0,1290,37.4,531,531,313,58.9,1091,1091,596,54.6
29205,4777,4777,3052,63.9,3050,63.8,2945,61.6,105,2.2,2,0.0,1725,36.1,3050,3050,(X),3.4,2413,2413,1419,58.8,1417,58.7,1356,56.2,438,438,349,79.7,869,869,696,80.1
29207,23841,23841,13402,56.2,13376,56.1,12599,52.8,777,3.3,26,0.1,10439,43.8,13376,13376,(X),5.8,12335,12335,6188,50.2,6173,50.0,5813,47.1,2063,2063,1277,61.9,4054,4054,2808,69.3
29209,27071,27071,12958,47.9,12954,47.9,12088,44.7,866,3.2,4,0.0,14113,52.1,12954,12954,(X),6.7,13907,13907,6037,43.4,6037,43.4,5519,39.7,1364,1364,664,48.7,3614,3614,2085,57.7
29211,5030,5030,2743,54.5,2732,54.3,2648,52.6,84,1.7,11,0.2,2287,45.5,2732,2732,(X),3.1,2602,2602,1289,49.5,1289,49.5,1264,48.6,448,448,262,58.5,871,871,624,71.6
29213,44488,44488,26131,58.7,26131,58.7,24618,55.3,1513,3.4,0,0.0,18357,41.3,26131,26131,(X),5.8,23223,23223,12691,54.6,12691,54.6,11989,51.6,3561,3561,2284,64.1,7163,7163,5387,75.2
29215,20802,20802,9656,46.4,9565,46.0,8695,41.8,870,4.2,91,0.4,11146,53.6,9565,9565,(X),9.1,9932,9932,4292,43.2,4280,43.1,4063,40.9,1567,1567,808,51.6,3591,3591,2033,56.6
29217,16280,16280,9920,60.9,9891,60.8,9527,58.5,364,2.2,29,0.2,6360,39.1,9891,9891,(X),3.7,8532,8532,4746,55.6,4746,55.6,4579,53.7,1462,1462,974,66.6,3038,3038,2061,67.8
29219,26569,26569,15871,59.7,15871,59.7,14974,56.4,897,3.4,0,0.0,10698,40.3,15871,15871,(X),5.7,13451,13451,7114,52.9,7114,52.9,6770,50.3,2667,2667,1696,63.6,5113,5113,3691,72.2
29221,19955,19955,9921,49.7,9921,49.7,9032,45.3,889,4.5,0,0.0,10034,50.3,9921,9921,(X),9.0,9644,9644,4672,48.4,4672,48.4,4208,43.6,1633,1633,1031,63.1,3693,3693,2540,68.8
29223,10855,10855,4656,42.9,4656,42.9,4236,39.0,420,3.9,0,0.0,6199,57.1,4656,4656,(X),9.0,5470,5470,2250,41.1,2250,41.1,2135,39.0,694,694,399,57.5,1830,1830,1058,57.8
29225,28748,28748,16344,56.9,16301,56.7,15534,54.0,767,2.7,43,0.1,12404,43.1,16301,16301,(X),4.7,14223,14223,6943,48.8,6943,48.8,6653,46.8,3274,3274,1404,42.9,6298,6298,3445,54.7
29227,1653,1653,964,58.3,961,58.1,924,55.9,37,2.2,3,0.2,689,41.7,961,961,(X),3.9,861,861,444,51.6,444,51.6,432,50.2,148,148,117,79.1,248,248,155,62.5
29229,14214,14214,7280,51.2,7273,51.2,6688,47.1,585,4.1,7,0.0,6934,48.8,7273,7273,(X),8.0,7242,7242,3334,46.0,3330,46.0,3094,42.7,1270,1270,475,37.4,2855,2855,1511,52.9
29510,256154,256154,167945,65.6,167581,65.4,153691,60.0,13890,5.4,364,0.1,88209,34.4,167581,167581,(X),8.3,133801,133801,85281,63.7,85248,63.7,78692,58.8,22224,22224,16690,75.1,34920,34920,26208,75.1
30001,7960,7960,4890,61.4,4890,61.4,4706,59.1,184,2.3,0,0.0,3070,38.6,4890,4890,(X),3.8,3914,3914,2374,60.7,2374,60.7,2265,57.9,556,556,426,76.6,1073,1073,860,80.1
30003,9268,9268,5467,59.0,5459,58.9,4725,51.0,734,7.9,8,0.1,3801,41.0,5459,5459,(X),13.4,4817,4817,2628,54.6,2620,54.4,2369,49.2,1378,1378,836,60.7,2548,2548,1722,67.6
30005,4919,4919,3039,61.8,3039,61.8,2577,52.4,462,9.4,0,0.0,1880,38.2,3039,3039,(X),15.2,2504,2504,1466,58.5,1466,58.5,1256,50.2,650,650,413,63.5,1140,1140,652,57.2
30007,4865,4865,2862,58.8,2862,58.8,2686,55.2,176,3.6,0,0.0,2003,41.2,2862,2862,(X),6.1,2410,2410,1348,55.9,1348,55.9,1276,52.9,313,313,140,44.7,819,819,527,64.3
30009,8881,8881,5434,61.2,5408,60.9,5208,58.6,200,2.3,26,0.3,3447,38.8,5408,5408,(X),3.7,4428,4428,2576,58.2,2576,58.2,2454,55.4,448,448,282,62.9,1421,1421,1137,80.0
30011,1075,1075,657,61.1,657,61.1,643,59.8,14,1.3,0,0.0,418,38.9,657,657,(X),2.1,547,547,290,53.0,290,53.0,283,51.7,85,85,38,44.7,170,170,70,41.2
30013,64998,64998,40868,62.9,38479,59.2,36909,56.8,1570,2.4,2389,3.7,24130,37.1,38479,38479,(X),4.1,32508,32508,18948,58.3,18690,57.5,18052,55.5,6301,6301,4019,63.8,11017,11017,8249,74.9
30015,4601,4601,2603,56.6,2592,56.3,2516,54.7,76,1.7,11,0.2,1998,43.4,2592,2592,(X),2.9,2310,2310,1142,49.4,1142,49.4,1097,47.5,390,390,161,41.3,900,900,522,58.0
30017,9629,9629,6611,68.7,6596,68.5,6463,67.1,133,1.4,15,0.2,3018,31.3,6596,6596,(X),2.0,4893,4893,3320,67.9,3320,67.9,3261,66.6,827,827,601,72.7,1567,1567,1286,82.1
30019,1445,1445,890,61.6,890,61.6,876,60.6,14,1.0,0,0.0,555,38.4,890,890,(X),1.6,718,718,391,54.5,391,54.5,377,52.5,119,119,81,68.1,224,224,132,58.9
30021,7424,7424,5002,67.4,5002,67.4,4928,66.4,74,1.0,0,0.0,2422,32.6,5002,5002,(X),1.5,3470,3470,2070,59.7,2070,59.7,2045,58.9,695,695,489,70.4,1056,1056,914,86.6
30023,7939,7939,3782,47.6,3782,47.6,3667,46.2,115,1.4,0,0.0,4157,52.4,3782,3782,(X),3.0,3662,3662,1841,50.3,1841,50.3,1771,48.4,343,343,246,71.7,877,877,660,75.3
30025,2239,2239,1565,69.9,1565,69.9,1530,68.3,35,1.6,0,0.0,674,30.1,1565,1565,(X),2.2,1079,1079,595,55.1,595,55.1,580,53.8,185,185,74,40.0,453,453,410,90.5
30027,9201,9201,5872,63.8,5872,63.8,5735,62.3,137,1.5,0,0.0,3329,36.2,5872,5872,(X),2.3,4602,4602,2671,58.0,2671,58.0,2640,57.4,765,765,608,79.5,1401,1401,1193,85.2
30029,78765,78765,49190,62.5,49187,62.4,47354,60.1,1833,2.3,3,0.0,29575,37.5,49187,49187,(X),3.7,39957,39957,23165,58.0,23165,58.0,22410,56.1,6679,6679,3896,58.3,13957,13957,9634,69.0
30031,85611,85611,61825,72.2,61751,72.1,59736,69.8,2015,2.4,74,0.1,23786,27.8,61751,61751,(X),3.3,41167,41167,27411,66.6,27379,66.5,26477,64.3,7287,7287,4243,58.2,13580,13580,9508,70.0
30033,925,925,617,66.7,617,66.7,617,66.7,0,0.0,0,0.0,308,33.3,617,617,(X),0.0,468,468,288,61.5,288,61.5,288,61.5,107,107,80,74.8,130,130,89,68.5
30035,9661,9661,5031,52.1,5021,52.0,4646,48.1,375,3.9,10,0.1,4630,47.9,5021,5021,(X),7.5,4959,4959,2361,47.6,2361,47.6,2253,45.4,1296,1296,602,46.5,2503,2503,1490,59.5
30037,615,615,366,59.5,366,59.5,353,57.4,13,2.1,0,0.0,249,40.5,366,366,(X),3.6,311,311,183,58.8,183,58.8,171,55.0,26,26,16,61.5,84,84,43,51.2
30039,2773,2773,1288,46.4,1288,46.4,1231,44.4,57,2.1,0,0.0,1485,53.6,1288,1288,(X),4.4,1353,1353,640,47.3,640,47.3,605,44.7,133,133,104,78.2,417,417,267,64.0
30041,12398,12398,7657,61.8,7653,61.7,7171,57.8,482,3.9,4,0.0,4741,38.2,7653,7653,(X),6.3,6139,6139,3538,57.6,3538,57.6,3405,55.5,1524,1524,878,57.6,2694,2694,2022,75.1
30043,9712,9712,5710,58.8,5675,58.4,5400,55.6,275,2.8,35,0.4,4002,41.2,5675,5675,(X),4.8,4758,4758,2607,54.8,2607,54.8,2469,51.9,535,535,436,81.5,1806,1806,1474,81.6
30045,1669,1669,1017,60.9,1017,60.9,984,59.0,33,2.0,0,0.0,652,39.1,1017,1017,(X),3.2,762,762,427,56.0,427,56.0,416,54.6,113,113,50,44.2,236,236,212,89.8
30047,23377,23377,13101,56.0,13094,56.0,12300,52.6,794,3.4,7,0.0,10276,44.0,13094,13094,(X),6.1,11929,11929,6354,53.3,6354,53.3,6121,51.3,2220,2220,1394,62.8,4107,4107,2755,67.1
30049,54059,54059,35747,66.1,35562,65.8,34454,63.7,1108,2.0,185,0.3,18312,33.9,35562,35562,(X),3.1,27509,27509,17413,63.3,17344,63.0,16979,61.7,4620,4620,3417,74.0,9259,9259,7190,77.7
30051,1839,1839,1132,61.6,1132,61.6,1126,61.2,6,0.3,0,0.0,707,38.4,1132,1132,(X),0.5,966,966,512,53.0,512,53.0,512,53.0,155,155,75,48.4,339,339,155,45.7
30053,16251,16251,7599,46.8,7588,46.7,6802,41.9,786,4.8,11,0.1,8652,53.2,7588,7588,(X),10.4,8181,8181,3566,43.6,3566,43.6,3202,39.1,973,973,465,47.8,2261,2261,1242,54.9
30055,1310,1310,785,59.9,785,59.9,783,59.8,2,0.2,0,0.0,525,40.1,785,785,(X),0.3,631,631,318,50.4,318,50.4,318,50.4,81,81,33,40.7,239,239,138,57.7
30057,7102,7102,4159,58.6,4159,58.6,4023,56.6,136,1.9,0,0.0,2943,41.4,4159,4159,(X),3.3,3345,3345,1783,53.3,1783,53.3,1745,52.2,437,437,303,69.3,776,776,465,59.9
30059,1624,1624,997,61.4,997,61.4,980,60.3,17,1.0,0,0.0,627,38.6,997,997,(X),1.7,797,797,454,57.0,454,57.0,448,56.2,161,161,100,62.1,228,228,182,79.8
30061,3580,3580,1723,48.1,1698,47.4,1583,44.2,115,3.2,25,0.7,1857,51.9,1698,1698,(X),6.8,1716,1716,834,48.6,834,48.6,809,47.1,228,228,170,74.6,499,499,294,58.9
30063,96149,96149,67146,69.8,67057,69.7,64178,66.7,2879,3.0,89,0.1,29003,30.2,67057,67057,(X),4.3,48056,48056,32449,67.5,32435,67.5,31201,64.9,7177,7177,5543,77.2,14196,14196,11418,80.4
30065,3875,3875,1899,49.0,1899,49.0,1781,46.0,118,3.0,0,0.0,1976,51.0,1899,1899,(X),6.2,1933,1933,897,46.4,897,46.4,830,42.9,340,340,174,51.2,597,597,323,54.1
30067,13620,13620,8588,63.1,8569,62.9,8327,61.1,242,1.8,19,0.1,5032,36.9,8569,8569,(X),2.8,6879,6879,4021,58.5,4021,58.5,3904,56.8,895,895,581,64.9,1953,1953,1509,77.3
30069,356,356,235,66.0,235,66.0,228,64.0,7,2.0,0,0.0,121,34.0,235,235,(X),3.0,180,180,110,61.1,110,61.1,110,61.1,31,31,28,90.3,42,42,28,66.7
30071,3241,3241,1850,57.1,1850,57.1,1723,53.2,127,3.9,0,0.0,1391,42.9,1850,1850,(X),6.9,1625,1625,872,53.7,872,53.7,814,50.1,372,372,181,48.7,561,561,438,78.1
30073,4678,4678,2750,58.8,2750,58.8,2560,54.7,190,4.1,0,0.0,1928,41.2,2750,2750,(X),6.9,2350,2350,1257,53.5,1257,53.5,1197,50.9,506,506,317,62.6,875,875,658,75.2
30075,1420,1420,978,68.9,978,68.9,965,68.0,13,0.9,0,0.0,442,31.1,978,978,(X),1.3,714,714,411,57.6,411,57.6,404,56.6,82,82,54,65.9,151,151,119,78.8
30077,6000,6000,2618,43.6,2618,43.6,2594,43.2,24,0.4,0,0.0,3382,56.4,2618,2618,(X),0.9,2129,2129,1078,50.6,1078,50.6,1075,50.5,321,321,159,49.5,659,659,392,59.5
30079,1057,1057,634,60.0,634,60.0,604,57.1,30,2.8,0,0.0,423,40.0,634,634,(X),4.7,527,527,313,59.4,313,59.4,292,55.4,88,88,58,65.9,213,213,123,57.7
30081,34589,34589,19140,55.3,19140,55.3,18010,52.1,1130,3.3,0,0.0,15449,44.7,19140,19140,(X),5.9,17609,17609,9143,51.9,9143,51.9,8596,48.8,2152,2152,1329,61.8,5491,5491,3891,70.9
30083,8977,8977,6241,69.5,6241,69.5,6090,67.8,151,1.7,0,0.0,2736,30.5,6241,6241,(X),2.4,4399,4399,2654,60.3,2654,60.3,2582,58.7,915,915,517,56.5,1755,1755,1417,80.7
30085,7904,7904,4412,55.8,4412,55.8,3884,49.1,528,6.7,0,0.0,3492,44.2,4412,4412,(X),12.0,3980,3980,1971,49.5,1971,49.5,1770,44.5,1105,1105,646,58.5,2111,2111,1235,58.5
30087,6926,6926,4222,61.0,4216,60.9,3883,56.1,333,4.8,6,0.1,2704,39.0,4216,4216,(X),7.9,3543,3543,1857,52.4,1857,52.4,1738,49.1,708,708,289,40.8,1683,1683,1163,69.1
30089,9652,9652,4422,45.8,4422,45.8,4049,41.9,373,3.9,0,0.0,5230,54.2,4422,4422,(X),8.4,4751,4751,2007,42.2,2007,42.2,1777,37.4,607,607,281,46.3,1289,1289,782,60.7
30091,2870,2870,1909,66.5,1909,66.5,1855,64.6,54,1.9,0,0.0,961,33.5,1909,1909,(X),2.8,1435,1435,813,56.7,813,56.7,787,54.8,308,308,138,44.8,418,418,289,69.1
30093,28512,28512,17269,60.6,17258,60.5,16396,57.5,862,3.0,11,0.0,11243,39.4,17258,17258,(X),5.0,14162,14162,8075,57.0,8075,57.0,7679,54.2,2234,2234,1421,63.6,4297,4297,3495,81.3
30095,7639,7639,4663,61.0,4656,61.0,4475,58.6,181,2.4,7,0.1,2976,39.0,4656,4656,(X),3.9,3766,3766,2094,55.6,2094,55.6,1979,52.5,447,447,208,46.5,1477,1477,1084,73.4
30097,2995,2995,1641,54.8,1641,54.8,1628,54.4,13,0.4,0,0.0,1354,45.2,1641,1641,(X),0.8,1557,1557,748,48.0,748,48.0,748,48.0,161,161,104,64.6,557,557,461,82.8
30099,4784,4784,2723,56.9,2711,56.7,2661,55.6,50,1.0,12,0.3,2061,43.1,2711,2711,(X),1.8,2419,2419,1192,49.3,1190,49.2,1185,49.0,467,467,196,42.0,938,938,587,62.6
30101,4113,4113,2200,53.5,2200,53.5,2181,53.0,19,0.5,0,0.0,1913,46.5,2200,2200,(X),0.9,1725,1725,967,56.1,967,56.1,963,55.8,280,280,115,41.1,643,643,418,65.0
30103,646,646,379,58.7,379,58.7,379,58.7,0,0.0,0,0.0,267,41.3,379,379,(X),0.0,337,337,183,54.3,183,54.3,183,54.3,38,38,23,60.5,111,111,91,82.0
30105,6113,6113,4033,66.0,4033,66.0,3808,62.3,225,3.7,0,0.0,2080,34.0,4033,4033,(X),5.6,3153,3153,1994,63.2,1994,63.2,1965,62.3,465,465,340,73.1,1063,1063,888,83.5
30107,1674,1674,1009,60.3,1009,60.3,975,58.2,34,2.0,0,0.0,665,39.7,1009,1009,(X),3.4,858,858,485,56.5,485,56.5,458,53.4,182,182,134,73.6,321,321,256,79.8
30109,880,880,579,65.8,579,65.8,567,64.4,12,1.4,0,0.0,301,34.2,579,579,(X),2.1,450,450,280,62.2,280,62.2,271,60.2,130,130,129,99.2,188,188,169,89.9
30111,124423,124423,83828,67.4,83603,67.2,80736,64.9,2867,2.3,225,0.2,40595,32.6,83603,83603,(X),3.4,63591,63591,39707,62.4,39707,62.4,38477,60.5,11616,11616,7948,68.4,23603,23603,17570,74.4
31001,24988,24988,16494,66.0,16491,66.0,15946,63.8,545,2.2,3,0.0,8494,34.0,16491,16491,(X),3.3,12544,12544,7731,61.6,7731,61.6,7403,59.0,2302,2302,1630,70.8,4880,4880,3694,75.7
31003,5078,5078,3301,65.0,3297,64.9,3232,63.6,65,1.3,4,0.1,1777,35.0,3297,3297,(X),2.0,2563,2563,1507,58.8,1507,58.8,1479,57.7,471,471,322,68.4,997,997,743,74.5
