countyFIPS,Estimate!!RELATIONSHIP!!Population in households,Percent Estimate!!RELATIONSHIP!!Population in households,Estimate!!RELATIONSHIP!!Population in households!!Householder,Percent Estimate!!RELATIONSHIP!!Population in households!!Householder,Estimate!!RELATIONSHIP!!Population in households!!Spouse,Percent Estimate!!RELATIONSHIP!!Population in households!!Spouse,Estimate!!RELATIONSHIP!!Population in households!!Child,Percent Estimate!!RELATIONSHIP!!Population in households!!Child,Estimate!!RELATIONSHIP!!Population in households!!Other relatives,Percent Estimate!!RELATIONSHIP!!Population in households!!Other relatives,Estimate!!RELATIONSHIP!!Population in households!!Nonrelatives,Percent Estimate!!RELATIONSHIP!!Population in households!!Nonrelatives,Estimate!!RELATIONSHIP!!Population in households!!Nonrelatives!!Unmarried partner,Percent Estimate!!RELATIONSHIP!!Population in households!!Nonrelatives!!Unmarried partner
48273,29563.0,29563.0,10946.0,37.0,4396.0,14.9,9008.0,30.5,2710.0,9.2,2503.0,8.5,609.0,2.1
48275,3585.0,3585.0,1330.0,37.1,739.0,20.6,1280.0,35.7,182.0,5.1,54.0,1.5,50.0,1.4
48277,48777.0,48777.0,19313.0,39.6,9596.0,19.7,14445.0,29.6,3366.0,6.9,2057.0,4.2,1102.0,2.3
48279,13062.0,13062.0,4754.0,36.4,2348.0,18.0,4313.0,33.0,1050.0,8.0,597.0,4.6,359.0,2.7
48281,20378.0,20378.0,7738.0,38.0,4580.0,22.5,5945.0,29.2,1445.0,7.1,670.0,3.3,313.0,1.5
48283,6471.0,6471.0,2216.0,34.2,1221.0,18.9,2471.0,38.2,285.0,4.4,278.0,4.3,184.0,2.8
48285,19499.0,19499.0,7756.0,39.8,4378.0,22.5,5931.0,30.4,857.0,4.4,577.0,3.0,384.0,2.0
48287,16450.0,16450.0,6104.0,37.1,3359.0,20.4,5293.0,32.2,1072.0,6.5,622.0,3.8,330.0,2.0
48289,16984.0,16984.0,6249.0,36.8,3213.0,18.9,5078.0,29.9,1839.0,10.8,605.0,3.6,303.0,1.8
48291,74682.0,74682.0,26203.0,35.1,14458.0,19.4,25012.0,33.5,6220.0,8.3,2789.0,3.7,1267.0,1.7
48293,22563.0,22563.0,8169.0,36.2,4206.0,18.6,7092.0,31.4,2374.0,10.5,722.0,3.2,387.0,1.7
48295,3424.0,3424.0,1256.0,36.7,667.0,19.5,1045.0,30.5,313.0,9.1,143.0,4.2,61.0,1.8
48297,10629.0,10629.0,3675.0,34.6,2057.0,19.4,3785.0,35.6,493.0,4.6,619.0,5.8,170.0,1.6
48299,20437.0,20437.0,8491.0,41.5,4872.0,23.8,4092.0,20.0,1938.0,9.5,1044.0,5.1,459.0,2.2
48301,102.0,102.0,33.0,32.4,21.0,20.6,35.0,34.3,0.0,0.0,13.0,12.7,0.0,0.0
48303,289419.0,289419.0,112185.0,38.8,48335.0,16.7,81812.0,28.3,21278.0,7.4,25809.0,8.9,7197.0,2.5
48305,5757.0,5757.0,2133.0,37.1,1196.0,20.8,1821.0,31.6,497.0,8.6,110.0,1.9,37.0,0.6
48307,7947.0,7947.0,3255.0,41.0,1477.0,18.6,2150.0,27.1,557.0,7.0,508.0,6.4,201.0,2.5
48309,239069.0,239069.0,89034.0,37.2,41713.0,17.4,74284.0,31.1,17567.0,7.3,16471.0,6.9,4613.0,1.9
48311,662.0,662.0,223.0,33.7,88.0,13.3,289.0,43.7,52.0,7.9,10.0,1.5,10.0,1.5
48313,10465.0,10465.0,4201.0,40.1,2186.0,20.9,2972.0,28.4,755.0,7.2,351.0,3.4,230.0,2.2
48315,9971.0,9971.0,4459.0,44.7,2257.0,22.6,2365.0,23.7,647.0,6.5,243.0,2.4,89.0,0.9
48317,5543.0,5543.0,1626.0,29.3,930.0,16.8,2221.0,40.1,581.0,10.5,185.0,3.3,46.0,0.8
48319,4150.0,4150.0,1667.0,40.2,779.0,18.8,1218.0,29.3,246.0,5.9,240.0,5.8,39.0,0.9
48321,36359.0,36359.0,13636.0,37.5,6855.0,18.9,12070.0,33.2,2731.0,7.5,1067.0,2.9,506.0,1.4
48323,57665.0,57665.0,16307.0,28.3,9041.0,15.7,24364.0,42.3,6760.0,11.7,1193.0,2.1,706.0,1.2
48325,46806.0,46806.0,15470.0,33.1,9007.0,19.2,14598.0,31.2,5551.0,11.9,2180.0,4.7,349.0,0.7
48327,2074.0,2074.0,992.0,47.8,490.0,23.6,478.0,23.0,64.0,3.1,50.0,2.4,28.0,1.4
48329,162332.0,162332.0,55980.0,34.5,29444.0,18.1,54137.0,33.3,14216.0,8.8,8555.0,5.3,3289.0,2.0
48331,24168.0,24168.0,9381.0,38.8,4944.0,20.5,7085.0,29.3,2058.0,8.5,700.0,2.9,381.0,1.6
48333,4734.0,4734.0,1750.0,37.0,911.0,19.2,1407.0,29.7,404.0,8.5,262.0,5.5,26.0,0.5
48335,6308.0,6308.0,2441.0,38.7,1340.0,21.2,1580.0,25.0,473.0,7.5,474.0,7.5,94.0,1.5
48337,19061.0,19061.0,7995.0,41.9,4553.0,23.9,4757.0,25.0,1049.0,5.5,707.0,3.7,416.0,2.2
48339,551333.0,551333.0,192823.0,35.0,115938.0,21.0,184303.0,33.4,35733.0,6.5,22536.0,4.1,9122.0,1.7
48341,21632.0,21632.0,6626.0,30.6,3898.0,18.0,8033.0,37.1,2398.0,11.1,677.0,3.1,229.0,1.1
48343,12272.0,12272.0,5048.0,41.1,2719.0,22.2,3232.0,26.3,1064.0,8.7,209.0,1.7,52.0,0.4
48345,1156.0,1156.0,465.0,40.2,221.0,19.1,361.0,31.2,69.0,6.0,40.0,3.5,17.0,1.5
48347,60127.0,60127.0,23904.0,39.8,10996.0,18.3,16936.0,28.2,3986.0,6.6,4305.0,7.2,1531.0,2.5
48349,47673.0,47673.0,17397.0,36.5,9244.0,19.4,15035.0,31.5,4056.0,8.5,1941.0,4.1,895.0,1.9
48351,13889.0,13889.0,4978.0,35.8,2545.0,18.3,4297.0,30.9,1461.0,10.5,608.0,4.4,155.0,1.1
48353,14682.0,14682.0,5469.0,37.2,2828.0,19.3,4330.0,29.5,1372.0,9.3,683.0,4.7,135.0,0.9
48355,352497.0,352497.0,128926.0,36.6,59222.0,16.8,109457.0,31.1,34581.0,9.8,20311.0,5.8,8555.0,2.4
48357,10285.0,10285.0,3443.0,33.5,2110.0,20.5,3767.0,36.6,790.0,7.7,175.0,1.7,95.0,0.9
48359,1493.0,1493.0,527.0,35.3,357.0,23.9,383.0,25.7,151.0,10.1,75.0,5.0,25.0,1.7
48361,83254.0,83254.0,31989.0,38.4,16652.0,20.0,24585.0,29.5,5760.0,6.9,4268.0,5.1,2054.0,2.5
48363,28062.0,28062.0,10312.0,36.7,5319.0,19.0,8242.0,29.4,2279.0,8.1,1910.0,6.8,725.0,2.6
48365,23004.0,23004.0,8827.0,38.4,4770.0,20.7,6470.0,28.1,1867.0,8.1,1070.0,4.7,549.0,2.4
48367,128129.0,128129.0,44255.0,34.5,28178.0,22.0,41912.0,32.7,8786.0,6.9,4998.0,3.9,1983.0,1.5
48369,9776.0,9776.0,3318.0,33.9,1972.0,20.2,3515.0,36.0,506.0,5.2,465.0,4.8,259.0,2.6
48371,13644.0,13644.0,4557.0,33.4,2493.0,18.3,4363.0,32.0,1836.0,13.5,395.0,2.9,268.0,2.0
48373,44168.0,44168.0,17803.0,40.3,8918.0,20.2,11806.0,26.7,3978.0,9.0,1663.0,3.8,787.0,1.8
48375,113868.0,113868.0,43944.0,38.6,18980.0,16.7,36891.0,32.4,9028.0,7.9,5025.0,4.4,2176.0,1.9
48377,7118.0,7118.0,2627.0,36.9,1184.0,16.6,2515.0,35.3,631.0,8.9,161.0,2.3,39.0,0.5
48379,11409.0,11409.0,4331.0,38.0,2430.0,21.3,2780.0,24.4,1377.0,12.1,491.0,4.3,148.0,1.3
48381,130109.0,130109.0,49187.0,37.8,26479.0,20.4,39819.0,30.6,7631.0,5.9,6993.0,5.4,2345.0,1.8
48383,3716.0,3716.0,1147.0,30.9,665.0,17.9,1500.0,40.4,274.0,7.4,130.0,3.5,59.0,1.6
48385,3275.0,3275.0,1227.0,37.5,536.0,16.4,835.0,25.5,456.0,13.9,221.0,6.7,56.0,1.7
48387,12077.0,12077.0,5048.0,41.8,2311.0,19.1,3250.0,26.9,1087.0,9.0,381.0,3.2,116.0,1.0
48389,12919.0,12919.0,3713.0,28.7,2050.0,15.9,4685.0,36.3,1907.0,14.8,564.0,4.4,80.0,0.6
48391,7070.0,7070.0,2577.0,36.4,1283.0,18.1,2424.0,34.3,612.0,8.7,174.0,2.5,95.0,1.3
48393,885.0,885.0,311.0,35.1,196.0,22.1,265.0,29.9,54.0,6.1,59.0,6.7,23.0,2.6
48395,16693.0,16693.0,6358.0,38.1,3261.0,19.5,5143.0,30.8,1338.0,8.0,593.0,3.6,300.0,1.8
48397,92998.0,92998.0,31649.0,34.0,21931.0,23.6,31989.0,34.4,4865.0,5.2,2564.0,2.8,1071.0,1.2
48399,10091.0,10091.0,3749.0,37.2,1917.0,19.0,2781.0,27.6,990.0,9.8,654.0,6.5,273.0,2.7
48401,48704.0,48704.0,17960.0,36.9,9749.0,20.0,15104.0,31.0,3776.0,7.8,2115.0,4.3,789.0,1.6
48403,10362.0,10362.0,4099.0,39.6,2262.0,21.8,2697.0,26.0,896.0,8.6,408.0,3.9,58.0,0.6
48405,8080.0,8080.0,3356.0,41.5,1654.0,20.5,2186.0,27.1,792.0,9.8,92.0,1.1,41.0,0.5
48407,27678.0,27678.0,9487.0,34.3,5263.0,19.0,8206.0,29.6,3283.0,11.9,1439.0,5.2,356.0,1.3
48409,66280.0,66280.0,23121.0,34.9,12051.0,18.2,22574.0,34.1,5998.0,9.0,2536.0,3.8,1532.0,2.3
48411,5252.0,5252.0,2104.0,40.1,1133.0,21.6,1354.0,25.8,355.0,6.8,306.0,5.8,136.0,2.6
48413,3061.0,3061.0,1105.0,36.1,670.0,21.9,1060.0,34.6,123.0,4.0,103.0,3.4,48.0,1.6
48415,15350.0,15350.0,5884.0,38.3,3162.0,20.6,4944.0,32.2,708.0,4.6,652.0,4.2,268.0,1.7
48417,3280.0,3280.0,1234.0,37.6,676.0,20.6,995.0,30.3,185.0,5.6,190.0,5.8,11.0,0.3
48419,25276.0,25276.0,9292.0,36.8,4573.0,18.1,8770.0,34.7,1839.0,7.3,802.0,3.2,206.0,0.8
48421,3026.0,3026.0,1055.0,34.9,688.0,22.7,1049.0,34.7,96.0,3.2,138.0,4.6,61.0,2.0
48423,219649.0,219649.0,77195.0,35.1,40735.0,18.5,70707.0,32.2,19258.0,8.8,11754.0,5.4,2862.0,1.3
48425,8432.0,8432.0,3239.0,38.4,1700.0,20.2,2290.0,27.2,527.0,6.3,676.0,8.0,358.0,4.2
48427,63300.0,63300.0,16238.0,25.7,8262.0,13.1,28498.0,45.0,9116.0,14.4,1186.0,1.9,606.0,1.0
48429,8895.0,8895.0,3268.0,36.7,1707.0,19.2,2586.0,29.1,916.0,10.3,418.0,4.7,165.0,1.9
48431,1103.0,1103.0,462.0,41.9,216.0,19.6,280.0,25.4,128.0,11.6,17.0,1.5,17.0,1.5
48433,1332.0,1332.0,582.0,43.7,334.0,25.1,302.0,22.7,101.0,7.6,13.0,1.0,6.0,0.5
48435,3839.0,3839.0,1484.0,38.7,791.0,20.6,1225.0,31.9,228.0,5.9,111.0,2.9,111.0,2.9
48437,6815.0,6815.0,2514.0,36.9,1309.0,19.2,2200.0,32.3,560.0,8.2,232.0,3.4,73.0,1.1
48439,1996101.0,1996101.0,698995.0,35.0,350090.0,17.5,676836.0,33.9,164340.0,8.2,105840.0,5.3,40810.0,2.0
48441,129619.0,129619.0,49482.0,38.2,23693.0,18.3,38635.0,29.8,8913.0,6.9,8896.0,6.9,3260.0,2.5
48443,862.0,862.0,396.0,45.9,140.0,16.2,257.0,29.8,59.0,6.8,10.0,1.2,2.0,0.2
48445,11528.0,11528.0,4041.0,35.1,2091.0,18.1,4063.0,35.2,907.0,7.9,426.0,3.7,205.0,1.8
48447,1556.0,1556.0,703.0,45.2,391.0,25.1,344.0,22.1,74.0,4.8,44.0,2.8,27.0,1.7
48449,32480.0,32480.0,10694.0,32.9,5934.0,18.3,11712.0,36.1,2901.0,8.9,1239.0,3.8,353.0,1.1
48451,111376.0,111376.0,43131.0,38.7,20280.0,18.2,33862.0,30.4,8088.0,7.3,6015.0,5.4,2319.0,2.1
48453,1179147.0,1179147.0,458484.0,38.9,196377.0,16.7,321846.0,27.3,79609.0,6.8,122831.0,10.4,31788.0,2.7
48455,14434.0,14434.0,5918.0,41.0,2947.0,20.4,3634.0,25.2,1399.0,9.7,536.0,3.7,205.0,1.4
48457,18777.0,18777.0,7020.0,37.4,3797.0,20.2,5472.0,29.1,2020.0,10.8,468.0,2.5,236.0,1.3
48459,40216.0,40216.0,14036.0,34.9,7906.0,19.7,12954.0,32.2,3733.0,9.3,1587.0,3.9,402.0,1.0
48461,3572.0,3572.0,1305.0,36.5,688.0,19.3,1250.0,35.0,218.0,6.1,111.0,3.1,80.0,2.2
48463,26520.0,26520.0,8683.0,32.7,3852.0,14.5,9562.0,36.1,3309.0,12.5,1114.0,4.2,291.0,1.1
48465,47297.0,47297.0,15429.0,32.6,8686.0,18.4,17106.0,36.2,4961.0,10.5,1115.0,2.4,587.0,1.2
48467,53682.0,53682.0,19615.0,36.5,10990.0,20.5,15195.0,28.3,4900.0,9.1,2982.0,5.6,1012.0,1.9
48469,90659.0,90659.0,32544.0,35.9,16390.0,18.1,28314.0,31.2,8017.0,8.8,5394.0,5.9,2331.0,2.6
48471,53444.0,53444.0,21636.0,40.5,9931.0,18.6,13366.0,25.0,3330.0,6.2,5181.0,9.7,748.0,1.4
48473,45422.0,45422.0,14807.0,32.6,8197.0,18.0,15154.0,33.4,4526.0,10.0,2738.0,6.0,702.0,1.5
48475,11472.0,11472.0,3956.0,34.5,2130.0,18.6,3991.0,34.8,961.0,8.4,434.0,3.8,281.0,2.4
48477,32454.0,32454.0,12381.0,38.1,6517.0,20.1,9683.0,29.8,2815.0,8.7,1058.0,3.3,461.0,1.4
48479,268796.0,268796.0,73659.0,27.4,37696.0,14.0,112432.0,41.8,37375.0,13.9,7634.0,2.8,3993.0,1.5
48481,40982.0,40982.0,15256.0,37.2,7571.0,18.5,13632.0,33.3,3233.0,7.9,1290.0,3.1,541.0,1.3
48483,5416.0,5416.0,2254.0,41.6,1231.0,22.7,1459.0,26.9,203.0,3.7,269.0,5.0,170.0,3.1
48485,116434.0,116434.0,47951.0,41.2,21189.0,18.2,33747.0,29.0,7375.0,6.3,6172.0,5.3,2697.0,2.3
48487,12237.0,12237.0,5263.0,43.0,2459.0,20.1,3082.0,25.2,681.0,5.6,752.0,6.1,371.0,3.0
48489,20246.0,20246.0,5810.0,28.7,2864.0,14.1,7829.0,38.7,3061.0,15.1,682.0,3.4,325.0,1.6
48491,522599.0,522599.0,174754.0,33.4,102571.0,19.6,178911.0,34.2,37053.0,7.1,29310.0,5.6,9080.0,1.7
48493,47654.0,47654.0,15820.0,33.2,10064.0,21.1,16049.0,33.7,3730.0,7.8,1991.0,4.2,711.0,1.5
48495,7703.0,7703.0,2572.0,33.4,1479.0,19.2,3024.0,39.3,415.0,5.4,213.0,2.8,89.0,1.2
48497,63649.0,63649.0,22080.0,34.7,13057.0,20.5,20855.0,32.8,4963.0,7.8,2694.0,4.2,1161.0,1.8
48499,42303.0,42303.0,16531.0,39.1,9378.0,22.2,11335.0,26.8,3583.0,8.5,1476.0,3.5,647.0,1.5
48501,8571.0,8571.0,2676.0,31.2,1899.0,22.2,2938.0,34.3,928.0,10.8,130.0,1.5,63.0,0.7
48503,17840.0,17840.0,7105.0,39.8,4072.0,22.8,4991.0,28.0,857.0,4.8,815.0,4.6,303.0,1.7
48505,14334.0,14334.0,4405.0,30.7,2159.0,15.1,5949.0,41.5,1080.0,7.5,741.0,5.2,469.0,3.3
48507,11935.0,11935.0,3509.0,29.4,1599.0,13.4,4485.0,37.6,1963.0,16.4,379.0,3.2,206.0,1.7
49001,6376.0,6376.0,2277.0,35.7,1427.0,22.4,2438.0,38.2,139.0,2.2,95.0,1.5,48.0,0.8
49003,52581.0,52581.0,17302.0,32.9,11841.0,22.5,19896.0,37.8,2375.0,4.5,1167.0,2.2,556.0,1.1
49005,119558.0,119558.0,37645.0,31.5,24062.0,20.1,44072.0,36.9,5404.0,4.5,8375.0,7.0,1590.0,1.3
49007,19904.0,19904.0,7844.0,39.4,4081.0,20.5,6013.0,30.2,1116.0,5.6,850.0,4.3,355.0,1.8
49009,480.0,480.0,145.0,30.2,98.0,20.4,163.0,34.0,68.0,14.2,6.0,1.3,6.0,1.3
49011,338366.0,338366.0,102865.0,30.4,70989.0,21.0,136605.0,40.4,17381.0,5.1,10526.0,3.1,3616.0,1.1
49013,19835.0,19835.0,6644.0,33.5,4291.0,21.6,7278.0,36.7,962.0,4.9,660.0,3.3,348.0,1.8
49015,10165.0,10165.0,3589.0,35.3,2353.0,23.1,3601.0,35.4,414.0,4.1,208.0,2.0,128.0,1.3
49017,4762.0,4762.0,1741.0,36.6,1052.0,22.1,1493.0,31.4,329.0,6.9,147.0,3.1,97.0,2.0
49019,9517.0,9517.0,4006.0,42.1,2135.0,22.4,2382.0,25.0,404.0,4.2,590.0,6.2,169.0,1.8
49021,49071.0,49071.0,16204.0,33.0,9865.0,20.1,16824.0,34.3,2754.0,5.6,3424.0,7.0,555.0,1.1
49023,10781.0,10781.0,3390.0,31.4,2219.0,20.6,4415.0,41.0,439.0,4.1,318.0,2.9,176.0,1.6
49025,7190.0,7190.0,2634.0,36.6,1442.0,20.1,2112.0,29.4,536.0,7.5,466.0,6.5,55.0,0.8
49027,12526.0,12526.0,4306.0,34.4,2961.0,23.6,4467.0,35.7,559.0,4.5,233.0,1.9,125.0,1.0
49029,11391.0,11391.0,3306.0,29.0,2777.0,24.4,4775.0,41.9,349.0,3.1,184.0,1.6,66.0,0.6
49031,1868.0,1868.0,499.0,26.7,295.0,15.8,820.0,43.9,239.0,12.8,15.0,0.8,9.0,0.5
49033,2344.0,2344.0,620.0,26.5,434.0,18.5,1143.0,48.8,138.0,5.9,9.0,0.4,2.0,0.1
49035,1107769.0,1107769.0,369429.0,33.3,202332.0,18.3,377354.0,34.1,85727.0,7.7,72927.0,6.6,21710.0,2.0
49037,14878.0,14878.0,3992.0,26.8,2185.0,14.7,6433.0,43.2,1680.0,11.3,588.0,4.0,198.0,1.3
49039,26254.0,26254.0,8483.0,32.3,5887.0,22.4,8802.0,33.5,1349.0,5.1,1733.0,6.6,100.0,0.4
49041,20739.0,20739.0,7261.0,35.0,4528.0,21.8,7303.0,35.2,900.0,4.3,747.0,3.6,326.0,1.6
49043,40266.0,40266.0,14555.0,36.1,9351.0,23.2,12565.0,31.2,1525.0,3.8,2270.0,5.6,743.0,1.8
49045,64820.0,64820.0,19901.0,30.7,12820.0,19.8,26056.0,40.2,3605.0,5.6,2438.0,3.8,990.0,1.5
49047,35935.0,35935.0,10625.0,29.6,6181.0,17.2,14295.0,39.8,3154.0,8.8,1680.0,4.7,664.0,1.8
49049,575208.0,575208.0,160649.0,27.9,113145.0,19.7,235001.0,40.9,33677.0,5.9,32736.0,5.7,4295.0,0.7
49051,30359.0,30359.0,9567.0,31.5,6463.0,21.3,11743.0,38.7,1475.0,4.9,1111.0,3.7,302.0,1.0
49053,158509.0,158509.0,54702.0,34.5,34535.0,21.8,51736.0,32.6,9118.0,5.8,8418.0,5.3,1902.0,1.2
49055,2634.0,2634.0,1021.0,38.8,633.0,24.0,798.0,30.3,132.0,5.0,50.0,1.9,5.0,0.2
49057,244587.0,244587.0,82417.0,33.7,46816.0,19.1,87715.0,35.9,15251.0,6.2,12388.0,5.1,4526.0,1.9
50001,33966.0,33966.0,14733.0,43.4,7507.0,22.1,8383.0,24.7,1116.0,3.3,2227.0,6.6,1257.0,3.7
50003,34450.0,34450.0,14927.0,43.3,7031.0,20.4,8849.0,25.7,1432.0,4.2,2211.0,6.4,1026.0,3.0
50005,29235.0,29235.0,12214.0,41.8,6204.0,21.2,7276.0,24.9,1387.0,4.7,2154.0,7.4,978.0,3.3
50007,152176.0,152176.0,65400.0,43.0,30055.0,19.8,35933.0,23.6,5259.0,3.5,15529.0,10.2,5664.0,3.7
50009,6178.0,6178.0,2756.0,44.6,1356.0,21.9,1405.0,22.7,300.0,4.9,361.0,5.8,238.0,3.9
50011,48600.0,48600.0,18582.0,38.2,10113.0,20.8,14304.0,29.4,2878.0,5.9,2723.0,5.6,1269.0,2.6
50013,6965.0,6965.0,2967.0,42.6,1706.0,24.5,1767.0,25.4,194.0,2.8,331.0,4.8,130.0,1.9
50015,24605.0,24605.0,10607.0,43.1,5052.0,20.5,6070.0,24.7,741.0,3.0,2135.0,8.7,1179.0,4.8
50017,28242.0,28242.0,12286.0,43.5,6353.0,22.5,6324.0,22.4,1238.0,4.4,2041.0,7.2,1261.0,4.5
50019,26062.0,26062.0,11679.0,44.8,5618.0,21.6,6502.0,24.9,632.0,2.4,1631.0,6.3,1000.0,3.8
50021,57021.0,57021.0,25145.0,44.1,11995.0,21.0,14082.0,24.7,2227.0,3.9,3572.0,6.3,1827.0,3.2
50023,56246.0,56246.0,24865.0,44.2,11617.0,20.7,13992.0,24.9,1471.0,2.6,4301.0,7.6,2006.0,3.6
50025,41354.0,41354.0,19118.0,46.2,8536.0,20.6,9230.0,22.3,1504.0,3.6,2966.0,7.2,1693.0,4.1
50027,54502.0,54502.0,24310.0,44.6,11857.0,21.8,13012.0,23.9,1754.0,3.2,3569.0,6.5,1695.0,3.1
51001,31629.0,31629.0,13401.0,42.4,6155.0,19.5,8234.0,26.0,2458.0,7.8,1381.0,4.4,403.0,1.3
51003,98785.0,98785.0,40612.0,41.1,20628.0,20.9,26146.0,26.5,4959.0,5.0,6440.0,6.5,2366.0,2.4
51005,14950.0,14950.0,6741.0,45.1,3097.0,20.7,3517.0,23.5,700.0,4.7,895.0,6.0,549.0,3.7
51007,12715.0,12715.0,4789.0,37.7,2828.0,22.2,3823.0,30.1,857.0,6.7,418.0,3.3,286.0,2.2
51009,30776.0,30776.0,12044.0,39.1,6234.0,20.3,8859.0,28.8,2244.0,7.3,1395.0,4.5,698.0,2.3
51011,15505.0,15505.0,6095.0,39.3,3484.0,22.5,4007.0,25.8,1202.0,7.8,717.0,4.6,292.0,1.9
51013,228531.0,228531.0,104716.0,45.8,39350.0,17.2,47547.0,20.8,9668.0,4.2,27250.0,11.9,6915.0,3.0
51015,70915.0,70915.0,29297.0,41.3,16878.0,23.8,18156.0,25.6,3999.0,5.6,2585.0,3.6,1275.0,1.8
51017,4218.0,4218.0,1999.0,47.4,867.0,20.6,757.0,17.9,272.0,6.4,323.0,7.7,272.0,6.4
51019,77414.0,77414.0,31206.0,40.3,18622.0,24.1,20359.0,26.3,3827.0,4.9,3400.0,4.4,1502.0,1.9
51021,5711.0,5711.0,2523.0,44.2,1469.0,25.7,1381.0,24.2,222.0,3.9,116.0,2.0,40.0,0.7
51023,32904.0,32904.0,13161.0,40.0,8252.0,25.1,8669.0,26.3,1587.0,4.8,1235.0,3.8,562.0,1.7
51025,14409.0,14409.0,6048.0,42.0,2293.0,15.9,4248.0,29.5,1298.0,9.0,522.0,3.6,245.0,1.7
51027,21212.0,21212.0,8871.0,41.8,4288.0,20.2,5616.0,26.5,1505.0,7.1,932.0,4.4,445.0,2.1
51029,14946.0,14946.0,5827.0,39.0,2574.0,17.2,4626.0,31.0,986.0,6.6,933.0,6.2,488.0,3.3
51031,54646.0,54646.0,22957.0,42.0,11654.0,21.3,14441.0,26.4,3087.0,5.6,2507.0,4.6,885.0,1.6
51033,27999.0,27999.0,10911.0,39.0,5406.0,19.3,7454.0,26.6,2765.0,9.9,1463.0,5.2,685.0,2.4
51035,29572.0,29572.0,12375.0,41.8,6528.0,22.1,7233.0,24.5,2076.0,7.0,1360.0,4.6,743.0,2.5
51036,6995.0,6995.0,2856.0,40.8,1314.0,18.8,1799.0,25.7,621.0,8.9,405.0,5.8,152.0,2.2
51037,11935.0,11935.0,4543.0,38.1,2034.0,17.0,3622.0,30.3,1122.0,9.4,614.0,5.1,259.0,2.2
51041,335725.0,335725.0,123010.0,36.6,68387.0,20.4,106528.0,31.7,22131.0,6.6,15669.0,4.7,5884.0,1.8
51043,14170.0,14170.0,5639.0,39.8,2926.0,20.6,3984.0,28.1,859.0,6.1,762.0,5.4,248.0,1.8
51045,5096.0,5096.0,2266.0,44.5,1173.0,23.0,1087.0,21.3,377.0,7.4,193.0,3.8,75.0,1.5
51047,49063.0,49063.0,16903.0,34.5,9817.0,20.0,15518.0,31.6,3974.0,8.1,2851.0,5.8,1136.0,2.3
51049,9743.0,9743.0,3963.0,40.7,1854.0,19.0,2722.0,27.9,618.0,6.3,586.0,6.0,341.0,3.5
51051,14506.0,14506.0,5841.0,40.3,2866.0,19.8,4149.0,28.6,1070.0,7.4,580.0,4.0,207.0,1.4
51053,27565.0,27565.0,10391.0,37.7,4881.0,17.7,8387.0,30.4,2680.0,9.7,1226.0,4.4,657.0,2.4
51057,10865.0,10865.0,4463.0,41.1,1969.0,18.1,3053.0,28.1,818.0,7.5,562.0,5.2,460.0,4.2
51059,1134428.0,1134428.0,394447.0,34.8,230055.0,20.3,357563.0,31.5,82899.0,7.3,69464.0,6.1,16436.0,1.4
51061,68740.0,68740.0,24333.0,35.4,14703.0,21.4,21925.0,31.9,4727.0,6.9,3052.0,4.4,1318.0,1.9
51063,15576.0,15576.0,6480.0,41.6,3842.0,24.7,3959.0,25.4,611.0,3.9,684.0,4.4,281.0,1.8
51065,25051.0,25051.0,9842.0,39.3,6088.0,24.3,6714.0,26.8,1469.0,5.9,938.0,3.7,656.0,2.6
51067,54682.0,54682.0,23104.0,42.3,12586.0,23.0,13356.0,24.4,2917.0,5.3,2719.0,5.0,1263.0,2.3
51069,83842.0,83842.0,30973.0,36.9,18251.0,21.8,25807.0,30.8,4842.0,5.8,3969.0,4.7,1792.0,2.1
51071,16680.0,16680.0,6987.0,41.9,3417.0,20.5,4286.0,25.7,896.0,5.4,1094.0,6.6,513.0,3.1
51073,36904.0,36904.0,14759.0,40.0,8515.0,23.1,10386.0,28.1,1693.0,4.6,1551.0,4.2,883.0,2.4
51075,21313.0,21313.0,8426.0,39.5,5547.0,26.0,5403.0,25.4,1344.0,6.3,593.0,2.8,252.0,1.2
51077,14885.0,14885.0,6542.0,44.0,3380.0,22.7,3747.0,25.2,815.0,5.5,401.0,2.7,194.0,1.3
51079,19277.0,19277.0,7357.0,38.2,4207.0,21.8,5614.0,29.1,1457.0,7.6,642.0,3.3,334.0,1.7
51081,8444.0,8444.0,3688.0,43.7,1593.0,18.9,2292.0,27.1,670.0,7.9,201.0,2.4,136.0,1.6
51083,34006.0,34006.0,14025.0,41.2,6526.0,19.2,9752.0,28.7,2539.0,7.5,1164.0,3.4,728.0,2.1
51085,102635.0,102635.0,38599.0,37.6,24482.0,23.9,31508.0,30.7,4872.0,4.7,3174.0,3.1,1474.0,1.4
51087,323137.0,323137.0,127111.0,39.3,57131.0,17.7,99486.0,30.8,21796.0,6.7,17613.0,5.5,6726.0,2.1
51089,50882.0,50882.0,21598.0,42.4,9932.0,19.5,13657.0,26.8,3350.0,6.6,2345.0,4.6,1199.0,2.4
51091,2214.0,2214.0,1123.0,50.7,570.0,25.7,340.0,15.4,63.0,2.8,118.0,5.3,57.0,2.6
51093,36113.0,36113.0,14304.0,39.6,8030.0,22.2,10043.0,27.8,1893.0,5.2,1843.0,5.1,874.0,2.4
51095,73095.0,73095.0,28766.0,39.4,17103.0,23.4,20854.0,28.5,3358.0,4.6,3014.0,4.1,1310.0,1.8
