countyFIPS,Estimate!!RELATIONSHIP!!Population in households,Percent Estimate!!RELATIONSHIP!!Population in households,Estimate!!RELATIONSHIP!!Population in households!!Householder,Percent Estimate!!RELATIONSHIP!!Population in households!!Householder,Estimate!!RELATIONSHIP!!Population in households!!Spouse,Percent Estimate!!RELATIONSHIP!!Population in households!!Spouse,Estimate!!RELATIONSHIP!!Population in households!!Child,Percent Estimate!!RELATIONSHIP!!Population in households!!Child,Estimate!!RELATIONSHIP!!Population in households!!Other relatives,Percent Estimate!!RELATIONSHIP!!Population in households!!Other relatives,Estimate!!RELATIONSHIP!!Population in households!!Nonrelatives,Percent Estimate!!RELATIONSHIP!!Population in households!!Nonrelatives,Estimate!!RELATIONSHIP!!Population in households!!Nonrelatives!!Unmarried partner,Percent Estimate!!RELATIONSHIP!!Population in households!!Nonrelatives!!Unmarried partner
17057,32869.0,32869.0,14090.0,42.9,6554.0,19.9,8802.0,26.8,1233.0,3.8,2190.0,6.7,1245.0,3.8
17059,5149.0,5149.0,2314.0,44.9,1100.0,21.4,1216.0,23.6,308.0,6.0,211.0,4.1,122.0,2.4
17061,12932.0,12932.0,5005.0,38.7,2520.0,19.5,3914.0,30.3,777.0,6.0,716.0,5.5,343.0,2.7
17063,50183.0,50183.0,19398.0,38.7,11126.0,22.2,15378.0,30.6,2103.0,4.2,2178.0,4.3,1044.0,2.1
17065,8111.0,8111.0,3376.0,41.6,1958.0,24.1,2320.0,28.6,204.0,2.5,253.0,3.1,157.0,1.9
17067,17835.0,17835.0,7420.0,41.6,4115.0,23.1,4819.0,27.0,803.0,4.5,678.0,3.8,287.0,1.6
17069,3900.0,3900.0,1438.0,36.9,740.0,19.0,1140.0,29.2,403.0,10.3,179.0,4.6,32.0,0.8
17071,6828.0,6828.0,2990.0,43.8,1632.0,23.9,1578.0,23.1,302.0,4.4,326.0,4.8,199.0,2.9
17073,48727.0,48727.0,20023.0,41.1,11132.0,22.8,14040.0,28.8,1753.0,3.6,1779.0,3.7,958.0,2.0
17075,27714.0,27714.0,11779.0,42.5,6242.0,22.5,7154.0,25.8,1049.0,3.8,1490.0,5.4,829.0,3.0
17077,54189.0,54189.0,23728.0,43.8,8833.0,16.3,12677.0,23.4,3108.0,5.7,5843.0,10.8,1535.0,2.8
17079,9526.0,9526.0,3656.0,38.4,2112.0,22.2,2693.0,28.3,486.0,5.1,579.0,6.1,198.0,2.1
17081,35619.0,35619.0,15223.0,42.7,7247.0,20.3,9752.0,27.4,1710.0,4.8,1687.0,4.7,1016.0,2.9
17083,21072.0,21072.0,8665.0,41.1,4930.0,23.4,5953.0,28.3,774.0,3.7,750.0,3.6,488.0,2.3
17085,21629.0,21629.0,9758.0,45.1,5291.0,24.5,4993.0,23.1,661.0,3.1,926.0,4.3,618.0,2.9
17087,10348.0,10348.0,4342.0,42.0,2470.0,23.9,2580.0,24.9,523.0,5.1,433.0,4.2,196.0,1.9
17089,525419.0,525419.0,178050.0,33.9,102577.0,19.5,182047.0,34.6,36835.0,7.0,25910.0,4.9,10341.0,2.0
17091,105529.0,105529.0,40050.0,38.0,19416.0,18.4,33766.0,32.0,6368.0,6.0,5929.0,5.6,2548.0,2.4
17093,124276.0,124276.0,40407.0,32.5,25231.0,20.3,45517.0,36.6,7857.0,6.3,5264.0,4.2,2597.0,2.1
17095,46775.0,46775.0,20830.0,44.5,8888.0,19.0,11491.0,24.6,2118.0,4.5,3448.0,7.4,1779.0,3.8
17097,685542.0,685542.0,244672.0,35.7,144155.0,21.0,234203.0,34.2,36785.0,5.4,25727.0,3.8,12211.0,1.8
17099,107063.0,107063.0,44644.0,41.7,21876.0,20.4,30564.0,28.5,4689.0,4.4,5290.0,4.9,2894.0,2.7
17101,13795.0,13795.0,6144.0,44.5,3080.0,22.3,3426.0,24.8,585.0,4.2,560.0,4.1,373.0,2.7
17103,31245.0,31245.0,13699.0,43.8,6965.0,22.3,7916.0,25.3,896.0,2.9,1769.0,5.7,1191.0,3.8
17105,33950.0,33950.0,14320.0,42.2,6882.0,20.3,9190.0,27.1,1734.0,5.1,1824.0,5.4,820.0,2.4
17107,25054.0,25054.0,10872.0,43.4,5578.0,22.3,6725.0,26.8,695.0,2.8,1184.0,4.7,892.0,3.6
17109,27328.0,27328.0,11292.0,41.3,5094.0,18.6,7274.0,26.6,720.0,2.6,2948.0,10.8,588.0,2.2
17111,306079.0,306079.0,111812.0,36.5,68514.0,22.4,99275.0,32.4,13819.0,4.5,12659.0,4.1,6804.0,2.2
17113,165746.0,165746.0,66159.0,39.9,32461.0,19.6,46688.0,28.2,5544.0,3.3,14894.0,9.0,3010.0,1.8
17115,102837.0,102837.0,44113.0,42.9,18915.0,18.4,29584.0,28.8,5139.0,5.0,5086.0,4.9,2904.0,2.8
17117,44803.0,44803.0,18772.0,41.9,9909.0,22.1,11996.0,26.8,1932.0,4.3,2194.0,4.9,1370.0,3.1
17119,260151.0,260151.0,107413.0,41.3,51808.0,19.9,72146.0,27.7,13506.0,5.2,15278.0,5.9,7199.0,2.8
17121,37329.0,37329.0,15913.0,42.6,7237.0,19.4,10028.0,26.9,1824.0,4.9,2327.0,6.2,1289.0,3.5
17123,11509.0,11509.0,4893.0,42.5,2562.0,22.3,3035.0,26.4,452.0,3.9,567.0,4.9,244.0,2.1
17125,13545.0,13545.0,6027.0,44.5,2947.0,21.8,3213.0,23.7,624.0,4.6,734.0,5.4,481.0,3.6
17127,14097.0,14097.0,6011.0,42.6,3012.0,21.4,3793.0,26.9,709.0,5.0,572.0,4.1,307.0,2.2
17129,12229.0,12229.0,5198.0,42.5,2920.0,23.9,3142.0,25.7,425.0,3.5,544.0,4.4,406.0,3.3
17131,15467.0,15467.0,6624.0,42.8,3703.0,23.9,4042.0,26.1,470.0,3.0,628.0,4.1,481.0,3.1
17133,33680.0,33680.0,13349.0,39.6,8468.0,25.1,10380.0,30.8,705.0,2.1,778.0,2.3,609.0,1.8
17135,25722.0,25722.0,11339.0,44.1,5759.0,22.4,6589.0,25.6,969.0,3.8,1066.0,4.1,722.0,2.8
17137,30818.0,30818.0,13864.0,45.0,6336.0,20.6,8090.0,26.3,994.0,3.2,1534.0,5.0,807.0,2.6
17139,14356.0,14356.0,5910.0,41.2,3419.0,23.8,4197.0,29.2,290.0,2.0,540.0,3.8,399.0,2.8
17141,50752.0,50752.0,20901.0,41.2,11198.0,22.1,14286.0,28.1,1874.0,3.7,2493.0,4.9,1375.0,2.7
17143,179264.0,179264.0,73629.0,41.1,31352.0,17.5,54182.0,30.2,9193.0,5.1,10908.0,6.1,4471.0,2.5
17145,18747.0,18747.0,8323.0,44.4,4011.0,21.4,4981.0,26.6,606.0,3.2,826.0,4.4,509.0,2.7
17147,16348.0,16348.0,6700.0,41.0,3978.0,24.3,4611.0,28.2,531.0,3.2,528.0,3.2,345.0,2.1
17149,15259.0,15259.0,6527.0,42.8,3265.0,21.4,4055.0,26.6,709.0,4.6,703.0,4.6,490.0,3.2
17151,4007.0,4007.0,1644.0,41.0,873.0,21.8,1218.0,30.4,254.0,6.3,18.0,0.4,5.0,0.1
17153,5586.0,5586.0,2173.0,38.9,971.0,17.4,1671.0,29.9,531.0,9.5,240.0,4.3,68.0,1.2
17155,5740.0,5740.0,2395.0,41.7,1358.0,23.7,1460.0,25.4,152.0,2.6,375.0,6.5,136.0,2.4
17157,28422.0,28422.0,11873.0,41.8,5891.0,20.7,7869.0,27.7,1367.0,4.8,1422.0,5.0,795.0,2.8
17159,15573.0,15573.0,6482.0,41.6,3160.0,20.3,4330.0,27.8,524.0,3.4,1077.0,6.9,404.0,2.6
17161,140451.0,140451.0,60294.0,42.9,26473.0,18.8,39251.0,27.9,7257.0,5.2,7176.0,5.1,3859.0,2.7
17163,259702.0,259702.0,103063.0,39.7,44990.0,17.3,82333.0,31.7,17317.0,6.7,11999.0,4.6,6116.0,2.4
17165,23728.0,23728.0,10002.0,42.2,4889.0,20.6,6709.0,28.3,1024.0,4.3,1104.0,4.7,566.0,2.4
17167,193546.0,193546.0,83661.0,43.2,36122.0,18.7,53816.0,27.8,8380.0,4.3,11567.0,6.0,5028.0,2.6
17169,6175.0,6175.0,2836.0,45.9,1219.0,19.7,1390.0,22.5,243.0,3.9,487.0,7.9,218.0,3.5
17171,4995.0,4995.0,1959.0,39.2,1110.0,22.2,1499.0,30.0,164.0,3.3,263.0,5.3,109.0,2.2
17173,21616.0,21616.0,9203.0,42.6,5169.0,23.9,5454.0,25.2,894.0,4.1,896.0,4.1,642.0,3.0
17175,5398.0,5398.0,2294.0,42.5,1165.0,21.6,1509.0,28.0,186.0,3.4,244.0,4.5,188.0,3.5
17177,44617.0,44617.0,19609.0,43.9,9398.0,21.1,11566.0,25.9,1945.0,4.4,2099.0,4.7,1264.0,2.8
17179,131197.0,131197.0,54613.0,41.6,29440.0,22.4,36353.0,27.7,4527.0,3.5,6264.0,4.8,3318.0,2.5
17181,16667.0,16667.0,6669.0,40.0,3436.0,20.6,4732.0,28.4,1006.0,6.0,824.0,4.9,404.0,2.4
17183,75653.0,75653.0,31180.0,41.2,13536.0,17.9,22468.0,29.7,3977.0,5.3,4492.0,5.9,2079.0,2.7
17185,11483.0,11483.0,4896.0,42.6,2716.0,23.7,3028.0,26.4,518.0,4.5,325.0,2.8,179.0,1.6
17187,16161.0,16161.0,6690.0,41.4,3360.0,20.8,4673.0,28.9,750.0,4.6,688.0,4.3,343.0,2.1
17189,13898.0,13898.0,5975.0,43.0,3355.0,24.1,3549.0,25.5,494.0,3.6,525.0,3.8,351.0,2.5
17191,16414.0,16414.0,7075.0,43.1,3660.0,22.3,4471.0,27.2,468.0,2.9,740.0,4.5,457.0,2.8
17193,13637.0,13637.0,6082.0,44.6,3097.0,22.7,3586.0,26.3,339.0,2.5,533.0,3.9,366.0,2.7
17195,55327.0,55327.0,23346.0,42.2,11685.0,21.1,15515.0,28.0,2226.0,4.0,2555.0,4.6,1765.0,3.2
17197,679440.0,679440.0,227848.0,33.5,136452.0,20.1,243819.0,35.9,47504.0,7.0,23817.0,3.5,11134.0,1.6
17199,65241.0,65241.0,27089.0,41.5,12752.0,19.5,18443.0,28.3,3046.0,4.7,3911.0,6.0,1525.0,2.3
17201,281916.0,281916.0,114608.0,40.7,51339.0,18.2,83357.0,29.6,16056.0,5.7,16556.0,5.9,8168.0,2.9
17203,37739.0,37739.0,14566.0,38.6,8941.0,23.7,12198.0,32.3,945.0,2.5,1089.0,2.9,604.0,1.6
18001,34623.0,34623.0,12476.0,36.0,6925.0,20.0,12531.0,36.2,1297.0,3.7,1394.0,4.0,661.0,1.9
18003,364347.0,364347.0,143500.0,39.4,67505.0,18.5,116099.0,31.9,17559.0,4.8,19684.0,5.4,9366.0,2.6
18005,80952.0,80952.0,31669.0,39.1,16092.0,19.9,24222.0,29.9,4620.0,5.7,4349.0,5.4,1702.0,2.1
18007,8546.0,8546.0,3403.0,39.8,1668.0,19.5,2556.0,29.9,421.0,4.9,498.0,5.8,286.0,3.3
18009,11969.0,11969.0,5225.0,43.7,2682.0,22.4,2952.0,24.7,443.0,3.7,667.0,5.6,394.0,3.3
18011,63673.0,63673.0,24645.0,38.7,15024.0,23.6,19988.0,31.4,1870.0,2.9,2146.0,3.4,1241.0,1.9
18013,14895.0,14895.0,6093.0,40.9,3679.0,24.7,3444.0,23.1,945.0,6.3,734.0,4.9,392.0,2.6
18015,19875.0,19875.0,7880.0,39.6,4565.0,23.0,5331.0,26.8,1092.0,5.5,1007.0,5.1,417.0,2.1
18017,36890.0,36890.0,14666.0,39.8,7271.0,19.7,10928.0,29.6,2176.0,5.9,1849.0,5.0,868.0,2.4
18019,113946.0,113946.0,44275.0,38.9,21279.0,18.7,34621.0,30.4,7828.0,6.9,5943.0,5.2,2725.0,2.4
18021,25785.0,25785.0,10510.0,40.8,5804.0,22.5,7272.0,28.2,1198.0,4.6,1001.0,3.9,560.0,2.2
18023,31687.0,31687.0,12007.0,37.9,6231.0,19.7,9719.0,30.7,1738.0,5.5,1992.0,6.3,935.0,3.0
18025,10481.0,10481.0,3915.0,37.4,2015.0,19.2,3101.0,29.6,935.0,8.9,515.0,4.9,221.0,2.1
18027,32361.0,32361.0,11417.0,35.3,6595.0,20.4,12000.0,37.1,1360.0,4.2,989.0,3.1,567.0,1.8
18029,48918.0,48918.0,18648.0,38.1,10647.0,21.8,15000.0,30.7,2394.0,4.9,2229.0,4.6,1205.0,2.5
18031,26170.0,26170.0,10425.0,39.8,5391.0,20.6,7735.0,29.6,1248.0,4.8,1371.0,5.2,782.0,3.0
18033,42239.0,42239.0,16789.0,39.7,8531.0,20.2,12550.0,29.7,2066.0,4.9,2303.0,5.5,1513.0,3.6
18035,108379.0,108379.0,46028.0,42.5,19550.0,18.0,26783.0,24.7,5496.0,5.1,10522.0,9.7,3070.0,2.8
18037,41421.0,41421.0,16550.0,40.0,9323.0,22.5,12962.0,31.3,1101.0,2.7,1485.0,3.6,1056.0,2.5
18039,200048.0,200048.0,72329.0,36.2,38634.0,19.3,67229.0,33.6,11439.0,5.7,10417.0,5.2,5183.0,2.6
18041,22830.0,22830.0,9568.0,41.9,4520.0,19.8,6181.0,27.1,1315.0,5.8,1246.0,5.5,825.0,3.6
18043,75459.0,75459.0,29356.0,38.9,14817.0,19.6,24066.0,31.9,3733.0,4.9,3487.0,4.6,1563.0,2.1
18045,16309.0,16309.0,7015.0,43.0,3650.0,22.4,4130.0,25.3,654.0,4.0,860.0,5.3,496.0,3.0
18047,22656.0,22656.0,8744.0,38.6,5572.0,24.6,6901.0,30.5,879.0,3.9,560.0,2.5,358.0,1.6
18049,19988.0,19988.0,7884.0,39.4,4113.0,20.6,5943.0,29.7,972.0,4.9,1076.0,5.4,478.0,2.4
18051,32772.0,32772.0,13244.0,40.4,7215.0,22.0,9931.0,30.3,1042.0,3.2,1340.0,4.1,822.0,2.5
18053,61624.0,61624.0,26121.0,42.4,12163.0,19.7,16131.0,26.2,3536.0,5.7,3673.0,6.0,2007.0,3.3
18055,31997.0,31997.0,12790.0,40.0,6804.0,21.3,8536.0,26.7,2069.0,6.5,1798.0,5.6,851.0,2.7
18057,314540.0,314540.0,116982.0,37.2,72373.0,23.0,104900.0,33.4,9601.0,3.1,10684.0,3.4,6073.0,1.9
18059,73169.0,73169.0,28215.0,38.6,16681.0,22.8,21848.0,29.9,3011.0,4.1,3414.0,4.7,1559.0,2.1
18061,39356.0,39356.0,14584.0,37.1,8324.0,21.2,11834.0,30.1,2489.0,6.3,2125.0,5.4,768.0,2.0
18063,158262.0,158262.0,58078.0,36.7,34611.0,21.9,52292.0,33.0,7452.0,4.7,5829.0,3.7,3217.0,2.0
18065,45064.0,45064.0,18408.0,40.8,9245.0,20.5,12524.0,27.8,2167.0,4.8,2720.0,6.0,1577.0,3.5
18067,81257.0,81257.0,34550.0,42.5,16528.0,20.3,22510.0,27.7,3997.0,4.9,3672.0,4.5,1716.0,2.1
18069,34998.0,34998.0,14754.0,42.2,8178.0,23.4,9148.0,26.1,1177.0,3.4,1741.0,5.0,917.0,2.6
18071,43206.0,43206.0,16746.0,38.8,8829.0,20.4,12528.0,29.0,2513.0,5.8,2590.0,6.0,1086.0,2.5
18073,32564.0,32564.0,12539.0,38.5,6938.0,21.3,10077.0,30.9,1448.0,4.4,1562.0,4.8,793.0,2.4
18075,20722.0,20722.0,8149.0,39.3,4013.0,19.4,6147.0,29.7,885.0,4.3,1528.0,7.4,717.0,3.5
18077,29636.0,29636.0,12759.0,43.1,6209.0,21.0,7697.0,26.0,1522.0,5.1,1449.0,4.9,894.0,3.0
18079,27368.0,27368.0,10659.0,38.9,5353.0,19.6,7682.0,28.1,2247.0,8.2,1427.0,5.2,691.0,2.5
18081,149147.0,149147.0,55777.0,37.4,31874.0,21.4,46412.0,31.1,8311.0,5.6,6773.0,4.5,3024.0,2.0
18083,35143.0,35143.0,14955.0,42.6,7126.0,20.3,9311.0,26.5,1925.0,5.5,1826.0,5.2,876.0,2.5
18085,77222.0,77222.0,30676.0,39.7,16964.0,22.0,21485.0,27.8,3392.0,4.4,4705.0,6.1,2480.0,3.2
18087,38632.0,38632.0,12079.0,31.3,8037.0,20.8,15555.0,40.3,1674.0,4.3,1287.0,3.3,571.0,1.5
18089,481160.0,481160.0,185437.0,38.5,81706.0,17.0,158067.0,32.9,33399.0,6.9,22551.0,4.7,11580.0,2.4
18091,102284.0,102284.0,42904.0,41.9,20024.0,19.6,28118.0,27.5,5252.0,5.1,5986.0,5.9,3687.0,3.6
18093,44940.0,44940.0,18487.0,41.1,10099.0,22.5,11544.0,25.7,2762.0,6.1,2048.0,4.6,1192.0,2.7
18095,123366.0,123366.0,51422.0,41.7,24270.0,19.7,33645.0,27.3,6967.0,5.6,7062.0,5.7,3524.0,2.9
18097,927891.0,927891.0,369033.0,39.8,129704.0,14.0,284535.0,30.7,71684.0,7.7,72935.0,7.9,26664.0,2.9
18099,45814.0,45814.0,17245.0,37.6,9501.0,20.7,14587.0,31.8,2670.0,5.8,1811.0,4.0,914.0,2.0
18101,9914.0,9914.0,4198.0,42.3,2081.0,21.0,2755.0,27.8,387.0,3.9,493.0,5.0,356.0,3.6
18103,33703.0,33703.0,13707.0,40.7,7056.0,20.9,9408.0,27.9,1754.0,5.2,1778.0,5.3,920.0,2.7
18105,130384.0,130384.0,55537.0,42.6,21761.0,16.7,28448.0,21.8,4954.0,3.8,19684.0,15.1,4006.0,3.1
18107,37012.0,37012.0,15271.0,41.3,8027.0,21.7,10055.0,27.2,1416.0,3.8,2243.0,6.1,1280.0,3.5
18109,68774.0,68774.0,25926.0,37.7,14757.0,21.5,20735.0,30.1,3264.0,4.7,4092.0,5.9,1982.0,2.9
18111,13798.0,13798.0,5562.0,40.3,2928.0,21.2,3950.0,28.6,623.0,4.5,735.0,5.3,466.0,3.4
18113,46661.0,46661.0,18090.0,38.8,9907.0,21.2,14207.0,30.4,2127.0,4.6,2330.0,5.0,1400.0,3.0
18115,5834.0,5834.0,2513.0,43.1,1498.0,25.7,1328.0,22.8,261.0,4.5,234.0,4.0,144.0,2.5
18117,19255.0,19255.0,7881.0,40.9,3868.0,20.1,5498.0,28.6,1147.0,6.0,861.0,4.5,586.0,3.0
18119,20699.0,20699.0,8695.0,42.0,4505.0,21.8,5000.0,24.2,1076.0,5.2,1423.0,6.9,737.0,3.6
18121,15523.0,15523.0,6145.0,39.6,3611.0,23.3,4020.0,25.9,863.0,5.6,884.0,5.7,308.0,2.0
18123,17489.0,17489.0,7465.0,42.7,3836.0,21.9,4418.0,25.3,769.0,4.4,1001.0,5.7,516.0,3.0
18125,12167.0,12167.0,5129.0,42.2,2800.0,23.0,3314.0,27.2,445.0,3.7,479.0,3.9,323.0,2.7
18127,164073.0,164073.0,63969.0,39.0,34401.0,21.0,50605.0,30.8,7686.0,4.7,7412.0,4.5,3867.0,2.4
18129,25311.0,25311.0,10175.0,40.2,5966.0,23.6,7274.0,28.7,954.0,3.8,942.0,3.7,531.0,2.1
18131,12515.0,12515.0,5200.0,41.6,2744.0,21.9,3546.0,28.3,557.0,4.5,468.0,3.7,281.0,2.2
18133,32267.0,32267.0,13439.0,41.6,7014.0,21.7,8619.0,26.7,1371.0,4.2,1824.0,5.7,1185.0,3.7
18135,24695.0,24695.0,10477.0,42.4,5180.0,21.0,6794.0,27.5,1006.0,4.1,1238.0,5.0,742.0,3.0
18137,27922.0,27922.0,11165.0,40.0,6250.0,22.4,8138.0,29.1,1248.0,4.5,1121.0,4.0,718.0,2.6
18139,16497.0,16497.0,6725.0,40.8,3533.0,21.4,4562.0,27.7,846.0,5.1,831.0,5.0,515.0,3.1
18141,256997.0,256997.0,101241.0,39.4,47022.0,18.3,80538.0,31.3,13756.0,5.4,14440.0,5.6,5954.0,2.3
18143,23359.0,23359.0,9004.0,38.5,4947.0,21.2,6975.0,29.9,1299.0,5.6,1134.0,4.9,628.0,2.7
18145,43676.0,43676.0,17725.0,40.6,9284.0,21.3,12152.0,27.8,2033.0,4.7,2482.0,5.7,1465.0,3.4
18147,20236.0,20236.0,8109.0,40.1,4907.0,24.2,5749.0,28.4,766.0,3.8,705.0,3.5,420.0,2.1
18149,22881.0,22881.0,8735.0,38.2,4708.0,20.6,6819.0,29.8,1401.0,6.1,1218.0,5.3,673.0,2.9
18151,33138.0,33138.0,14156.0,42.7,7700.0,23.2,7941.0,24.0,1183.0,3.6,2158.0,6.5,1147.0,3.5
18153,18668.0,18668.0,7707.0,41.3,3928.0,21.0,5247.0,28.1,948.0,5.1,838.0,4.5,561.0,3.0
18155,10522.0,10522.0,4297.0,40.8,2280.0,21.7,2827.0,26.9,551.0,5.2,567.0,5.4,410.0,3.9
18157,173114.0,173114.0,69112.0,39.9,28980.0,16.7,45949.0,26.5,6998.0,4.0,22075.0,12.8,5362.0,3.1
18159,14989.0,14989.0,6295.0,42.0,3451.0,23.0,3759.0,25.1,792.0,5.3,692.0,4.6,297.0,2.0
18161,7088.0,7088.0,2846.0,40.2,1464.0,20.7,1755.0,24.8,444.0,6.3,579.0,8.2,207.0,2.9
18163,174701.0,174701.0,75197.0,43.0,31744.0,18.2,47618.0,27.3,8225.0,4.7,11917.0,6.8,6004.0,3.4
18165,15332.0,15332.0,6616.0,43.2,3180.0,20.7,4114.0,26.8,633.0,4.1,789.0,5.1,455.0,3.0
18167,98987.0,98987.0,41874.0,42.3,17470.0,17.6,26064.0,26.3,5566.0,5.6,8013.0,8.1,3399.0,3.4
18169,29729.0,29729.0,12875.0,43.3,6685.0,22.5,7677.0,25.8,1139.0,3.8,1353.0,4.6,835.0,2.8
18171,8161.0,8161.0,3384.0,41.5,1984.0,24.3,1990.0,24.4,338.0,4.1,465.0,5.7,245.0,3.0
18173,61134.0,61134.0,24267.0,39.7,14721.0,24.1,17515.0,28.7,1837.0,3.0,2794.0,4.6,1378.0,2.3
18175,27545.0,27545.0,10721.0,38.9,6074.0,22.1,8519.0,30.9,1234.0,4.5,997.0,3.6,482.0,1.7
18177,63915.0,63915.0,26611.0,41.6,12115.0,19.0,18237.0,28.5,3254.0,5.1,3698.0,5.8,1819.0,2.8
18179,27377.0,27377.0,10874.0,39.7,6313.0,23.1,8465.0,30.9,878.0,3.2,847.0,3.1,484.0,1.8
18181,23916.0,23916.0,9745.0,40.7,5229.0,21.9,6552.0,27.4,1199.0,5.0,1191.0,5.0,527.0,2.2
18183,33208.0,33208.0,13548.0,40.8,7880.0,23.7,9309.0,28.0,1044.0,3.1,1427.0,4.3,835.0,2.5
19001,6967.0,6967.0,3136.0,45.0,1661.0,23.8,1600.0,23.0,196.0,2.8,374.0,5.4,227.0,3.3
19003,3587.0,3587.0,1641.0,45.7,918.0,25.6,837.0,23.3,39.0,1.1,152.0,4.2,140.0,3.9
19005,13540.0,13540.0,5957.0,44.0,3288.0,24.3,3633.0,26.8,251.0,1.9,411.0,3.0,260.0,1.9
19007,12355.0,12355.0,5416.0,43.8,2586.0,20.9,3178.0,25.7,555.0,4.5,620.0,5.0,298.0,2.4
19009,5511.0,5511.0,2677.0,48.6,1355.0,24.6,1118.0,20.3,97.0,1.8,264.0,4.8,178.0,3.2
19011,25280.0,25280.0,10224.0,40.4,6187.0,24.5,7196.0,28.5,554.0,2.2,1119.0,4.4,648.0,2.6
19013,127787.0,127787.0,52976.0,41.5,23842.0,18.7,34579.0,27.1,4927.0,3.9,11463.0,9.0,3870.0,3.0
19015,25664.0,25664.0,10940.0,42.6,5812.0,22.6,6792.0,26.5,897.0,3.5,1223.0,4.8,747.0,2.9
19017,23264.0,23264.0,9585.0,41.2,5725.0,24.6,6411.0,27.6,303.0,1.3,1240.0,5.3,431.0,1.9
19019,20813.0,20813.0,8046.0,38.7,4455.0,21.4,6683.0,32.1,546.0,2.6,1083.0,5.2,543.0,2.6
19021,19242.0,19242.0,7550.0,39.2,4011.0,20.8,5753.0,29.9,946.0,4.9,982.0,5.1,517.0,2.7
19023,14477.0,14477.0,6251.0,43.2,3664.0,25.3,3748.0,25.9,297.0,2.1,517.0,3.6,287.0,2.0
19025,8965.0,8965.0,4191.0,46.7,2281.0,25.4,2104.0,23.5,72.0,0.8,317.0,3.5,244.0,2.7
19027,19943.0,19943.0,8674.0,43.5,4570.0,22.9,5672.0,28.4,225.0,1.1,802.0,4.0,494.0,2.5
19029,12888.0,12888.0,5964.0,46.3,2844.0,22.1,3284.0,25.5,296.0,2.3,500.0,3.9,328.0,2.5
19031,18129.0,18129.0,7546.0,41.6,4258.0,23.5,4890.0,27.0,506.0,2.8,929.0,5.1,549.0,3.0
19033,41747.0,41747.0,19213.0,46.0,8859.0,21.2,10225.0,24.5,1343.0,3.2,2107.0,5.0,1403.0,3.4
19035,10982.0,10982.0,5337.0,48.6,2466.0,22.5,2297.0,20.9,162.0,1.5,720.0,6.6,409.0,3.7
19037,11900.0,11900.0,5191.0,43.6,2806.0,23.6,3153.0,26.5,202.0,1.7,548.0,4.6,315.0,2.6
19039,9094.0,9094.0,3854.0,42.4,2134.0,23.5,2431.0,26.7,268.0,2.9,407.0,4.5,294.0,3.2
19041,15980.0,15980.0,7343.0,46.0,3624.0,22.7,3983.0,24.9,325.0,2.0,705.0,4.4,489.0,3.1
19043,17336.0,17336.0,7652.0,44.1,3958.0,22.8,4458.0,25.7,352.0,2.0,916.0,5.3,503.0,2.9
19045,46362.0,46362.0,19689.0,42.5,9448.0,20.4,12367.0,26.7,1637.0,3.5,3221.0,6.9,1477.0,3.2
19047,16505.0,16505.0,6435.0,39.0,3531.0,21.4,5076.0,30.8,625.0,3.8,838.0,5.1,374.0,2.3
19049,83412.0,83412.0,32886.0,39.4,19408.0,23.3,25987.0,31.2,2001.0,2.4,3130.0,3.8,2064.0,2.5
19051,8775.0,8775.0,3215.0,36.6,1994.0,22.7,3192.0,36.4,186.0,2.1,188.0,2.1,127.0,1.4
19053,7263.0,7263.0,3213.0,44.2,1598.0,22.0,1949.0,26.8,177.0,2.4,326.0,4.5,224.0,3.1
19055,17020.0,17020.0,6939.0,40.8,4128.0,24.3,4953.0,29.1,398.0,2.3,602.0,3.5,386.0,2.3
19057,38890.0,38890.0,16840.0,43.3,7490.0,19.3,10614.0,27.3,1430.0,3.7,2516.0,6.5,1258.0,3.2
19059,16818.0,16818.0,8069.0,48.0,4200.0,25.0,3563.0,21.2,180.0,1.1,806.0,4.8,551.0,3.3
19061,92574.0,92574.0,38330.0,41.4,20189.0,21.8,26233.0,28.3,2691.0,2.9,5131.0,5.5,2166.0,2.3
19063,8621.0,8621.0,4110.0,47.7,2050.0,23.8,1822.0,21.1,255.0,3.0,384.0,4.5,324.0,3.8
19065,19189.0,19189.0,8315.0,43.3,4242.0,22.1,4932.0,25.7,447.0,2.3,1253.0,6.5,623.0,3.2
19067,15540.0,15540.0,6759.0,43.5,3447.0,22.2,4466.0,28.7,399.0,2.6,469.0,3.0,319.0,2.1
19069,10077.0,10077.0,4200.0,41.7,2349.0,23.3,2774.0,27.5,229.0,2.3,525.0,5.2,312.0,3.1
19071,6831.0,6831.0,2990.0,43.8,1677.0,24.5,1654.0,24.2,133.0,1.9,377.0,5.5,207.0,3.0
19073,8862.0,8862.0,3889.0,43.9,1996.0,22.5,2326.0,26.2,206.0,2.3,445.0,5.0,318.0,3.6
19075,12179.0,12179.0,5137.0,42.2,3084.0,25.3,3297.0,27.1,173.0,1.4,488.0,4.0,320.0,2.6
19077,10515.0,10515.0,4397.0,41.8,2391.0,22.7,2825.0,26.9,408.0,3.9,494.0,4.7,301.0,2.9
19079,14906.0,14906.0,6315.0,42.4,3415.0,22.9,4153.0,27.9,483.0,3.2,540.0,3.6,298.0,2.0
19081,10682.0,10682.0,4766.0,44.6,2695.0,25.2,2571.0,24.1,211.0,2.0,439.0,4.1,351.0,3.3
