countyFIPS,Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over,Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over,Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only,Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only,Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English,Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English,"Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than very well""""","Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than very well""""",Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish,Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish,"Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than very well""""","Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than very well""""",Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages,Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages,"Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than very well""""","Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than very well""""",Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages,Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages,"Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than very well""""","Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than very well""""",Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages,Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages,"Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than very well""""","Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than very well"""""
1001,51937.0,51937.0,49940.0,96.2,1997.0,3.8,697.0,1.3,1118.0,2.2,390.0,0.8,256.0,0.5,15.0,0.0,613.0,1.2,292.0,0.6,10.0,0.0,0.0,0.0
1003,196498.0,196498.0,185902.0,94.6,10596.0,5.4,3306.0,1.7,7528.0,3.8,2380.0,1.2,2059.0,1.0,308.0,0.2,961.0,0.5,618.0,0.3,48.0,0.0,0.0,0.0
1005,24392.0,24392.0,22897.0,93.9,1495.0,6.1,582.0,2.4,1232.0,5.1,469.0,1.9,142.0,0.6,52.0,0.2,78.0,0.3,61.0,0.3,43.0,0.2,0.0,0.0
1007,21252.0,21252.0,20749.0,97.6,503.0,2.4,269.0,1.3,433.0,2.0,269.0,1.3,66.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
1009,54160.0,54160.0,49847.0,92.0,4313.0,8.0,1789.0,3.3,4019.0,7.4,1722.0,3.2,197.0,0.4,29.0,0.1,47.0,0.1,12.0,0.0,50.0,0.1,26.0,0.0
1011,9756.0,9756.0,9570.0,98.1,186.0,1.9,81.0,0.8,101.0,1.0,60.0,0.6,55.0,0.6,21.0,0.2,23.0,0.2,0.0,0.0,7.0,0.1,0.0,0.0
1013,18820.0,18820.0,18548.0,98.6,272.0,1.4,113.0,0.6,79.0,0.4,13.0,0.1,82.0,0.4,10.0,0.1,111.0,0.6,90.0,0.5,0.0,0.0,0.0,0.0
1015,108536.0,108536.0,103998.0,95.8,4538.0,4.2,1782.0,1.6,3337.0,3.1,1295.0,1.2,572.0,0.5,175.0,0.2,553.0,0.5,312.0,0.3,76.0,0.1,0.0,0.0
1017,31876.0,31876.0,31178.0,97.8,698.0,2.2,263.0,0.8,343.0,1.1,64.0,0.2,87.0,0.3,37.0,0.1,268.0,0.8,162.0,0.5,0.0,0.0,0.0,0.0
1019,24649.0,24649.0,24347.0,98.8,302.0,1.2,130.0,0.5,215.0,0.9,118.0,0.5,23.0,0.1,12.0,0.0,25.0,0.1,0.0,0.0,39.0,0.2,0.0,0.0
1021,41163.0,41163.0,38144.0,92.7,3019.0,7.3,1367.0,3.3,2745.0,6.7,1278.0,3.1,99.0,0.2,49.0,0.1,175.0,0.4,40.0,0.1,0.0,0.0,0.0,0.0
1023,12404.0,12404.0,12234.0,98.6,170.0,1.4,67.0,0.5,118.0,1.0,51.0,0.4,52.0,0.4,16.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1025,23023.0,23023.0,22817.0,99.1,206.0,0.9,147.0,0.6,147.0,0.6,99.0,0.4,17.0,0.1,11.0,0.0,42.0,0.2,37.0,0.2,0.0,0.0,0.0,0.0
1027,12708.0,12708.0,12393.0,97.5,315.0,2.5,59.0,0.5,281.0,2.2,51.0,0.4,34.0,0.3,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1029,14117.0,14117.0,13671.0,96.8,446.0,3.2,206.0,1.5,405.0,2.9,206.0,1.5,36.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
1031,48110.0,48110.0,45214.0,94.0,2896.0,6.0,1104.0,2.3,1895.0,3.9,788.0,1.6,556.0,1.2,75.0,0.2,422.0,0.9,241.0,0.5,23.0,0.0,0.0,0.0
1033,51397.0,51397.0,50069.0,97.4,1328.0,2.6,356.0,0.7,869.0,1.7,175.0,0.3,238.0,0.5,97.0,0.2,194.0,0.4,84.0,0.2,27.0,0.1,0.0,0.0
1035,11799.0,11799.0,11776.0,99.8,23.0,0.2,4.0,0.0,15.0,0.1,4.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1037,10513.0,10513.0,10447.0,99.4,66.0,0.6,48.0,0.5,65.0,0.6,48.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1039,35209.0,35209.0,34608.0,98.3,601.0,1.7,207.0,0.6,352.0,1.0,126.0,0.4,71.0,0.2,14.0,0.0,150.0,0.4,67.0,0.2,28.0,0.1,0.0,0.0
1041,13078.0,13078.0,12708.0,97.2,370.0,2.8,245.0,1.9,216.0,1.7,146.0,1.1,27.0,0.2,13.0,0.1,127.0,1.0,86.0,0.7,0.0,0.0,0.0,0.0
1043,77334.0,77334.0,74196.0,95.9,3138.0,4.1,1194.0,1.5,2646.0,3.4,1000.0,1.3,245.0,0.3,59.0,0.1,189.0,0.2,135.0,0.2,58.0,0.1,0.0,0.0
1045,46024.0,46024.0,43553.0,94.6,2471.0,5.4,808.0,1.8,1679.0,3.6,648.0,1.4,408.0,0.9,20.0,0.0,364.0,0.8,140.0,0.3,20.0,0.0,0.0,0.0
1047,37552.0,37552.0,36945.0,98.4,607.0,1.6,112.0,0.3,297.0,0.8,36.0,0.1,152.0,0.4,11.0,0.0,108.0,0.3,65.0,0.2,50.0,0.1,0.0,0.0
1049,66949.0,66949.0,58844.0,87.9,8105.0,12.1,3804.0,5.7,7888.0,11.8,3737.0,5.6,83.0,0.1,0.0,0.0,132.0,0.2,65.0,0.1,2.0,0.0,2.0,0.0
1051,76476.0,76476.0,74067.0,96.8,2409.0,3.2,921.0,1.2,1350.0,1.8,668.0,0.9,460.0,0.6,175.0,0.2,479.0,0.6,78.0,0.1,120.0,0.2,0.0,0.0
1053,35206.0,35206.0,34562.0,98.2,644.0,1.8,306.0,0.9,502.0,1.4,189.0,0.5,10.0,0.0,2.0,0.0,109.0,0.3,105.0,0.3,23.0,0.1,10.0,0.0
1055,97146.0,97146.0,93380.0,96.1,3766.0,3.9,1812.0,1.9,2405.0,2.5,1304.0,1.3,448.0,0.5,142.0,0.1,453.0,0.5,242.0,0.2,460.0,0.5,124.0,0.1
1057,15660.0,15660.0,15519.0,99.1,141.0,0.9,27.0,0.2,24.0,0.2,8.0,0.1,52.0,0.3,18.0,0.1,65.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0
1059,29377.0,29377.0,24605.0,83.8,4772.0,16.2,2569.0,8.7,4387.0,14.9,2353.0,8.0,42.0,0.1,8.0,0.0,98.0,0.3,95.0,0.3,245.0,0.8,113.0,0.4
1061,25046.0,25046.0,24085.0,96.2,961.0,3.8,259.0,1.0,741.0,3.0,162.0,0.6,76.0,0.3,9.0,0.0,123.0,0.5,88.0,0.4,21.0,0.1,0.0,0.0
1063,7936.0,7936.0,7928.0,99.9,8.0,0.1,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.1,0.0,0.0
1065,13916.0,13916.0,13766.0,98.9,150.0,1.1,43.0,0.3,88.0,0.6,27.0,0.2,38.0,0.3,0.0,0.0,16.0,0.1,16.0,0.1,8.0,0.1,0.0,0.0
1067,16191.0,16191.0,15867.0,98.0,324.0,2.0,105.0,0.6,284.0,1.8,105.0,0.6,23.0,0.1,0.0,0.0,5.0,0.0,0.0,0.0,12.0,0.1,0.0,0.0
1069,98012.0,98012.0,94402.0,96.3,3610.0,3.7,1215.0,1.2,2276.0,2.3,787.0,0.8,650.0,0.7,165.0,0.2,538.0,0.5,235.0,0.2,146.0,0.1,28.0,0.0
1071,49301.0,49301.0,48518.0,98.4,783.0,1.6,349.0,0.7,585.0,1.2,256.0,0.5,56.0,0.1,0.0,0.0,125.0,0.3,93.0,0.2,17.0,0.0,0.0,0.0
1073,617355.0,617355.0,581134.0,94.1,36221.0,5.9,15142.0,2.5,20954.0,3.4,10013.0,1.6,6415.0,1.0,1726.0,0.3,6016.0,1.0,2814.0,0.5,2836.0,0.5,589.0,0.1
1075,13234.0,13234.0,13144.0,99.3,90.0,0.7,35.0,0.3,83.0,0.6,35.0,0.3,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077,87849.0,87849.0,84966.0,96.7,2883.0,3.3,1091.0,1.2,1727.0,2.0,777.0,0.9,616.0,0.7,97.0,0.1,372.0,0.4,161.0,0.2,168.0,0.2,56.0,0.1
1079,31316.0,31316.0,30748.0,98.2,568.0,1.8,218.0,0.7,463.0,1.5,205.0,0.7,23.0,0.1,0.0,0.0,39.0,0.1,7.0,0.0,43.0,0.1,6.0,0.0
1081,149856.0,149856.0,138745.0,92.6,11111.0,7.4,4398.0,2.9,4115.0,2.7,949.0,0.6,1944.0,1.3,415.0,0.3,4442.0,3.0,2828.0,1.9,610.0,0.4,206.0,0.1
1083,87829.0,87829.0,82015.0,93.4,5814.0,6.6,1634.0,1.9,4214.0,4.8,1158.0,1.3,874.0,1.0,250.0,0.3,566.0,0.6,163.0,0.2,160.0,0.2,63.0,0.1
1085,9602.0,9602.0,9518.0,99.1,84.0,0.9,6.0,0.1,69.0,0.7,0.0,0.0,15.0,0.2,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1087,18118.0,18118.0,17556.0,96.9,562.0,3.1,43.0,0.2,388.0,2.1,38.0,0.2,137.0,0.8,5.0,0.0,13.0,0.1,0.0,0.0,24.0,0.1,0.0,0.0
1089,336658.0,336658.0,314427.0,93.4,22231.0,6.6,8239.0,2.4,10906.0,3.2,5161.0,1.5,5082.0,1.5,995.0,0.3,4941.0,1.5,2012.0,0.6,1302.0,0.4,71.0,0.0
1091,18569.0,18569.0,18443.0,99.3,126.0,0.7,63.0,0.3,64.0,0.3,30.0,0.2,37.0,0.2,31.0,0.2,22.0,0.1,2.0,0.0,3.0,0.0,0.0,0.0
1093,28426.0,28426.0,27566.0,97.0,860.0,3.0,299.0,1.1,615.0,2.2,180.0,0.6,95.0,0.3,35.0,0.1,82.0,0.3,16.0,0.1,68.0,0.2,68.0,0.2
1095,88609.0,88609.0,78201.0,88.3,10408.0,11.7,5637.0,6.4,9057.0,10.2,4937.0,5.6,1018.0,1.1,520.0,0.6,151.0,0.2,60.0,0.1,182.0,0.2,120.0,0.1
1097,387690.0,387690.0,368949.0,95.2,18741.0,4.8,6943.0,1.8,8120.0,2.1,2765.0,0.7,2646.0,0.7,661.0,0.2,5837.0,1.5,2836.0,0.7,2138.0,0.6,681.0,0.2
1099,20246.0,20246.0,20112.0,99.3,134.0,0.7,55.0,0.3,45.0,0.2,4.0,0.0,38.0,0.2,0.0,0.0,51.0,0.3,51.0,0.3,0.0,0.0,0.0,0.0
1101,211626.0,211626.0,199155.0,94.1,12471.0,5.9,6100.0,2.9,5498.0,2.6,2767.0,1.3,1969.0,0.9,758.0,0.4,4006.0,1.9,2224.0,1.1,998.0,0.5,351.0,0.2
1103,112063.0,112063.0,103755.0,92.6,8308.0,7.4,4075.0,3.6,7097.0,6.3,3658.0,3.3,738.0,0.7,179.0,0.2,224.0,0.2,105.0,0.1,249.0,0.2,133.0,0.1
1105,8972.0,8972.0,8848.0,98.6,124.0,1.4,44.0,0.5,86.0,1.0,31.0,0.3,25.0,0.3,0.0,0.0,13.0,0.1,13.0,0.1,0.0,0.0,0.0,0.0
1107,19264.0,19264.0,18431.0,95.7,833.0,4.3,536.0,2.8,782.0,4.1,529.0,2.7,43.0,0.2,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
1109,31542.0,31542.0,30037.0,95.2,1505.0,4.8,1006.0,3.2,297.0,0.9,85.0,0.3,327.0,1.0,241.0,0.8,792.0,2.5,680.0,2.2,89.0,0.3,0.0,0.0
1111,21284.0,21284.0,20904.0,98.2,380.0,1.8,115.0,0.5,216.0,1.0,56.0,0.3,164.0,0.8,59.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1113,53955.0,53955.0,51136.0,94.8,2819.0,5.2,1141.0,2.1,1757.0,3.3,927.0,1.7,556.0,1.0,56.0,0.1,400.0,0.7,158.0,0.3,106.0,0.2,0.0,0.0
1115,82065.0,82065.0,79894.0,97.4,2171.0,2.6,764.0,0.9,1284.0,1.6,491.0,0.6,411.0,0.5,72.0,0.1,375.0,0.5,201.0,0.2,101.0,0.1,0.0,0.0
1117,198761.0,198761.0,182823.0,92.0,15938.0,8.0,5799.0,2.9,10343.0,5.2,4006.0,2.0,2702.0,1.4,556.0,0.3,2210.0,1.1,1125.0,0.6,683.0,0.3,112.0,0.1
1119,12283.0,12283.0,11876.0,96.7,407.0,3.3,241.0,2.0,33.0,0.3,9.0,0.1,39.0,0.3,0.0,0.0,254.0,2.1,165.0,1.3,81.0,0.7,67.0,0.5
1121,76264.0,76264.0,74099.0,97.2,2165.0,2.8,825.0,1.1,1348.0,1.8,600.0,0.8,466.0,0.6,94.0,0.1,173.0,0.2,53.0,0.1,178.0,0.2,78.0,0.1
1123,38425.0,38425.0,37772.0,98.3,653.0,1.7,259.0,0.7,546.0,1.4,235.0,0.6,65.0,0.2,16.0,0.0,33.0,0.1,8.0,0.0,9.0,0.0,0.0,0.0
1125,193865.0,193865.0,183000.0,94.4,10865.0,5.6,4322.0,2.2,6060.0,3.1,2525.0,1.3,2070.0,1.1,457.0,0.2,2200.0,1.1,1131.0,0.6,535.0,0.3,209.0,0.1
1127,60507.0,60507.0,59152.0,97.8,1355.0,2.2,639.0,1.1,960.0,1.6,442.0,0.7,66.0,0.1,0.0,0.0,297.0,0.5,176.0,0.3,32.0,0.1,21.0,0.0
1129,16027.0,16027.0,15885.0,99.1,142.0,0.9,111.0,0.7,98.0,0.6,96.0,0.6,38.0,0.2,9.0,0.1,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
1131,10143.0,10143.0,9854.0,97.2,289.0,2.8,68.0,0.7,86.0,0.8,12.0,0.1,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,187.0,1.8,56.0,0.6
1133,22629.0,22629.0,22134.0,97.8,495.0,2.2,229.0,1.0,441.0,1.9,223.0,1.0,37.0,0.2,0.0,0.0,6.0,0.0,6.0,0.0,11.0,0.0,0.0,0.0
2013,3317.0,3317.0,2029.0,61.2,1288.0,38.8,869.0,26.2,289.0,8.7,246.0,7.4,52.0,1.6,42.0,1.3,800.0,24.1,509.0,15.3,147.0,4.4,72.0,2.2
2016,5510.0,5510.0,2415.0,43.8,3095.0,56.2,1209.0,21.9,506.0,9.2,176.0,3.2,105.0,1.9,8.0,0.1,2236.0,40.6,973.0,17.7,248.0,4.5,52.0,0.9
2020,274346.0,274346.0,225749.0,82.3,48597.0,17.7,16574.0,6.0,13039.0,4.8,3837.0,1.4,6201.0,2.3,1342.0,0.5,23904.0,8.7,10375.0,3.8,5453.0,2.0,1020.0,0.4
2050,16177.0,16177.0,6098.0,37.7,10079.0,62.3,2370.0,14.7,115.0,0.7,26.0,0.2,113.0,0.7,77.0,0.5,224.0,1.4,119.0,0.7,9627.0,59.5,2148.0,13.3
2060,838.0,838.0,796.0,95.0,42.0,5.0,5.0,0.6,15.0,1.8,2.0,0.2,2.0,0.2,0.0,0.0,7.0,0.8,3.0,0.4,18.0,2.1,0.0,0.0
2068,2166.0,2166.0,1823.0,84.2,343.0,15.8,109.0,5.0,47.0,2.2,0.0,0.0,126.0,5.8,59.0,2.7,149.0,6.9,48.0,2.2,21.0,1.0,2.0,0.1
2070,4497.0,4497.0,2764.0,61.5,1733.0,38.5,290.0,6.4,81.0,1.8,9.0,0.2,29.0,0.6,4.0,0.1,76.0,1.7,64.0,1.4,1547.0,34.4,213.0,4.7
2090,91756.0,91756.0,82504.0,89.9,9252.0,10.1,2294.0,2.5,3077.0,3.4,933.0,1.0,2114.0,2.3,208.0,0.2,2444.0,2.7,949.0,1.0,1617.0,1.8,204.0,0.2
2100,2359.0,2359.0,2096.0,88.9,263.0,11.1,29.0,1.2,94.0,4.0,11.0,0.5,99.0,4.2,0.0,0.0,36.0,1.5,16.0,0.7,34.0,1.4,2.0,0.1
2105,2030.0,2030.0,1803.0,88.8,227.0,11.2,60.0,3.0,41.0,2.0,24.0,1.2,41.0,2.0,0.0,0.0,45.0,2.2,32.0,1.6,100.0,4.9,4.0,0.2
2110,30429.0,30429.0,26520.0,87.2,3909.0,12.8,1336.0,4.4,1101.0,3.6,219.0,0.7,656.0,2.2,105.0,0.3,1720.0,5.7,905.0,3.0,432.0,1.4,107.0,0.4
2122,54568.0,54568.0,50249.0,92.1,4319.0,7.9,938.0,1.7,1689.0,3.1,246.0,0.5,1460.0,2.7,284.0,0.5,612.0,1.1,322.0,0.6,558.0,1.0,86.0,0.2
2130,12964.0,12964.0,11606.0,89.5,1358.0,10.5,595.0,4.6,256.0,2.0,51.0,0.4,87.0,0.7,25.0,0.2,828.0,6.4,480.0,3.7,187.0,1.4,39.0,0.3
2150,12572.0,12572.0,9320.0,74.1,3252.0,25.9,1866.0,14.8,570.0,4.5,88.0,0.7,97.0,0.8,46.0,0.4,2462.0,19.6,1713.0,13.6,123.0,1.0,19.0,0.2
2158,7112.0,7112.0,4175.0,58.7,2937.0,41.3,426.0,6.0,68.0,1.0,37.0,0.5,4.0,0.1,0.0,0.0,39.0,0.5,13.0,0.2,2826.0,39.7,376.0,5.3
2164,1278.0,1278.0,1126.0,88.1,152.0,11.9,28.0,2.2,13.0,1.0,0.0,0.0,7.0,0.5,1.0,0.1,18.0,1.4,12.0,0.9,114.0,8.9,15.0,1.2
2170,95938.0,95938.0,89326.0,93.1,6612.0,6.9,1816.0,1.9,1682.0,1.8,269.0,0.3,2829.0,2.9,696.0,0.7,1236.0,1.3,572.0,0.6,865.0,0.9,279.0,0.3
2180,8968.0,8968.0,6156.0,68.6,2812.0,31.4,427.0,4.8,96.0,1.1,12.0,0.1,106.0,1.2,2.0,0.0,189.0,2.1,139.0,1.5,2421.0,27.0,274.0,3.1
2185,8984.0,8984.0,6044.0,67.3,2940.0,32.7,631.0,7.0,222.0,2.5,4.0,0.0,158.0,1.8,32.0,0.4,537.0,6.0,220.0,2.4,2023.0,22.5,375.0,4.2
2188,6924.0,6924.0,4322.0,62.4,2602.0,37.6,297.0,4.3,79.0,1.1,36.0,0.5,81.0,1.2,4.0,0.1,84.0,1.2,30.0,0.4,2358.0,34.1,227.0,3.3
2195,3049.0,3049.0,2430.0,79.7,619.0,20.3,179.0,5.9,277.0,9.1,55.0,1.8,31.0,1.0,1.0,0.0,272.0,8.9,109.0,3.6,39.0,1.3,14.0,0.5
2198,6080.0,6080.0,5748.0,94.5,332.0,5.5,16.0,0.3,73.0,1.2,0.0,0.0,19.0,0.3,0.0,0.0,77.0,1.3,13.0,0.2,163.0,2.7,3.0,0.0
2220,8326.0,8326.0,7349.0,88.3,977.0,11.7,282.0,3.4,275.0,3.3,56.0,0.7,123.0,1.5,3.0,0.0,459.0,5.5,205.0,2.5,120.0,1.4,18.0,0.2
2230,995.0,995.0,900.0,90.5,95.0,9.5,14.0,1.4,47.0,4.7,10.0,1.0,32.0,3.2,2.0,0.2,8.0,0.8,2.0,0.2,8.0,0.8,0.0,0.0
2240,6367.0,6367.0,5056.0,79.4,1311.0,20.6,493.0,7.7,206.0,3.2,36.0,0.6,884.0,13.9,398.0,6.3,46.0,0.7,24.0,0.4,175.0,2.7,35.0,0.5
2261,8719.0,8719.0,7891.0,90.5,828.0,9.5,211.0,2.4,314.0,3.6,31.0,0.4,68.0,0.8,5.0,0.1,323.0,3.7,164.0,1.9,123.0,1.4,11.0,0.1
2275,2368.0,2368.0,2225.0,94.0,143.0,6.0,33.0,1.4,55.0,2.3,7.0,0.3,13.0,0.5,10.0,0.4,56.0,2.4,16.0,0.7,19.0,0.8,0.0,0.0
2282,627.0,627.0,536.0,85.5,91.0,14.5,39.0,6.2,16.0,2.6,11.0,1.8,0.0,0.0,0.0,0.0,50.0,8.0,28.0,4.5,25.0,4.0,0.0,0.0
2290,5012.0,5012.0,4317.0,86.1,695.0,13.9,83.0,1.7,35.0,0.7,0.0,0.0,45.0,0.9,0.0,0.0,34.0,0.7,6.0,0.1,581.0,11.6,77.0,1.5
4001,66614.0,66614.0,30542.0,45.8,36072.0,54.2,10114.0,15.2,2326.0,3.5,628.0,0.9,131.0,0.2,27.0,0.0,222.0,0.3,96.0,0.1,33393.0,50.1,9363.0,14.1
4003,118634.0,118634.0,84219.0,71.0,34415.0,29.0,10788.0,9.1,30034.0,25.3,9679.0,8.2,1781.0,1.5,252.0,0.2,1905.0,1.6,728.0,0.6,695.0,0.6,129.0,0.1
4005,132357.0,132357.0,99786.0,75.4,32571.0,24.6,7333.0,5.5,9132.0,6.9,2457.0,1.9,1851.0,1.4,300.0,0.2,1889.0,1.4,678.0,0.5,19699.0,14.9,3898.0,2.9
4007,50361.0,50361.0,41709.0,82.8,8652.0,17.2,2195.0,4.4,4528.0,9.0,1182.0,2.3,555.0,1.1,92.0,0.2,353.0,0.7,185.0,0.4,3216.0,6.4,736.0,1.5
4009,35060.0,35060.0,27369.0,78.1,7691.0,21.9,1979.0,5.6,5833.0,16.6,1459.0,4.2,162.0,0.5,78.0,0.2,144.0,0.4,49.0,0.1,1552.0,4.4,393.0,1.1
4011,8807.0,8807.0,6891.0,78.2,1916.0,21.8,475.0,5.4,1694.0,19.2,428.0,4.9,57.0,0.6,31.0,0.4,29.0,0.3,6.0,0.1,136.0,1.5,10.0,0.1
4012,19740.0,19740.0,16046.0,81.3,3694.0,18.7,1252.0,6.3,3372.0,17.1,1212.0,6.1,63.0,0.3,18.0,0.1,98.0,0.5,5.0,0.0,161.0,0.8,17.0,0.1
4013,3974752.0,3974752.0,2903293.0,73.0,1071459.0,27.0,360346.0,9.1,813953.0,20.5,277470.0,7.0,95868.0,2.4,23071.0,0.6,104173.0,2.6,41472.0,1.0,57465.0,1.4,18333.0,0.5
4015,196927.0,196927.0,175007.0,88.9,21920.0,11.1,7435.0,3.8,17609.0,8.9,6097.0,3.1,1744.0,0.9,260.0,0.1,1417.0,0.7,784.0,0.4,1150.0,0.6,294.0,0.1
4017,100816.0,100816.0,63427.0,62.9,37389.0,37.1,8520.0,8.5,5655.0,5.6,1373.0,1.4,853.0,0.8,168.0,0.2,700.0,0.7,262.0,0.3,30181.0,29.9,6717.0,6.7
4019,960682.0,960682.0,687219.0,71.5,273463.0,28.5,80620.0,8.4,225870.0,23.5,65721.0,6.8,17345.0,1.8,3742.0,0.4,17453.0,1.8,7618.0,0.8,12795.0,1.3,3539.0,0.4
4021,394876.0,394876.0,314485.0,79.6,80391.0,20.4,25615.0,6.5,66840.0,16.9,21915.0,5.5,3950.0,1.0,692.0,0.2,5044.0,1.3,2142.0,0.5,4557.0,1.2,866.0,0.2
4023,43242.0,43242.0,8771.0,20.3,34471.0,79.7,11643.0,26.9,34041.0,78.7,11507.0,26.6,296.0,0.7,93.0,0.2,111.0,0.3,43.0,0.1,23.0,0.1,0.0,0.0
4025,215098.0,215098.0,192169.0,89.3,22929.0,10.7,7411.0,3.4,17472.0,8.1,5763.0,2.7,3455.0,1.6,914.0,0.4,1279.0,0.6,559.0,0.3,723.0,0.3,175.0,0.1
4027,192617.0,192617.0,89108.0,46.3,103509.0,53.7,41277.0,21.4,100030.0,51.9,40376.0,21.0,1195.0,0.6,183.0,0.1,1399.0,0.7,475.0,0.2,885.0,0.5,243.0,0.1
5001,16917.0,16917.0,16574.0,98.0,343.0,2.0,158.0,0.9,304.0,1.8,137.0,0.8,25.0,0.1,7.0,0.0,0.0,0.0,0.0,0.0,14.0,0.1,14.0,0.1
5003,19290.0,19290.0,18193.0,94.3,1097.0,5.7,393.0,2.0,1026.0,5.3,388.0,2.0,66.0,0.3,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
5005,39498.0,39498.0,38811.0,98.3,687.0,1.7,193.0,0.5,334.0,0.8,58.0,0.1,231.0,0.6,48.0,0.1,111.0,0.3,87.0,0.2,11.0,0.0,0.0,0.0
5007,240601.0,240601.0,208607.0,86.7,31994.0,13.3,14751.0,6.1,23929.0,9.9,11677.0,4.9,1730.0,0.7,270.0,0.1,5954.0,2.5,2738.0,1.1,381.0,0.2,66.0,0.0
5009,35000.0,35000.0,34475.0,98.5,525.0,1.5,139.0,0.4,189.0,0.5,26.0,0.1,231.0,0.7,44.0,0.1,69.0,0.2,69.0,0.2,36.0,0.1,0.0,0.0
5011,10266.0,10266.0,8814.0,85.9,1452.0,14.1,488.0,4.8,1323.0,12.9,488.0,4.8,129.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5013,4897.0,4897.0,4751.0,97.0,146.0,3.0,12.0,0.2,128.0,2.6,12.0,0.2,18.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5015,26330.0,26330.0,22858.0,86.8,3472.0,13.2,1814.0,6.9,2954.0,11.2,1490.0,5.7,150.0,0.6,44.0,0.2,368.0,1.4,280.0,1.1,0.0,0.0,0.0,0.0
5017,10175.0,10175.0,9568.0,94.0,607.0,6.0,172.0,1.7,540.0,5.3,164.0,1.6,27.0,0.3,8.0,0.1,32.0,0.3,0.0,0.0,8.0,0.1,0.0,0.0
5019,21199.0,21199.0,20154.0,95.1,1045.0,4.9,346.0,1.6,824.0,3.9,296.0,1.4,131.0,0.6,16.0,0.1,84.0,0.4,34.0,0.2,6.0,0.0,0.0,0.0
5021,14220.0,14220.0,14035.0,98.7,185.0,1.3,71.0,0.5,165.0,1.2,66.0,0.5,20.0,0.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
