countyFIPS,Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over,Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over,Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only,Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only,Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English,Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English,"Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than very well""""","Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than very well""""",Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish,Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish,"Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than very well""""","Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than very well""""",Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages,Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages,"Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than very well""""","Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than very well""""",Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages,Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages,"Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than very well""""","Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than very well""""",Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages,Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages,"Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than very well""""","Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than very well"""""
18035,109756.0,109756.0,105787.0,96.4,3969.0,3.6,872.0,0.8,1699.0,1.5,432.0,0.4,756.0,0.7,78.0,0.1,1411.0,1.3,354.0,0.3,103.0,0.1,8.0,0.0
18037,39610.0,39610.0,37568.0,94.8,2042.0,5.2,968.0,2.4,1656.0,4.2,829.0,2.1,359.0,0.9,115.0,0.3,3.0,0.0,0.0,0.0,24.0,0.1,24.0,0.1
18039,188202.0,188202.0,152745.0,81.2,35457.0,18.8,13996.0,7.4,23442.0,12.5,10722.0,5.7,10126.0,5.4,2362.0,1.3,1451.0,0.8,741.0,0.4,438.0,0.2,171.0,0.1
18041,22101.0,22101.0,21748.0,98.4,353.0,1.6,85.0,0.4,220.0,1.0,79.0,0.4,83.0,0.4,6.0,0.0,25.0,0.1,0.0,0.0,25.0,0.1,0.0,0.0
18043,72277.0,72277.0,70055.0,96.9,2222.0,3.1,662.0,0.9,1144.0,1.6,335.0,0.5,424.0,0.6,73.0,0.1,592.0,0.8,254.0,0.4,62.0,0.1,0.0,0.0
18045,15568.0,15568.0,14996.0,96.3,572.0,3.7,232.0,1.5,248.0,1.6,99.0,0.6,242.0,1.6,89.0,0.6,63.0,0.4,44.0,0.3,19.0,0.1,0.0,0.0
18047,21538.0,21538.0,21262.0,98.7,276.0,1.3,124.0,0.6,59.0,0.3,46.0,0.2,134.0,0.6,42.0,0.2,58.0,0.3,36.0,0.2,25.0,0.1,0.0,0.0
18049,19039.0,19039.0,17729.0,93.1,1310.0,6.9,469.0,2.5,863.0,4.5,402.0,2.1,439.0,2.3,67.0,0.4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18051,31545.0,31545.0,30893.0,97.9,652.0,2.1,171.0,0.5,295.0,0.9,64.0,0.2,240.0,0.8,51.0,0.2,81.0,0.3,56.0,0.2,36.0,0.1,0.0,0.0
18053,63313.0,63313.0,61458.0,97.1,1855.0,2.9,312.0,0.5,971.0,1.5,188.0,0.3,255.0,0.4,43.0,0.1,530.0,0.8,71.0,0.1,99.0,0.2,10.0,0.0
18055,30582.0,30582.0,30103.0,98.4,479.0,1.6,263.0,0.9,246.0,0.8,171.0,0.6,173.0,0.6,74.0,0.2,60.0,0.2,18.0,0.1,0.0,0.0,0.0,0.0
18057,294648.0,294648.0,266374.0,90.4,28274.0,9.6,8570.0,2.9,7760.0,2.6,2050.0,0.7,7832.0,2.7,2300.0,0.8,10611.0,3.6,3627.0,1.2,2071.0,0.7,593.0,0.2
18059,69666.0,69666.0,67509.0,96.9,2157.0,3.1,531.0,0.8,964.0,1.4,194.0,0.3,658.0,0.9,146.0,0.2,441.0,0.6,163.0,0.2,94.0,0.1,28.0,0.0
18061,37443.0,37443.0,36609.0,97.8,834.0,2.2,160.0,0.4,458.0,1.2,122.0,0.3,199.0,0.5,14.0,0.0,128.0,0.3,24.0,0.1,49.0,0.1,0.0,0.0
18063,151260.0,151260.0,141900.0,93.8,9360.0,6.2,3344.0,2.2,3891.0,2.6,1548.0,1.0,3217.0,2.1,1133.0,0.7,1453.0,1.0,499.0,0.3,799.0,0.5,164.0,0.1
18065,46093.0,46093.0,45278.0,98.2,815.0,1.8,141.0,0.3,414.0,0.9,47.0,0.1,233.0,0.5,20.0,0.0,115.0,0.2,57.0,0.1,53.0,0.1,17.0,0.0
18067,77373.0,77373.0,74717.0,96.6,2656.0,3.4,1200.0,1.6,1599.0,2.1,681.0,0.9,368.0,0.5,74.0,0.1,562.0,0.7,445.0,0.6,127.0,0.2,0.0,0.0
18069,34317.0,34317.0,33060.0,96.3,1257.0,3.7,299.0,0.9,691.0,2.0,152.0,0.4,326.0,0.9,35.0,0.1,190.0,0.6,112.0,0.3,50.0,0.1,0.0,0.0
18071,41012.0,41012.0,38264.0,93.3,2748.0,6.7,1210.0,3.0,1879.0,4.6,604.0,1.5,145.0,0.4,0.0,0.0,678.0,1.7,588.0,1.4,46.0,0.1,18.0,0.0
18073,31506.0,31506.0,29987.0,95.2,1519.0,4.8,524.0,1.7,974.0,3.1,429.0,1.4,416.0,1.3,37.0,0.1,129.0,0.4,58.0,0.2,0.0,0.0,0.0,0.0
18075,19496.0,19496.0,18668.0,95.8,828.0,4.2,188.0,1.0,230.0,1.2,32.0,0.2,553.0,2.8,129.0,0.7,27.0,0.1,27.0,0.1,18.0,0.1,0.0,0.0
18077,30326.0,30326.0,29819.0,98.3,507.0,1.7,219.0,0.7,170.0,0.6,52.0,0.2,166.0,0.5,82.0,0.3,150.0,0.5,85.0,0.3,21.0,0.1,0.0,0.0
18079,26011.0,26011.0,25404.0,97.7,607.0,2.3,223.0,0.9,506.0,1.9,180.0,0.7,58.0,0.2,0.0,0.0,43.0,0.2,43.0,0.2,0.0,0.0,0.0,0.0
18081,141716.0,141716.0,133051.0,93.9,8665.0,6.1,2160.0,1.5,3571.0,2.5,644.0,0.5,2770.0,2.0,678.0,0.5,1927.0,1.4,803.0,0.6,397.0,0.3,35.0,0.0
18083,35217.0,35217.0,34534.0,98.1,683.0,1.9,272.0,0.8,248.0,0.7,57.0,0.2,186.0,0.5,82.0,0.2,223.0,0.6,124.0,0.4,26.0,0.1,9.0,0.0
18085,73728.0,73728.0,66112.0,89.7,7616.0,10.3,2735.0,3.7,4273.0,5.8,1816.0,2.5,2749.0,3.7,806.0,1.1,487.0,0.7,113.0,0.2,107.0,0.1,0.0,0.0
18087,35368.0,35368.0,20637.0,58.3,14731.0,41.7,5478.0,15.5,1144.0,3.2,492.0,1.4,13375.0,37.8,4890.0,13.8,51.0,0.1,4.0,0.0,161.0,0.5,92.0,0.3
18089,457149.0,457149.0,390543.0,85.4,66606.0,14.6,22222.0,4.9,47791.0,10.5,16300.0,3.6,12286.0,2.7,3551.0,0.8,3868.0,0.8,1797.0,0.4,2661.0,0.6,574.0,0.1
18091,103945.0,103945.0,97560.0,93.9,6385.0,6.1,2212.0,2.1,4189.0,4.0,1431.0,1.4,1517.0,1.5,494.0,0.5,371.0,0.4,147.0,0.1,308.0,0.3,140.0,0.1
18093,43126.0,43126.0,42375.0,98.3,751.0,1.7,309.0,0.7,377.0,0.9,148.0,0.3,240.0,0.6,109.0,0.3,134.0,0.3,52.0,0.1,0.0,0.0,0.0,0.0
18095,122029.0,122029.0,117607.0,96.4,4422.0,3.6,1444.0,1.2,3257.0,2.7,1239.0,1.0,601.0,0.5,104.0,0.1,480.0,0.4,101.0,0.1,84.0,0.1,0.0,0.0
18097,875155.0,875155.0,757330.0,86.5,117825.0,13.5,54401.0,6.2,73629.0,8.4,34906.0,4.0,13659.0,1.6,4209.0,0.5,18233.0,2.1,10909.0,1.2,12304.0,1.4,4377.0,0.5
18099,43717.0,43717.0,38666.0,88.4,5051.0,11.6,2075.0,4.7,3051.0,7.0,1561.0,3.6,1721.0,3.9,437.0,1.0,179.0,0.4,51.0,0.1,100.0,0.2,26.0,0.1
18101,9575.0,9575.0,9385.0,98.0,190.0,2.0,54.0,0.6,138.0,1.4,32.0,0.3,40.0,0.4,15.0,0.2,12.0,0.1,7.0,0.1,0.0,0.0,0.0,0.0
18103,34038.0,34038.0,32781.0,96.3,1257.0,3.7,322.0,0.9,609.0,1.8,169.0,0.5,522.0,1.5,138.0,0.4,64.0,0.2,7.0,0.0,62.0,0.2,8.0,0.0
18105,139001.0,139001.0,124703.0,89.7,14298.0,10.3,5679.0,4.1,2779.0,2.0,666.0,0.5,3445.0,2.5,775.0,0.6,7021.0,5.1,3910.0,2.8,1053.0,0.8,328.0,0.2
18107,35989.0,35989.0,34327.0,95.4,1662.0,4.6,787.0,2.2,1343.0,3.7,723.0,2.0,180.0,0.5,20.0,0.1,139.0,0.4,44.0,0.1,0.0,0.0,0.0,0.0
18109,65725.0,65725.0,64679.0,98.4,1046.0,1.6,280.0,0.4,570.0,0.9,150.0,0.2,249.0,0.4,24.0,0.0,166.0,0.3,54.0,0.1,61.0,0.1,52.0,0.1
18111,13285.0,13285.0,12746.0,95.9,539.0,4.1,279.0,2.1,515.0,3.9,265.0,2.0,24.0,0.2,14.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18113,44379.0,44379.0,39089.0,88.1,5290.0,11.9,2081.0,4.7,3895.0,8.8,1598.0,3.6,959.0,2.2,250.0,0.6,216.0,0.5,145.0,0.3,220.0,0.5,88.0,0.2
18115,5611.0,5611.0,5527.0,98.5,84.0,1.5,9.0,0.2,75.0,1.3,9.0,0.2,0.0,0.0,0.0,0.0,4.0,0.1,0.0,0.0,5.0,0.1,0.0,0.0
18117,18376.0,18376.0,17975.0,97.8,401.0,2.2,182.0,1.0,85.0,0.5,57.0,0.3,277.0,1.5,105.0,0.6,23.0,0.1,20.0,0.1,16.0,0.1,0.0,0.0
18119,19758.0,19758.0,19339.0,97.9,419.0,2.1,173.0,0.9,135.0,0.7,35.0,0.2,175.0,0.9,77.0,0.4,87.0,0.4,39.0,0.2,22.0,0.1,22.0,0.1
18121,15936.0,15936.0,14966.0,93.9,970.0,6.1,672.0,4.2,246.0,1.5,139.0,0.9,724.0,4.5,533.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18123,18070.0,18070.0,17958.0,99.4,112.0,0.6,67.0,0.4,44.0,0.2,15.0,0.1,28.0,0.2,12.0,0.1,40.0,0.2,40.0,0.2,0.0,0.0,0.0,0.0
18125,11719.0,11719.0,11575.0,98.8,144.0,1.2,50.0,0.4,43.0,0.4,11.0,0.1,66.0,0.6,16.0,0.1,32.0,0.3,23.0,0.2,3.0,0.0,0.0,0.0
18127,158786.0,158786.0,149105.0,93.9,9681.0,6.1,2414.0,1.5,5597.0,3.5,1181.0,0.7,2379.0,1.5,644.0,0.4,1356.0,0.9,441.0,0.3,349.0,0.2,148.0,0.1
18129,24170.0,24170.0,23880.0,98.8,290.0,1.2,162.0,0.7,206.0,0.9,103.0,0.4,25.0,0.1,9.0,0.0,54.0,0.2,50.0,0.2,5.0,0.0,0.0,0.0
18131,11997.0,11997.0,11671.0,97.3,326.0,2.7,66.0,0.6,146.0,1.2,34.0,0.3,67.0,0.6,0.0,0.0,113.0,0.9,32.0,0.3,0.0,0.0,0.0,0.0
18133,35764.0,35764.0,34816.0,97.3,948.0,2.7,422.0,1.2,394.0,1.1,126.0,0.4,165.0,0.5,54.0,0.2,367.0,1.0,242.0,0.7,22.0,0.1,0.0,0.0
18135,23556.0,23556.0,22884.0,97.1,672.0,2.9,355.0,1.5,487.0,2.1,275.0,1.2,149.0,0.6,80.0,0.3,36.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
18137,26814.0,26814.0,26165.0,97.6,649.0,2.4,308.0,1.1,364.0,1.4,170.0,0.6,223.0,0.8,105.0,0.4,44.0,0.2,18.0,0.1,18.0,0.1,15.0,0.1
18139,15779.0,15779.0,15370.0,97.4,409.0,2.6,188.0,1.2,98.0,0.6,67.0,0.4,311.0,2.0,121.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18141,251797.0,251797.0,227520.0,90.4,24277.0,9.6,8180.0,3.2,13966.0,5.5,4908.0,1.9,4577.0,1.8,1206.0,0.5,3733.0,1.5,1490.0,0.6,2001.0,0.8,576.0,0.2
18143,22323.0,22323.0,21579.0,96.7,744.0,3.3,81.0,0.4,449.0,2.0,60.0,0.3,189.0,0.8,0.0,0.0,106.0,0.5,21.0,0.1,0.0,0.0,0.0,0.0
18145,41892.0,41892.0,40179.0,95.9,1713.0,4.1,580.0,1.4,1290.0,3.1,375.0,0.9,179.0,0.4,96.0,0.2,244.0,0.6,109.0,0.3,0.0,0.0,0.0,0.0
18147,19400.0,19400.0,18819.0,97.0,581.0,3.0,134.0,0.7,401.0,2.1,94.0,0.5,99.0,0.5,5.0,0.0,42.0,0.2,28.0,0.1,39.0,0.2,7.0,0.0
18149,21663.0,21663.0,20904.0,96.5,759.0,3.5,337.0,1.6,397.0,1.8,184.0,0.8,235.0,1.1,128.0,0.6,110.0,0.5,25.0,0.1,17.0,0.1,0.0,0.0
18151,32550.0,32550.0,30964.0,95.1,1586.0,4.9,565.0,1.7,946.0,2.9,402.0,1.2,423.0,1.3,56.0,0.2,97.0,0.3,53.0,0.2,120.0,0.4,54.0,0.2
18153,19742.0,19742.0,19532.0,98.9,210.0,1.1,71.0,0.4,126.0,0.6,71.0,0.4,55.0,0.3,0.0,0.0,22.0,0.1,0.0,0.0,7.0,0.0,0.0,0.0
18155,9965.0,9965.0,9507.0,95.4,458.0,4.6,138.0,1.4,87.0,0.9,18.0,0.2,260.0,2.6,102.0,1.0,55.0,0.6,18.0,0.2,56.0,0.6,0.0,0.0
18157,177957.0,177957.0,150127.0,84.4,27830.0,15.6,10489.0,5.9,10961.0,6.2,4250.0,2.4,5544.0,3.1,1059.0,0.6,10438.0,5.9,4987.0,2.8,887.0,0.5,193.0,0.1
18159,14472.0,14472.0,14104.0,97.5,368.0,2.5,191.0,1.3,271.0,1.9,153.0,1.1,97.0,0.7,38.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18161,6729.0,6729.0,6599.0,98.1,130.0,1.9,52.0,0.8,67.0,1.0,36.0,0.5,21.0,0.3,0.0,0.0,42.0,0.6,16.0,0.2,0.0,0.0,0.0,0.0
18163,170237.0,170237.0,163743.0,96.2,6494.0,3.8,2355.0,1.4,3108.0,1.8,1247.0,0.7,1358.0,0.8,398.0,0.2,1753.0,1.0,596.0,0.4,275.0,0.2,114.0,0.1
18165,14736.0,14736.0,14431.0,97.9,305.0,2.1,165.0,1.1,79.0,0.5,43.0,0.3,108.0,0.7,14.0,0.1,43.0,0.3,43.0,0.3,75.0,0.5,65.0,0.4
18167,101403.0,101403.0,96606.0,95.3,4797.0,4.7,1542.0,1.5,1703.0,1.7,504.0,0.5,1315.0,1.3,356.0,0.4,1072.0,1.1,446.0,0.4,707.0,0.7,236.0,0.2
18169,30007.0,30007.0,29193.0,97.3,814.0,2.7,200.0,0.7,591.0,2.0,164.0,0.5,116.0,0.4,11.0,0.0,67.0,0.2,25.0,0.1,40.0,0.1,0.0,0.0
18171,7788.0,7788.0,7743.0,99.4,45.0,0.6,29.0,0.4,40.0,0.5,29.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.1,0.0,0.0
18173,58477.0,58477.0,56053.0,95.9,2424.0,4.1,589.0,1.0,989.0,1.7,296.0,0.5,592.0,1.0,124.0,0.2,792.0,1.4,169.0,0.3,51.0,0.1,0.0,0.0
18175,26237.0,26237.0,25736.0,98.1,501.0,1.9,121.0,0.5,185.0,0.7,36.0,0.1,213.0,0.8,48.0,0.2,83.0,0.3,37.0,0.1,20.0,0.1,0.0,0.0
18177,62757.0,62757.0,59883.0,95.4,2874.0,4.6,1244.0,2.0,1273.0,2.0,618.0,1.0,978.0,1.6,398.0,0.6,495.0,0.8,225.0,0.4,128.0,0.2,3.0,0.0
18179,26113.0,26113.0,25260.0,96.7,853.0,3.3,189.0,0.7,407.0,1.6,118.0,0.5,355.0,1.4,23.0,0.1,85.0,0.3,48.0,0.2,6.0,0.0,0.0,0.0
18181,22718.0,22718.0,20890.0,92.0,1828.0,8.0,901.0,4.0,1558.0,6.9,846.0,3.7,235.0,1.0,35.0,0.2,35.0,0.2,20.0,0.1,0.0,0.0,0.0,0.0
18183,31617.0,31617.0,30715.0,97.1,902.0,2.9,135.0,0.4,411.0,1.3,49.0,0.2,403.0,1.3,50.0,0.2,83.0,0.3,36.0,0.1,5.0,0.0,0.0,0.0
19001,6740.0,6740.0,6545.0,97.1,195.0,2.9,34.0,0.5,91.0,1.4,26.0,0.4,68.0,1.0,3.0,0.0,36.0,0.5,5.0,0.1,0.0,0.0,0.0,0.0
19003,3499.0,3499.0,3442.0,98.4,57.0,1.6,9.0,0.3,55.0,1.6,9.0,0.3,2.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19005,12951.0,12951.0,11755.0,90.8,1196.0,9.2,483.0,3.7,677.0,5.2,300.0,2.3,295.0,2.3,30.0,0.2,25.0,0.2,14.0,0.1,199.0,1.5,139.0,1.1
19007,11817.0,11817.0,11530.0,97.6,287.0,2.4,92.0,0.8,36.0,0.3,20.0,0.2,187.0,1.6,19.0,0.2,61.0,0.5,53.0,0.4,3.0,0.0,0.0,0.0
19009,5343.0,5343.0,5244.0,98.1,99.0,1.9,29.0,0.5,49.0,0.9,13.0,0.2,24.0,0.4,2.0,0.0,26.0,0.5,14.0,0.3,0.0,0.0,0.0,0.0
19011,24108.0,24108.0,23564.0,97.7,544.0,2.3,150.0,0.6,320.0,1.3,72.0,0.3,212.0,0.9,68.0,0.3,10.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0
19013,124537.0,124537.0,113916.0,91.5,10621.0,8.5,4032.0,3.2,4002.0,3.2,1394.0,1.1,4288.0,3.4,1571.0,1.3,1633.0,1.3,749.0,0.6,698.0,0.6,318.0,0.3
19015,24853.0,24853.0,24278.0,97.7,575.0,2.3,183.0,0.7,451.0,1.8,181.0,0.7,96.0,0.4,0.0,0.0,19.0,0.1,2.0,0.0,9.0,0.0,0.0,0.0
19017,23382.0,23382.0,22738.0,97.2,644.0,2.8,259.0,1.1,158.0,0.7,65.0,0.3,226.0,1.0,16.0,0.1,143.0,0.6,97.0,0.4,117.0,0.5,81.0,0.3
19019,19691.0,19691.0,19047.0,96.7,644.0,3.3,129.0,0.7,191.0,1.0,34.0,0.2,408.0,2.1,90.0,0.5,3.0,0.0,3.0,0.0,42.0,0.2,2.0,0.0
19021,18777.0,18777.0,12521.0,66.7,6256.0,33.3,3538.0,18.8,4262.0,22.7,2240.0,11.9,74.0,0.4,14.0,0.1,1857.0,9.9,1282.0,6.8,63.0,0.3,2.0,0.0
19023,13959.0,13959.0,13668.0,97.9,291.0,2.1,37.0,0.3,83.0,0.6,23.0,0.2,114.0,0.8,7.0,0.1,85.0,0.6,7.0,0.1,9.0,0.1,0.0,0.0
19025,9220.0,9220.0,9099.0,98.7,121.0,1.3,24.0,0.3,46.0,0.5,18.0,0.2,7.0,0.1,0.0,0.0,19.0,0.2,6.0,0.1,49.0,0.5,0.0,0.0
19027,18995.0,18995.0,18749.0,98.7,246.0,1.3,70.0,0.4,165.0,0.9,37.0,0.2,34.0,0.2,1.0,0.0,19.0,0.1,4.0,0.0,28.0,0.1,28.0,0.1
19029,12500.0,12500.0,12235.0,97.9,265.0,2.1,131.0,1.0,167.0,1.3,113.0,0.9,56.0,0.4,9.0,0.1,42.0,0.3,9.0,0.1,0.0,0.0,0.0,0.0
19031,17463.0,17463.0,17237.0,98.7,226.0,1.3,67.0,0.4,134.0,0.8,62.0,0.4,56.0,0.3,0.0,0.0,17.0,0.1,0.0,0.0,19.0,0.1,5.0,0.0
19033,40649.0,40649.0,39137.0,96.3,1512.0,3.7,654.0,1.6,978.0,2.4,485.0,1.2,381.0,0.9,130.0,0.3,153.0,0.4,39.0,0.1,0.0,0.0,0.0,0.0
19035,10769.0,10769.0,10544.0,97.9,225.0,2.1,54.0,0.5,150.0,1.4,44.0,0.4,46.0,0.4,3.0,0.0,25.0,0.2,7.0,0.1,4.0,0.0,0.0,0.0
19037,11405.0,11405.0,10871.0,95.3,534.0,4.7,260.0,2.3,347.0,3.0,172.0,1.5,151.0,1.3,66.0,0.6,29.0,0.3,22.0,0.2,7.0,0.1,0.0,0.0
19039,8638.0,8638.0,7609.0,88.1,1029.0,11.9,476.0,5.5,933.0,10.8,471.0,5.5,89.0,1.0,3.0,0.0,6.0,0.1,2.0,0.0,1.0,0.0,0.0,0.0
19041,15277.0,15277.0,14672.0,96.0,605.0,4.0,290.0,1.9,456.0,3.0,181.0,1.2,45.0,0.3,10.0,0.1,86.0,0.6,82.0,0.5,18.0,0.1,17.0,0.1
19043,16678.0,16678.0,15775.0,94.6,903.0,5.4,275.0,1.6,211.0,1.3,64.0,0.4,462.0,2.8,100.0,0.6,31.0,0.2,18.0,0.1,199.0,1.2,93.0,0.6
19045,44402.0,44402.0,43339.0,97.6,1063.0,2.4,254.0,0.6,524.0,1.2,173.0,0.4,285.0,0.6,44.0,0.1,200.0,0.5,31.0,0.1,54.0,0.1,6.0,0.0
19047,15996.0,15996.0,11285.0,70.5,4711.0,29.5,2280.0,14.3,4000.0,25.0,1815.0,11.3,43.0,0.3,4.0,0.0,345.0,2.2,276.0,1.7,323.0,2.0,185.0,1.2
19049,77336.0,77336.0,68994.0,89.2,8342.0,10.8,2932.0,3.8,3759.0,4.9,1542.0,2.0,1877.0,2.4,389.0,0.5,1907.0,2.5,765.0,1.0,799.0,1.0,236.0,0.3
19051,8109.0,8109.0,6421.0,79.2,1688.0,20.8,194.0,2.4,28.0,0.3,0.0,0.0,1648.0,20.3,184.0,2.3,12.0,0.1,10.0,0.1,0.0,0.0,0.0,0.0
19053,7575.0,7575.0,7221.0,95.3,354.0,4.7,105.0,1.4,88.0,1.2,26.0,0.3,244.0,3.2,68.0,0.9,14.0,0.2,11.0,0.1,8.0,0.1,0.0,0.0
19055,16158.0,16158.0,15847.0,98.1,311.0,1.9,74.0,0.5,163.0,1.0,55.0,0.3,120.0,0.7,10.0,0.1,14.0,0.1,9.0,0.1,14.0,0.1,0.0,0.0
19057,37263.0,37263.0,36014.0,96.6,1249.0,3.4,421.0,1.1,574.0,1.5,149.0,0.4,340.0,0.9,127.0,0.3,203.0,0.5,88.0,0.2,132.0,0.4,57.0,0.2
19059,16232.0,16232.0,15765.0,97.1,467.0,2.9,128.0,0.8,210.0,1.3,28.0,0.2,109.0,0.7,7.0,0.0,132.0,0.8,93.0,0.6,16.0,0.1,0.0,0.0
19061,90681.0,90681.0,86953.0,95.9,3728.0,4.1,1340.0,1.5,1751.0,1.9,432.0,0.5,894.0,1.0,343.0,0.4,790.0,0.9,517.0,0.6,293.0,0.3,48.0,0.1
19063,9050.0,9050.0,8287.0,91.6,763.0,8.4,383.0,4.2,686.0,7.6,358.0,4.0,36.0,0.4,8.0,0.1,29.0,0.3,17.0,0.2,12.0,0.1,0.0,0.0
19065,18827.0,18827.0,18266.0,97.0,561.0,3.0,172.0,0.9,284.0,1.5,84.0,0.4,217.0,1.2,58.0,0.3,36.0,0.2,24.0,0.1,24.0,0.1,6.0,0.0
19067,15022.0,15022.0,13759.0,91.6,1263.0,8.4,505.0,3.4,419.0,2.8,208.0,1.4,642.0,4.3,174.0,1.2,200.0,1.3,123.0,0.8,2.0,0.0,0.0,0.0
19069,9639.0,9639.0,8661.0,89.9,978.0,10.1,144.0,1.5,922.0,9.6,143.0,1.5,50.0,0.5,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
19071,6573.0,6573.0,6382.0,97.1,191.0,2.9,51.0,0.8,139.0,2.1,24.0,0.4,45.0,0.7,25.0,0.4,4.0,0.1,0.0,0.0,3.0,0.0,2.0,0.0
19073,8499.0,8499.0,8151.0,95.9,348.0,4.1,136.0,1.6,204.0,2.4,101.0,1.2,29.0,0.3,2.0,0.0,55.0,0.6,28.0,0.3,60.0,0.7,5.0,0.1
19075,11670.0,11670.0,11358.0,97.3,312.0,2.7,68.0,0.6,193.0,1.7,37.0,0.3,94.0,0.8,14.0,0.1,25.0,0.2,17.0,0.1,0.0,0.0,0.0,0.0
19077,10111.0,10111.0,9885.0,97.8,226.0,2.2,101.0,1.0,132.0,1.3,80.0,0.8,45.0,0.4,0.0,0.0,49.0,0.5,21.0,0.2,0.0,0.0,0.0,0.0
19079,14149.0,14149.0,13155.0,93.0,994.0,7.0,330.0,2.3,662.0,4.7,197.0,1.4,120.0,0.8,25.0,0.2,188.0,1.3,108.0,0.8,24.0,0.2,0.0,0.0
19081,10316.0,10316.0,9965.0,96.6,351.0,3.4,115.0,1.1,259.0,2.5,101.0,1.0,74.0,0.7,14.0,0.1,9.0,0.1,0.0,0.0,9.0,0.1,0.0,0.0
19083,16279.0,16279.0,15657.0,96.2,622.0,3.8,172.0,1.1,419.0,2.6,123.0,0.8,132.0,0.8,36.0,0.2,9.0,0.1,0.0,0.0,62.0,0.4,13.0,0.1
19085,13335.0,13335.0,13164.0,98.7,171.0,1.3,35.0,0.3,70.0,0.5,28.0,0.2,64.0,0.5,0.0,0.0,34.0,0.3,7.0,0.1,3.0,0.0,0.0,0.0
19087,18786.0,18786.0,17738.0,94.4,1048.0,5.6,384.0,2.0,536.0,2.9,157.0,0.8,79.0,0.4,35.0,0.2,394.0,2.1,192.0,1.0,39.0,0.2,0.0,0.0
19089,8675.0,8675.0,8486.0,97.8,189.0,2.2,82.0,0.9,38.0,0.4,15.0,0.2,150.0,1.7,66.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
19091,9014.0,9014.0,8586.0,95.3,428.0,4.7,213.0,2.4,336.0,3.7,183.0,2.0,47.0,0.5,22.0,0.2,41.0,0.5,8.0,0.1,4.0,0.0,0.0,0.0
19093,6514.0,6514.0,6388.0,98.1,126.0,1.9,20.0,0.3,66.0,1.0,10.0,0.2,21.0,0.3,0.0,0.0,39.0,0.6,10.0,0.2,0.0,0.0,0.0,0.0
19095,15241.0,15241.0,14617.0,95.9,624.0,4.1,139.0,0.9,314.0,2.1,84.0,0.6,275.0,1.8,49.0,0.3,29.0,0.2,6.0,0.0,6.0,0.0,0.0,0.0
