countyFIPS,Estimate!!MARITAL STATUS!!Males 15 years and over,Percent Estimate!!MARITAL STATUS!!Males 15 years and over,Estimate!!MARITAL STATUS!!Males 15 years and over!!Never married,Percent Estimate!!MARITAL STATUS!!Males 15 years and over!!Never married,"Estimate!!MARITAL STATUS!!Males 15 years and over!!Now married, except separated","Percent Estimate!!MARITAL STATUS!!Males 15 years and over!!Now married, except separated",Estimate!!MARITAL STATUS!!Males 15 years and over!!Separated,Percent Estimate!!MARITAL STATUS!!Males 15 years and over!!Separated,Estimate!!MARITAL STATUS!!Males 15 years and over!!Widowed,Percent Estimate!!MARITAL STATUS!!Males 15 years and over!!Widowed,Estimate!!MARITAL STATUS!!Males 15 years and over!!Divorced,Percent Estimate!!MARITAL STATUS!!Males 15 years and over!!Divorced,Estimate!!MARITAL STATUS!!Females 15 years and over,Percent Estimate!!MARITAL STATUS!!Females 15 years and over,Estimate!!MARITAL STATUS!!Females 15 years and over!!Never married,Percent Estimate!!MARITAL STATUS!!Females 15 years and over!!Never married,"Estimate!!MARITAL STATUS!!Females 15 years and over!!Now married, except separated","Percent Estimate!!MARITAL STATUS!!Females 15 years and over!!Now married, except separated",Estimate!!MARITAL STATUS!!Females 15 years and over!!Separated,Percent Estimate!!MARITAL STATUS!!Females 15 years and over!!Separated,Estimate!!MARITAL STATUS!!Females 15 years and over!!Widowed,Percent Estimate!!MARITAL STATUS!!Females 15 years and over!!Widowed,Estimate!!MARITAL STATUS!!Females 15 years and over!!Divorced,Percent Estimate!!MARITAL STATUS!!Females 15 years and over!!Divorced
18005,32656.0,32656.0,9873.0,30.2,17503.0,53.6,376.0,1.2,992.0,3.0,3912.0,12.0,32763.0,32763.0,7500.0,22.9,17008.0,51.9,457.0,1.4,2972.0,9.1,4826.0,14.7
18007,3354.0,3354.0,968.0,28.9,1718.0,51.2,9.0,0.3,130.0,3.9,529.0,15.8,3526.0,3526.0,827.0,23.5,1777.0,50.4,79.0,2.2,328.0,9.3,515.0,14.6
18009,4941.0,4941.0,1367.0,27.7,2741.0,55.5,73.0,1.5,185.0,3.7,575.0,11.6,5086.0,5086.0,923.0,18.1,2720.0,53.5,135.0,2.7,595.0,11.7,713.0,14.0
18011,24374.0,24374.0,5959.0,24.4,15605.0,64.0,113.0,0.5,483.0,2.0,2214.0,9.1,25594.0,25594.0,5288.0,20.7,15438.0,60.3,277.0,1.1,1754.0,6.9,2837.0,11.1
18013,6361.0,6361.0,1476.0,23.2,3832.0,60.2,121.0,1.9,270.0,4.2,662.0,10.4,6498.0,6498.0,1097.0,16.9,3966.0,61.0,49.0,0.8,713.0,11.0,673.0,10.4
18015,8090.0,8090.0,2127.0,26.3,4773.0,59.0,23.0,0.3,226.0,2.8,941.0,11.6,8220.0,8220.0,1646.0,20.0,4735.0,57.6,71.0,0.9,839.0,10.2,929.0,11.3
18017,15337.0,15337.0,4963.0,32.4,7816.0,51.0,145.0,0.9,477.0,3.1,1936.0,12.6,15506.0,15506.0,3529.0,22.8,7951.0,51.3,271.0,1.7,1680.0,10.8,2075.0,13.4
18019,45127.0,45127.0,13891.0,30.8,22710.0,50.3,1033.0,2.3,1436.0,3.2,6057.0,13.4,48564.0,48564.0,12478.0,25.7,22756.0,46.9,997.0,2.1,4688.0,9.7,7645.0,15.7
18021,10418.0,10418.0,2608.0,25.0,5932.0,56.9,175.0,1.7,417.0,4.0,1286.0,12.3,10899.0,10899.0,2229.0,20.5,6075.0,55.7,167.0,1.5,1054.0,9.7,1374.0,12.6
18023,12369.0,12369.0,3716.0,30.0,6566.0,53.1,116.0,0.9,369.0,3.0,1602.0,13.0,12898.0,12898.0,2857.0,22.2,6652.0,51.6,399.0,3.1,1435.0,11.1,1555.0,12.1
18025,4419.0,4419.0,1306.0,29.6,2267.0,51.3,68.0,1.5,187.0,4.2,591.0,13.4,4248.0,4248.0,884.0,20.8,2063.0,48.6,111.0,2.6,652.0,15.3,538.0,12.7
18027,12349.0,12349.0,3483.0,28.2,6733.0,54.5,124.0,1.0,329.0,2.7,1680.0,13.6,12487.0,12487.0,2836.0,22.7,7117.0,57.0,111.0,0.9,1146.0,9.2,1277.0,10.2
18029,20020.0,20020.0,5741.0,28.7,11152.0,55.7,288.0,1.4,736.0,3.7,2103.0,10.5,20365.0,20365.0,4556.0,22.4,11164.0,54.8,245.0,1.2,2160.0,10.6,2240.0,11.0
18031,10471.0,10471.0,2791.0,26.7,5696.0,54.4,104.0,1.0,333.0,3.2,1547.0,14.8,10808.0,10808.0,2436.0,22.5,5685.0,52.6,97.0,0.9,1049.0,9.7,1541.0,14.3
18033,16791.0,16791.0,4908.0,29.2,8877.0,52.9,133.0,0.8,507.0,3.0,2366.0,14.1,17249.0,17249.0,4294.0,24.9,8779.0,50.9,170.0,1.0,1665.0,9.7,2341.0,13.6
18035,46800.0,46800.0,19015.0,40.6,20271.0,43.3,457.0,1.0,1384.0,3.0,5673.0,12.1,51193.0,51193.0,18211.0,35.6,20593.0,40.2,794.0,1.6,4961.0,9.7,6634.0,13.0
18037,16521.0,16521.0,4592.0,27.8,9984.0,60.4,161.0,1.0,488.0,3.0,1296.0,7.8,17218.0,17218.0,4100.0,23.8,9268.0,53.8,43.0,0.2,1813.0,10.5,1994.0,11.6
18039,76694.0,76694.0,24540.0,32.0,41655.0,54.3,892.0,1.2,1747.0,2.3,7860.0,10.2,79642.0,79642.0,20860.0,26.2,40849.0,51.3,1581.0,2.0,6562.0,8.2,9790.0,12.3
18041,9357.0,9357.0,2401.0,25.7,4952.0,52.9,97.0,1.0,283.0,3.0,1624.0,17.4,9755.0,9755.0,1996.0,20.5,4821.0,49.4,149.0,1.5,1086.0,11.1,1703.0,17.5
18043,29931.0,29931.0,9909.0,33.1,15622.0,52.2,316.0,1.1,845.0,2.8,3239.0,10.8,32447.0,32447.0,8254.0,25.4,15571.0,48.0,645.0,2.0,3219.0,9.9,4758.0,14.7
18045,6640.0,6640.0,1772.0,26.7,3685.0,55.5,113.0,1.7,208.0,3.1,862.0,13.0,6885.0,6885.0,1228.0,17.8,3874.0,56.3,68.0,1.0,766.0,11.1,949.0,13.8
18047,9175.0,9175.0,2337.0,25.5,5514.0,60.1,54.0,0.6,214.0,2.3,1056.0,11.5,9294.0,9294.0,1969.0,21.2,5874.0,63.2,49.0,0.5,644.0,6.9,758.0,8.2
18049,7983.0,7983.0,2155.0,27.0,4196.0,52.6,94.0,1.2,292.0,3.7,1246.0,15.6,8301.0,8301.0,1669.0,20.1,4363.0,52.6,87.0,1.0,949.0,11.4,1233.0,14.9
18051,13476.0,13476.0,3786.0,28.1,7302.0,54.2,173.0,1.3,327.0,2.4,1888.0,14.0,13665.0,13665.0,2879.0,21.1,7612.0,55.7,71.0,0.5,1386.0,10.1,1717.0,12.6
18053,26203.0,26203.0,8612.0,32.9,12963.0,49.5,227.0,0.9,884.0,3.4,3517.0,13.4,29249.0,29249.0,8627.0,29.5,12891.0,44.1,426.0,1.5,3088.0,10.6,4217.0,14.4
18055,13155.0,13155.0,3304.0,25.1,7258.0,55.2,113.0,0.9,446.0,3.4,2034.0,15.5,13341.0,13341.0,2313.0,17.3,7043.0,52.8,200.0,1.5,1642.0,12.3,2143.0,16.1
18057,117550.0,117550.0,31067.0,26.4,74460.0,63.3,814.0,0.7,2054.0,1.7,9155.0,7.8,125922.0,125922.0,28560.0,22.7,74863.0,59.5,1272.0,1.0,7306.0,5.8,13921.0,11.1
18059,28986.0,28986.0,7339.0,25.3,17638.0,60.9,322.0,1.1,864.0,3.0,2823.0,9.7,30725.0,30725.0,6824.0,22.2,17446.0,56.8,191.0,0.6,2567.0,8.4,3697.0,12.0
18061,16106.0,16106.0,4497.0,27.9,8556.0,53.1,257.0,1.6,638.0,4.0,2158.0,13.4,16255.0,16255.0,3538.0,21.8,8678.0,53.4,218.0,1.3,1492.0,9.2,2329.0,14.3
18063,63114.0,63114.0,17955.0,28.4,36611.0,58.0,899.0,1.4,1624.0,2.6,6025.0,9.5,64088.0,64088.0,13989.0,21.8,35872.0,56.0,827.0,1.3,5333.0,8.3,8067.0,12.6
18065,21192.0,21192.0,6938.0,32.7,9982.0,47.1,329.0,1.6,585.0,2.8,3358.0,15.8,19196.0,19196.0,4079.0,21.2,9575.0,49.9,330.0,1.7,2050.0,10.7,3162.0,16.5
18067,31986.0,31986.0,9089.0,28.4,17484.0,54.7,543.0,1.7,944.0,3.0,3926.0,12.3,34973.0,34973.0,7513.0,21.5,17366.0,49.7,601.0,1.7,3727.0,10.7,5766.0,16.5
18069,14587.0,14587.0,3974.0,27.2,8432.0,57.8,153.0,1.0,314.0,2.2,1714.0,11.8,15264.0,15264.0,3481.0,22.8,8409.0,55.1,107.0,0.7,1386.0,9.1,1881.0,12.3
18071,17181.0,17181.0,4670.0,27.2,9377.0,54.6,207.0,1.2,611.0,3.6,2316.0,13.5,17796.0,17796.0,3642.0,20.5,9033.0,50.8,294.0,1.7,2102.0,11.8,2725.0,15.3
18073,13365.0,13365.0,4146.0,31.0,7145.0,53.5,155.0,1.2,306.0,2.3,1613.0,12.1,13594.0,13594.0,3516.0,25.9,7169.0,52.7,120.0,0.9,1235.0,9.1,1554.0,11.4
18075,8039.0,8039.0,2520.0,31.3,4107.0,51.1,53.0,0.7,244.0,3.0,1115.0,13.9,8486.0,8486.0,2012.0,23.7,4207.0,49.6,221.0,2.6,894.0,10.5,1152.0,13.6
18077,12656.0,12656.0,3549.0,28.0,6878.0,54.3,96.0,0.8,421.0,3.3,1712.0,13.5,14227.0,14227.0,3756.0,26.4,6407.0,45.0,270.0,1.9,1350.0,9.5,2444.0,17.2
18079,11220.0,11220.0,3307.0,29.5,5646.0,50.3,176.0,1.6,478.0,4.3,1613.0,14.4,11214.0,11214.0,2266.0,20.2,5785.0,51.6,142.0,1.3,1128.0,10.1,1893.0,16.9
18081,58151.0,58151.0,16425.0,28.2,33728.0,58.0,407.0,0.7,1556.0,2.7,6035.0,10.4,61899.0,61899.0,14512.0,23.4,33747.0,54.5,641.0,1.0,4980.0,8.0,8019.0,13.0
18083,15416.0,15416.0,5348.0,34.7,7472.0,48.5,184.0,1.2,468.0,3.0,1944.0,12.6,15381.0,15381.0,3264.0,21.2,7434.0,48.3,218.0,1.4,1845.0,12.0,2620.0,17.0
18085,31195.0,31195.0,8401.0,26.9,18322.0,58.7,293.0,0.9,673.0,2.2,3506.0,11.2,31801.0,31801.0,7071.0,22.2,17540.0,55.2,437.0,1.4,2832.0,8.9,3921.0,12.3
18087,14098.0,14098.0,4223.0,30.0,8329.0,59.1,97.0,0.7,309.0,2.2,1140.0,8.1,14126.0,14126.0,3093.0,21.9,8378.0,59.3,315.0,2.2,999.0,7.1,1341.0,9.5
18089,186835.0,186835.0,71910.0,38.5,87419.0,46.8,2280.0,1.2,5655.0,3.0,19571.0,10.5,204726.0,204726.0,66685.0,32.6,87047.0,42.5,3889.0,1.9,21187.0,10.3,25918.0,12.7
18091,47046.0,47046.0,17229.0,36.6,21220.0,45.1,497.0,1.1,1505.0,3.2,6595.0,14.0,43716.0,43716.0,10923.0,25.0,21633.0,49.5,398.0,0.9,4141.0,9.5,6621.0,15.1
18093,18260.0,18260.0,4223.0,23.1,10755.0,58.9,252.0,1.4,654.0,3.6,2376.0,13.0,19106.0,19106.0,3296.0,17.3,10282.0,53.8,338.0,1.8,2139.0,11.2,3051.0,16.0
18095,52543.0,52543.0,16531.0,31.5,25984.0,49.5,642.0,1.2,1676.0,3.2,7710.0,14.7,53589.0,53589.0,12660.0,23.6,25140.0,46.9,1166.0,2.2,5443.0,10.2,9180.0,17.1
18097,353703.0,353703.0,156986.0,44.4,143408.0,40.5,5744.0,1.6,8254.0,2.3,39311.0,11.1,392952.0,392952.0,153394.0,39.0,143395.0,36.5,8028.0,2.0,30629.0,7.8,57506.0,14.6
18099,18165.0,18165.0,5118.0,28.2,10354.0,57.0,106.0,0.6,475.0,2.6,2112.0,11.6,18890.0,18890.0,4412.0,23.4,10070.0,53.3,174.0,0.9,1942.0,10.3,2292.0,12.1
18101,4182.0,4182.0,1144.0,27.4,2116.0,50.6,83.0,2.0,125.0,3.0,714.0,17.1,4162.0,4162.0,933.0,22.4,2165.0,52.0,27.0,0.6,438.0,10.5,599.0,14.4
18103,15821.0,15821.0,5070.0,32.0,7920.0,50.1,404.0,2.6,491.0,3.1,1936.0,12.2,13761.0,13761.0,2857.0,20.8,7169.0,52.1,305.0,2.2,1376.0,10.0,2054.0,14.9
18105,62531.0,62531.0,32228.0,51.5,23535.0,37.6,371.0,0.6,916.0,1.5,5481.0,8.8,63801.0,63801.0,27334.0,42.8,23374.0,36.6,813.0,1.3,4177.0,6.5,8103.0,12.7
18107,15730.0,15730.0,4675.0,29.7,8354.0,53.1,282.0,1.8,448.0,2.8,1971.0,12.5,15313.0,15313.0,2991.0,19.5,8303.0,54.2,363.0,2.4,1314.0,8.6,2342.0,15.3
18109,27773.0,27773.0,7649.0,27.5,15360.0,55.3,198.0,0.7,910.0,3.3,3656.0,13.2,28868.0,28868.0,6093.0,21.1,15706.0,54.4,630.0,2.2,2462.0,8.5,3977.0,13.8
18111,5826.0,5826.0,1624.0,27.9,3227.0,55.4,80.0,1.4,226.0,3.9,669.0,11.5,5706.0,5706.0,1057.0,18.5,3017.0,52.9,162.0,2.8,740.0,13.0,730.0,12.8
18113,18745.0,18745.0,5228.0,27.9,10230.0,54.6,327.0,1.7,499.0,2.7,2461.0,13.1,18845.0,18845.0,3928.0,20.8,10388.0,55.1,204.0,1.1,1739.0,9.2,2586.0,13.7
18115,2457.0,2457.0,517.0,21.0,1610.0,65.5,39.0,1.6,106.0,4.3,185.0,7.5,2500.0,2500.0,499.0,20.0,1481.0,59.2,38.0,1.5,277.0,11.1,205.0,8.2
18117,7850.0,7850.0,2187.0,27.9,4183.0,53.3,97.0,1.2,164.0,2.1,1219.0,15.5,8024.0,8024.0,1499.0,18.7,4047.0,50.4,73.0,0.9,1077.0,13.4,1328.0,16.6
18119,8789.0,8789.0,2264.0,25.8,4728.0,53.8,87.0,1.0,237.0,2.7,1473.0,16.8,8485.0,8485.0,1742.0,20.5,4613.0,54.4,124.0,1.5,764.0,9.0,1242.0,14.6
18121,6654.0,6654.0,1473.0,22.1,3814.0,57.3,102.0,1.5,123.0,1.8,1142.0,17.2,7299.0,7299.0,1584.0,21.7,3822.0,52.4,154.0,2.1,566.0,7.8,1173.0,16.1
18123,8425.0,8425.0,2496.0,29.6,4338.0,51.5,84.0,1.0,220.0,2.6,1287.0,15.3,7257.0,7257.0,1396.0,19.2,3874.0,53.4,101.0,1.4,794.0,10.9,1092.0,15.0
18125,5109.0,5109.0,1198.0,23.4,2939.0,57.5,39.0,0.8,236.0,4.6,697.0,13.6,5027.0,5027.0,932.0,18.5,2875.0,57.2,58.0,1.2,548.0,10.9,614.0,12.2
18127,67446.0,67446.0,22416.0,33.2,36148.0,53.6,671.0,1.0,1807.0,2.7,6404.0,9.5,70013.0,70013.0,18063.0,25.8,35802.0,51.1,1134.0,1.6,6372.0,9.1,8642.0,12.3
18129,10410.0,10410.0,2472.0,23.7,6468.0,62.1,49.0,0.5,281.0,2.7,1140.0,11.0,10591.0,10591.0,2059.0,19.4,6146.0,58.0,44.0,0.4,986.0,9.3,1356.0,12.8
18131,5192.0,5192.0,1251.0,24.1,2934.0,56.5,82.0,1.6,128.0,2.5,797.0,15.4,5120.0,5120.0,993.0,19.4,2727.0,53.3,33.0,0.6,620.0,12.1,747.0,14.6
18133,16628.0,16628.0,6054.0,36.4,7725.0,46.5,279.0,1.7,482.0,2.9,2088.0,12.6,14999.0,14999.0,4226.0,28.2,7264.0,48.4,133.0,0.9,1366.0,9.1,2010.0,13.4
18135,9930.0,9930.0,2819.0,28.4,5341.0,53.8,94.0,0.9,345.0,3.5,1331.0,13.4,10415.0,10415.0,2197.0,21.1,5364.0,51.5,132.0,1.3,1341.0,12.9,1381.0,13.3
18137,11287.0,11287.0,3102.0,27.5,6520.0,57.8,150.0,1.3,337.0,3.0,1178.0,10.4,11676.0,11676.0,2287.0,19.6,6556.0,56.1,134.0,1.1,1230.0,10.5,1469.0,12.6
18139,6687.0,6687.0,1765.0,26.4,3585.0,53.6,79.0,1.2,219.0,3.3,1039.0,15.5,6993.0,6993.0,1357.0,19.4,3813.0,54.5,75.0,1.1,712.0,10.2,1036.0,14.8
18141,103775.0,103775.0,39372.0,37.9,50035.0,48.2,1274.0,1.2,2791.0,2.7,10303.0,9.9,112422.0,112422.0,36286.0,32.3,49802.0,44.3,2091.0,1.9,10388.0,9.2,13855.0,12.3
18143,9453.0,9453.0,2806.0,29.7,5034.0,53.3,126.0,1.3,332.0,3.5,1155.0,12.2,9855.0,9855.0,2202.0,22.3,5337.0,54.2,201.0,2.0,830.0,8.4,1285.0,13.0
18145,17664.0,17664.0,4566.0,25.8,9638.0,54.6,261.0,1.5,757.0,4.3,2442.0,13.8,18340.0,18340.0,4121.0,22.5,9605.0,52.4,346.0,1.9,2099.0,11.4,2169.0,11.8
18147,8428.0,8428.0,2001.0,23.7,5137.0,61.0,55.0,0.7,297.0,3.5,938.0,11.1,8363.0,8363.0,1671.0,20.0,4925.0,58.9,56.0,0.7,913.0,10.9,798.0,9.5
18149,9095.0,9095.0,2664.0,29.3,4844.0,53.3,101.0,1.1,296.0,3.3,1190.0,13.1,9493.0,9493.0,2062.0,21.7,4925.0,51.9,125.0,1.3,885.0,9.3,1496.0,15.8
18151,14518.0,14518.0,4312.0,29.7,7887.0,54.3,102.0,0.7,458.0,3.2,1759.0,12.1,14082.0,14082.0,2932.0,20.8,7985.0,56.7,183.0,1.3,1335.0,9.5,1647.0,11.7
18153,9439.0,9439.0,3136.0,33.2,4148.0,43.9,88.0,0.9,242.0,2.6,1825.0,19.3,7929.0,7929.0,1549.0,19.5,4155.0,52.4,167.0,2.1,1054.0,13.3,1004.0,12.7
18155,4322.0,4322.0,1172.0,27.1,2308.0,53.4,110.0,2.5,199.0,4.6,533.0,12.3,4128.0,4128.0,743.0,18.0,2388.0,57.8,20.0,0.5,371.0,9.0,606.0,14.7
18157,80203.0,80203.0,40042.0,49.9,31396.0,39.1,742.0,0.9,1532.0,1.9,6491.0,8.1,76286.0,76286.0,31015.0,40.7,30621.0,40.1,910.0,1.2,4743.0,6.2,8997.0,11.8
18159,6366.0,6366.0,1863.0,29.3,3584.0,56.3,27.0,0.4,185.0,2.9,707.0,11.1,6396.0,6396.0,1233.0,19.3,3640.0,56.9,76.0,1.2,702.0,11.0,745.0,11.6
18161,2896.0,2896.0,821.0,28.3,1604.0,55.4,20.0,0.7,71.0,2.5,380.0,13.1,3032.0,3032.0,584.0,19.3,1530.0,50.5,43.0,1.4,355.0,11.7,520.0,17.2
18163,70959.0,70959.0,24590.0,34.7,33577.0,47.3,592.0,0.8,2251.0,3.2,9949.0,14.0,77327.0,77327.0,23085.0,29.9,33211.0,42.9,1014.0,1.3,7123.0,9.2,12894.0,16.7
18165,6323.0,6323.0,1694.0,26.8,3434.0,54.3,77.0,1.2,228.0,3.6,890.0,14.1,6481.0,6481.0,1296.0,20.0,3165.0,48.8,61.0,0.9,777.0,12.0,1182.0,18.2
18167,45088.0,45088.0,18381.0,40.8,18945.0,42.0,703.0,1.6,1060.0,2.4,5999.0,13.3,44183.0,44183.0,13972.0,31.6,18420.0,41.7,564.0,1.3,4432.0,10.0,6795.0,15.4
18169,12684.0,12684.0,3726.0,29.4,6992.0,55.1,162.0,1.3,399.0,3.1,1405.0,11.1,13581.0,13581.0,3260.0,24.0,6809.0,50.1,218.0,1.6,1439.0,10.6,1855.0,13.7
18171,3388.0,3388.0,704.0,20.8,2056.0,60.7,67.0,2.0,86.0,2.5,475.0,14.0,3369.0,3369.0,505.0,15.0,2059.0,61.1,47.0,1.4,365.0,10.8,393.0,11.7
18173,24317.0,24317.0,5747.0,23.6,15386.0,63.3,228.0,0.9,579.0,2.4,2377.0,9.8,25388.0,25388.0,5031.0,19.8,15111.0,59.5,246.0,1.0,2008.0,7.9,2992.0,11.8
18175,11275.0,11275.0,3015.0,26.7,6306.0,55.9,52.0,0.5,317.0,2.8,1585.0,14.1,11349.0,11349.0,2255.0,19.9,6309.0,55.6,197.0,1.7,1138.0,10.0,1450.0,12.8
18177,26152.0,26152.0,8401.0,32.1,12740.0,48.7,218.0,0.8,935.0,3.6,3858.0,14.8,28329.0,28329.0,6617.0,23.4,12619.0,44.5,586.0,2.1,3589.0,12.7,4918.0,17.4
18179,10768.0,10768.0,2785.0,25.9,6627.0,61.5,76.0,0.7,325.0,3.0,955.0,8.9,11384.0,11384.0,2261.0,19.9,6536.0,57.4,108.0,0.9,1298.0,11.4,1181.0,10.4
18181,9726.0,9726.0,2440.0,25.1,5674.0,58.3,143.0,1.5,339.0,3.5,1130.0,11.6,9774.0,9774.0,1836.0,18.8,5334.0,54.6,28.0,0.3,1239.0,12.7,1337.0,13.7
18183,13342.0,13342.0,3280.0,24.6,8154.0,61.1,192.0,1.4,290.0,2.2,1426.0,10.7,13828.0,13828.0,2667.0,19.3,8066.0,58.3,129.0,0.9,1361.0,9.8,1605.0,11.6
19001,2882.0,2882.0,748.0,26.0,1771.0,61.5,24.0,0.8,86.0,3.0,253.0,8.8,2978.0,2978.0,520.0,17.5,1657.0,55.6,69.0,2.3,367.0,12.3,365.0,12.3
19003,1520.0,1520.0,352.0,23.2,961.0,63.2,8.0,0.5,66.0,4.3,133.0,8.8,1554.0,1554.0,277.0,17.8,939.0,60.4,4.0,0.3,208.0,13.4,126.0,8.1
19005,5687.0,5687.0,1635.0,28.7,3292.0,57.9,58.0,1.0,190.0,3.3,512.0,9.0,5532.0,5532.0,968.0,17.5,3429.0,62.0,20.0,0.4,677.0,12.2,438.0,7.9
19007,4964.0,4964.0,1288.0,25.9,2752.0,55.4,48.0,1.0,135.0,2.7,741.0,14.9,5245.0,5245.0,1019.0,19.4,2659.0,50.7,38.0,0.7,823.0,15.7,706.0,13.5
19009,2288.0,2288.0,540.0,23.6,1368.0,59.8,32.0,1.4,108.0,4.7,240.0,10.5,2452.0,2452.0,386.0,15.7,1407.0,57.4,16.0,0.7,372.0,15.2,271.0,11.1
19011,10304.0,10304.0,2527.0,24.5,6272.0,60.9,113.0,1.1,311.0,3.0,1081.0,10.5,10390.0,10390.0,1876.0,18.1,6380.0,61.4,143.0,1.4,1073.0,10.3,918.0,8.8
19013,52827.0,52827.0,20893.0,39.5,24997.0,47.3,642.0,1.2,1127.0,2.1,5168.0,9.8,55814.0,55814.0,19481.0,34.9,24898.0,44.6,515.0,0.9,4854.0,8.7,6066.0,10.9
19015,10912.0,10912.0,3127.0,28.7,6061.0,55.5,132.0,1.2,314.0,2.9,1278.0,11.7,10800.0,10800.0,2134.0,19.8,6025.0,55.8,138.0,1.3,1169.0,10.8,1334.0,12.4
19017,9949.0,9949.0,2857.0,28.7,5921.0,59.5,125.0,1.3,301.0,3.0,745.0,7.5,10360.0,10360.0,2615.0,25.2,5772.0,55.7,85.0,0.8,1127.0,10.9,761.0,7.3
19019,8056.0,8056.0,2469.0,30.6,4597.0,57.1,77.0,1.0,163.0,2.0,750.0,9.3,8298.0,8298.0,1731.0,20.9,4617.0,55.6,132.0,1.6,947.0,11.4,871.0,10.5
19021,8079.0,8079.0,2646.0,32.8,4391.0,54.4,78.0,1.0,302.0,3.7,662.0,8.2,7841.0,7841.0,1896.0,24.2,4229.0,53.9,142.0,1.8,796.0,10.2,778.0,9.9
19023,5925.0,5925.0,1449.0,24.5,3671.0,62.0,43.0,0.7,226.0,3.8,536.0,9.0,6017.0,6017.0,1014.0,16.9,3798.0,63.1,56.0,0.9,696.0,11.6,453.0,7.5
19025,4180.0,4180.0,1072.0,25.6,2341.0,56.0,42.0,1.0,168.0,4.0,557.0,13.3,3919.0,3919.0,589.0,15.0,2333.0,59.5,46.0,1.2,565.0,14.4,386.0,9.8
19027,7875.0,7875.0,2173.0,27.6,4720.0,59.9,26.0,0.3,220.0,2.8,736.0,9.3,8324.0,8324.0,1647.0,19.8,4700.0,56.5,103.0,1.2,994.0,11.9,880.0,10.6
19029,5312.0,5312.0,1313.0,24.7,3013.0,56.7,70.0,1.3,244.0,4.6,672.0,12.7,5488.0,5488.0,957.0,17.4,3030.0,55.2,89.0,1.6,745.0,13.6,667.0,12.2
19031,7382.0,7382.0,1837.0,24.9,4438.0,60.1,45.0,0.6,230.0,3.1,832.0,11.3,7626.0,7626.0,1470.0,19.3,4335.0,56.8,119.0,1.6,800.0,10.5,902.0,11.8
19033,17153.0,17153.0,5496.0,32.0,9050.0,52.8,170.0,1.0,673.0,3.9,1764.0,10.3,18521.0,18521.0,4336.0,23.4,9384.0,50.7,316.0,1.7,2133.0,11.5,2352.0,12.7
19035,4742.0,4742.0,1330.0,28.0,2579.0,54.4,61.0,1.3,157.0,3.3,615.0,13.0,4685.0,4685.0,968.0,20.7,2470.0,52.7,55.0,1.2,673.0,14.4,519.0,11.1
19037,4909.0,4909.0,1362.0,27.7,2942.0,59.9,26.0,0.5,171.0,3.5,408.0,8.3,4874.0,4874.0,952.0,19.5,2891.0,59.3,50.0,1.0,583.0,12.0,398.0,8.2
19039,3623.0,3623.0,811.0,22.4,2264.0,62.5,109.0,3.0,90.0,2.5,349.0,9.6,3677.0,3677.0,627.0,17.1,2105.0,57.2,35.0,1.0,459.0,12.5,451.0,12.3
19041,6460.0,6460.0,1676.0,25.9,3699.0,57.3,65.0,1.0,299.0,4.6,721.0,11.2,6775.0,6775.0,1356.0,20.0,3667.0,54.1,182.0,2.7,917.0,13.5,653.0,9.6
19043,7293.0,7293.0,1989.0,27.3,4101.0,56.2,53.0,0.7,238.0,3.3,912.0,12.5,7205.0,7205.0,1305.0,18.1,4060.0,56.3,72.0,1.0,1055.0,14.6,713.0,9.9
19045,18569.0,18569.0,5640.0,30.4,9795.0,52.7,182.0,1.0,706.0,3.8,2246.0,12.1,19748.0,19748.0,4794.0,24.3,9640.0,48.8,362.0,1.8,2248.0,11.4,2704.0,13.7
19047,6888.0,6888.0,2219.0,32.2,4007.0,58.2,86.0,1.2,187.0,2.7,389.0,5.6,6685.0,6685.0,1767.0,26.4,3543.0,53.0,62.0,0.9,600.0,9.0,713.0,10.7
19049,31127.0,31127.0,8015.0,25.7,20143.0,64.7,193.0,0.6,514.0,1.7,2262.0,7.3,32797.0,32797.0,7431.0,22.7,19667.0,60.0,290.0,0.9,2116.0,6.5,3293.0,10.0
19051,3331.0,3331.0,869.0,26.1,2130.0,63.9,26.0,0.8,68.0,2.0,238.0,7.1,3382.0,3382.0,770.0,22.8,1926.0,56.9,15.0,0.4,369.0,10.9,302.0,8.9
19053,3284.0,3284.0,1078.0,32.8,1689.0,51.4,79.0,2.4,85.0,2.6,353.0,10.7,3292.0,3292.0,856.0,26.0,1615.0,49.1,52.0,1.6,311.0,9.4,458.0,13.9
19055,6958.0,6958.0,1808.0,26.0,4196.0,60.3,20.0,0.3,358.0,5.1,576.0,8.3,6915.0,6915.0,1306.0,18.9,4277.0,61.9,10.0,0.1,761.0,11.0,561.0,8.1
19057,15479.0,15479.0,4896.0,31.6,7905.0,51.1,295.0,1.9,461.0,3.0,1922.0,12.4,16643.0,16643.0,4212.0,25.3,7857.0,47.2,262.0,1.6,1781.0,10.7,2531.0,15.2
19059,7087.0,7087.0,1577.0,22.3,4360.0,61.5,38.0,0.5,176.0,2.5,936.0,13.2,7329.0,7329.0,1241.0,16.9,4202.0,57.3,121.0,1.7,786.0,10.7,979.0,13.4
19061,38345.0,38345.0,12924.0,33.7,21030.0,54.8,202.0,0.5,945.0,2.5,3244.0,8.5,39979.0,39979.0,11492.0,28.7,20622.0,51.6,269.0,0.7,3549.0,8.9,4047.0,10.1
