countyFIPS,Estimate!!MARITAL STATUS!!Males 15 years and over,Percent Estimate!!MARITAL STATUS!!Males 15 years and over,Estimate!!MARITAL STATUS!!Males 15 years and over!!Never married,Percent Estimate!!MARITAL STATUS!!Males 15 years and over!!Never married,"Estimate!!MARITAL STATUS!!Males 15 years and over!!Now married, except separated","Percent Estimate!!MARITAL STATUS!!Males 15 years and over!!Now married, except separated",Estimate!!MARITAL STATUS!!Males 15 years and over!!Separated,Percent Estimate!!MARITAL STATUS!!Males 15 years and over!!Separated,Estimate!!MARITAL STATUS!!Males 15 years and over!!Widowed,Percent Estimate!!MARITAL STATUS!!Males 15 years and over!!Widowed,Estimate!!MARITAL STATUS!!Males 15 years and over!!Divorced,Percent Estimate!!MARITAL STATUS!!Males 15 years and over!!Divorced,Estimate!!MARITAL STATUS!!Females 15 years and over,Percent Estimate!!MARITAL STATUS!!Females 15 years and over,Estimate!!MARITAL STATUS!!Females 15 years and over!!Never married,Percent Estimate!!MARITAL STATUS!!Females 15 years and over!!Never married,"Estimate!!MARITAL STATUS!!Females 15 years and over!!Now married, except separated","Percent Estimate!!MARITAL STATUS!!Females 15 years and over!!Now married, except separated",Estimate!!MARITAL STATUS!!Females 15 years and over!!Separated,Percent Estimate!!MARITAL STATUS!!Females 15 years and over!!Separated,Estimate!!MARITAL STATUS!!Females 15 years and over!!Widowed,Percent Estimate!!MARITAL STATUS!!Females 15 years and over!!Widowed,Estimate!!MARITAL STATUS!!Females 15 years and over!!Divorced,Percent Estimate!!MARITAL STATUS!!Females 15 years and over!!Divorced
32017,2440.0,2440.0,818.0,33.5,1208.0,49.5,86.0,3.5,86.0,3.5,242.0,9.9,2117.0,2117.0,414.0,19.6,1108.0,52.3,46.0,2.2,240.0,11.3,309.0,14.6
32019,22095.0,22095.0,5975.0,27.0,11155.0,50.5,365.0,1.7,715.0,3.2,3885.0,17.6,21616.0,21616.0,5047.0,23.3,11331.0,52.4,215.0,1.0,2090.0,9.7,2933.0,13.6
32021,1883.0,1883.0,542.0,28.8,862.0,45.8,63.0,3.3,79.0,4.2,337.0,17.9,1913.0,1913.0,629.0,32.9,861.0,45.0,46.0,2.4,228.0,11.9,149.0,7.8
32023,19229.0,19229.0,4604.0,23.9,9616.0,50.0,379.0,2.0,898.0,4.7,3732.0,19.4,18403.0,18403.0,3206.0,17.4,9062.0,49.2,400.0,2.2,2362.0,12.8,3373.0,18.3
32027,3881.0,3881.0,1292.0,33.3,1509.0,38.9,114.0,2.9,89.0,2.3,877.0,22.6,1779.0,1779.0,233.0,13.1,978.0,55.0,49.0,2.8,128.0,7.2,391.0,22.0
32029,1773.0,1773.0,437.0,24.6,918.0,51.8,14.0,0.8,93.0,5.2,311.0,17.5,1643.0,1643.0,238.0,14.5,927.0,56.4,23.0,1.4,197.0,12.0,258.0,15.7
32031,184255.0,184255.0,64390.0,34.9,88968.0,48.3,3077.0,1.7,4218.0,2.3,23602.0,12.8,183414.0,183414.0,49904.0,27.2,87869.0,47.9,3703.0,2.0,14077.0,7.7,27861.0,15.2
32033,4800.0,4800.0,1870.0,39.0,2079.0,43.3,47.0,1.0,102.0,2.1,702.0,14.6,3300.0,3300.0,607.0,18.4,1880.0,57.0,18.0,0.5,321.0,9.7,474.0,14.4
32510,23119.0,23119.0,7606.0,32.9,10747.0,46.5,416.0,1.8,864.0,3.7,3486.0,15.1,22105.0,22105.0,5159.0,23.3,9965.0,45.1,515.0,2.3,2458.0,11.1,4008.0,18.1
33001,25088.0,25088.0,7194.0,28.7,13872.0,55.3,229.0,0.9,968.0,3.9,2825.0,11.3,26253.0,26253.0,5874.0,22.4,14027.0,53.4,298.0,1.1,2505.0,9.5,3549.0,13.5
33003,20641.0,20641.0,5386.0,26.1,11824.0,57.3,130.0,0.6,544.0,2.6,2757.0,13.4,21042.0,21042.0,3856.0,18.3,11980.0,56.9,307.0,1.5,2071.0,9.8,2828.0,13.4
33005,31537.0,31537.0,10960.0,34.8,15475.0,49.1,335.0,1.1,968.0,3.1,3799.0,12.0,33418.0,33418.0,10003.0,29.9,15642.0,46.8,490.0,1.5,2781.0,8.3,4502.0,13.5
33007,14711.0,14711.0,4603.0,31.3,7071.0,48.1,196.0,1.3,487.0,3.3,2354.0,16.0,13066.0,13066.0,2676.0,20.5,6715.0,51.4,188.0,1.4,1537.0,11.8,1950.0,14.9
33009,38021.0,38021.0,14373.0,37.8,18860.0,49.6,323.0,0.8,1016.0,2.7,3449.0,9.1,39646.0,39646.0,12239.0,30.9,18647.0,47.0,444.0,1.1,3514.0,8.9,4802.0,12.1
33011,168321.0,168321.0,56546.0,33.6,88383.0,52.5,1907.0,1.1,3983.0,2.4,17502.0,10.4,172484.0,172484.0,46403.0,26.9,86016.0,49.9,2593.0,1.5,14555.0,8.4,22917.0,13.3
33013,61539.0,61539.0,19827.0,32.2,32713.0,53.2,607.0,1.0,1710.0,2.8,6682.0,10.9,64235.0,64235.0,16020.0,24.9,33287.0,51.8,545.0,0.8,5362.0,8.3,9021.0,14.0
33015,126211.0,126211.0,37765.0,29.9,71860.0,56.9,1089.0,0.9,3164.0,2.5,12333.0,9.8,130130.0,130130.0,31534.0,24.2,71253.0,54.8,1447.0,1.1,10078.0,7.7,15818.0,12.2
33017,52487.0,52487.0,20016.0,38.1,25697.0,49.0,414.0,0.8,1102.0,2.1,5258.0,10.0,55724.0,55724.0,19029.0,34.1,25291.0,45.4,616.0,1.1,3887.0,7.0,6901.0,12.4
33019,18036.0,18036.0,5317.0,29.5,9208.0,51.1,269.0,1.5,423.0,2.3,2819.0,15.6,18341.0,18341.0,4219.0,23.0,8925.0,48.7,382.0,2.1,2178.0,11.9,2637.0,14.4
34001,105732.0,105732.0,39311.0,37.2,51043.0,48.3,1926.0,1.8,2979.0,2.8,10473.0,9.9,115054.0,115054.0,37267.0,32.4,48792.0,42.4,3258.0,2.8,11627.0,10.1,14110.0,12.3
34003,367843.0,367843.0,121059.0,32.9,212416.0,57.7,3806.0,1.0,8472.0,2.3,22090.0,6.0,399581.0,399581.0,109382.0,27.4,208503.0,52.2,6722.0,1.7,37690.0,9.4,37284.0,9.3
34005,180303.0,180303.0,62479.0,34.7,96611.0,53.6,2839.0,1.6,4554.0,2.5,13820.0,7.7,188805.0,188805.0,52224.0,27.7,93733.0,49.6,3537.0,1.9,17908.0,9.5,21403.0,11.3
34007,195809.0,195809.0,79616.0,40.7,91813.0,46.9,3490.0,1.8,5479.0,2.8,15411.0,7.9,215171.0,215171.0,75585.0,35.1,89870.0,41.8,5970.0,2.8,20433.0,9.5,23313.0,10.8
34009,38855.0,38855.0,11851.0,30.5,21795.0,56.1,544.0,1.4,1599.0,4.1,3066.0,7.9,41304.0,41304.0,9161.0,22.2,21952.0,53.1,692.0,1.7,4897.0,11.9,4602.0,11.1
34011,63203.0,63203.0,28957.0,45.8,24891.0,39.4,1570.0,2.5,1792.0,2.8,5993.0,9.5,59750.0,59750.0,21187.0,35.5,23475.0,39.3,1982.0,3.3,5686.0,9.5,7420.0,12.4
34013,301090.0,301090.0,135447.0,45.0,129341.0,43.0,7846.0,2.6,7546.0,2.5,20910.0,6.9,334576.0,334576.0,137711.0,41.2,122916.0,36.7,11605.0,3.5,29150.0,8.7,33194.0,9.9
34015,114329.0,114329.0,40231.0,35.2,61088.0,53.4,1759.0,1.5,3128.0,2.7,8123.0,7.1,123685.0,123685.0,36867.0,29.8,59934.0,48.5,2302.0,1.9,11766.0,9.5,12816.0,10.4
34017,272269.0,272269.0,120427.0,44.2,122496.0,45.0,5619.0,2.1,5378.0,2.0,18349.0,6.7,278541.0,278541.0,104213.0,37.4,114426.0,41.1,9860.0,3.5,21452.0,7.7,28590.0,10.3
34019,52572.0,52572.0,16335.0,31.1,30920.0,58.8,397.0,0.8,1208.0,2.3,3712.0,7.1,53092.0,53092.0,12694.0,23.9,30602.0,57.6,558.0,1.1,4156.0,7.8,5082.0,9.6
34021,147110.0,147110.0,59493.0,40.4,71965.0,48.9,2892.0,2.0,3181.0,2.2,9579.0,6.5,156609.0,156609.0,54885.0,35.0,69662.0,44.5,3445.0,2.2,13691.0,8.7,14926.0,9.5
34023,330777.0,330777.0,122213.0,36.9,180362.0,54.5,3359.0,1.0,7624.0,2.3,17219.0,5.2,346010.0,346010.0,103198.0,29.8,175200.0,50.6,5981.0,1.7,31495.0,9.1,30136.0,8.7
34025,247843.0,247843.0,84176.0,34.0,138180.0,55.8,2200.0,0.9,6395.0,2.6,16892.0,6.8,266755.0,266755.0,74440.0,27.9,136627.0,51.2,3673.0,1.4,25413.0,9.5,26602.0,10.0
34027,198274.0,198274.0,63410.0,32.0,116313.0,58.7,1782.0,0.9,4855.0,2.4,11914.0,6.0,210030.0,210030.0,56268.0,26.8,113169.0,53.9,2820.0,1.3,17873.0,8.5,19900.0,9.5
34029,224689.0,224689.0,69024.0,30.7,126997.0,56.5,2412.0,1.1,8833.0,3.9,17423.0,7.8,248888.0,248888.0,60581.0,24.3,125688.0,50.5,3045.0,1.2,32075.0,12.9,27499.0,11.0
34031,194012.0,194012.0,80076.0,41.3,93680.0,48.3,3861.0,2.0,4092.0,2.1,12303.0,6.3,209206.0,209206.0,76950.0,36.8,87688.0,41.9,6011.0,2.9,18696.0,8.9,19861.0,9.5
34033,25247.0,25247.0,8799.0,34.9,12656.0,50.1,476.0,1.9,1011.0,4.0,2305.0,9.1,26824.0,26824.0,7662.0,28.6,12343.0,46.0,671.0,2.5,3021.0,11.3,3127.0,11.7
34035,130488.0,130488.0,42265.0,32.4,76827.0,58.9,1155.0,0.9,2792.0,2.1,7449.0,5.7,139750.0,139750.0,38204.0,27.3,74908.0,53.6,2039.0,1.5,11547.0,8.3,13052.0,9.3
34037,58944.0,58944.0,18994.0,32.2,32854.0,55.7,911.0,1.5,1564.0,2.7,4621.0,7.8,60239.0,60239.0,15085.0,25.0,32372.0,53.7,1043.0,1.7,5124.0,8.5,6615.0,11.0
34039,214586.0,214586.0,85247.0,39.7,106129.0,49.5,4283.0,2.0,5727.0,2.7,13200.0,6.2,230328.0,230328.0,80734.0,35.1,100823.0,43.8,5182.0,2.2,21095.0,9.2,22494.0,9.8
34041,43259.0,43259.0,14029.0,32.4,23300.0,53.9,635.0,1.5,1244.0,2.9,4051.0,9.4,45726.0,45726.0,12395.0,27.1,23357.0,51.1,751.0,1.6,4856.0,10.6,4367.0,9.6
35001,268034.0,268034.0,106311.0,39.7,119180.0,44.5,3771.0,1.4,7059.0,2.6,31713.0,11.8,283927.0,283927.0,92408.0,32.5,117865.0,41.5,5173.0,1.8,24305.0,8.6,44176.0,15.6
35003,1755.0,1755.0,442.0,25.2,1072.0,61.1,32.0,1.8,75.0,4.3,134.0,7.6,1448.0,1448.0,368.0,25.4,716.0,49.4,6.0,0.4,282.0,19.5,76.0,5.2
35005,25181.0,25181.0,8858.0,35.2,11620.0,46.1,583.0,2.3,761.0,3.0,3359.0,13.3,25892.0,25892.0,7246.0,28.0,12151.0,46.9,548.0,2.1,2589.0,10.0,3358.0,13.0
35006,11093.0,11093.0,4331.0,39.0,4510.0,40.7,265.0,2.4,540.0,4.9,1447.0,13.0,10606.0,10606.0,3796.0,35.8,3905.0,36.8,317.0,3.0,1205.0,11.4,1383.0,13.0
35007,5334.0,5334.0,1548.0,29.0,2612.0,49.0,22.0,0.4,306.0,5.7,846.0,15.9,5085.0,5085.0,1139.0,22.4,2349.0,46.2,90.0,1.8,735.0,14.5,772.0,15.2
35009,20253.0,20253.0,7607.0,37.6,9349.0,46.2,186.0,0.9,421.0,2.1,2690.0,13.3,18528.0,18528.0,5474.0,29.5,8682.0,46.9,418.0,2.3,1595.0,8.6,2359.0,12.7
35011,886.0,886.0,350.0,39.5,318.0,35.9,38.0,4.3,88.0,9.9,92.0,10.4,772.0,772.0,268.0,34.7,278.0,36.0,17.0,2.2,161.0,20.9,48.0,6.2
35015,22431.0,22431.0,6803.0,30.3,11543.0,51.5,331.0,1.5,725.0,3.2,3029.0,13.5,22330.0,22330.0,5698.0,25.5,11233.0,50.3,558.0,2.5,2033.0,9.1,2808.0,12.6
35017,11275.0,11275.0,3654.0,32.4,5537.0,49.1,90.0,0.8,558.0,4.9,1436.0,12.7,11932.0,11932.0,3163.0,26.5,5175.0,43.4,180.0,1.5,1400.0,11.7,2014.0,16.9
35019,2182.0,2182.0,999.0,45.8,542.0,24.8,133.0,6.1,146.0,6.7,362.0,16.6,1550.0,1550.0,549.0,35.4,602.0,38.8,3.0,0.2,220.0,14.2,176.0,11.4
35021,264.0,264.0,52.0,19.7,114.0,43.2,5.0,1.9,28.0,10.6,65.0,24.6,131.0,131.0,9.0,6.9,90.0,68.7,0.0,0.0,12.0,9.2,20.0,15.3
35023,1750.0,1750.0,453.0,25.9,966.0,55.2,51.0,2.9,92.0,5.3,188.0,10.7,1783.0,1783.0,410.0,23.0,901.0,50.5,35.0,2.0,245.0,13.7,192.0,10.8
35025,26891.0,26891.0,9291.0,34.6,13659.0,50.8,567.0,2.1,617.0,2.3,2757.0,10.3,25332.0,25332.0,7123.0,28.1,12587.0,49.7,552.0,2.2,2204.0,8.7,2866.0,11.3
35027,7805.0,7805.0,1766.0,22.6,4399.0,56.4,256.0,3.3,468.0,6.0,916.0,11.7,8742.0,8742.0,1580.0,18.1,4676.0,53.5,46.0,0.5,967.0,11.1,1473.0,16.8
35028,7521.0,7521.0,1957.0,26.0,4795.0,63.8,0.0,0.0,128.0,1.7,641.0,8.5,7406.0,7406.0,1501.0,20.3,4582.0,61.9,26.0,0.4,459.0,6.2,838.0,11.3
35029,9384.0,9384.0,3077.0,32.8,4290.0,45.7,253.0,2.7,409.0,4.4,1355.0,14.4,9460.0,9460.0,2395.0,25.3,3924.0,41.5,497.0,5.3,1108.0,11.7,1536.0,16.2
35031,26081.0,26081.0,13438.0,51.5,9428.0,36.1,661.0,2.5,840.0,3.2,1714.0,6.6,28865.0,28865.0,13436.0,46.5,9266.0,32.1,728.0,2.5,2914.0,10.1,2521.0,8.7
35033,1793.0,1793.0,770.0,42.9,621.0,34.6,59.0,3.3,39.0,2.2,304.0,17.0,2046.0,2046.0,816.0,39.9,685.0,33.5,41.0,2.0,191.0,9.3,313.0,15.3
35035,27247.0,27247.0,9845.0,36.1,12569.0,46.1,516.0,1.9,1048.0,3.8,3269.0,12.0,25454.0,25454.0,6370.0,25.0,12432.0,48.8,472.0,1.9,2228.0,8.8,3952.0,15.5
35037,3118.0,3118.0,1328.0,42.6,1234.0,39.6,19.0,0.6,196.0,6.3,341.0,10.9,3590.0,3590.0,940.0,26.2,1353.0,37.7,197.0,5.5,495.0,13.8,605.0,16.9
35039,15508.0,15508.0,6838.0,44.1,6192.0,39.9,202.0,1.3,400.0,2.6,1876.0,12.1,16107.0,16107.0,6254.0,38.8,6079.0,37.7,235.0,1.5,1670.0,10.4,1869.0,11.6
35041,7472.0,7472.0,3248.0,43.5,3260.0,43.6,110.0,1.5,266.0,3.6,588.0,7.9,7667.0,7667.0,2722.0,35.5,3306.0,43.1,106.0,1.4,769.0,10.0,764.0,10.0
35043,54881.0,54881.0,17695.0,32.2,28280.0,51.5,632.0,1.2,1423.0,2.6,6851.0,12.5,58289.0,58289.0,16289.0,27.9,28726.0,49.3,661.0,1.1,4602.0,7.9,8011.0,13.7
35045,48343.0,48343.0,18384.0,38.0,22868.0,47.3,813.0,1.7,1374.0,2.8,4904.0,10.1,50177.0,50177.0,16840.0,33.6,22304.0,44.5,1124.0,2.2,4111.0,8.2,5798.0,11.6
35047,11798.0,11798.0,5624.0,47.7,3807.0,32.3,236.0,2.0,439.0,3.7,1692.0,14.3,11893.0,11893.0,4409.0,37.1,3863.0,32.5,265.0,2.2,1306.0,11.0,2050.0,17.2
35049,60789.0,60789.0,21346.0,35.1,29392.0,48.4,805.0,1.3,1509.0,2.5,7737.0,12.7,65152.0,65152.0,18662.0,28.6,28544.0,43.8,932.0,1.4,5193.0,8.0,11821.0,18.1
35051,4822.0,4822.0,1565.0,32.5,1951.0,40.5,117.0,2.4,295.0,6.1,894.0,18.5,4814.0,4814.0,892.0,18.5,2101.0,43.6,41.0,0.9,719.0,14.9,1061.0,22.0
35053,7174.0,7174.0,4108.0,57.3,1854.0,25.8,128.0,1.8,156.0,2.2,928.0,12.9,6572.0,6572.0,2520.0,38.3,2510.0,38.2,109.0,1.7,678.0,10.3,755.0,11.5
35055,13593.0,13593.0,5153.0,37.9,5262.0,38.7,126.0,0.9,582.0,4.3,2470.0,18.2,14329.0,14329.0,4453.0,31.1,5533.0,38.6,267.0,1.9,1465.0,10.2,2611.0,18.2
35057,7038.0,7038.0,2257.0,32.1,3680.0,52.3,115.0,1.6,285.0,4.0,701.0,10.0,5944.0,5944.0,1351.0,22.7,2871.0,48.3,101.0,1.7,755.0,12.7,866.0,14.6
35059,1974.0,1974.0,849.0,43.0,709.0,35.9,30.0,1.5,87.0,4.4,299.0,15.1,1481.0,1481.0,352.0,23.8,631.0,42.6,92.0,6.2,194.0,13.1,212.0,14.3
35061,30361.0,30361.0,9980.0,32.9,15321.0,50.5,482.0,1.6,1007.0,3.3,3571.0,11.8,30679.0,30679.0,8361.0,27.3,14119.0,46.0,471.0,1.5,2971.0,9.7,4757.0,15.5
36001,124910.0,124910.0,56315.0,45.1,53609.0,42.9,1851.0,1.5,3264.0,2.6,9871.0,7.9,135612.0,135612.0,53009.0,39.1,53809.0,39.7,2580.0,1.9,12157.0,9.0,14057.0,10.4
36003,19697.0,19697.0,7340.0,37.3,9319.0,47.3,394.0,2.0,737.0,3.7,1907.0,9.7,19492.0,19492.0,5823.0,29.9,9135.0,46.9,454.0,2.3,1876.0,9.6,2204.0,11.3
36005,523043.0,523043.0,265886.0,50.8,187326.0,35.8,19336.0,3.7,12050.0,2.3,38445.0,7.4,612205.0,612205.0,283785.0,46.4,173917.0,28.4,38169.0,6.2,50449.0,8.2,65885.0,10.8
36007,79546.0,79546.0,31956.0,40.2,36391.0,45.7,1442.0,1.8,2091.0,2.6,7666.0,9.6,83801.0,83801.0,27993.0,33.4,34842.0,41.6,1924.0,2.3,8748.0,10.4,10294.0,12.3
36009,31236.0,31236.0,10776.0,34.5,15377.0,49.2,608.0,1.9,1022.0,3.3,3453.0,11.1,32086.0,32086.0,8892.0,27.7,15168.0,47.3,670.0,2.1,3392.0,10.6,3964.0,12.4
36011,33397.0,33397.0,12037.0,36.0,15738.0,47.1,866.0,2.6,1142.0,3.4,3614.0,10.8,31834.0,31834.0,8308.0,26.1,15132.0,47.5,905.0,2.8,3496.0,11.0,3993.0,12.5
36013,52959.0,52959.0,19028.0,35.9,25080.0,47.4,1213.0,2.3,1575.0,3.0,6063.0,11.4,54910.0,54910.0,15567.0,28.4,24789.0,45.1,1458.0,2.7,6100.0,11.1,6996.0,12.7
36015,34668.0,34668.0,12325.0,35.6,17175.0,49.5,807.0,2.3,1030.0,3.0,3331.0,9.6,35660.0,35660.0,9878.0,27.7,16566.0,46.5,1307.0,3.7,3652.0,10.2,4257.0,11.9
36017,20003.0,20003.0,6179.0,30.9,9979.0,49.9,536.0,2.7,671.0,3.4,2638.0,13.2,20128.0,20128.0,4647.0,23.1,10175.0,50.6,610.0,3.0,2189.0,10.9,2507.0,12.5
36019,35361.0,35361.0,14175.0,40.1,15996.0,45.2,793.0,2.2,1108.0,3.1,3289.0,9.3,33440.0,33440.0,10256.0,30.7,15640.0,46.8,526.0,1.6,3197.0,9.6,3821.0,11.4
36021,26027.0,26027.0,9094.0,34.9,12752.0,49.0,738.0,2.8,719.0,2.8,2724.0,10.5,26219.0,26219.0,7259.0,27.7,12610.0,48.1,537.0,2.0,2700.0,10.3,3113.0,11.9
36023,19545.0,19545.0,8253.0,42.2,8740.0,44.7,432.0,2.2,462.0,2.4,1658.0,8.5,20807.0,20807.0,7817.0,37.6,8971.0,43.1,357.0,1.7,1724.0,8.3,1938.0,9.3
36025,19778.0,19778.0,6814.0,34.5,9715.0,49.1,424.0,2.1,790.0,4.0,2035.0,10.3,19494.0,19494.0,4797.0,24.6,9583.0,49.2,582.0,3.0,2196.0,11.3,2336.0,12.0
36027,122939.0,122939.0,45526.0,37.0,61576.0,50.1,2813.0,2.3,3159.0,2.6,9865.0,8.0,125416.0,125416.0,38524.0,30.7,59904.0,47.8,2688.0,2.1,11056.0,8.8,13244.0,10.6
36029,366593.0,366593.0,144728.0,39.5,172510.0,47.1,5910.0,1.6,11152.0,3.0,32293.0,8.8,399184.0,399184.0,135730.0,34.0,167651.0,42.0,8571.0,2.1,41822.0,10.5,45410.0,11.4
36031,17035.0,17035.0,6100.0,35.8,8258.0,48.5,386.0,2.3,686.0,4.0,1605.0,9.4,15718.0,15718.0,3512.0,22.3,8034.0,51.1,213.0,1.4,1920.0,12.2,2039.0,13.0
36033,23475.0,23475.0,9875.0,42.1,10353.0,44.1,586.0,2.5,574.0,2.4,2087.0,8.9,19039.0,19039.0,5180.0,27.2,8880.0,46.6,690.0,3.6,1842.0,9.7,2447.0,12.9
36035,22200.0,22200.0,7492.0,33.7,10677.0,48.1,676.0,3.0,802.0,3.6,2553.0,11.5,22611.0,22611.0,5826.0,25.8,10536.0,46.6,857.0,3.8,2686.0,11.9,2706.0,12.0
36037,24158.0,24158.0,8011.0,33.2,12557.0,52.0,504.0,2.1,664.0,2.7,2422.0,10.0,24193.0,24193.0,5975.0,24.7,12566.0,51.9,581.0,2.4,2307.0,9.5,2764.0,11.4
36039,21566.0,21566.0,8876.0,41.2,9516.0,44.1,449.0,2.1,763.0,3.5,1962.0,9.1,19566.0,19566.0,5915.0,30.2,9144.0,46.7,386.0,2.0,2240.0,11.4,1881.0,9.6
36041,2090.0,2090.0,896.0,42.9,722.0,34.5,84.0,4.0,275.0,13.2,113.0,5.4,1980.0,1980.0,471.0,23.8,681.0,34.4,43.0,2.2,401.0,20.3,384.0,19.4
36043,25421.0,25421.0,8699.0,34.2,12534.0,49.3,438.0,1.7,719.0,2.8,3031.0,11.9,26407.0,26407.0,6832.0,25.9,12545.0,47.5,783.0,3.0,3081.0,11.7,3166.0,12.0
36045,47865.0,47865.0,17487.0,36.5,24329.0,50.8,1065.0,2.2,998.0,2.1,3986.0,8.3,42856.0,42856.0,10243.0,23.9,23134.0,54.0,1278.0,3.0,3514.0,8.2,4687.0,10.9
36047,970815.0,970815.0,443284.0,45.7,432832.0,44.6,22105.0,2.3,21401.0,2.2,51193.0,5.3,1119579.0,1119579.0,470784.0,42.1,420376.0,37.5,40854.0,3.6,91611.0,8.2,95954.0,8.6
36049,10870.0,10870.0,3347.0,30.8,5933.0,54.6,116.0,1.1,367.0,3.4,1107.0,10.2,10733.0,10733.0,2693.0,25.1,5780.0,53.9,267.0,2.5,967.0,9.0,1026.0,9.6
36051,27255.0,27255.0,9774.0,35.9,13377.0,49.1,510.0,1.9,768.0,2.8,2826.0,10.4,27320.0,27320.0,8697.0,31.8,12432.0,45.5,618.0,2.3,2502.0,9.2,3071.0,11.2
36053,29569.0,29569.0,11427.0,38.6,13907.0,47.0,552.0,1.9,854.0,2.9,2829.0,9.6,30648.0,30648.0,9691.0,31.6,13950.0,45.5,712.0,2.3,2584.0,8.4,3711.0,12.1
36055,293503.0,293503.0,117271.0,40.0,136036.0,46.3,5618.0,1.9,8518.0,2.9,26060.0,8.9,321512.0,321512.0,113556.0,35.3,134056.0,41.7,7653.0,2.4,28599.0,8.9,37648.0,11.7
36057,19514.0,19514.0,6967.0,35.7,9130.0,46.8,565.0,2.9,741.0,3.8,2111.0,10.8,20600.0,20600.0,6092.0,29.6,8828.0,42.9,630.0,3.1,2576.0,12.5,2474.0,12.0
36059,536434.0,536434.0,184619.0,34.4,305345.0,56.9,5668.0,1.1,13771.0,2.6,27031.0,5.0,580174.0,580174.0,169704.0,29.3,297865.0,51.3,10230.0,1.8,55420.0,9.6,46955.0,8.1
36061,670035.0,670035.0,342677.0,51.1,256246.0,38.2,13702.0,2.0,13718.0,2.0,43692.0,6.5,760514.0,760514.0,365652.0,48.1,241239.0,31.7,21964.0,2.9,54655.0,7.2,77004.0,10.1
36063,85377.0,85377.0,30143.0,35.3,42251.0,49.5,1468.0,1.7,2826.0,3.3,8689.0,10.2,91400.0,91400.0,26441.0,28.9,42466.0,46.5,1836.0,2.0,9615.0,10.5,11042.0,12.1
36065,94383.0,94383.0,37014.0,39.2,43508.0,46.1,1796.0,1.9,3088.0,3.3,8977.0,9.5,95827.0,95827.0,28619.0,29.9,42747.0,44.6,2487.0,2.6,10795.0,11.3,11179.0,11.7
36067,182023.0,182023.0,71371.0,39.2,86736.0,47.7,2983.0,1.6,5180.0,2.8,15753.0,8.7,200265.0,200265.0,67503.0,33.7,85341.0,42.6,4708.0,2.4,18408.0,9.2,24305.0,12.1
36069,44378.0,44378.0,14023.0,31.6,23082.0,52.0,1098.0,2.5,1478.0,3.3,4697.0,10.6,46799.0,46799.0,12894.0,27.6,22505.0,48.1,1024.0,2.2,4792.0,10.2,5584.0,11.9
36071,148544.0,148544.0,56945.0,38.3,75711.0,51.0,2146.0,1.4,3584.0,2.4,10158.0,6.8,150028.0,150028.0,46947.0,31.3,72428.0,48.3,3582.0,2.4,12701.0,8.5,14370.0,9.6
36073,17237.0,17237.0,5850.0,33.9,8705.0,50.5,392.0,2.3,425.0,2.5,1865.0,10.8,17366.0,17366.0,4306.0,24.8,8471.0,48.8,501.0,2.9,1554.0,8.9,2534.0,14.6
36075,48886.0,48886.0,17404.0,35.6,23347.0,47.8,1242.0,2.5,1530.0,3.1,5363.0,11.0,49459.0,49459.0,14495.0,29.3,23306.0,47.1,1446.0,2.9,4476.0,9.0,5736.0,11.6
36077,24995.0,24995.0,9120.0,36.5,12244.0,49.0,494.0,2.0,804.0,3.2,2333.0,9.3,27251.0,27251.0,9261.0,34.0,12162.0,44.6,609.0,2.2,2701.0,9.9,2518.0,9.2
36079,41180.0,41180.0,13375.0,32.5,23433.0,56.9,624.0,1.5,875.0,2.1,2873.0,7.0,41820.0,41820.0,10287.0,24.6,23386.0,55.9,708.0,1.7,3411.0,8.2,4028.0,9.6
36081,913481.0,913481.0,371636.0,40.7,449190.0,49.2,18548.0,2.0,21508.0,2.4,52599.0,5.8,992767.0,992767.0,348787.0,35.1,431311.0,43.4,29110.0,2.9,93894.0,9.5,89665.0,9.0
36083,65287.0,65287.0,25963.0,39.8,30423.0,46.6,1399.0,2.1,2237.0,3.4,5265.0,8.1,68076.0,68076.0,23154.0,34.0,29763.0,43.7,1644.0,2.4,6199.0,9.1,7316.0,10.7
36085,185399.0,185399.0,65321.0,35.2,102256.0,55.2,2361.0,1.3,5157.0,2.8,10304.0,5.6,202735.0,202735.0,62932.0,31.0,98442.0,48.6,4561.0,2.2,19603.0,9.7,17197.0,8.5
36087,120470.0,120470.0,42195.0,35.0,67356.0,55.9,1665.0,1.4,3004.0,2.5,6250.0,5.2,128214.0,128214.0,38481.0,30.0,65782.0,51.3,2457.0,1.9,11006.0,8.6,10488.0,8.2
36089,46174.0,46174.0,18336.0,39.7,20860.0,45.2,894.0,1.9,1312.0,2.8,4772.0,10.3,44789.0,44789.0,14267.0,31.9,20056.0,44.8,1041.0,2.3,4619.0,10.3,4806.0,10.7
36091,92985.0,92985.0,29239.0,31.4,51804.0,55.7,1285.0,1.4,2388.0,2.6,8269.0,8.9,96296.0,96296.0,24036.0,25.0,51365.0,53.3,1763.0,1.8,7673.0,8.0,11459.0,11.9
36093,61138.0,61138.0,25411.0,41.6,26768.0,43.8,1578.0,2.6,1878.0,3.1,5503.0,9.0,66078.0,66078.0,22297.0,33.7,27314.0,41.3,1477.0,2.2,6612.0,10.0,8378.0,12.7
