countyFIPS,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability
47013,39122.0,39122.0,9813.0,25.1,8216.0,8216.0,491.0,6.0,23288.0,23288.0,5506.0,23.6,7618.0,7618.0,3816.0,50.1
47015,13798.0,13798.0,2576.0,18.7,2969.0,2969.0,109.0,3.7,8367.0,8367.0,1449.0,17.3,2462.0,2462.0,1018.0,41.3
47017,27518.0,27518.0,6136.0,22.3,5980.0,5980.0,554.0,9.3,16333.0,16333.0,3194.0,19.6,5205.0,5205.0,2388.0,45.9
47019,55364.0,55364.0,11988.0,21.7,10703.0,10703.0,523.0,4.9,33447.0,33447.0,6168.0,18.4,11214.0,11214.0,5297.0,47.2
47021,39585.0,39585.0,5601.0,14.1,9068.0,9068.0,441.0,4.9,25017.0,25017.0,3105.0,12.4,5500.0,5500.0,2055.0,37.4
47023,16949.0,16949.0,2373.0,14.0,3847.0,3847.0,243.0,6.3,10331.0,10331.0,1071.0,10.4,2771.0,2771.0,1059.0,38.2
47025,30996.0,30996.0,6645.0,21.4,5966.0,5966.0,285.0,4.8,19314.0,19314.0,3754.0,19.4,5716.0,5716.0,2606.0,45.6
47027,7591.0,7591.0,1423.0,18.7,1529.0,1529.0,68.0,4.4,4284.0,4284.0,725.0,16.9,1778.0,1778.0,630.0,35.4
47029,35050.0,35050.0,8226.0,23.5,7345.0,7345.0,532.0,7.2,20678.0,20678.0,4510.0,21.8,7027.0,7027.0,3184.0,45.3
47031,53888.0,53888.0,9650.0,17.9,13133.0,13133.0,733.0,5.6,31620.0,31620.0,5160.0,16.3,9135.0,9135.0,3757.0,41.1
47033,14283.0,14283.0,2705.0,18.9,3491.0,3491.0,164.0,4.7,8314.0,8314.0,1500.0,18.0,2478.0,2478.0,1041.0,42.0
47035,58021.0,58021.0,13052.0,22.5,10550.0,10550.0,765.0,7.3,30262.0,30262.0,5776.0,19.1,17209.0,17209.0,6511.0,37.8
47037,677542.0,677542.0,78584.0,11.6,145202.0,145202.0,5342.0,3.7,454118.0,454118.0,45351.0,10.0,78222.0,78222.0,27891.0,35.7
47039,11443.0,11443.0,2188.0,19.1,2488.0,2488.0,134.0,5.4,6416.0,6416.0,1016.0,15.8,2539.0,2539.0,1038.0,40.9
47041,19361.0,19361.0,3143.0,16.2,4228.0,4228.0,122.0,2.9,11718.0,11718.0,1722.0,14.7,3415.0,3415.0,1299.0,38.0
47043,51552.0,51552.0,8415.0,16.3,12265.0,12265.0,596.0,4.9,31319.0,31319.0,4592.0,14.7,7968.0,7968.0,3227.0,40.5
47045,37057.0,37057.0,7234.0,19.5,9006.0,9006.0,372.0,4.1,21909.0,21909.0,4324.0,19.7,6142.0,6142.0,2538.0,41.3
47047,39148.0,39148.0,6132.0,15.7,7862.0,7862.0,406.0,5.2,23526.0,23526.0,2892.0,12.3,7760.0,7760.0,2834.0,36.5
47049,17818.0,17818.0,4268.0,24.0,3910.0,3910.0,317.0,8.1,10285.0,10285.0,2250.0,21.9,3623.0,3623.0,1701.0,47.0
47051,41169.0,41169.0,8118.0,19.7,8530.0,8530.0,617.0,7.2,24872.0,24872.0,4007.0,16.1,7767.0,7767.0,3494.0,45.0
47053,47974.0,47974.0,9349.0,19.5,11918.0,11918.0,869.0,7.3,27907.0,27907.0,4619.0,16.6,8149.0,8149.0,3861.0,47.4
47055,28743.0,28743.0,5046.0,17.6,6100.0,6100.0,187.0,3.1,17189.0,17189.0,2710.0,15.8,5454.0,5454.0,2149.0,39.4
47057,22870.0,22870.0,5446.0,23.8,4792.0,4792.0,488.0,10.2,13707.0,13707.0,3053.0,22.3,4371.0,4371.0,1905.0,43.6
47059,67428.0,67428.0,15994.0,23.7,13326.0,13326.0,1227.0,9.2,40263.0,40263.0,8410.0,20.9,13839.0,13839.0,6357.0,45.9
47061,13152.0,13152.0,3259.0,24.8,2957.0,2957.0,217.0,7.3,7599.0,7599.0,1706.0,22.5,2596.0,2596.0,1336.0,51.5
47063,62906.0,62906.0,11769.0,18.7,14837.0,14837.0,542.0,3.7,36983.0,36983.0,6279.0,17.0,11086.0,11086.0,4948.0,44.6
47065,353438.0,353438.0,49895.0,14.1,74773.0,74773.0,2750.0,3.7,219999.0,219999.0,25782.0,11.7,58666.0,58666.0,21363.0,36.4
47067,6420.0,6420.0,1743.0,27.1,1340.0,1340.0,27.0,2.0,3799.0,3799.0,1099.0,28.9,1281.0,1281.0,617.0,48.2
47069,21837.0,21837.0,4217.0,19.3,4976.0,4976.0,184.0,3.7,12662.0,12662.0,2294.0,18.1,4199.0,4199.0,1739.0,41.4
47071,25344.0,25344.0,4569.0,18.0,5369.0,5369.0,196.0,3.7,14667.0,14667.0,2326.0,15.9,5308.0,5308.0,2047.0,38.6
47073,55767.0,55767.0,12643.0,22.7,11566.0,11566.0,598.0,5.2,33241.0,33241.0,6983.0,21.0,10960.0,10960.0,5062.0,46.2
47075,17548.0,17548.0,3184.0,18.1,4089.0,4089.0,270.0,6.6,10473.0,10473.0,1552.0,14.8,2986.0,2986.0,1362.0,45.6
47077,27510.0,27510.0,5116.0,18.6,6423.0,6423.0,319.0,5.0,16349.0,16349.0,2968.0,18.2,4738.0,4738.0,1829.0,38.6
47079,31792.0,31792.0,6841.0,21.5,6737.0,6737.0,417.0,6.2,18058.0,18058.0,3747.0,20.7,6997.0,6997.0,2677.0,38.3
47081,23088.0,23088.0,4647.0,20.1,5349.0,5349.0,134.0,2.5,13869.0,13869.0,2959.0,21.3,3870.0,3870.0,1554.0,40.2
47083,7967.0,7967.0,1810.0,22.7,1791.0,1791.0,127.0,7.1,4589.0,4589.0,998.0,21.7,1587.0,1587.0,685.0,43.2
47085,18096.0,18096.0,4007.0,22.1,3730.0,3730.0,333.0,8.9,10943.0,10943.0,2216.0,20.3,3423.0,3423.0,1458.0,42.6
47087,11419.0,11419.0,2686.0,23.5,2137.0,2137.0,123.0,5.8,6874.0,6874.0,1393.0,20.3,2408.0,2408.0,1170.0,48.6
47089,52299.0,52299.0,10524.0,20.1,10789.0,10789.0,775.0,7.2,31532.0,31532.0,5806.0,18.4,9978.0,9978.0,3943.0,39.5
47091,15884.0,15884.0,3749.0,23.6,2915.0,2915.0,235.0,8.1,9180.0,9180.0,1795.0,19.6,3789.0,3789.0,1719.0,45.4
47093,452543.0,452543.0,56682.0,12.5,96719.0,96719.0,3632.0,3.8,288535.0,288535.0,29590.0,10.3,67289.0,67289.0,23460.0,34.9
47095,4831.0,4831.0,1114.0,23.1,1127.0,1127.0,86.0,7.6,2819.0,2819.0,703.0,24.9,885.0,885.0,325.0,36.7
47097,23529.0,23529.0,5272.0,22.4,6052.0,6052.0,559.0,9.2,13647.0,13647.0,2868.0,21.0,3830.0,3830.0,1845.0,48.2
47099,42479.0,42479.0,7901.0,18.6,10798.0,10798.0,490.0,4.5,24320.0,24320.0,4365.0,17.9,7361.0,7361.0,3046.0,41.4
47101,11772.0,11772.0,2167.0,18.4,2677.0,2677.0,93.0,3.5,6719.0,6719.0,1237.0,18.4,2376.0,2376.0,837.0,35.2
47103,33368.0,33368.0,6519.0,19.5,7532.0,7532.0,318.0,4.2,19675.0,19675.0,3544.0,18.0,6161.0,6161.0,2657.0,43.1
47105,51272.0,51272.0,7779.0,15.2,10250.0,10250.0,421.0,4.1,28063.0,28063.0,3514.0,12.5,12959.0,12959.0,3844.0,29.7
47107,51968.0,51968.0,9867.0,19.0,11284.0,11284.0,605.0,5.4,30927.0,30927.0,5207.0,16.8,9757.0,9757.0,4055.0,41.6
47109,25564.0,25564.0,4931.0,19.3,5748.0,5748.0,172.0,3.0,14741.0,14741.0,2476.0,16.8,5075.0,5075.0,2283.0,45.0
47111,23122.0,23122.0,4558.0,19.7,5718.0,5718.0,193.0,3.4,13886.0,13886.0,2888.0,20.8,3518.0,3518.0,1477.0,42.0
47113,96405.0,96405.0,14316.0,14.8,22138.0,22138.0,651.0,2.9,59190.0,59190.0,8099.0,13.7,15077.0,15077.0,5566.0,36.9
47115,28141.0,28141.0,6003.0,21.3,6044.0,6044.0,385.0,6.4,16784.0,16784.0,3238.0,19.3,5313.0,5313.0,2380.0,44.8
47117,31912.0,31912.0,5297.0,16.6,7655.0,7655.0,368.0,4.8,19358.0,19358.0,2906.0,15.0,4899.0,4899.0,2023.0,41.3
47119,88665.0,88665.0,12541.0,14.1,20901.0,20901.0,725.0,3.5,54456.0,54456.0,7138.0,13.1,13308.0,13308.0,4678.0,35.2
47121,11851.0,11851.0,2309.0,19.5,2569.0,2569.0,119.0,4.6,6854.0,6854.0,1225.0,17.9,2428.0,2428.0,965.0,39.7
47123,45368.0,45368.0,9209.0,20.3,9915.0,9915.0,753.0,7.6,26356.0,26356.0,4704.0,17.8,9097.0,9097.0,3752.0,41.2
47125,182466.0,182466.0,26722.0,14.6,52929.0,52929.0,2474.0,4.7,112527.0,112527.0,17074.0,15.2,17010.0,17010.0,7174.0,42.2
47127,6229.0,6229.0,897.0,14.4,1267.0,1267.0,46.0,3.6,3651.0,3651.0,416.0,11.4,1311.0,1311.0,435.0,33.2
47129,18798.0,18798.0,4177.0,22.2,4107.0,4107.0,118.0,2.9,11229.0,11229.0,2245.0,20.0,3462.0,3462.0,1814.0,52.4
47131,30107.0,30107.0,6462.0,21.5,6692.0,6692.0,359.0,5.4,17653.0,17653.0,3523.0,20.0,5762.0,5762.0,2580.0,44.8
47133,21723.0,21723.0,3436.0,15.8,4905.0,4905.0,247.0,5.0,12567.0,12567.0,1686.0,13.4,4251.0,4251.0,1503.0,35.4
47135,7762.0,7762.0,1491.0,19.2,1750.0,1750.0,151.0,8.6,4491.0,4491.0,679.0,15.1,1521.0,1521.0,661.0,43.5
47137,5002.0,5002.0,1067.0,21.3,945.0,945.0,57.0,6.0,2770.0,2770.0,590.0,21.3,1287.0,1287.0,420.0,32.6
47139,16543.0,16543.0,2945.0,17.8,3388.0,3388.0,146.0,4.3,9886.0,9886.0,1473.0,14.9,3269.0,3269.0,1326.0,40.6
47141,75551.0,75551.0,11256.0,14.9,15960.0,15960.0,895.0,5.6,47355.0,47355.0,5793.0,12.2,12236.0,12236.0,4568.0,37.3
47143,32266.0,32266.0,6612.0,20.5,7588.0,7588.0,413.0,5.4,19042.0,19042.0,3992.0,21.0,5636.0,5636.0,2207.0,39.2
47145,52183.0,52183.0,10586.0,20.3,10027.0,10027.0,688.0,6.9,30912.0,30912.0,5750.0,18.6,11244.0,11244.0,4148.0,36.9
47147,68433.0,68433.0,10037.0,14.7,17073.0,17073.0,1080.0,6.3,41896.0,41896.0,5263.0,12.6,9464.0,9464.0,3694.0,39.0
47149,304664.0,304664.0,32676.0,10.7,76386.0,76386.0,3168.0,4.1,198357.0,198357.0,18968.0,9.6,29921.0,29921.0,10540.0,35.2
47151,21629.0,21629.0,5608.0,25.9,5354.0,5354.0,408.0,7.6,12852.0,12852.0,3374.0,26.3,3423.0,3423.0,1826.0,53.3
47153,14498.0,14498.0,3334.0,23.0,3143.0,3143.0,280.0,8.9,8574.0,8574.0,1902.0,22.2,2781.0,2781.0,1152.0,41.4
47155,95359.0,95359.0,16810.0,17.6,20044.0,20044.0,1101.0,5.5,57659.0,57659.0,9297.0,16.1,17656.0,17656.0,6412.0,36.3
47157,924453.0,924453.0,116075.0,12.6,235548.0,235548.0,10983.0,4.7,573237.0,573237.0,63140.0,11.0,115668.0,115668.0,41952.0,36.3
47159,19244.0,19244.0,3362.0,17.5,4504.0,4504.0,245.0,5.4,11681.0,11681.0,1920.0,16.4,3059.0,3059.0,1197.0,39.1
47161,13087.0,13087.0,2730.0,20.9,2808.0,2808.0,116.0,4.1,7750.0,7750.0,1398.0,18.0,2529.0,2529.0,1216.0,48.1
47163,155098.0,155098.0,32295.0,20.8,30684.0,30684.0,2178.0,7.1,91833.0,91833.0,16819.0,18.3,32581.0,32581.0,13298.0,40.8
47165,177908.0,177908.0,24836.0,14.0,43041.0,43041.0,1869.0,4.3,108171.0,108171.0,12818.0,11.8,26696.0,26696.0,10149.0,38.0
47167,60558.0,60558.0,9672.0,16.0,15386.0,15386.0,989.0,6.4,36914.0,36914.0,5133.0,13.9,8258.0,8258.0,3550.0,43.0
47169,9220.0,9220.0,1671.0,18.1,1896.0,1896.0,88.0,4.6,6036.0,6036.0,956.0,15.8,1288.0,1288.0,627.0,48.7
47171,17424.0,17424.0,4117.0,23.6,3238.0,3238.0,247.0,7.6,10300.0,10300.0,2023.0,19.6,3886.0,3886.0,1847.0,47.5
47173,19119.0,19119.0,3610.0,18.9,4222.0,4222.0,323.0,7.7,11596.0,11596.0,2023.0,17.4,3301.0,3301.0,1264.0,38.3
47175,5601.0,5601.0,1406.0,25.1,1066.0,1066.0,105.0,9.8,3313.0,3313.0,765.0,23.1,1222.0,1222.0,536.0,43.9
47177,39922.0,39922.0,8214.0,20.6,9611.0,9611.0,673.0,7.0,23586.0,23586.0,4479.0,19.0,6725.0,6725.0,3062.0,45.5
47179,125278.0,125278.0,22990.0,18.4,24665.0,24665.0,1188.0,4.8,79237.0,79237.0,12795.0,16.1,21376.0,21376.0,9007.0,42.1
47181,14606.0,14606.0,3030.0,20.7,3089.0,3089.0,77.0,2.5,8543.0,8543.0,1575.0,18.4,2974.0,2974.0,1378.0,46.3
47183,33192.0,33192.0,6138.0,18.5,6565.0,6565.0,330.0,5.0,20943.0,20943.0,3374.0,16.1,5684.0,5684.0,2434.0,42.8
47185,26184.0,26184.0,5146.0,19.7,5929.0,5929.0,169.0,2.9,15133.0,15133.0,2664.0,17.6,5122.0,5122.0,2313.0,45.2
47187,218175.0,218175.0,15801.0,7.2,60500.0,60500.0,1426.0,2.4,130816.0,130816.0,6979.0,5.3,26859.0,26859.0,7396.0,27.5
47189,131604.0,131604.0,16959.0,12.9,31794.0,31794.0,1337.0,4.2,80224.0,80224.0,8875.0,11.1,19586.0,19586.0,6747.0,34.4
48001,44353.0,44353.0,6168.0,13.9,11215.0,11215.0,233.0,2.1,25708.0,25708.0,3271.0,12.7,7430.0,7430.0,2664.0,35.9
48003,17725.0,17725.0,1615.0,9.1,5519.0,5519.0,115.0,2.1,10455.0,10455.0,825.0,7.9,1751.0,1751.0,675.0,38.5
48005,85457.0,85457.0,15748.0,18.4,22681.0,22681.0,1425.0,6.3,50078.0,50078.0,8060.0,16.1,12698.0,12698.0,6263.0,49.3
48007,24388.0,24388.0,5189.0,21.3,4717.0,4717.0,485.0,10.3,13277.0,13277.0,2093.0,15.8,6394.0,6394.0,2611.0,40.8
48009,8723.0,8723.0,1367.0,15.7,1912.0,1912.0,61.0,3.2,5147.0,5147.0,607.0,11.8,1664.0,1664.0,699.0,42.0
48011,1853.0,1853.0,234.0,12.6,396.0,396.0,29.0,7.3,1098.0,1098.0,67.0,6.1,359.0,359.0,138.0,38.4
48013,48397.0,48397.0,5886.0,12.2,13558.0,13558.0,542.0,4.0,28218.0,28218.0,2813.0,10.0,6621.0,6621.0,2531.0,38.2
48015,29298.0,29298.0,3686.0,12.6,7060.0,7060.0,190.0,2.7,17008.0,17008.0,1915.0,11.3,5230.0,5230.0,1581.0,30.2
48017,6895.0,6895.0,907.0,13.2,2024.0,2024.0,126.0,6.2,3924.0,3924.0,402.0,10.2,947.0,947.0,379.0,40.0
48019,21584.0,21584.0,4226.0,19.6,3759.0,3759.0,228.0,6.1,12298.0,12298.0,2104.0,17.1,5527.0,5527.0,1894.0,34.3
48021,80461.0,80461.0,11046.0,13.7,21091.0,21091.0,833.0,3.9,48099.0,48099.0,6043.0,12.6,11271.0,11271.0,4170.0,37.0
48023,3517.0,3517.0,720.0,20.5,800.0,800.0,27.0,3.4,1912.0,1912.0,297.0,15.5,805.0,805.0,396.0,49.2
48025,25061.0,25061.0,4286.0,17.1,6905.0,6905.0,359.0,5.2,14423.0,14423.0,2247.0,15.6,3733.0,3733.0,1680.0,45.0
48027,321558.0,321558.0,47350.0,14.7,95056.0,95056.0,5451.0,5.7,192478.0,192478.0,27717.0,14.4,34024.0,34024.0,14182.0,41.7
48029,1895810.0,1895810.0,265021.0,14.0,498366.0,498366.0,26749.0,5.4,1178233.0,1178233.0,148767.0,12.6,219211.0,219211.0,89505.0,40.8
48031,11176.0,11176.0,1897.0,17.0,2057.0,2057.0,85.0,4.1,6504.0,6504.0,885.0,13.6,2615.0,2615.0,927.0,35.4
48033,665.0,665.0,154.0,23.2,172.0,172.0,24.0,14.0,320.0,320.0,49.0,15.3,173.0,173.0,81.0,46.8
48035,17776.0,17776.0,3106.0,17.5,3900.0,3900.0,193.0,4.9,9742.0,9742.0,1270.0,13.0,4134.0,4134.0,1643.0,39.7
48037,88388.0,88388.0,11432.0,12.9,22248.0,22248.0,804.0,3.6,51851.0,51851.0,5982.0,11.5,14289.0,14289.0,4646.0,32.5
48039,342641.0,342641.0,32427.0,9.5,94325.0,94325.0,2540.0,2.7,209702.0,209702.0,16734.0,8.0,38614.0,38614.0,13153.0,34.1
48041,214943.0,214943.0,17846.0,8.3,45097.0,45097.0,1676.0,3.7,151477.0,151477.0,9721.0,6.4,18369.0,18369.0,6449.0,35.1
48043,9131.0,9131.0,1907.0,20.9,1777.0,1777.0,34.0,1.9,5389.0,5389.0,982.0,18.2,1965.0,1965.0,891.0,45.3
48045,1546.0,1546.0,181.0,11.7,291.0,291.0,2.0,0.7,891.0,891.0,51.0,5.7,364.0,364.0,128.0,35.2
48047,6638.0,6638.0,1244.0,18.7,1845.0,1845.0,44.0,2.4,3680.0,3680.0,616.0,16.7,1113.0,1113.0,584.0,52.5
48049,36773.0,36773.0,5163.0,14.0,8508.0,8508.0,345.0,4.1,21412.0,21412.0,2418.0,11.3,6853.0,6853.0,2400.0,35.0
48051,17692.0,17692.0,2813.0,15.9,4000.0,4000.0,205.0,5.1,10182.0,10182.0,1152.0,11.3,3510.0,3510.0,1456.0,41.5
48053,45246.0,45246.0,8280.0,18.3,9845.0,9845.0,671.0,6.8,25612.0,25612.0,3814.0,14.9,9789.0,9789.0,3795.0,38.8
48055,39420.0,39420.0,5470.0,13.9,9907.0,9907.0,321.0,3.2,24217.0,24217.0,2804.0,11.6,5296.0,5296.0,2345.0,44.3
48057,21584.0,21584.0,3830.0,17.7,5446.0,5446.0,230.0,4.2,12614.0,12614.0,1996.0,15.8,3524.0,3524.0,1604.0,45.5
48059,13684.0,13684.0,2550.0,18.6,3221.0,3221.0,269.0,8.4,7772.0,7772.0,1061.0,13.7,2691.0,2691.0,1220.0,45.3
48061,419590.0,419590.0,52618.0,12.5,130951.0,130951.0,7066.0,5.4,235446.0,235446.0,22689.0,9.6,53193.0,53193.0,22863.0,43.0
48063,12760.0,12760.0,1955.0,15.3,3399.0,3399.0,166.0,4.9,7105.0,7105.0,852.0,12.0,2256.0,2256.0,937.0,41.5
48065,6003.0,6003.0,654.0,10.9,1541.0,1541.0,35.0,2.3,3410.0,3410.0,267.0,7.8,1052.0,1052.0,352.0,33.5
48067,29691.0,29691.0,5212.0,17.6,6804.0,6804.0,164.0,2.4,16701.0,16701.0,2582.0,15.5,6186.0,6186.0,2466.0,39.9
48069,7696.0,7696.0,850.0,11.0,2279.0,2279.0,52.0,2.3,4316.0,4316.0,356.0,8.2,1101.0,1101.0,442.0,40.1
48071,40076.0,40076.0,4412.0,11.0,11287.0,11287.0,329.0,2.9,24425.0,24425.0,2213.0,9.1,4364.0,4364.0,1870.0,42.9
48073,49308.0,49308.0,6363.0,12.9,13202.0,13202.0,462.0,3.5,27698.0,27698.0,3082.0,11.1,8408.0,8408.0,2819.0,33.5
48075,5805.0,5805.0,1014.0,17.5,1348.0,1348.0,132.0,9.8,3603.0,3603.0,384.0,10.7,854.0,854.0,498.0,58.3
48077,10321.0,10321.0,1898.0,18.4,2152.0,2152.0,145.0,6.7,5907.0,5907.0,878.0,14.9,2262.0,2262.0,875.0,38.7
48079,2879.0,2879.0,450.0,15.6,806.0,806.0,27.0,3.3,1633.0,1633.0,209.0,12.8,440.0,440.0,214.0,48.6
48081,3177.0,3177.0,559.0,17.6,623.0,623.0,13.0,2.1,1700.0,1700.0,173.0,10.2,854.0,854.0,373.0,43.7
48083,8358.0,8358.0,1218.0,14.6,1829.0,1829.0,60.0,3.3,4548.0,4548.0,613.0,13.5,1981.0,1981.0,545.0,27.5
48085,941564.0,941564.0,65146.0,6.9,250946.0,250946.0,6300.0,2.5,593860.0,593860.0,30768.0,5.2,96758.0,96758.0,28078.0,29.0
48087,2929.0,2929.0,404.0,13.8,726.0,726.0,38.0,5.2,1701.0,1701.0,178.0,10.5,502.0,502.0,188.0,37.5
48089,20703.0,20703.0,2864.0,13.8,4894.0,4894.0,202.0,4.1,11546.0,11546.0,1293.0,11.2,4263.0,4263.0,1369.0,32.1
48091,133918.0,133918.0,18597.0,13.9,30888.0,30888.0,1286.0,4.2,79478.0,79478.0,9528.0,12.0,23552.0,23552.0,7783.0,33.0
48093,13292.0,13292.0,2566.0,19.3,3023.0,3023.0,159.0,5.3,7108.0,7108.0,962.0,13.5,3161.0,3161.0,1445.0,45.7
48095,3068.0,3068.0,294.0,9.6,541.0,541.0,15.0,2.8,1838.0,1838.0,91.0,5.0,689.0,689.0,188.0,27.3
48097,39107.0,39107.0,5530.0,14.1,9349.0,9349.0,439.0,4.7,22914.0,22914.0,2799.0,12.2,6844.0,6844.0,2292.0,33.5
48099,57922.0,57922.0,10107.0,17.4,17779.0,17779.0,1183.0,6.7,33489.0,33489.0,5783.0,17.3,6654.0,6654.0,3141.0,47.2
48101,1623.0,1623.0,312.0,19.2,547.0,547.0,20.0,3.7,726.0,726.0,127.0,17.5,350.0,350.0,165.0,47.1
48103,4738.0,4738.0,367.0,7.7,1506.0,1506.0,0.0,0.0,2695.0,2695.0,203.0,7.5,537.0,537.0,164.0,30.5
48105,3559.0,3559.0,299.0,8.4,984.0,984.0,0.0,0.0,2077.0,2077.0,178.0,8.6,498.0,498.0,121.0,24.3
48107,5780.0,5780.0,1084.0,18.8,1591.0,1591.0,63.0,4.0,3189.0,3189.0,549.0,17.2,1000.0,1000.0,472.0,47.2
48109,2233.0,2233.0,552.0,24.7,536.0,536.0,28.0,5.2,1269.0,1269.0,318.0,25.1,428.0,428.0,206.0,48.1
48111,7204.0,7204.0,908.0,12.6,2281.0,2281.0,38.0,1.7,4172.0,4172.0,536.0,12.8,751.0,751.0,334.0,44.5
48113,2568003.0,2568003.0,244520.0,9.5,687085.0,687085.0,23525.0,3.4,1622817.0,1622817.0,130093.0,8.0,258101.0,258101.0,90902.0,35.2
48115,11190.0,11190.0,2078.0,18.6,3160.0,3160.0,285.0,9.0,6253.0,6253.0,1110.0,17.8,1777.0,1777.0,683.0,38.4
48117,18691.0,18691.0,1947.0,10.4,5929.0,5929.0,181.0,3.1,10549.0,10549.0,869.0,8.2,2213.0,2213.0,897.0,40.5
48119,5149.0,5149.0,971.0,18.9,1220.0,1220.0,58.0,4.8,2948.0,2948.0,524.0,17.8,981.0,981.0,389.0,39.7
48121,803126.0,803126.0,62877.0,7.8,204763.0,204763.0,6979.0,3.4,523061.0,523061.0,32702.0,6.3,75302.0,75302.0,23196.0,30.8
48123,18492.0,18492.0,3064.0,16.6,4609.0,4609.0,245.0,5.3,10295.0,10295.0,1342.0,13.0,3588.0,3588.0,1477.0,41.2
48125,2092.0,2092.0,452.0,21.6,480.0,480.0,29.0,6.0,1114.0,1114.0,232.0,20.8,498.0,498.0,191.0,38.4
48127,10555.0,10555.0,2431.0,23.0,3195.0,3195.0,279.0,8.7,5680.0,5680.0,1245.0,21.9,1680.0,1680.0,907.0,54.0
48129,3322.0,3322.0,516.0,15.5,686.0,686.0,11.0,1.6,1879.0,1879.0,180.0,9.6,757.0,757.0,325.0,42.9
48131,10856.0,10856.0,2843.0,26.2,2962.0,2962.0,173.0,5.8,5937.0,5937.0,1434.0,24.2,1957.0,1957.0,1236.0,63.2
48133,18007.0,18007.0,4029.0,22.4,3737.0,3737.0,100.0,2.7,10342.0,10342.0,2314.0,22.4,3928.0,3928.0,1615.0,41.1
48135,157175.0,157175.0,18405.0,11.7,47548.0,47548.0,1901.0,4.0,94920.0,94920.0,10282.0,10.8,14707.0,14707.0,6222.0,42.3
48137,2043.0,2043.0,583.0,28.5,347.0,347.0,0.0,0.0,1128.0,1128.0,289.0,25.6,568.0,568.0,294.0,51.8
48139,167585.0,167585.0,19231.0,11.5,45410.0,45410.0,1605.0,3.5,101837.0,101837.0,9603.0,9.4,20338.0,20338.0,8023.0,39.4
48141,813458.0,813458.0,112769.0,13.9,232374.0,232374.0,12126.0,5.2,485232.0,485232.0,57112.0,11.8,95852.0,95852.0,43531.0,45.4
48143,40979.0,40979.0,4994.0,12.2,8690.0,8690.0,457.0,5.3,26893.0,26893.0,2417.0,9.0,5396.0,5396.0,2120.0,39.3
48145,15531.0,15531.0,3270.0,21.1,3677.0,3677.0,217.0,5.9,8994.0,8994.0,1673.0,18.6,2860.0,2860.0,1380.0,48.3
48147,31300.0,31300.0,4767.0,15.2,7243.0,7243.0,207.0,2.9,18202.0,18202.0,2330.0,12.8,5855.0,5855.0,2230.0,38.1
48149,24647.0,24647.0,3734.0,15.1,5194.0,5194.0,262.0,5.0,13778.0,13778.0,1713.0,12.4,5675.0,5675.0,1759.0,31.0
48151,3860.0,3860.0,703.0,18.2,807.0,807.0,52.0,6.4,2161.0,2161.0,264.0,12.2,892.0,892.0,387.0,43.4
48153,5834.0,5834.0,718.0,12.3,1579.0,1579.0,26.0,1.6,3188.0,3188.0,297.0,9.3,1067.0,1067.0,395.0,37.0
48155,1373.0,1373.0,282.0,20.5,262.0,262.0,0.0,0.0,765.0,765.0,106.0,13.9,346.0,346.0,176.0,50.9
48157,734071.0,734071.0,55947.0,7.6,205379.0,205379.0,6664.0,3.2,454521.0,454521.0,26928.0,5.9,74171.0,74171.0,22355.0,30.1
