countyFIPS,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability
19099,35311.0,35311.0,4938.0,14.0,8306.0,8306.0,251.0,3.0,20379.0,20379.0,2455.0,12.0,6626.0,6626.0,2232.0,33.7
19101,17916.0,17916.0,1981.0,11.1,3311.0,3311.0,81.0,2.4,11060.0,11060.0,985.0,8.9,3545.0,3545.0,915.0,25.8
19103,145408.0,145408.0,10368.0,7.1,29592.0,29592.0,863.0,2.9,100388.0,100388.0,5394.0,5.4,15428.0,15428.0,4111.0,26.6
19105,19410.0,19410.0,2262.0,11.7,4428.0,4428.0,222.0,5.0,11104.0,11104.0,886.0,8.0,3878.0,3878.0,1154.0,29.8
19107,10081.0,10081.0,1470.0,14.6,2312.0,2312.0,122.0,5.3,5699.0,5699.0,663.0,11.6,2070.0,2070.0,685.0,33.1
19109,14834.0,14834.0,2291.0,15.4,3267.0,3267.0,207.0,6.3,8351.0,8351.0,909.0,10.9,3216.0,3216.0,1175.0,36.5
19111,33491.0,33491.0,5506.0,16.4,7448.0,7448.0,421.0,5.7,19699.0,19699.0,2818.0,14.3,6344.0,6344.0,2267.0,35.7
19113,220216.0,220216.0,22142.0,10.1,52293.0,52293.0,1936.0,3.7,135177.0,135177.0,10698.0,7.9,32746.0,32746.0,9508.0,29.0
19115,11084.0,11084.0,1276.0,11.5,2574.0,2574.0,143.0,5.6,6613.0,6613.0,534.0,8.1,1897.0,1897.0,599.0,31.6
19117,8471.0,8471.0,1389.0,16.4,2006.0,2006.0,111.0,5.5,4721.0,4721.0,561.0,11.9,1744.0,1744.0,717.0,41.1
19119,11601.0,11601.0,1240.0,10.7,3339.0,3339.0,141.0,4.2,6322.0,6322.0,465.0,7.4,1940.0,1940.0,634.0,32.7
19121,15712.0,15712.0,1974.0,12.6,4064.0,4064.0,225.0,5.5,9168.0,9168.0,918.0,10.0,2480.0,2480.0,831.0,33.5
19123,21978.0,21978.0,2995.0,13.6,5323.0,5323.0,244.0,4.6,12913.0,12913.0,1517.0,11.7,3742.0,3742.0,1234.0,33.0
19125,32971.0,32971.0,4640.0,14.1,7932.0,7932.0,406.0,5.1,19473.0,19473.0,2304.0,11.8,5566.0,5566.0,1930.0,34.7
19127,39281.0,39281.0,4689.0,11.9,10097.0,10097.0,359.0,3.6,22981.0,22981.0,2170.0,9.4,6203.0,6203.0,2160.0,34.8
19129,14759.0,14759.0,2260.0,15.3,3547.0,3547.0,96.0,2.7,8746.0,8746.0,1294.0,14.8,2466.0,2466.0,870.0,35.3
19131,10422.0,10422.0,1318.0,12.6,2515.0,2515.0,69.0,2.7,5782.0,5782.0,533.0,9.2,2125.0,2125.0,716.0,33.7
19133,8567.0,8567.0,1252.0,14.6,1790.0,1790.0,66.0,3.7,4845.0,4845.0,567.0,11.7,1932.0,1932.0,619.0,32.0
19135,7732.0,7732.0,977.0,12.6,1970.0,1970.0,41.0,2.1,4374.0,4374.0,452.0,10.3,1388.0,1388.0,484.0,34.9
19137,9966.0,9966.0,1589.0,15.9,2364.0,2364.0,158.0,6.7,5644.0,5644.0,801.0,14.2,1958.0,1958.0,630.0,32.2
19139,42418.0,42418.0,4373.0,10.3,10788.0,10788.0,323.0,3.0,25154.0,25154.0,1868.0,7.4,6476.0,6476.0,2182.0,33.7
19141,13699.0,13699.0,1883.0,13.7,3276.0,3276.0,47.0,1.4,7742.0,7742.0,964.0,12.5,2681.0,2681.0,872.0,32.5
19143,6027.0,6027.0,740.0,12.3,1440.0,1440.0,72.0,5.0,3399.0,3399.0,284.0,8.4,1188.0,1188.0,384.0,32.3
19145,14395.0,14395.0,2375.0,16.5,2900.0,2900.0,127.0,4.4,8366.0,8366.0,1178.0,14.1,3129.0,3129.0,1070.0,34.2
19147,8852.0,8852.0,1281.0,14.5,2031.0,2031.0,73.0,3.6,5059.0,5059.0,672.0,13.3,1762.0,1762.0,536.0,30.4
19149,24760.0,24760.0,2725.0,11.0,6304.0,6304.0,356.0,5.6,14186.0,14186.0,1096.0,7.7,4270.0,4270.0,1273.0,29.8
19151,6739.0,6739.0,994.0,14.7,1492.0,1492.0,107.0,7.2,3811.0,3811.0,477.0,12.5,1436.0,1436.0,410.0,28.6
19153,469486.0,469486.0,51171.0,10.9,118810.0,118810.0,4976.0,4.2,293486.0,293486.0,28318.0,9.6,57190.0,57190.0,17877.0,31.3
19155,92479.0,92479.0,13116.0,14.2,22050.0,22050.0,770.0,3.5,55372.0,55372.0,6987.0,12.6,15057.0,15057.0,5359.0,35.6
19157,18313.0,18313.0,1819.0,9.9,3626.0,3626.0,127.0,3.5,11274.0,11274.0,855.0,7.6,3413.0,3413.0,837.0,24.5
19159,4778.0,4778.0,654.0,13.7,1193.0,1193.0,46.0,3.9,2561.0,2561.0,273.0,10.7,1024.0,1024.0,335.0,32.7
19161,9686.0,9686.0,1032.0,10.7,2183.0,2183.0,81.0,3.7,5397.0,5397.0,385.0,7.1,2106.0,2106.0,566.0,26.9
19163,170638.0,170638.0,17949.0,10.5,41188.0,41188.0,1600.0,3.9,103934.0,103934.0,8771.0,8.4,25516.0,25516.0,7578.0,29.7
19165,11480.0,11480.0,1608.0,14.0,2643.0,2643.0,103.0,3.9,6385.0,6385.0,704.0,11.0,2452.0,2452.0,801.0,32.7
19167,34417.0,34417.0,2978.0,8.7,9412.0,9412.0,380.0,4.0,20069.0,20069.0,1164.0,5.8,4936.0,4936.0,1434.0,29.1
19169,96229.0,96229.0,7114.0,7.4,16146.0,16146.0,389.0,2.4,69550.0,69550.0,3698.0,5.3,10533.0,10533.0,3027.0,28.7
19171,16761.0,16761.0,1903.0,11.4,4064.0,4064.0,157.0,3.9,9658.0,9658.0,806.0,8.3,3039.0,3039.0,940.0,30.9
19173,6103.0,6103.0,958.0,15.7,1448.0,1448.0,42.0,2.9,3363.0,3363.0,464.0,13.8,1292.0,1292.0,452.0,35.0
19175,12317.0,12317.0,2067.0,16.8,2801.0,2801.0,200.0,7.1,7180.0,7180.0,992.0,13.8,2336.0,2336.0,875.0,37.5
19177,7164.0,7164.0,1017.0,14.2,1733.0,1733.0,77.0,4.4,3950.0,3950.0,424.0,10.7,1481.0,1481.0,516.0,34.8
19179,34978.0,34978.0,4926.0,14.1,7925.0,7925.0,265.0,3.3,21180.0,21180.0,2591.0,12.2,5873.0,5873.0,2070.0,35.2
19181,48755.0,48755.0,5645.0,11.6,12316.0,12316.0,490.0,4.0,29418.0,29418.0,2875.0,9.8,7021.0,7021.0,2280.0,32.5
19183,21816.0,21816.0,2451.0,11.2,5516.0,5516.0,275.0,5.0,12463.0,12463.0,1126.0,9.0,3837.0,3837.0,1050.0,27.4
19185,6312.0,6312.0,996.0,15.8,1601.0,1601.0,55.0,3.4,3403.0,3403.0,409.0,12.0,1308.0,1308.0,532.0,40.7
19187,35010.0,35010.0,4845.0,13.8,7792.0,7792.0,298.0,3.8,21119.0,21119.0,2699.0,12.8,6099.0,6099.0,1848.0,30.3
19189,10351.0,10351.0,1536.0,14.8,2297.0,2297.0,167.0,7.3,6100.0,6100.0,726.0,11.9,1954.0,1954.0,643.0,32.9
19191,20140.0,20140.0,2271.0,11.3,3756.0,3756.0,376.0,10.0,12648.0,12648.0,995.0,7.9,3736.0,3736.0,900.0,24.1
19193,101406.0,101406.0,12677.0,12.5,26758.0,26758.0,1342.0,5.0,60302.0,60302.0,6366.0,10.6,14346.0,14346.0,4969.0,34.6
19195,7384.0,7384.0,1055.0,14.3,1607.0,1607.0,107.0,6.7,4383.0,4383.0,509.0,11.6,1394.0,1394.0,439.0,31.5
19197,12624.0,12624.0,1796.0,14.2,3067.0,3067.0,137.0,4.5,6946.0,6946.0,771.0,11.1,2611.0,2611.0,888.0,34.0
20001,12425.0,12425.0,2271.0,18.3,2875.0,2875.0,223.0,7.8,7116.0,7116.0,1173.0,16.5,2434.0,2434.0,875.0,35.9
20003,7744.0,7744.0,1058.0,13.7,2071.0,2071.0,74.0,3.6,4110.0,4110.0,486.0,11.8,1563.0,1563.0,498.0,31.9
20005,16184.0,16184.0,2469.0,15.3,3816.0,3816.0,169.0,4.4,9719.0,9719.0,1240.0,12.8,2649.0,2649.0,1060.0,40.0
20007,4693.0,4693.0,742.0,15.8,1121.0,1121.0,57.0,5.1,2590.0,2590.0,414.0,16.0,982.0,982.0,271.0,27.6
20009,26395.0,26395.0,4011.0,15.2,6403.0,6403.0,426.0,6.7,15327.0,15327.0,1773.0,11.6,4665.0,4665.0,1812.0,38.8
20011,14432.0,14432.0,2963.0,20.5,3781.0,3781.0,164.0,4.3,8007.0,8007.0,1378.0,17.2,2644.0,2644.0,1421.0,53.7
20013,9579.0,9579.0,1532.0,16.0,2462.0,2462.0,87.0,3.5,5313.0,5313.0,797.0,15.0,1804.0,1804.0,648.0,35.9
20015,63928.0,63928.0,7276.0,11.4,17139.0,17139.0,755.0,4.4,37725.0,37725.0,3497.0,9.3,9064.0,9064.0,3024.0,33.4
20017,2553.0,2553.0,441.0,17.3,617.0,617.0,24.0,3.9,1351.0,1351.0,232.0,17.2,585.0,585.0,185.0,31.6
20019,3314.0,3314.0,738.0,22.3,706.0,706.0,47.0,6.7,1783.0,1783.0,308.0,17.3,825.0,825.0,383.0,46.4
20021,20122.0,20122.0,4528.0,22.5,4844.0,4844.0,286.0,5.9,11700.0,11700.0,2508.0,21.4,3578.0,3578.0,1734.0,48.5
20023,2642.0,2642.0,416.0,15.7,573.0,573.0,4.0,0.7,1403.0,1403.0,209.0,14.9,666.0,666.0,203.0,30.5
20025,1992.0,1992.0,273.0,13.7,506.0,506.0,27.0,5.3,1106.0,1106.0,104.0,9.4,380.0,380.0,142.0,37.4
20027,7887.0,7887.0,1187.0,15.1,1973.0,1973.0,144.0,7.3,4159.0,4159.0,478.0,11.5,1755.0,1755.0,565.0,32.2
20029,8812.0,8812.0,1239.0,14.1,2091.0,2091.0,67.0,3.2,5033.0,5033.0,623.0,12.4,1688.0,1688.0,549.0,32.5
20031,8192.0,8192.0,1356.0,16.6,1807.0,1807.0,111.0,6.1,4765.0,4765.0,608.0,12.8,1620.0,1620.0,637.0,39.3
20033,1708.0,1708.0,215.0,12.6,407.0,407.0,29.0,7.1,890.0,890.0,53.0,6.0,411.0,411.0,133.0,32.4
20035,34365.0,34365.0,5919.0,17.2,8502.0,8502.0,604.0,7.1,20045.0,20045.0,2986.0,14.9,5818.0,5818.0,2329.0,40.0
20037,38462.0,38462.0,6027.0,15.7,8448.0,8448.0,410.0,4.9,24545.0,24545.0,3368.0,13.7,5469.0,5469.0,2249.0,41.1
20039,2806.0,2806.0,479.0,17.1,555.0,555.0,18.0,3.2,1520.0,1520.0,138.0,9.1,731.0,731.0,323.0,44.2
20041,18632.0,18632.0,3295.0,17.7,4580.0,4580.0,294.0,6.4,10684.0,10684.0,1761.0,16.5,3368.0,3368.0,1240.0,36.8
20043,7616.0,7616.0,1236.0,16.2,1486.0,1486.0,66.0,4.4,4763.0,4763.0,605.0,12.7,1367.0,1367.0,565.0,41.3
20045,118583.0,118583.0,12555.0,10.6,22181.0,22181.0,1087.0,4.9,83246.0,83246.0,7334.0,8.8,13156.0,13156.0,4134.0,31.4
20047,2836.0,2836.0,389.0,13.7,686.0,686.0,23.0,3.4,1620.0,1620.0,175.0,10.8,530.0,530.0,191.0,36.0
20049,2528.0,2528.0,644.0,25.5,542.0,542.0,25.0,4.6,1271.0,1271.0,297.0,23.4,715.0,715.0,322.0,45.0
20051,28652.0,28652.0,3413.0,11.9,6243.0,6243.0,130.0,2.1,18324.0,18324.0,1769.0,9.7,4085.0,4085.0,1514.0,37.1
20053,5423.0,5423.0,951.0,17.5,1173.0,1173.0,77.0,6.6,3004.0,3004.0,383.0,12.7,1246.0,1246.0,491.0,39.4
20055,36729.0,36729.0,3894.0,10.6,11422.0,11422.0,498.0,4.4,21646.0,21646.0,2016.0,9.3,3661.0,3661.0,1380.0,37.7
20057,33970.0,33970.0,3439.0,10.1,10472.0,10472.0,319.0,3.0,20171.0,20171.0,1925.0,9.5,3327.0,3327.0,1195.0,35.9
20059,25374.0,25374.0,3527.0,13.9,6222.0,6222.0,191.0,3.1,15154.0,15154.0,1742.0,11.5,3998.0,3998.0,1594.0,39.9
20061,29124.0,29124.0,3648.0,12.5,10741.0,10741.0,465.0,4.3,15699.0,15699.0,1946.0,12.4,2684.0,2684.0,1237.0,46.1
20063,2574.0,2574.0,402.0,15.6,552.0,552.0,35.0,6.3,1357.0,1357.0,126.0,9.3,665.0,665.0,241.0,36.2
20065,2515.0,2515.0,498.0,19.8,516.0,516.0,8.0,1.6,1345.0,1345.0,223.0,16.6,654.0,654.0,267.0,40.8
20067,7513.0,7513.0,713.0,9.5,2415.0,2415.0,145.0,6.0,4236.0,4236.0,185.0,4.4,862.0,862.0,383.0,44.4
20069,5951.0,5951.0,654.0,11.0,1741.0,1741.0,34.0,2.0,3404.0,3404.0,315.0,9.3,806.0,806.0,305.0,37.8
20071,1169.0,1169.0,236.0,20.2,311.0,311.0,28.0,9.0,641.0,641.0,120.0,18.7,217.0,217.0,88.0,40.6
20073,6051.0,6051.0,1277.0,21.1,1315.0,1315.0,82.0,6.2,3271.0,3271.0,606.0,18.5,1465.0,1465.0,589.0,40.2
20075,2616.0,2616.0,342.0,13.1,802.0,802.0,50.0,6.2,1489.0,1489.0,175.0,11.8,325.0,325.0,117.0,36.0
20077,5527.0,5527.0,856.0,15.5,1389.0,1389.0,88.0,6.3,3006.0,3006.0,329.0,10.9,1132.0,1132.0,439.0,38.8
20079,33909.0,33909.0,5180.0,15.3,8486.0,8486.0,286.0,3.4,19405.0,19405.0,2349.0,12.1,6018.0,6018.0,2545.0,42.3
20081,3989.0,3989.0,283.0,7.1,1182.0,1182.0,22.0,1.9,2271.0,2271.0,101.0,4.4,536.0,536.0,160.0,29.9
20083,1810.0,1810.0,240.0,13.3,391.0,391.0,2.0,0.5,1028.0,1028.0,105.0,10.2,391.0,391.0,133.0,34.0
20085,13184.0,13184.0,2368.0,18.0,3313.0,3313.0,167.0,5.0,7456.0,7456.0,1258.0,16.9,2415.0,2415.0,943.0,39.0
20087,18639.0,18639.0,2745.0,14.7,4387.0,4387.0,281.0,6.4,10958.0,10958.0,1449.0,13.2,3294.0,3294.0,1015.0,30.8
20089,2884.0,2884.0,538.0,18.7,546.0,546.0,41.0,7.5,1510.0,1510.0,204.0,13.5,828.0,828.0,293.0,35.4
20091,581636.0,581636.0,53742.0,9.2,145598.0,145598.0,5143.0,3.5,358807.0,358807.0,25715.0,7.2,77231.0,77231.0,22884.0,29.6
20093,3876.0,3876.0,475.0,12.3,1139.0,1139.0,11.0,1.0,2209.0,2209.0,177.0,8.0,528.0,528.0,287.0,54.4
20095,7346.0,7346.0,1057.0,14.4,1647.0,1647.0,123.0,7.5,4158.0,4158.0,424.0,10.2,1541.0,1541.0,510.0,33.1
20097,2458.0,2458.0,368.0,15.0,571.0,571.0,39.0,6.8,1374.0,1374.0,134.0,9.8,513.0,513.0,195.0,38.0
20099,20033.0,20033.0,3822.0,19.1,4847.0,4847.0,248.0,5.1,11710.0,11710.0,2108.0,18.0,3476.0,3476.0,1466.0,42.2
20101,1634.0,1634.0,271.0,16.6,400.0,400.0,26.0,6.5,924.0,924.0,114.0,12.3,310.0,310.0,131.0,42.3
20103,72867.0,72867.0,10985.0,15.1,19138.0,19138.0,838.0,4.4,43279.0,43279.0,6024.0,13.9,10450.0,10450.0,4123.0,39.5
20105,3034.0,3034.0,513.0,16.9,705.0,705.0,26.0,3.7,1659.0,1659.0,204.0,12.3,670.0,670.0,283.0,42.2
20107,9575.0,9575.0,1834.0,19.2,2213.0,2213.0,67.0,3.0,5287.0,5287.0,965.0,18.3,2075.0,2075.0,802.0,38.7
20109,2770.0,2770.0,391.0,14.1,685.0,685.0,17.0,2.5,1531.0,1531.0,122.0,8.0,554.0,554.0,252.0,45.5
20111,32892.0,32892.0,4418.0,13.4,7421.0,7421.0,316.0,4.3,20890.0,20890.0,2393.0,11.5,4581.0,4581.0,1709.0,37.3
20113,27950.0,27950.0,3591.0,12.8,6613.0,6613.0,337.0,5.1,16418.0,16418.0,1451.0,8.8,4919.0,4919.0,1803.0,36.7
20115,11671.0,11671.0,1883.0,16.1,2603.0,2603.0,161.0,6.2,6617.0,6617.0,845.0,12.8,2451.0,2451.0,877.0,35.8
20117,9642.0,9642.0,1511.0,15.7,2304.0,2304.0,64.0,2.8,5379.0,5379.0,794.0,14.8,1959.0,1959.0,653.0,33.3
20119,4139.0,4139.0,412.0,10.0,1099.0,1099.0,30.0,2.7,2360.0,2360.0,156.0,6.6,680.0,680.0,226.0,33.2
20121,32465.0,32465.0,4278.0,13.2,8271.0,8271.0,288.0,3.5,18973.0,18973.0,2125.0,11.2,5221.0,5221.0,1865.0,35.7
20123,6069.0,6069.0,952.0,15.7,1417.0,1417.0,62.0,4.4,3325.0,3325.0,377.0,11.3,1327.0,1327.0,513.0,38.7
20125,32452.0,32452.0,6159.0,19.0,7820.0,7820.0,398.0,5.1,18638.0,18638.0,3186.0,17.1,5994.0,5994.0,2575.0,43.0
20127,5481.0,5481.0,947.0,17.3,1212.0,1212.0,79.0,6.5,3001.0,3001.0,393.0,13.1,1268.0,1268.0,475.0,37.5
20129,2755.0,2755.0,450.0,16.3,738.0,738.0,8.0,1.1,1562.0,1562.0,281.0,18.0,455.0,455.0,161.0,35.4
20131,9830.0,9830.0,1309.0,13.3,2662.0,2662.0,36.0,1.4,5417.0,5417.0,553.0,10.2,1751.0,1751.0,720.0,41.1
20133,15926.0,15926.0,2907.0,18.3,4007.0,4007.0,185.0,4.6,9022.0,9022.0,1398.0,15.5,2897.0,2897.0,1324.0,45.7
20135,2905.0,2905.0,483.0,16.6,656.0,656.0,43.0,6.6,1563.0,1563.0,164.0,10.5,686.0,686.0,276.0,40.2
20137,4665.0,4665.0,560.0,12.0,1052.0,1052.0,6.0,0.6,2629.0,2629.0,251.0,9.5,984.0,984.0,303.0,30.8
20139,15685.0,15685.0,2644.0,16.9,3734.0,3734.0,157.0,4.2,9055.0,9055.0,1393.0,15.4,2896.0,2896.0,1094.0,37.8
20141,3501.0,3501.0,637.0,18.2,761.0,761.0,30.0,3.9,1956.0,1956.0,275.0,14.1,784.0,784.0,332.0,42.3
20143,5815.0,5815.0,742.0,12.8,1388.0,1388.0,54.0,3.9,3328.0,3328.0,290.0,8.7,1099.0,1099.0,398.0,36.2
20145,5638.0,5638.0,1038.0,18.4,1122.0,1122.0,30.0,2.7,3140.0,3140.0,511.0,16.3,1376.0,1376.0,497.0,36.1
20147,5308.0,5308.0,849.0,16.0,1235.0,1235.0,47.0,3.8,2930.0,2930.0,333.0,11.4,1143.0,1143.0,469.0,41.0
20149,22964.0,22964.0,2319.0,10.1,6840.0,6840.0,237.0,3.5,13051.0,13051.0,1215.0,9.3,3073.0,3073.0,867.0,28.2
20151,9333.0,9333.0,1047.0,11.2,2390.0,2390.0,117.0,4.9,5288.0,5288.0,436.0,8.2,1655.0,1655.0,494.0,29.8
20153,2471.0,2471.0,472.0,19.1,513.0,513.0,60.0,11.7,1328.0,1328.0,152.0,11.4,630.0,630.0,260.0,41.3
20155,60629.0,60629.0,9009.0,14.9,14406.0,14406.0,807.0,5.6,34919.0,34919.0,4189.0,12.0,11304.0,11304.0,4013.0,35.5
20157,4594.0,4594.0,627.0,13.6,921.0,921.0,18.0,2.0,2484.0,2484.0,227.0,9.1,1189.0,1189.0,382.0,32.1
20159,9554.0,9554.0,1517.0,15.9,2237.0,2237.0,73.0,3.3,5706.0,5706.0,824.0,14.4,1611.0,1611.0,620.0,38.5
20161,68492.0,68492.0,7024.0,10.3,12541.0,12541.0,511.0,4.1,49757.0,49757.0,4674.0,9.4,6194.0,6194.0,1839.0,29.7
20163,4924.0,4924.0,767.0,15.6,1164.0,1164.0,46.0,4.0,2720.0,2720.0,312.0,11.5,1040.0,1040.0,409.0,39.3
20165,3032.0,3032.0,504.0,16.6,661.0,661.0,31.0,4.7,1676.0,1676.0,223.0,13.3,695.0,695.0,250.0,36.0
20167,6857.0,6857.0,1249.0,18.2,1493.0,1493.0,66.0,4.4,3756.0,3756.0,551.0,14.7,1608.0,1608.0,632.0,39.3
20169,54168.0,54168.0,7927.0,14.6,12872.0,12872.0,506.0,3.9,32510.0,32510.0,4109.0,12.6,8786.0,8786.0,3312.0,37.7
20171,4849.0,4849.0,412.0,8.5,1328.0,1328.0,26.0,2.0,2771.0,2771.0,121.0,4.4,750.0,750.0,265.0,35.3
20173,506515.0,506515.0,64999.0,12.8,133462.0,133462.0,6035.0,4.5,305123.0,305123.0,34836.0,11.4,67930.0,67930.0,24128.0,35.5
20175,22490.0,22490.0,1722.0,7.7,7228.0,7228.0,180.0,2.5,13154.0,13154.0,801.0,6.1,2108.0,2108.0,741.0,35.2
20177,174799.0,174799.0,24168.0,13.8,42579.0,42579.0,1608.0,3.8,103023.0,103023.0,12157.0,11.8,29197.0,29197.0,10403.0,35.6
20179,2478.0,2478.0,370.0,14.9,612.0,612.0,46.0,7.5,1326.0,1326.0,154.0,11.6,540.0,540.0,170.0,31.5
20181,5899.0,5899.0,1036.0,17.6,1425.0,1425.0,125.0,8.8,3414.0,3414.0,501.0,14.7,1060.0,1060.0,410.0,38.7
20183,3602.0,3602.0,648.0,18.0,727.0,727.0,42.0,5.8,1921.0,1921.0,223.0,11.6,954.0,954.0,383.0,40.1
20185,4099.0,4099.0,614.0,15.0,989.0,989.0,31.0,3.1,2331.0,2331.0,303.0,13.0,779.0,779.0,280.0,35.9
20187,2034.0,2034.0,371.0,18.2,561.0,561.0,36.0,6.4,1131.0,1131.0,142.0,12.6,342.0,342.0,193.0,56.4
20189,5556.0,5556.0,599.0,10.8,1686.0,1686.0,52.0,3.1,3192.0,3192.0,271.0,8.5,678.0,678.0,276.0,40.7
20191,22730.0,22730.0,3315.0,14.6,5731.0,5731.0,225.0,3.9,13153.0,13153.0,1643.0,12.5,3846.0,3846.0,1447.0,37.6
20193,7710.0,7710.0,1118.0,14.5,1770.0,1770.0,145.0,8.2,4766.0,4766.0,532.0,11.2,1174.0,1174.0,441.0,37.6
20195,2772.0,2772.0,357.0,12.9,525.0,525.0,71.0,13.5,1620.0,1620.0,131.0,8.1,627.0,627.0,155.0,24.7
20197,6792.0,6792.0,1080.0,15.9,1667.0,1667.0,100.0,6.0,3900.0,3900.0,526.0,13.5,1225.0,1225.0,454.0,37.1
20199,1553.0,1553.0,276.0,17.8,395.0,395.0,12.0,3.0,836.0,836.0,97.0,11.6,322.0,322.0,167.0,51.9
20201,5392.0,5392.0,748.0,13.9,1257.0,1257.0,40.0,3.2,2890.0,2890.0,284.0,9.8,1245.0,1245.0,424.0,34.1
20203,2113.0,2113.0,449.0,21.2,547.0,547.0,41.0,7.5,1140.0,1140.0,221.0,19.4,426.0,426.0,187.0,43.9
20205,8646.0,8646.0,1938.0,22.4,2106.0,2106.0,171.0,8.1,4820.0,4820.0,1014.0,21.0,1720.0,1720.0,753.0,43.8
20207,3161.0,3161.0,715.0,22.6,671.0,671.0,80.0,11.9,1751.0,1751.0,353.0,20.2,739.0,739.0,282.0,38.2
20209,163070.0,163070.0,24007.0,14.7,45903.0,45903.0,2248.0,4.9,98352.0,98352.0,13318.0,13.5,18815.0,18815.0,8441.0,44.9
21001,18978.0,18978.0,3562.0,18.8,3786.0,3786.0,166.0,4.4,11885.0,11885.0,1962.0,16.5,3307.0,3307.0,1434.0,43.4
21003,20599.0,20599.0,4336.0,21.0,5011.0,5011.0,224.0,4.5,12135.0,12135.0,2697.0,22.2,3453.0,3453.0,1415.0,41.0
21005,22111.0,22111.0,3771.0,17.1,5374.0,5374.0,190.0,3.5,13502.0,13502.0,2118.0,15.7,3235.0,3235.0,1463.0,45.2
21007,7972.0,7972.0,1332.0,16.7,1783.0,1783.0,158.0,8.9,4629.0,4629.0,584.0,12.6,1560.0,1560.0,590.0,37.8
21009,42964.0,42964.0,8871.0,20.6,10394.0,10394.0,968.0,9.3,25575.0,25575.0,5048.0,19.7,6995.0,6995.0,2855.0,40.8
21011,12186.0,12186.0,2937.0,24.1,3112.0,3112.0,275.0,8.8,7166.0,7166.0,1582.0,22.1,1908.0,1908.0,1080.0,56.6
21013,26384.0,26384.0,8449.0,32.0,5825.0,5825.0,462.0,7.9,15795.0,15795.0,5040.0,31.9,4764.0,4764.0,2947.0,61.9
21015,128148.0,128148.0,14436.0,11.3,34197.0,34197.0,1715.0,5.0,78117.0,78117.0,7247.0,9.3,15834.0,15834.0,5474.0,34.6
21017,19901.0,19901.0,3193.0,16.0,4581.0,4581.0,255.0,5.6,11737.0,11737.0,1434.0,12.2,3583.0,3583.0,1504.0,42.0
21019,46231.0,46231.0,10360.0,22.4,10136.0,10136.0,779.0,7.7,27566.0,27566.0,5879.0,21.3,8529.0,8529.0,3702.0,43.4
21021,28501.0,28501.0,4758.0,16.7,5974.0,5974.0,185.0,3.1,17360.0,17360.0,2404.0,13.8,5167.0,5167.0,2169.0,42.0
21023,8274.0,8274.0,1075.0,13.0,2058.0,2058.0,68.0,3.3,4942.0,4942.0,596.0,12.1,1274.0,1274.0,411.0,32.3
21025,12977.0,12977.0,4374.0,33.7,2649.0,2649.0,258.0,9.7,8354.0,8354.0,2935.0,35.1,1974.0,1974.0,1181.0,59.8
21027,19817.0,19817.0,4192.0,21.2,4627.0,4627.0,376.0,8.1,11532.0,11532.0,2282.0,19.8,3658.0,3658.0,1534.0,41.9
21029,79060.0,79060.0,12483.0,15.8,17877.0,17877.0,992.0,5.5,49514.0,49514.0,6784.0,13.7,11669.0,11669.0,4707.0,40.3
21031,12529.0,12529.0,2738.0,21.9,2811.0,2811.0,204.0,7.3,7555.0,7555.0,1380.0,18.3,2163.0,2163.0,1154.0,53.4
