countyFIPS,Estimate!!COMMUTING TO WORK!!Workers 16 years and over,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over,"Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- drove alone","Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- drove alone","Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- carpooled","Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- carpooled",Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Public transportation (excluding taxicab),Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Public transportation (excluding taxicab),Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Walked,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Walked,Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Other means,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Other means,Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Worked at home,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Worked at home,Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Mean travel time to work (minutes),Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Mean travel time to work (minutes)
21155,7353,7353,5750,78.2,943,12.8,25,0.3,224,3.0,62,0.8,349,4.7,19.6,(X)
21157,12723,12723,11428,89.8,835,6.6,24,0.2,93,0.7,170,1.3,173,1.4,23.6,(X)
21159,2909,2909,2432,83.6,410,14.1,0,0.0,40,1.4,5,0.2,22,0.8,33.0,(X)
21161,7003,7003,5703,81.4,803,11.5,38,0.5,114,1.6,50,0.7,295,4.2,24.4,(X)
21163,12676,12676,10853,85.6,1257,9.9,45,0.4,80,0.6,99,0.8,342,2.7,31.4,(X)
21165,2231,2231,1882,84.4,269,12.1,0,0.0,17,0.8,0,0.0,63,2.8,33.3,(X)
21167,9174,9174,7683,83.7,972,10.6,15,0.2,82,0.9,54,0.6,368,4.0,25.6,(X)
21169,3848,3848,3103,80.6,496,12.9,0,0.0,24,0.6,15,0.4,210,5.5,24.5,(X)
21171,4256,4256,3315,77.9,545,12.8,24,0.6,84,2.0,19,0.4,269,6.3,23.4,(X)
21173,11208,11208,9277,82.8,1512,13.5,0,0.0,52,0.5,51,0.5,316,2.8,23.6,(X)
21175,3557,3557,3054,85.9,347,9.8,0,0.0,17,0.5,39,1.1,100,2.8,32.9,(X)
21177,11378,11378,10014,88.0,1092,9.6,9,0.1,65,0.6,96,0.8,102,0.9,25.0,(X)
21179,21273,21273,17823,83.8,2204,10.4,0,0.0,242,1.1,127,0.6,877,4.1,26.0,(X)
21181,2705,2705,2029,75.0,492,18.2,16,0.6,59,2.2,5,0.2,104,3.8,32.7,(X)
21183,9511,9511,8087,85.0,1065,11.2,32,0.3,61,0.6,100,1.1,166,1.7,23.8,(X)
21185,30926,30926,26347,85.2,2036,6.6,110,0.4,176,0.6,318,1.0,1939,6.3,27.8,(X)
21187,4002,4002,3254,81.3,426,10.6,20,0.5,48,1.2,56,1.4,198,4.9,32.0,(X)
21189,1242,1242,1015,81.7,137,11.0,0,0.0,22,1.8,50,4.0,18,1.4,24.8,(X)
21191,6248,6248,5462,87.4,553,8.9,22,0.4,10,0.2,7,0.1,194,3.1,34.3,(X)
21193,8643,8643,6943,80.3,973,11.3,32,0.4,21,0.2,353,4.1,321,3.7,21.8,(X)
21195,20054,20054,16358,81.6,2217,11.1,113,0.6,500,2.5,297,1.5,569,2.8,24.5,(X)
21197,4429,4429,3592,81.1,692,15.6,9,0.2,61,1.4,33,0.7,42,0.9,28.7,(X)
21199,24550,24550,21284,86.7,2157,8.8,36,0.1,319,1.3,307,1.3,447,1.8,21.2,(X)
21201,908,908,765,84.3,90,9.9,0,0.0,19,2.1,3,0.3,31,3.4,36.2,(X)
21203,6381,6381,5368,84.1,587,9.2,25,0.4,227,3.6,53,0.8,121,1.9,23.6,(X)
21205,9936,9936,7925,79.8,1097,11.0,139,1.4,211,2.1,148,1.5,416,4.2,23.2,(X)
21207,6160,6160,5367,87.1,503,8.2,28,0.5,76,1.2,64,1.0,122,2.0,21.0,(X)
21209,27192,27192,22829,84.0,2565,9.4,156,0.6,487,1.8,185,0.7,970,3.6,21.3,(X)
21211,22185,22185,18113,81.6,2146,9.7,74,0.3,414,1.9,390,1.8,1048,4.7,25.9,(X)
21213,7996,7996,7094,88.7,526,6.6,19,0.2,27,0.3,127,1.6,203,2.5,19.2,(X)
21215,9419,9419,7966,84.6,913,9.7,5,0.1,81,0.9,167,1.8,287,3.0,32.3,(X)
21217,9832,9832,8062,82.0,983,10.0,0,0.0,337,3.4,135,1.4,315,3.2,19.0,(X)
21219,4637,4637,3798,81.9,411,8.9,0,0.0,62,1.3,199,4.3,167,3.6,27.7,(X)
21221,5760,5760,4834,83.9,570,9.9,0,0.0,131,2.3,46,0.8,179,3.1,27.0,(X)
21223,3709,3709,2992,80.7,474,12.8,0,0.0,7,0.2,63,1.7,173,4.7,26.2,(X)
21225,6173,6173,5283,85.6,449,7.3,22,0.4,326,5.3,65,1.1,28,0.5,22.3,(X)
21227,59280,59280,48318,81.5,6574,11.1,149,0.3,1796,3.0,761,1.3,1682,2.8,20.4,(X)
21229,5699,5699,4723,82.9,495,8.7,59,1.0,82,1.4,70,1.2,270,4.7,26.1,(X)
21231,7176,7176,6001,83.6,703,9.8,110,1.5,86,1.2,65,0.9,211,2.9,23.5,(X)
21233,4972,4972,4230,85.1,499,10.0,8,0.2,148,3.0,11,0.2,76,1.5,25.1,(X)
21235,12378,12378,10035,81.1,1325,10.7,70,0.6,496,4.0,23,0.2,429,3.5,21.8,(X)
21237,1767,1767,1308,74.0,338,19.1,0,0.0,15,0.8,36,2.0,70,4.0,28.8,(X)
21239,12880,12880,10586,82.2,1139,8.8,12,0.1,298,2.3,200,1.6,645,5.0,20.9,(X)
22001,24690,24690,20850,84.4,2601,10.5,39,0.2,403,1.6,354,1.4,443,1.8,28.2,(X)
22003,8488,8488,7337,86.4,714,8.4,19,0.2,66,0.8,168,2.0,184,2.2,26.9,(X)
22005,57643,57643,49881,86.5,4685,8.1,67,0.1,372,0.6,619,1.1,2019,3.5,29.5,(X)
22007,9225,9225,7940,86.1,772,8.4,59,0.6,70,0.8,128,1.4,256,2.8,28.9,(X)
22009,14584,14584,12606,86.4,1116,7.7,19,0.1,319,2.2,253,1.7,271,1.9,30.1,(X)
22011,14287,14287,11816,82.7,1713,12.0,31,0.2,231,1.6,304,2.1,192,1.3,30.8,(X)
22013,4593,4593,3936,85.7,368,8.0,4,0.1,107,2.3,43,0.9,135,2.9,31.7,(X)
22015,58410,58410,50748,86.9,4298,7.4,227,0.4,688,1.2,666,1.1,1783,3.1,21.6,(X)
22017,104060,104060,89427,85.9,7969,7.7,1822,1.8,1362,1.3,807,0.8,2673,2.6,21.1,(X)
22019,88670,88670,75866,85.6,7562,8.5,309,0.3,1212,1.4,1656,1.9,2065,2.3,20.5,(X)
22021,3319,3319,2857,86.1,197,5.9,0,0.0,117,3.5,89,2.7,59,1.8,25.1,(X)
22023,3202,3202,2869,89.6,138,4.3,8,0.2,26,0.8,111,3.5,50,1.6,31.2,(X)
22025,3354,3354,3052,91.0,198,5.9,0,0.0,35,1.0,41,1.2,28,0.8,25.1,(X)
22027,5128,5128,4440,86.6,458,8.9,0,0.0,77,1.5,15,0.3,138,2.7,27.8,(X)
22029,6862,6862,6215,90.6,358,5.2,7,0.1,79,1.2,129,1.9,74,1.1,23.6,(X)
22031,10531,10531,8900,84.5,1129,10.7,78,0.7,164,1.6,59,0.6,201,1.9,27.9,(X)
22033,212900,212900,177137,83.2,20102,9.4,3071,1.4,4272,2.0,2642,1.2,5676,2.7,23.6,(X)
22035,1373,1373,1249,91.0,104,7.6,0,0.0,8,0.6,0,0.0,12,0.9,12.5,(X)
22037,6480,6480,5647,87.1,605,9.3,11,0.2,40,0.6,43,0.7,134,2.1,32.0,(X)
22039,11275,11275,9797,86.9,806,7.1,4,0.0,298,2.6,217,1.9,153,1.4,27.5,(X)
22041,6913,6913,6055,87.6,387,5.6,14,0.2,142,2.1,125,1.8,190,2.7,23.9,(X)
22043,7086,7086,5549,78.3,1038,14.6,35,0.5,34,0.5,272,3.8,158,2.2,33.2,(X)
22045,29959,29959,25144,83.9,3291,11.0,61,0.2,486,1.6,425,1.4,552,1.8,24.8,(X)
22047,12551,12551,10557,84.1,1018,8.1,77,0.6,275,2.2,426,3.4,198,1.6,26.4,(X)
22049,5262,5262,4290,81.5,609,11.6,1,0.0,45,0.9,97,1.8,220,4.2,30.3,(X)
22051,206813,206813,168829,81.6,23365,11.3,2229,1.1,3368,1.6,2580,1.2,6442,3.1,24.2,(X)
22053,11919,11919,9980,83.7,1346,11.3,0,0.0,190,1.6,230,1.9,173,1.5,31.3,(X)
22055,117806,117806,99122,84.1,9593,8.1,853,0.7,2078,1.8,2267,1.9,3893,3.3,24.5,(X)
22057,42371,42371,34360,81.1,4422,10.4,230,0.5,431,1.0,1810,4.3,1118,2.6,29.1,(X)
22059,4877,4877,3937,80.7,613,12.6,10,0.2,30,0.6,217,4.4,70,1.4,43.7,(X)
22061,20662,20662,16983,82.2,2000,9.7,0,0.0,645,3.1,238,1.2,796,3.9,19.8,(X)
22063,62248,62248,54149,87.0,5238,8.4,90,0.1,237,0.4,542,0.9,1992,3.2,34.2,(X)
22065,3589,3589,3020,84.1,313,8.7,4,0.1,194,5.4,40,1.1,18,0.5,13.7,(X)
22067,9211,9211,8261,89.7,691,7.5,7,0.1,59,0.6,96,1.0,97,1.1,23.5,(X)
22069,12043,12043,10086,83.7,1348,11.2,88,0.7,178,1.5,146,1.2,197,1.6,23.9,(X)
22071,175366,175366,119879,68.4,15650,8.9,13212,7.5,8962,5.1,8613,4.9,9050,5.2,24.1,(X)
22073,63240,63240,53813,85.1,5977,9.5,640,1.0,612,1.0,657,1.0,1541,2.4,20.3,(X)
22075,10678,10678,8901,83.4,1262,11.8,14,0.1,232,2.2,101,0.9,168,1.6,25.9,(X)
22077,8941,8941,7228,80.8,739,8.3,67,0.7,242,2.7,469,5.2,196,2.2,30.3,(X)
22079,52899,52899,43963,83.1,4649,8.8,773,1.5,1179,2.2,1155,2.2,1180,2.2,22.3,(X)
22081,3078,3078,2574,83.6,241,7.8,15,0.5,15,0.5,108,3.5,125,4.1,35.3,(X)
22083,7699,7699,6759,87.8,638,8.3,30,0.4,85,1.1,117,1.5,70,0.9,21.9,(X)
22085,7791,7791,6254,80.3,904,11.6,23,0.3,214,2.7,213,2.7,183,2.3,33.2,(X)
22087,18501,18501,16116,87.1,1496,8.1,217,1.2,173,0.9,253,1.4,246,1.3,27.7,(X)
22089,24238,24238,21237,87.6,1533,6.3,61,0.3,241,1.0,416,1.7,750,3.1,27.7,(X)
22091,3523,3523,2837,80.5,263,7.5,8,0.2,85,2.4,34,1.0,296,8.4,34.3,(X)
22093,8896,8896,7372,82.9,911,10.2,80,0.9,162,1.8,184,2.1,187,2.1,27.7,(X)
22095,19008,19008,16690,87.8,1701,8.9,58,0.3,112,0.6,142,0.7,305,1.6,28.6,(X)
22097,29621,29621,25231,85.2,2635,8.9,58,0.2,372,1.3,312,1.1,1013,3.4,26.5,(X)
22099,22716,22716,18672,82.2,2804,12.3,63,0.3,368,1.6,283,1.2,526,2.3,27.3,(X)
22101,19802,19802,16917,85.4,1599,8.1,61,0.3,449,2.3,462,2.3,314,1.6,20.6,(X)
22103,115022,115022,95456,83.0,10303,9.0,207,0.2,878,0.8,2324,2.0,5854,5.1,30.5,(X)
22105,54849,54849,43418,79.2,8056,14.7,174,0.3,858,1.6,760,1.4,1583,2.9,32.0,(X)
22107,1288,1288,1152,89.4,42,3.3,6,0.5,33,2.6,34,2.6,21,1.6,19.8,(X)
22109,46008,46008,37753,82.1,4099,8.9,112,0.2,602,1.3,1774,3.9,1668,3.6,23.7,(X)
22111,8000,8000,6818,85.2,730,9.1,48,0.6,63,0.8,194,2.4,147,1.8,32.1,(X)
22113,23937,23937,19497,81.5,2571,10.7,15,0.1,808,3.4,353,1.5,693,2.9,29.4,(X)
22115,22178,22178,18956,85.5,1932,8.7,24,0.1,453,2.0,418,1.9,395,1.8,21.4,(X)
22117,16465,16465,13337,81.0,2124,12.9,25,0.2,212,1.3,395,2.4,372,2.3,32.4,(X)
22119,15155,15155,13475,88.9,774,5.1,47,0.3,195,1.3,178,1.2,486,3.2,26.2,(X)
22121,12053,12053,10588,87.8,987,8.2,37,0.3,128,1.1,197,1.6,116,1.0,23.6,(X)
22123,3632,3632,3087,85.0,364,10.0,0,0.0,43,1.2,70,1.9,68,1.9,25.8,(X)
22125,5578,5578,5010,89.8,460,8.2,2,0.0,55,1.0,11,0.2,40,0.7,28.2,(X)
22127,5053,5053,4392,86.9,496,9.8,31,0.6,29,0.6,68,1.3,37,0.7,25.5,(X)
23001,52580,52580,41707,79.3,5966,11.3,77,0.1,1923,3.7,741,1.4,2166,4.1,23.9,(X)
23003,29295,29295,23337,79.7,2970,10.1,30,0.1,1269,4.3,482,1.6,1207,4.1,17.8,(X)
23005,158336,158336,121084,76.5,12440,7.9,2287,1.4,8242,5.2,3024,1.9,11259,7.1,22.9,(X)
23007,14070,14070,10788,76.7,1358,9.7,11,0.1,871,6.2,149,1.1,893,6.3,25.0,(X)
23009,26077,26077,18924,72.6,3509,13.5,198,0.8,1326,5.1,306,1.2,1814,7.0,23.6,(X)
23011,57722,57722,46115,79.9,5679,9.8,73,0.1,2348,4.1,735,1.3,2772,4.8,23.8,(X)
23013,19618,19618,15234,77.7,1933,9.9,75,0.4,841,4.3,280,1.4,1255,6.4,17.8,(X)
23015,15908,15908,12052,75.8,1786,11.2,31,0.2,518,3.3,253,1.6,1268,8.0,25.3,(X)
23017,25134,25134,20305,80.8,2729,10.9,93,0.4,556,2.2,306,1.2,1145,4.6,28.4,(X)
23019,71260,71260,56571,79.4,7568,10.6,366,0.5,2653,3.7,1131,1.6,2971,4.2,22.4,(X)
23021,6150,6150,4805,78.1,569,9.3,3,0.0,272,4.4,88,1.4,413,6.7,25.5,(X)
23023,18144,18144,14426,79.5,1509,8.3,22,0.1,736,4.1,282,1.6,1169,6.4,24.0,(X)
23025,21394,21394,17496,81.8,1904,8.9,17,0.1,516,2.4,404,1.9,1057,4.9,25.6,(X)
23027,18237,18237,14066,77.1,1932,10.6,30,0.2,620,3.4,211,1.2,1378,7.6,26.4,(X)
23029,12469,12469,9159,73.5,1722,13.8,45,0.4,550,4.4,165,1.3,828,6.6,20.9,(X)
23031,105405,105405,85397,81.0,9404,8.9,801,0.8,2361,2.2,1512,1.4,5930,5.6,28.1,(X)
24001,28187,28187,23390,83.0,2677,9.5,140,0.5,1121,4.0,322,1.1,537,1.9,21.3,(X)
24003,299590,299590,239160,79.8,22888,7.6,10188,3.4,7048,2.4,4224,1.4,16082,5.4,30.7,(X)
24005,411402,411402,326743,79.4,35303,8.6,19348,4.7,7479,1.8,6096,1.5,16433,4.0,29.6,(X)
24009,45920,45920,37530,81.7,3866,8.4,1560,3.4,317,0.7,483,1.1,2164,4.7,41.7,(X)
24011,15710,15710,13253,84.4,1474,9.4,96,0.6,338,2.2,211,1.3,338,2.2,32.9,(X)
24013,86481,86481,73599,85.1,5902,6.8,655,0.8,931,1.1,500,0.6,4894,5.7,35.9,(X)
24015,49743,49743,41380,83.2,4185,8.4,649,1.3,645,1.3,637,1.3,2247,4.5,29.6,(X)
24017,79715,79715,64860,81.4,5637,7.1,4677,5.9,773,1.0,616,0.8,3152,4.0,44.4,(X)
24019,14848,14848,11484,77.3,2248,15.1,146,1.0,295,2.0,228,1.5,447,3.0,27.0,(X)
24021,129931,129931,102465,78.9,11720,9.0,3503,2.7,2534,2.0,1579,1.2,8130,6.3,35.2,(X)
24023,13431,13431,10606,79.0,1417,10.6,51,0.4,527,3.9,99,0.7,731,5.4,24.5,(X)
24025,128445,128445,107112,83.4,10921,8.5,1867,1.5,1554,1.2,976,0.8,6015,4.7,31.8,(X)
24027,167857,167857,135723,80.9,12373,7.4,6589,3.9,1615,1.0,1927,1.1,9630,5.7,31.3,(X)
24029,9005,9005,6142,68.2,773,8.6,118,1.3,839,9.3,136,1.5,997,11.1,26.4,(X)
24031,548514,548514,358269,65.3,53681,9.8,82610,15.1,11597,2.1,8699,1.6,33658,6.1,34.6,(X)
24033,473505,473505,317416,67.0,50970,10.8,72946,15.4,9450,2.0,8198,1.7,14525,3.1,37.0,(X)
24035,25049,25049,19781,79.0,2332,9.3,496,2.0,385,1.5,234,0.9,1821,7.3,37.0,(X)
24037,55894,55894,46071,82.4,5352,9.6,1026,1.8,1219,2.2,579,1.0,1647,2.9,30.9,(X)
24039,8444,8444,6774,80.2,673,8.0,54,0.6,519,6.1,129,1.5,295,3.5,24.8,(X)
24041,17706,17706,13908,78.5,1791,10.1,274,1.5,493,2.8,123,0.7,1117,6.3,28.1,(X)
24043,66107,66107,53223,80.5,6552,9.9,1163,1.8,1317,2.0,715,1.1,3137,4.7,29.7,(X)
24045,48398,48398,40193,83.0,4292,8.9,378,0.8,1157,2.4,702,1.5,1676,3.5,22.0,(X)
24047,23606,23606,19102,80.9,1714,7.3,554,2.3,569,2.4,368,1.6,1299,5.5,25.1,(X)
24510,274479,274479,164850,60.1,24632,9.0,49309,18.0,17628,6.4,6607,2.4,11453,4.2,31.0,(X)
25001,102740,102740,82636,80.4,7487,7.3,1310,1.3,2734,2.7,1551,1.5,7022,6.8,23.3,(X)
25003,63061,63061,48863,77.5,4948,7.8,727,1.2,3797,6.0,968,1.5,3758,6.0,19.9,(X)
25005,277714,277714,226105,81.4,24436,8.8,7549,2.7,7432,2.7,2485,0.9,9707,3.5,28.2,(X)
25007,8419,8419,6052,71.9,520,6.2,214,2.5,335,4.0,300,3.6,998,11.9,13.0,(X)
25009,395222,395222,292470,74.0,33957,8.6,23265,5.9,12966,3.3,9662,2.4,22902,5.8,30.2,(X)
25011,36186,36186,27926,77.2,3354,9.3,682,1.9,1439,4.0,345,1.0,2440,6.7,24.4,(X)
25013,212684,212684,175088,82.3,16491,7.8,3937,1.9,6576,3.1,2981,1.4,7611,3.6,22.6,(X)
25015,81913,81913,58149,71.0,6048,7.4,2542,3.1,7494,9.1,1453,1.8,6227,7.6,23.2,(X)
25017,861576,861576,580710,67.4,58713,6.8,106409,12.4,43428,5.0,22532,2.6,49784,5.8,30.9,(X)
25019,6303,6303,4592,72.9,449,7.1,33,0.5,646,10.2,208,3.3,375,5.9,11.4,(X)
25021,364457,364457,247349,67.9,26086,7.2,52570,14.4,13476,3.7,5999,1.6,18977,5.2,34.2,(X)
25023,258416,258416,206197,79.8,18805,7.3,14643,5.7,3928,1.5,3058,1.2,11785,4.6,33.3,(X)
25025,421256,421256,171643,40.7,28114,6.7,137059,32.5,56004,13.3,15144,3.6,13292,3.2,31.1,(X)
25027,410276,410276,330284,80.5,33567,8.2,7203,1.8,11348,2.8,6718,1.6,21156,5.2,29.2,(X)
26001,3301,3301,2659,80.6,324,9.8,5,0.2,53,1.6,73,2.2,187,5.7,25.0,(X)
26003,3057,3057,2111,69.1,381,12.5,57,1.9,195,6.4,72,2.4,241,7.9,21.3,(X)
26005,53997,53997,46635,86.4,3929,7.3,134,0.2,709,1.3,430,0.8,2160,4.0,23.9,(X)
26007,12279,12279,10413,84.8,900,7.3,102,0.8,294,2.4,139,1.1,431,3.5,16.8,(X)
26009,9585,9585,7250,75.6,1297,13.5,57,0.6,162,1.7,132,1.4,687,7.2,24.3,(X)
26011,5624,5624,4697,83.5,466,8.3,37,0.7,145,2.6,82,1.5,197,3.5,28.3,(X)
26013,2738,2738,2281,83.3,247,9.0,2,0.1,93,3.4,30,1.1,85,3.1,17.9,(X)
26015,27698,27698,23525,84.9,2329,8.4,45,0.2,476,1.7,164,0.6,1159,4.2,28.4,(X)
26017,45854,45854,39537,86.2,3383,7.4,247,0.5,642,1.4,481,1.0,1564,3.4,22.3,(X)
26019,7718,7718,6062,78.5,937,12.1,107,1.4,155,2.0,91,1.2,366,4.7,25.4,(X)
26021,70301,70301,57226,81.4,6433,9.2,521,0.7,1977,2.8,1175,1.7,2969,4.2,19.7,(X)
26023,18432,18432,15304,83.0,1806,9.8,55,0.3,241,1.3,307,1.7,719,3.9,22.3,(X)
26025,57368,57368,47355,82.5,5443,9.5,423,0.7,1677,2.9,656,1.1,1814,3.2,20.2,(X)
26027,22896,22896,18796,82.1,2393,10.5,18,0.1,465,2.0,207,0.9,1017,4.4,24.6,(X)
26029,12005,12005,9507,79.2,1338,11.1,76,0.6,283,2.4,134,1.1,667,5.6,19.9,(X)
26031,10433,10433,8477,81.3,1173,11.2,80,0.8,178,1.7,133,1.3,392,3.8,26.1,(X)
26033,15011,15011,11390,75.9,2018,13.4,80,0.5,775,5.2,208,1.4,540,3.6,17.1,(X)
26035,10661,10661,8532,80.0,1011,9.5,133,1.2,273,2.6,129,1.2,583,5.5,27.7,(X)
26037,37224,37224,32084,86.2,2351,6.3,380,1.0,439,1.2,216,0.6,1754,4.7,23.7,(X)
26039,5198,5198,4008,77.1,679,13.1,21,0.4,175,3.4,55,1.1,260,5.0,21.8,(X)
26041,15268,15268,12431,81.4,1479,9.7,109,0.7,446,2.9,283,1.9,520,3.4,20.6,(X)
26043,11092,11092,9285,83.7,1079,9.7,28,0.3,187,1.7,180,1.6,333,3.0,17.1,(X)
26045,51786,51786,43623,84.2,4602,8.9,409,0.8,970,1.9,565,1.1,1617,3.1,22.5,(X)
26047,16222,16222,12820,79.0,1567,9.7,23,0.1,622,3.8,225,1.4,965,5.9,19.2,(X)
26049,166528,166528,140708,84.5,15194,9.1,2483,1.5,1851,1.1,1161,0.7,5131,3.1,26.2,(X)
26051,8600,8600,7006,81.5,757,8.8,48,0.6,246,2.9,196,2.3,347,4.0,30.8,(X)
26053,5912,5912,4744,80.2,603,10.2,45,0.8,226,3.8,107,1.8,187,3.2,17.3,(X)
26055,45810,45810,36809,80.4,3991,8.7,513,1.1,1153,2.5,802,1.8,2542,5.5,20.2,(X)
26057,15751,15751,12737,80.9,1475,9.4,30,0.2,528,3.4,142,0.9,839,5.3,23.6,(X)
26059,18999,18999,15366,80.9,1502,7.9,53,0.3,837,4.4,203,1.1,1038,5.5,25.1,(X)
26061,14675,14675,10489,71.5,1365,9.3,70,0.5,1668,11.4,289,2.0,794,5.4,16.1,(X)
26063,13616,13616,11204,82.3,1130,8.3,72,0.5,494,3.6,200,1.5,516,3.8,21.0,(X)
26065,136962,136962,104060,76.0,13033,9.5,4988,3.6,6509,4.8,3283,2.4,5089,3.7,20.3,(X)
26067,27831,27831,23017,82.7,2601,9.3,116,0.4,727,2.6,248,0.9,1122,4.0,26.9,(X)
26069,9044,9044,7221,79.8,1076,11.9,12,0.1,285,3.2,124,1.4,326,3.6,21.7,(X)
26071,4341,4341,3480,80.2,424,9.8,9,0.2,122,2.8,26,0.6,280,6.5,21.0,(X)
26073,32313,32313,25078,77.6,2692,8.3,367,1.1,2114,6.5,632,2.0,1430,4.4,17.8,(X)
26075,66977,66977,56721,84.7,5676,8.5,233,0.3,1450,2.2,654,1.0,2243,3.3,23.1,(X)
26077,128696,128696,105744,82.2,9726,7.6,2124,1.7,3785,2.9,1976,1.5,5341,4.2,20.4,(X)
26079,7098,7098,5781,81.4,875,12.3,59,0.8,115,1.6,73,1.0,195,2.7,28.6,(X)
26081,322958,322958,262265,81.2,29548,9.1,6363,2.0,6968,2.2,4517,1.4,13297,4.1,21.1,(X)
26083,831,831,667,80.3,91,11.0,0,0.0,23,2.8,5,0.6,45,5.4,21.6,(X)
26085,3511,3511,2733,77.8,406,11.6,16,0.5,91,2.6,51,1.5,214,6.1,28.6,(X)
26087,38323,38323,33261,86.8,2998,7.8,184,0.5,498,1.3,298,0.8,1084,2.8,34.9,(X)
26089,9656,9656,7270,75.3,959,9.9,70,0.7,287,3.0,207,2.1,863,8.9,21.9,(X)
26091,43569,43569,36232,83.2,4093,9.4,82,0.2,1247,2.9,472,1.1,1443,3.3,27.0,(X)
26093,95006,95006,82553,86.9,6222,6.5,322,0.3,911,1.0,780,0.8,4218,4.4,32.5,(X)
26095,2088,2088,1617,77.4,268,12.8,0,0.0,61,2.9,49,2.3,93,4.5,14.2,(X)
26097,4516,4516,3030,67.1,366,8.1,53,1.2,339,7.5,418,9.3,310,6.9,20.3,(X)
26099,413407,413407,359590,87.0,32216,7.8,3221,0.8,3962,1.0,3406,0.8,11012,2.7,27.8,(X)
26101,9360,9360,7472,79.8,1020,10.9,104,1.1,257,2.7,164,1.8,343,3.7,21.1,(X)
26103,29274,29274,23501,80.3,2504,8.6,146,0.5,1574,5.4,450,1.5,1099,3.8,17.8,(X)
26105,12356,12356,9997,80.9,1409,11.4,27,0.2,313,2.5,114,0.9,496,4.0,17.4,(X)
26107,17959,17959,14122,78.6,1596,8.9,82,0.5,851,4.7,310,1.7,998,5.6,23.6,(X)
26109,10608,10608,8448,79.6,1289,12.2,18,0.2,242,2.3,198,1.9,413,3.9,21.0,(X)
26111,37708,37708,32221,85.4,2950,7.8,398,1.1,551,1.5,361,1.0,1227,3.3,21.6,(X)
26113,6045,6045,4692,77.6,750,12.4,13,0.2,217,3.6,77,1.3,296,4.9,20.6,(X)
26115,69104,69104,59915,86.7,5015,7.3,253,0.4,890,1.3,707,1.0,2324,3.4,25.0,(X)
26117,26359,26359,21832,82.8,2626,10.0,78,0.3,507,1.9,300,1.1,1016,3.9,29.5,(X)
26119,2848,2848,2389,83.9,235,8.3,4,0.1,36,1.3,26,0.9,158,5.5,27.0,(X)
26121,72792,72792,61283,84.2,7743,10.6,349,0.5,710,1.0,625,0.9,2082,2.9,21.7,(X)
26123,19390,19390,15392,79.4,2523,13.0,44,0.2,360,1.9,399,2.1,672,3.5,28.5,(X)
26125,626552,626552,537287,85.8,45024,7.2,2905,0.5,7081,1.1,5065,0.8,29190,4.7,26.8,(X)
26127,10518,10518,8197,77.9,1360,12.9,63,0.6,339,3.2,138,1.3,421,4.0,21.9,(X)
26129,7604,7604,6257,82.3,785,10.3,14,0.2,131,1.7,111,1.5,306,4.0,24.0,(X)
26131,2055,2055,1663,80.9,107,5.2,15,0.7,111,5.4,11,0.5,148,7.2,23.8,(X)
26133,8831,8831,6987,79.1,965,10.9,61,0.7,222,2.5,177,2.0,419,4.7,24.9,(X)
26135,2733,2733,2203,80.6,179,6.5,2,0.1,55,2.0,152,5.6,142,5.2,20.3,(X)
26137,10628,10628,8656,81.4,1269,11.9,23,0.2,193,1.8,141,1.3,346,3.3,19.2,(X)
26139,144060,144060,119961,83.3,12225,8.5,1243,0.9,3544,2.5,1704,1.2,5383,3.7,20.5,(X)
26141,4553,4553,3628,79.7,525,11.5,3,0.1,166,3.6,61,1.3,170,3.7,25.2,(X)
26143,7449,7449,5801,77.9,946,12.7,75,1.0,138,1.9,130,1.7,359,4.8,24.2,(X)
26145,81353,81353,67796,83.3,7517,9.2,358,0.4,2022,2.5,1040,1.3,2620,3.2,21.9,(X)
26147,71379,71379,59905,83.9,7411,10.4,516,0.7,1022,1.4,690,1.0,1835,2.6,29.4,(X)
26149,27288,27288,20867,76.5,4197,15.4,148,0.5,843,3.1,367,1.3,866,3.2,21.6,(X)
26151,17392,17392,13724,78.9,1847,10.6,63,0.4,714,4.1,181,1.0,863,5.0,27.8,(X)
26153,2794,2794,2193,78.5,301,10.8,48,1.7,133,4.8,16,0.6,103,3.7,18.7,(X)
26155,31183,31183,25454,81.6,2950,9.5,113,0.4,784,2.5,231,0.7,1651,5.3,27.5,(X)
26157,22404,22404,18103,80.8,2930,13.1,34,0.2,382,1.7,182,0.8,773,3.5,29.5,(X)
